SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240124104008,15.068278312683105,72.80867004394531,33.92000198364258,15.028888702392578,72.61637878417969,43.32999801635742,0.0,15.243598937988281,72.72168731689453,20.0,0.0,15.134634971618652,14.991202354431152,72.64457702636719,72.50728607177734,20.0,22.5,0.0,0.0,14.979705810546875,15.00809383392334,73.03187561035156,72.467041015625,20.0,22.5,0.0,0.0,15.069592475891113,15.003972053527832,72.2574691772461,72.49235534667969,20.0,20.0,0.0,0.0,15.267854690551758,15.099230766296387,15.310759544372559,72.28965759277344,72.2635726928711,72.39442443847656,86.67000579833984,98.75,697.3007202148438,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
20240124105008,15.040532112121582,73.63581848144531,33.92000198364258,15.010368347167969,73.45626068115234,43.32999801635742,0.0,15.200186729431152,73.45852661132812,20.0,0.0,15.096917152404785,14.949891090393066,73.45568084716797,73.30059814453125,20.0,22.5,0.0,0.0,14.959219932556152,14.99705696105957,73.69305419921875,73.34632110595703,20.0,22.5,0.0,0.0,15.016369819641113,14.967122077941895,72.99676513671875,73.2936782836914,20.0,20.0,0.0,0.0,15.241400718688965,15.074334144592285,15.295234680175781,72.98991394042969,72.97985076904297,73.10787963867188,135.44200134277344,98.75,699.706787109375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
20240124110008,14.941193580627441,74.21861267089844,33.92000198364258,14.909502029418945,74.04142761230469,43.32999801635742,0.0,15.098738670349121,74.05733489990234,20.0,0.0,15.031578063964844,14.856791496276855,73.98267364501953,73.83162689208984,20.0,22.5,0.0,0.0,14.840538024902344,14.909383773803711,74.25996398925781,73.91484832763672,20.0,22.5,0.0,0.0,14.91164493560791,14.870381355285645,73.63536071777344,73.93869018554688,20.0,20.0,0.0,0.0,15.27387523651123,15.114973068237305,15.329285621643066,73.26394653320312,73.24085998535156,73.38158416748047,86.67000579833984,98.75,249.21551513671875,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0
20240124111008,14.884323120117188,74.79891967773438,33.92000198364258,14.797024726867676,74.48194885253906,43.32999801635742,0.0,15.010436058044434,74.57325744628906,20.0,0.0,14.946928977966309,14.800171852111816,74.59000396728516,74.35649871826172,20.0,22.5,0.0,0.0,14.786812782287598,14.867141723632812,74.78999328613281,74.49669647216797,20.0,22.5,0.0,0.0,14.864505767822266,14.772729873657227,74.0792465209961,74.48802947998047,20.0,20.0,0.0,0.0,15.23344898223877,15.0524320602417,15.265859603881836,73.68584442138672,73.70360565185547,73.80799102783203,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20240124112008,14.703662872314453,75.3545150756836,33.92000198364258,14.542288780212402,74.94306182861328,43.32999801635742,0.0,14.825739860534668,75.22401428222656,20.0,0.0,14.796645164489746,14.634222030639648,75.17436218261719,74.92052459716797,20.0,22.5,0.0,0.0,14.575108528137207,14.67338752746582,75.3137435913086,74.95894622802734,20.0,22.5,0.0,0.0,14.739898681640625,14.573586463928223,74.67613220214844,75.04396057128906,20.0,20.0,0.0,0.0,15.1842622756958,14.98904037475586,15.217192649841309,74.01226043701172,73.94602966308594,74.06770324707031,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.069574560149249
20240124113008,14.70877456665039,76.2889175415039,33.92000198364258,14.510139465332031,75.6898193359375,43.32999801635742,0.0,14.825705528259277,76.24345397949219,20.0,0.0,14.810281753540039,14.671670913696289,76.1937484741211,75.83007049560547,20.0,22.5,0.0,0.0,14.55422306060791,14.668051719665527,76.18651580810547,75.67862701416016,20.0,22.5,0.0,0.0,14.778772354125977,14.590744018554688,75.59137725830078,76.03040313720703,20.0,20.0,0.0,0.0,15.232513427734375,15.03792953491211,15.26490306854248,74.70860290527344,74.64754486083984,74.74321746826172,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.878006192733892
20240124114008,14.757573127746582,76.94236755371094,33.92000198364258,14.500980377197266,76.24286651611328,43.32999801635742,0.0,14.87921142578125,77.09375,20.0,0.0,14.84608268737793,14.749488830566406,77.02781677246094,76.52044677734375,20.0,22.5,0.0,0.0,14.605302810668945,14.703171730041504,76.8928451538086,76.24787902832031,20.0,22.5,0.0,0.0,14.86331844329834,14.635937690734863,76.4048080444336,76.73260498046875,20.0,20.0,0.0,0.0,15.32762622833252,15.10861587524414,15.336362838745117,75.23973083496094,75.04199981689453,75.22337341308594,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.273245661331629
20240124115008,14.583686828613281,77.94843292236328,33.92000198364258,14.306435585021973,77.1275863647461,43.32999801635742,0.0,14.710805892944336,78.15179443359375,20.0,0.0,14.682130813598633,14.628340721130371,78.0977783203125,77.5197525024414,20.0,22.5,0.0,0.0,14.444080352783203,14.538374900817871,77.726318359375,77.17578125,20.0,22.5,0.0,0.0,14.722904205322266,14.506336212158203,77.37300872802734,77.75623321533203,20.0,20.0,0.0,0.0,15.225902557373047,14.96670913696289,15.229997634887695,76.09432983398438,75.8670883178711,76.0696792602539,86.67000579833984,98.75,78.75933837890625,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.520295206836664
20240124120008,14.400303840637207,78.8415756225586,33.92000198364258,14.095261573791504,77.88973236083984,43.32999801635742,0.0,14.54448127746582,79.1407470703125,20.0,0.0,14.535294532775879,14.497836112976074,78.97869873046875,78.37134552001953,20.0,22.5,0.0,0.0,14.245955467224121,14.351152420043945,78.58490753173828,77.93277740478516,20.0,22.5,0.0,0.0,14.57323932647705,14.374086380004883,78.33683776855469,78.72152709960938,20.0,20.0,0.0,0.0,15.20803451538086,14.914721488952637,15.19797134399414,76.67544555664062,76.387939453125,76.60151672363281,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.897570886029456
20240124121008,14.343781471252441,79.71332550048828,33.92000198364258,14.101065635681152,78.75931549072266,43.32999801635742,0.0,14.492509841918945,79.85515594482422,20.0,0.0,14.43302059173584,14.444724082946777,79.75342559814453,79.31635284423828,20.0,22.5,0.0,0.0,14.22559928894043,14.292021751403809,79.44393157958984,78.79512786865234,20.0,22.5,0.0,0.0,14.518964767456055,14.305550575256348,78.96412658691406,79.57039642333984,20.0,20.0,0.0,0.0,15.025522232055664,14.754058837890625,15.062898635864258,77.76685333251953,77.51348114013672,77.7837142944336,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.039444930533506
20240124122008,14.125340461730957,80.5539779663086,33.92000198364258,13.915982246398926,79.69986724853516,43.32999801635742,0.0,14.292048454284668,80.65065002441406,20.0,0.0,14.224677085876465,14.209940910339355,80.4688491821289,80.24950408935547,20.0,22.5,0.0,0.0,13.996725082397461,14.045369148254395,80.28508758544922,79.56976318359375,20.0,22.5,0.0,0.0,14.330012321472168,14.080122947692871,79.78005981445312,80.38854217529297,20.0,20.0,0.0,0.0,14.85303020477295,14.614168167114258,14.935651779174805,78.56766510009766,78.23241424560547,78.59310150146484,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.320169025923121
20240124123008,14.097968101501465,81.40038299560547,33.92000198364258,13.942353248596191,80.53961181640625,43.32999801635742,0.0,14.269678115844727,81.4393539428711,20.0,0.0,14.197741508483887,14.171224594116211,81.27246856689453,81.14888000488281,20.0,22.5,0.0,0.0,13.954580307006836,14.003751754760742,81.1175765991211,80.28665924072266,20.0,22.5,0.0,0.0,14.307615280151367,14.059721946716309,80.56450653076172,81.25598907470703,20.0,20.0,0.0,0.0,14.809435844421387,14.624557495117188,14.924455642700195,79.29806518554688,78.99756622314453,79.36946105957031,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.562886683612163
20240124124008,14.16325855255127,81.88058471679688,33.92000198364258,14.029129028320312,81.09600830078125,43.32999801635742,0.0,14.333459854125977,81.96989440917969,20.0,0.0,14.243337631225586,14.219911575317383,81.8273696899414,81.73106384277344,20.0,22.5,0.0,0.0,14.034462928771973,14.06025505065918,81.71614837646484,80.79859924316406,20.0,22.5,0.0,0.0,14.376911163330078,14.110472679138184,81.19835662841797,81.7294921875,20.0,20.0,0.0,0.0,14.856759071350098,14.708772659301758,14.97210693359375,79.78092193603516,79.41670227050781,79.86778259277344,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.725024358800226
20240124125008,14.026148796081543,82.51953125,33.92000198364258,13.93492603302002,81.79955291748047,43.32999801635742,0.0,14.19430923461914,82.5381088256836,20.0,0.0,14.107756614685059,14.091670036315918,82.46322631835938,82.43692016601562,20.0,22.5,0.0,0.0,13.916274070739746,13.943522453308105,82.28229522705078,81.52287292480469,20.0,22.5,0.0,0.0,14.235517501831055,13.997536659240723,81.85523223876953,82.35342407226562,20.0,20.0,0.0,0.0,14.713380813598633,14.5869722366333,14.842718124389648,80.43231201171875,80.13963317871094,80.56553649902344,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.747295138442581
20240124130008,13.88766860961914,83.0345458984375,33.92000198364258,13.818048477172852,82.32882690429688,43.32999801635742,0.0,14.061142921447754,83.04570770263672,20.0,0.0,14.003477096557617,13.968279838562012,82.91145324707031,82.94205474853516,20.0,22.5,0.0,0.0,13.77230453491211,13.813929557800293,82.86206817626953,82.05225372314453,20.0,22.5,0.0,0.0,14.092824935913086,13.888040542602539,82.48258209228516,82.89743041992188,20.0,20.0,0.0,0.0,14.658530235290527,14.54734992980957,14.781672477722168,80.81837463378906,80.56402587890625,80.94308471679688,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.5281153372709184
20240124131008,13.731314659118652,83.89421081542969,33.92000198364258,13.635383605957031,83.23133087158203,43.32999801635742,0.0,13.91388988494873,83.83985137939453,20.0,0.0,13.827437400817871,13.797699928283691,83.70108032226562,83.70872497558594,20.0,22.5,0.0,0.0,13.619983673095703,13.6484956741333,83.75374603271484,83.02294158935547,20.0,22.5,0.0,0.0,13.899632453918457,13.748198509216309,83.38278198242188,83.81101989746094,20.0,20.0,0.0,0.0,14.451824188232422,14.329410552978516,14.576729774475098,81.71046447753906,81.57645416259766,81.96769714355469,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9992539164364018
20240124132008,13.628827095031738,84.29226684570312,33.92000198364258,13.503172874450684,83.73609924316406,43.32999801635742,0.0,13.81591510772705,84.27510070800781,20.0,0.0,13.732605934143066,13.667757034301758,84.0553207397461,84.04894256591797,20.0,22.5,0.0,0.0,13.501762390136719,13.526073455810547,84.19627380371094,83.53734588623047,20.0,22.5,0.0,0.0,13.779404640197754,13.637039184570312,83.91454315185547,84.24347686767578,20.0,20.0,0.0,0.0,14.301697731018066,14.178101539611816,14.428929328918457,82.33407592773438,82.16999816894531,82.56038665771484,86.67000579833984,98.75,70.55999755859375,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.4320085862709675
