SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_3_Temperature(°C),Avg_Lag_4_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_3_Humidity(%),Avg_Lag_4_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_3_Sunlight(Lux),Avg_Lag_4_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Lag_3_Power(mW),Avg_Lag_4_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_3_Temperature(°C),Max_Lag_4_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_3_Humidity(%),Max_Lag_4_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_3_Sunlight(Lux),Max_Lag_4_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Lag_3_Power(mW),Max_Lag_4_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_3_Temperature(°C),Min_Lag_4_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_3_Humidity(%),Min_Lag_4_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_3_Sunlight(Lux),Min_Lag_4_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Lag_3_Power(mW),Min_Lag_4_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240129160017,22.465045928955078,58.896488189697266,2994.21240234375,0.0,-0.04258343577384949,0.06450501829385757,-156.72018432617188,-1.7848296165466309,22.515222549438477,22.604963302612305,22.608999252319336,22.671831130981445,58.88424301147461,58.750186920166016,58.72507858276367,58.456668853759766,3019.394775390625,3143.154541015625,3212.37939453125,3335.947998046875,-22.12896156311035,-19.41518211364746,-19.311235427856445,-20.267654418945312,-0.8641388416290283,-0.5422226190567017,0.0003029429935850203,0.8379286527633667,22.60843276977539,59.584049224853516,2778.620361328125,-20.148374557495117,3.4876990184784518e-09,0.029405370354652405,0.030313298106193542,0.3984425961971283,-168.4500732421875,-11.937247276306152,22.708084106445312,22.714759826660156,22.810781478881836,22.880475997924805,59.45100784301758,59.3267707824707,59.1192741394043,59.05281066894531,2939.523681640625,2957.040771484375,2988.21630859375,3057.525146484375,-25.22637176513672,-24.966297149658203,-28.347835540771484,-24.763916015625,-0.8647496104240417,-0.5433301329612732,0.00034214614424854517,0.8358198404312134,22.307193756103516,58.477325439453125,3436.78466796875,-8.749641418457031,-0.151415154337883,-0.11826308816671371,-766.03759765625,-41.81192398071289,22.328933715820312,22.41604232788086,22.423307418823242,22.50260353088379,58.22243881225586,58.34051513671875,58.176246643066406,57.90656661987305,3514.427490234375,3311.50341796875,3635.54931640625,3649.113525390625,-7.337860107421875,-8.405606269836426,-7.799379825592041,-2.750544309616089,-0.8669190406799316,-0.5431264638900757,-0.00031746269087307155,0.8359696865081787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20240129161017,22.188941955566406,59.61222457885742,2923.642333984375,0.0,-0.03280937299132347,0.07892833650112152,-83.7442626953125,-0.05823810398578644,22.208528518676758,22.313980102539062,22.309228897094727,22.344179153442383,59.586021423339844,59.4047966003418,59.40337371826172,59.316009521484375,2859.0634765625,2897.693359375,2957.604248046875,3077.30126953125,-17.891695022583008,-17.121400833129883,-17.336606979370117,-18.521760940551758,-0.8714277744293213,-0.5059243440628052,0.7690421938896179,0.5077425241470337,22.321144104003906,60.2496223449707,2435.410888671875,-27.605167388916016,5.354237941901374e-09,0.035851310938596725,0.03349514678120613,0.4053015410900116,-365.8264465332031,-17.046232223510742,22.44216537475586,22.417463302612305,22.46670913696289,22.533550262451172,60.1917610168457,60.075443267822266,59.95260238647461,59.7576904296875,2637.605224609375,2599.0078125,2650.295654296875,2782.51611328125,-29.5444393157959,-27.593788146972656,-28.90201759338379,-28.43145179748535,-0.8724030256271362,-0.506786048412323,0.7701729536056519,0.5035501718521118,22.039836883544922,59.237892150878906,3319.518310546875,-3.0938448905944824,-0.1343374252319336,0.0022287131287157536,-45.00764083862305,-23.797761917114258,22.059371948242188,22.082538604736328,22.160675048828125,22.184181213378906,59.021480560302734,58.892452239990234,58.7991943359375,58.739341735839844,3296.00146484375,3267.26416015625,3346.872314453125,3394.9248046875,-4.102163314819336,-6.078085422515869,-2.677280902862549,-4.115981101989746,-0.8692873120307922,-0.5064241886138916,0.7680902481079102,0.5052341222763062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20240129162017,22.130294799804688,60.667022705078125,3252.203369140625,1.441514944898529,-0.02294323779642582,0.002723970450460911,-219.48370361328125,-2.620267868041992,22.18068504333496,22.241334915161133,22.250598907470703,22.275737762451172,60.527366638183594,60.386260986328125,60.40374755859375,60.40986251831055,3293.185791015625,3366.665771484375,3418.48193359375,3510.568603515625,3.931807518005371,3.1112585067749023,3.7870492935180664,2.8871047496795654,-0.8950963616371155,-0.5108746290206909,0.7692632079124451,-0.4048231840133667,22.27511215209961,61.28863525390625,3207.706787109375,-1.1957024335861206,6.589019108105276e-09,0.024119216948747635,0.04207153245806694,0.4074561893939972,-144.8850555419922,-6.327265739440918,22.389150619506836,22.38041114807129,22.412939071655273,22.45893669128418,61.17837142944336,61.099308013916016,61.02134323120117,60.79815673828125,3317.875244140625,3385.652587890625,3434.556884765625,3627.739013671875,-1.0050634145736694,3.803154468536377,5.683034420013428,2.596661329269409,-0.8920561075210571,-0.5111439228057861,0.770578920841217,-0.40768706798553467,21.96809196472168,60.11852264404297,3324.670166015625,5.484367370605469,-0.16221556067466736,-0.38674962520599365,-995.0886840820312,-43.13712692260742,21.9849796295166,21.996976852416992,22.084840774536133,22.090417861938477,59.909080505371094,59.77815628051758,59.64616775512695,59.70640563964844,3152.436279296875,3320.509033203125,3265.972412109375,3340.680908203125,4.988638401031494,4.772905349731445,5.645217418670654,2.2761332988739014,-0.8881788849830627,-0.5117079019546509,0.7684271931648254,-0.4042878746986389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20240129163017,22.045528411865234,61.09086608886719,2529.81005859375,0.0,-0.025952130556106567,-0.07684479653835297,-385.2952575683594,-5.464080810546875,22.06232261657715,22.119041442871094,22.18405532836914,22.197053909301758,61.072811126708984,60.96115493774414,60.9049072265625,60.986812591552734,2646.303466796875,2873.266357421875,2924.192138671875,3032.672119140625,-3.483736753463745,-3.9134013652801514,-2.71726655960083,-0.5685741901397705,-0.8907175064086914,-0.5253621339797974,0.037136390805244446,-0.8872660398483276,22.189311981201172,61.87784194946289,2782.658447265625,-2.457693576812744,8.29460589102382e-09,0.0043167853727936745,0.03977755084633827,0.3991367816925049,-35.59592056274414,-2.6739249229431152,22.29208755493164,22.330123901367188,22.349905014038086,22.450729370117188,61.6743278503418,61.51686096191406,61.506141662597656,61.47312927246094,2776.489990234375,2811.06884765625,2844.6865234375,3134.9697265625,-0.6421893239021301,2.718662977218628,6.273148536682129,5.496740818023682,-0.8893181681632996,-0.524334192276001,0.03783779591321945,-0.8891289234161377,21.873882293701172,60.57267761230469,2709.70947265625,-3.7547099590301514,-0.20851941406726837,-0.8826342821121216,-2467.159423828125,-78.33808898925781,21.90406608581543,21.903682708740234,21.984643936157227,22.01205825805664,60.37791442871094,60.23310852050781,60.14459228515625,60.2612419128418,2519.78271484375,2715.0751953125,2739.189697265625,2785.78076171875,-3.461219549179077,-3.6186721324920654,-2.4196019172668457,-5.177275657653809,-0.8838900923728943,-0.5263553857803345,0.033523477613925934,-0.8890790939331055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20240129164017,21.735624313354492,61.40394592285156,1639.8590087890625,0.0,-0.03308235481381416,-0.0724809467792511,-369.494140625,-6.018625736236572,21.776506423950195,21.830949783325195,21.88843536376953,21.956209182739258,61.51780700683594,61.30134201049805,61.2467041015625,61.29164505004883,1709.8546142578125,2027.8797607421875,2121.10205078125,2166.42626953125,-12.148611068725586,-12.553291320800781,-10.411419868469238,-6.108349800109863,-0.8678621053695679,-0.5285742282867432,-0.7862074375152588,-0.46855872869491577,21.910341262817383,62.1677131652832,2136.78759765625,2.848658561706543,5.959535087640688e-09,0.007335349451750517,0.03602413088083267,0.4109147787094116,181.3545379638672,4.050645351409912,22.027511596679688,22.06635284423828,22.07738494873047,22.18431854248047,62.016841888427734,61.92769241333008,61.7916374206543,61.81289291381836,2090.222412109375,1994.1900634765625,2206.865966796875,2600.502197265625,-1.406526803970337,-0.2417823225259781,6.033950328826904,10.411055564880371,-0.8634916543960571,-0.5271931886672974,-0.7883056402206421,-0.4713475704193115,21.58229637145996,60.95023727416992,1882.77880859375,-13.14493179321289,-0.2111649066209793,-0.909128725528717,-2885.28369140625,-87.34762573242188,21.580385208129883,21.633880615234375,21.702129364013672,21.7353458404541,60.82695007324219,60.59297180175781,60.4482536315918,60.573936462402344,1634.6016845703125,1991.6295166015625,1888.2315673828125,1986.5809326171875,-13.872025489807129,-14.079526901245117,-11.034900665283203,-14.580033302307129,-0.8566977977752686,-0.5284816026687622,-0.7871556878089905,-0.4730663299560547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20240129165017,21.312713623046875,61.742767333984375,816.7597045898438,0.0,-0.03749478980898857,-0.0019184780539944768,-303.2128601074219,-4.514512538909912,21.36528968811035,21.414058685302734,21.46359634399414,21.532251358032227,61.843318939208984,61.61296463012695,61.50782775878906,61.495033264160156,931.5435180664062,1153.6822509765625,1299.194091796875,1322.5174560546875,-14.13158893585205,-13.805499076843262,-13.621509552001953,-9.101020812988281,-0.8817808032035828,-0.48330527544021606,-0.8009988069534302,0.48057329654693604,21.459749221801758,62.4630126953125,748.6793212890625,-8.869583129882812,4.810047471437429e-09,0.018720176070928574,0.028452565893530846,0.3928656280040741,-224.03829956054688,-3.3354761600494385,21.55392837524414,21.59842300415039,21.61019515991211,21.733198165893555,62.258033752441406,62.18218231201172,61.89912033081055,61.906341552734375,796.1458740234375,702.5155029296875,809.3687744140625,1412.4739990234375,-14.32860279083252,-14.911832809448242,-9.179353713989258,-3.7061519622802734,-0.877058207988739,-0.48147374391555786,-0.8024740219116211,0.47558319568634033,21.16035270690918,61.42469787597656,1353.6317138671875,-11.994975090026855,-0.17429937422275543,-0.4759019613265991,-1762.3319091796875,-62.0720329284668,21.183237075805664,21.273361206054688,21.3055419921875,21.358612060546875,61.271053314208984,60.968780517578125,60.824745178222656,60.86835861206055,1205.8580322265625,1506.5714111328125,1441.9954833984375,1456.60546875,-11.729029655456543,-9.315102577209473,-8.397233009338379,-10.604104995727539,-0.8697191476821899,-0.48202794790267944,-0.7987929582595825,0.47512495517730713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20240207090017,22.2670841217041,95.35160064697266,14405.0458984375,85.07930598253807,0.042445313185453415,-0.14490239322185516,-20.74742317199707,1.0200080871582031,22.231435775756836,22.137344360351562,22.146753311157227,22.033592224121094,95.45556640625,95.41279602050781,95.54132080078125,95.60945129394531,14443.2900390625,14301.1796875,14102.623046875,14077.2333984375,82.4631118774414,83.48731231689453,76.18248748779297,75.1175765991211,0.7570690512657166,-0.5817476511001587,-0.0008967465255409479,0.7743124961853027,22.55980110168457,95.90034484863281,18654.271484375,138.95285034179688,1.0534975558584847e-08,0.03415229171514511,0.14988501369953156,0.2414008378982544,2926.81494140625,54.18550109863281,22.54792022705078,22.478403091430664,22.447546005249023,22.428112030029297,95.93869018554688,96.01463317871094,96.12651824951172,96.13603973388672,18308.423828125,18304.6015625,17835.3984375,17696.595703125,139.3306121826172,131.93157958984375,131.51722717285156,123.6221694946289,0.7560529112815857,-0.5792667269706726,-0.0031971323769539595,0.7734435796737671,21.89324951171875,94.77342987060547,11434.6982421875,46.044898986816406,-0.07026070356369019,0.12399376183748245,-1420.4163818359375,32.08992385864258,21.83396339416504,21.764528274536133,21.73763656616211,21.682844161987305,94.86871337890625,94.90730285644531,95.01346588134766,94.99755859375,11125.5498046875,11179.5234375,11138.6640625,10980.5986328125,50.87437438964844,47.77320861816406,49.246070861816406,40.25092315673828,0.7575573921203613,-0.5829586982727051,-0.008349600248038769,0.7752188444137573,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240207091017,22.69350814819336,94.55023956298828,17100.79296875,110.62493948964462,0.063442163169384,-0.11476395279169083,191.1342315673828,3.6967713832855225,22.62627601623535,22.569475173950195,22.544099807739258,22.415172576904297,94.64273071289062,94.63023376464844,94.77536010742188,94.85435485839844,16922.541015625,16646.4921875,16501.93359375,16330.1484375,106.37599182128906,102.6218032836914,97.2570571899414,98.42408752441406,0.7955519556999207,-0.6088065505027771,0.7686626315116882,0.4008481502532959,23.15852165222168,95.20462799072266,22257.98046875,183.65487670898438,8.286534125545586e-09,0.05854889377951622,0.1797162890434265,0.30109789967536926,3959.060546875,77.73419189453125,23.045801162719727,23.006885528564453,22.926612854003906,22.895126342773438,95.24446105957031,95.32073211669922,95.45658874511719,95.47970581054688,21930.5859375,21882.642578125,21646.7265625,21377.763671875,185.37069702148438,177.36883544921875,171.55303955078125,167.26318359375,0.7946881055831909,-0.6061378717422485,0.7691183090209961,0.39995718002319336,22.261947631835938,93.86959075927734,13237.8427734375,56.764041900634766,-0.03174304589629173,0.28945672512054443,-1263.117919921875,36.13345718383789,22.208093643188477,22.14850425720215,22.04794692993164,21.98775291442871,93.97994995117188,94.02648162841797,94.11463928222656,94.12677001953125,12835.5771484375,12853.4482421875,12668.41015625,12505.5185546875,54.58928298950195,53.91106033325195,50.36920166015625,44.145179748535156,0.7972298860549927,-0.6089766025543213,0.7680427432060242,0.40031516551971436,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240207092017,23.71566390991211,92.95286560058594,21705.05859375,162.38273062257144,0.07448112219572067,-0.09633283317089081,247.7545928955078,4.076579570770264,23.663558959960938,23.540987014770508,23.49311065673828,23.385433197021484,93.04457092285156,93.0584487915039,93.22573852539062,93.3143310546875,21663.072265625,21296.7578125,21163.05078125,20850.087890625,158.35467529296875,154.4854278564453,150.33993530273438,146.73443603515625,0.7817254662513733,-0.6182908415794373,0.7634745240211487,-0.4716612696647644,24.1997013092041,93.77098846435547,27916.486328125,252.04505920410156,5.090569743515516e-09,0.07750850915908813,0.19364267587661743,0.3451979160308838,4791.478515625,100.71983337402344,24.079111099243164,24.043338775634766,23.975570678710938,23.910490036010742,93.79530334472656,93.92146301269531,94.07231140136719,94.10010528564453,27690.708984375,27794.994140625,27485.58984375,27155.314453125,253.2401885986328,248.65138244628906,236.25344848632812,234.5230712890625,0.7815534472465515,-0.6167633533477783,0.7646163702011108,-0.4689590334892273,23.190942764282227,92.10922241210938,16802.9765625,90.03414154052734,-0.006624311208724976,0.17523451149463654,-1667.29150390625,20.31470489501953,23.127872467041016,23.086210250854492,22.907106399536133,22.89548110961914,92.23484802246094,92.33800506591797,92.41014862060547,92.43043518066406,16442.62890625,16294.5185546875,16112.7587890625,15982.818359375,84.4564208984375,88.89997100830078,77.67375946044922,75.72575378417969,0.7844039797782898,-0.6196291446685791,0.7636176347732544,-0.47265905141830444,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240207093017,24.889507293701172,90.36344146728516,25933.48828125,210.69052604709145,0.07372232526540756,-0.13887694478034973,110.716796875,1.899726152420044,24.78650665283203,24.677637100219727,24.623022079467773,24.50095558166504,90.5069580078125,90.53519439697266,90.71212768554688,90.83430480957031,26027.80078125,25709.64453125,25606.41015625,25346.4765625,208.31956481933594,208.78973388671875,203.663818359375,198.0123291015625,0.7557292580604553,-0.6118194460868835,-0.02759166620671749,-0.8998745083808899,25.356130599975586,91.41879272460938,33366.9296875,325.3117370605469,5.239357392383681e-09,0.07442808151245117,0.20297621190547943,0.3940543532371521,5700.5986328125,125.26070404052734,25.27616310119629,25.239030838012695,25.170429229736328,25.13016128540039,91.42969512939453,91.60792541503906,91.79281616210938,91.84176635742188,33276.40234375,33497.109375,32973.796875,32690.708984375,328.6428527832031,325.0132751464844,311.6822204589844,312.12554931640625,0.7534599900245667,-0.610646665096283,-0.022688832134008408,-0.8932314515113831,24.266454696655273,89.3424301147461,19938.43359375,121.8106918334961,-0.038801226764917374,-0.2913907468318939,-3524.168701171875,-21.9061279296875,24.220930099487305,24.108552932739258,23.938570022583008,23.935016632080078,89.50154113769531,89.6402359008789,89.76882934570312,89.78680419921875,19851.345703125,19500.794921875,19436.125,19372.75,119.08366394042969,123.7481918334961,111.52538299560547,109.08729553222656,0.7570422887802124,-0.614057183265686,-0.02620861306786537,-0.8983786106109619,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240207094017,26.170108795166016,87.1334457397461,29427.83984375,263.27591442276406,0.07100607454776764,-0.14574192464351654,88.17259216308594,0.5234970450401306,26.082984924316406,26.011810302734375,25.89344596862793,25.813390731811523,87.3170394897461,87.31437683105469,87.54605102539062,87.65631866455078,29525.76953125,29282.947265625,29249.158203125,29025.947265625,262.7159118652344,262.6311950683594,260.1513671875,252.8816680908203,0.7630212306976318,-0.6065361499786377,-0.8364987969398499,-0.430853009223938,26.73210334777832,88.36277770996094,38206.90234375,413.406494140625,2.1648389747497276e-09,0.08598383516073227,0.21925108134746552,0.4679830074310303,6915.77783203125,159.5774383544922,26.660846710205078,26.62061309814453,26.540502548217773,26.46986961364746,88.4302749633789,88.6697769165039,88.8750991821289,88.89998626708984,38124.328125,38363.84765625,37934.734375,37747.625,412.30670166015625,408.31524658203125,402.3389587402344,404.13751220703125,0.7602730989456177,-0.6061540246009827,-0.8305304646492004,-0.4229229688644409,25.492290496826172,85.90518188476562,22335.29296875,151.14625549316406,-0.0538100004196167,-0.4499033987522125,-5077.66064453125,-54.51557922363281,25.404491424560547,25.27967071533203,25.142667770385742,25.102785110473633,86.11151123046875,86.24281311035156,86.40143585205078,86.47672271728516,22201.423828125,22040.619140625,21852.896484375,21940.966796875,150.95945739746094,153.794189453125,144.6929931640625,139.12232971191406,0.7638064622879028,-0.6089484691619873,-0.8385849595069885,-0.42776674032211304,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240207095017,27.465497970581055,83.49198913574219,33374.07421875,321.20343188158654,0.07093451172113419,-0.11137956380844116,123.21526336669922,1.557368278503418,27.366718292236328,27.310909271240234,27.220386505126953,27.08349609375,83.61099243164062,83.66146087646484,83.90373992919922,84.02106475830078,33547.65625,33288.296875,33325.1171875,33094.07421875,319.4270935058594,319.0842590332031,316.0272216796875,308.1749572753906,0.7811868786811829,-0.6322313547134399,-0.8208712339401245,0.5205080509185791,28.094457626342773,84.89727020263672,43257.75,491.1040344238281,-2.6929569685307797e-10,0.10397212952375412,0.23728936910629272,0.5241536498069763,7928.38720703125,189.89585876464844,27.98250389099121,27.983552932739258,27.881393432617188,27.80116844177246,84.9826431274414,85.19685363769531,85.44532012939453,85.42465209960938,43122.58203125,43407.0859375,42842.984375,42849.62109375,492.17742919921875,486.9296875,484.18658447265625,481.64959716796875,0.7794036269187927,-0.6311326026916504,-0.8147698640823364,0.5218026638031006,26.682605743408203,82.05502319335938,25361.833984375,185.22288513183594,-0.036953020840883255,-0.2702036201953888,-5682.810546875,-70.91150665283203,26.649927139282227,26.501548767089844,26.34494972229004,26.3045654296875,82.27376556396484,82.35465240478516,82.55745697021484,82.7130355834961,25174.13671875,25074.4453125,24857.4609375,25026.81640625,187.42396545410156,190.52008056640625,181.73548889160156,176.02174377441406,0.7823046445846558,-0.6338474750518799,-0.8233783841133118,0.5206301212310791,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240207100017,28.689599990844727,79.86244201660156,37714.9609375,392.23686316189975,0.06617969274520874,-0.10834373533725739,31.337114334106445,0.6030353903770447,28.600854873657227,28.51990509033203,28.47478485107422,28.329612731933594,79.8455810546875,80.0048599243164,80.16276550292969,80.2333984375,37960.4140625,37866.4296875,37831.0078125,37665.5390625,391.4643859863281,393.52923583984375,391.88189697265625,383.3140563964844,0.6195259094238281,-0.7916139364242554,0.0709151029586792,0.8557518720626831,29.362180709838867,81.42378234863281,49148.11328125,590.0582275390625,-2.0332748817963875e-09,0.10995057970285416,0.24793832004070282,0.5944174528121948,9270.2607421875,228.98965454101562,29.259357452392578,29.24540138244629,29.16122817993164,29.103240966796875,81.46343994140625,81.55278778076172,81.84070587158203,81.86408996582031,48769.56640625,49295.9609375,48832.80859375,48642.9609375,600.59912109375,594.456298828125,586.6621704101562,589.1355590820312,0.6156339645385742,-0.7901757955551147,0.07714270800352097,0.8553582429885864,27.891082763671875,78.12291717529297,28402.345703125,225.24151611328125,-0.0548221692442894,-0.37969425320625305,-7284.7353515625,-105.01689147949219,27.843032836914062,27.70962905883789,27.557050704956055,27.508182525634766,78.37577056884766,78.53118133544922,78.6603012084961,78.86592102050781,28283.837890625,28515.974609375,28084.51953125,28312.134765625,226.06663513183594,228.69210815429688,221.6728973388672,217.57321166992188,0.6196205615997314,-0.794526219367981,0.07165882736444473,0.8549761772155762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240207101017,30.274185180664062,74.96336364746094,42753.6796875,479.91911102677676,0.0849798172712326,-0.12990812957286835,135.20925903320312,0.573335587978363,30.154529571533203,30.08595085144043,29.989484786987305,29.860177993774414,74.99835968017578,75.25341796875,75.41802978515625,75.54986572265625,42737.4453125,42796.4296875,42830.484375,42601.48828125,480.0830078125,480.2781982421875,480.4126281738281,472.0452575683594,0.6702977418899536,-0.7744564414024353,0.7857592105865479,0.4333217144012451,31.077638626098633,76.81864929199219,55284.42578125,714.9928588867188,-2.078039074149274e-09,0.13107797503471375,0.2837415933609009,0.6804713010787964,10876.4462890625,274.0955810546875,30.95033073425293,30.945249557495117,30.79157829284668,30.739665985107422,76.92582702636719,76.9983901977539,77.34710693359375,77.44985961914062,55106.39453125,55389.84375,55251.04296875,55227.00390625,722.7760620117188,714.8162231445312,709.699951171875,721.5838012695312,0.6689185500144958,-0.7724989056587219,0.7870890498161316,0.4314478635787964,29.36210823059082,73.03471374511719,32120.251953125,279.79534912109375,-0.05518382787704468,-0.4220306873321533,-8277.5498046875,-123.91558074951172,29.287090301513672,29.16106414794922,28.987037658691406,28.950700759887695,73.30607604980469,73.4803695678711,73.62635803222656,73.90615844726562,32046.912109375,32157.01953125,31602.369140625,31753.37109375,276.5404357910156,280.48675537109375,270.0115966796875,263.3968505859375,0.6727589964866638,-0.774117112159729,0.7858725786209106,0.4273066520690918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240207102017,31.94694709777832,69.39057159423828,47721.7734375,545.2358492820061,0.08741845935583115,-0.13061024248600006,126.53455352783203,0.15194764733314514,31.862123489379883,31.742511749267578,31.628053665161133,31.517200469970703,69.34142303466797,69.626953125,69.85558319091797,69.95829010009766,47717.80859375,47853.25,47878.29296875,47695.64453125,546.3050537109375,545.7064819335938,546.7304077148438,534.6793823242188,0.6372302174568176,-0.7846155166625977,0.7659912109375,-0.4539727568626404,32.7752685546875,71.36139678955078,60577.0,792.5408325195312,-3.4292924055989715e-09,0.14305593073368073,0.288520485162735,0.7211365699768066,11547.2958984375,294.8725891113281,32.68222427368164,32.64982223510742,32.49887466430664,32.43351745605469,71.44856262207031,71.58866882324219,71.88944244384766,72.01703643798828,60516.296875,60761.57421875,60670.79296875,60728.9921875,799.2294921875,793.8333129882812,788.445068359375,799.935546875,0.637076735496521,-0.7830336689949036,0.7674193978309631,-0.45713675022125244,30.974868774414062,67.25531768798828,36361.6015625,327.3088073730469,-0.05701090022921562,-0.5803626775741577,-9356.7841796875,-160.53355407714844,30.890024185180664,30.763673782348633,30.604129791259766,30.574623107910156,67.50608825683594,67.76055145263672,67.93330383300781,68.15631866455078,36298.1875,36347.19921875,35844.47265625,36001.625,323.76385498046875,330.3189697265625,313.7017822265625,308.133056640625,0.6414260268211365,-0.7840193510055542,0.7664288878440857,-0.4622856378555298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240207103017,33.33222961425781,63.614418029785156,51716.21875,608.1122088123722,0.08545483648777008,-0.16338972747325897,-35.163841247558594,-2.1190874576568604,33.21905517578125,33.12864685058594,33.00733947753906,32.871700286865234,63.596431732177734,63.84589385986328,64.0667953491211,64.2575912475586,51833.0546875,51995.6953125,52122.859375,52109.6796875,611.0864868164062,612.462890625,614.4796752929688,603.3373413085938,0.6050540804862976,-0.7897670865058899,-0.0251621063798666,-0.8677934408187866,34.18873977661133,65.6550064086914,64993.60546875,874.7149047851562,-2.667448484316992e-09,0.1423875391483307,0.294594943523407,0.7512204647064209,12294.482421875,317.12255859375,34.1179084777832,34.063385009765625,33.93666076660156,33.85993957519531,65.74298858642578,65.89743041992188,66.21124267578125,66.38317108154297,65088.265625,65375.21875,65267.4453125,65371.71875,881.12939453125,879.6904907226562,878.7747192382812,889.3404541015625,0.6015383005142212,-0.7884131073951721,-0.02240782417356968,-0.8711293935775757,32.31364440917969,61.40276336669922,39585.90234375,371.0767517089844,-0.08678890764713287,-0.8836638331413269,-11590.8310546875,-230.35870361328125,32.231590270996094,32.0565071105957,31.939167022705078,31.873523712158203,61.628292083740234,61.877681732177734,62.22068786621094,62.3343391418457,39695.78125,39690.49609375,39438.61328125,39587.625,371.266845703125,377.9193115234375,361.9859924316406,355.1956481933594,0.606752336025238,-0.7888413667678833,-0.02060629427433014,-0.8736693859100342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
