SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240317104003,35.94827651977539,27.849170684814453,56827.8125,36.806060791015625,30.06916046142578,64264.1484375,994.304443359375,35.237361907958984,25.664073944091797,48917.3203125,570.0324096679688,35.822662353515625,35.77214050292969,28.129613876342773,28.70891571044922,57249.42578125,58180.4765625,764.4258422851562,739.7030639648438,37.10064697265625,37.2744026184082,29.485788345336914,28.726089477539062,68374.421875,66244.9921875,970.4459228515625,947.9465942382812,35.037269592285156,34.70328140258789,25.648530960083008,24.987049102783203,51277.97265625,50410.92578125,588.0115356445312,554.1403198242188,36.35103225708008,37.986427307128906,35.53945541381836,25.911216735839844,26.955121994018555,22.599340438842773,61623.7890625,69700.0703125,54195.6171875,842.55712890625,1042.7681884765625,649.3859252929688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,751.8354753495389
20240317105003,35.48600769042969,28.088645935058594,53930.66015625,36.35984420776367,30.137691497802734,61051.5625,939.0533447265625,34.8361930847168,25.95537567138672,46323.0703125,525.626953125,35.30546188354492,35.29071044921875,28.574764251708984,28.809356689453125,54400.9296875,54911.80859375,712.22265625,674.6357421875,36.59059524536133,36.77975082397461,29.63340950012207,29.00708770751953,65034.515625,62996.73046875,923.1290893554688,895.7863159179688,34.562652587890625,34.26801681518555,25.953189849853516,24.942176818847656,48360.078125,47851.03515625,548.8314208984375,509.4175720214844,36.00437927246094,37.64039993286133,35.263572692871094,25.627544403076172,26.401330947875977,22.244583129882812,59173.36328125,67366.71875,52159.82421875,797.1798095703125,995.4954833984375,614.7822875976562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,703.4857698891847
20240317110003,35.18738555908203,28.570693969726562,51552.44921875,36.01529312133789,30.512922286987305,59149.99609375,909.5119018554688,34.485713958740234,26.28154182434082,43758.37109375,487.7765808105469,34.93575668334961,34.946102142333984,29.099197387695312,29.11044692993164,52115.05078125,52562.76953125,664.3363037109375,632.650634765625,36.323585510253906,36.348873138427734,30.12165641784668,29.300739288330078,62462.03515625,60375.54296875,889.100830078125,859.0618286132812,34.11939239501953,33.97930145263672,26.409259796142578,25.32343101501465,46239.375,45077.60546875,504.96319580078125,465.2652893066406,35.76084899902344,37.307037353515625,34.987186431884766,25.91263198852539,26.555912017822266,22.42767906188965,56814.79296875,65570.234375,50005.703125,762.953369140625,970.5866088867188,571.5806884765625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,656.362261300315
20240317111003,34.50998306274414,29.969301223754883,48540.62890625,35.39460754394531,31.708423614501953,55131.40625,854.816650390625,33.942264556884766,27.456878662109375,41434.0546875,452.0186462402344,34.30745315551758,34.28120803833008,30.580461502075195,30.37508773803711,48793.1328125,49712.484375,622.3782958984375,594.9702758789062,35.63539505004883,35.586246490478516,31.30927848815918,30.691242218017578,58606.5234375,56815.796875,813.4287109375,804.4203491210938,33.644744873046875,33.40226364135742,27.83445930480957,26.719650268554688,43932.640625,42404.61328125,464.6137390136719,428.62884521484375,35.146209716796875,36.672119140625,34.47175979614258,27.482646942138672,27.676380157470703,23.74790382385254,53770.15234375,61815.17578125,46927.203125,721.154296875,913.7836303710938,534.8557739257812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,617.3656068685818
20240317112003,34.146976470947266,30.47451400756836,45834.83984375,34.992427825927734,32.133827209472656,51674.65234375,791.2923583984375,33.631839752197266,27.934940338134766,39268.15625,427.08270263671875,34.04212951660156,33.86250686645508,31.222566604614258,30.701282501220703,45752.23046875,46915.984375,580.9852294921875,565.2939453125,35.180843353271484,35.10334777832031,31.770841598510742,31.148305892944336,54943.0625,53426.08203125,754.279052734375,746.9176635742188,33.30180358886719,33.12190628051758,28.373014450073242,27.26297378540039,41614.453125,40133.7421875,437.3345947265625,400.75537109375,34.91947555541992,36.29200744628906,34.27455139160156,27.605453491210938,27.852426528930664,23.992122650146484,51095.16015625,58692.47265625,44934.51953125,684.8839721679688,868.20263671875,512.3103637695312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,581.6539234248835
20240317113003,33.70473861694336,31.337661743164062,42277.953125,34.49885940551758,32.80128479003906,46724.58984375,708.3543090820312,33.161285400390625,28.883014678955078,36823.23046875,399.7248229980469,33.55497360229492,33.2848014831543,32.126583099365234,31.474721908569336,41815.8046875,43120.18359375,531.928466796875,531.7072143554688,34.56930160522461,34.580928802490234,32.65155792236328,32.07631301879883,50213.05859375,48852.6953125,676.38916015625,663.7366333007812,32.94626998901367,32.634220123291016,29.329938888549805,28.286479949951172,39120.0546875,37426.2734375,397.35589599609375,372.9440002441406,34.653289794921875,35.911346435546875,33.92037582397461,27.842975616455078,28.235857009887695,24.8294677734375,48166.9375,54857.32421875,42447.625,639.8911743164062,811.7410888671875,492.5382995605469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,538.3540577326585
20240317114003,33.1648063659668,32.36033630371094,40049.37109375,34.00387191772461,34.015682220458984,43349.07421875,643.98291015625,32.6761474609375,29.910930633544922,35163.07421875,380.6398620605469,33.116172790527344,32.72858810424805,33.18145751953125,32.76670455932617,39244.45703125,40510.9296875,494.2538757324219,502.4181213378906,33.972965240478516,34.01924514770508,33.67522430419922,33.13330078125,46907.41796875,45505.2734375,618.6493530273438,602.8255615234375,32.57636642456055,32.2664909362793,30.56715965270996,29.43439292907715,37552.69921875,35645.046875,373.1329650878906,351.2278747558594,34.25665283203125,35.511741638183594,33.52974319458008,28.39432144165039,29.16497230529785,25.629722595214844,45671.4375,51480.90625,40257.5234375,597.8441772460938,753.029296875,468.0686950683594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,502.9710007731188
20240317115003,32.44770812988281,33.52566146850586,37484.7890625,33.30388641357422,35.10990905761719,39515.1328125,560.4573974609375,32.04045486450195,31.24007225036621,33395.328125,356.3677978515625,32.471317291259766,32.064273834228516,34.58988952636719,33.9114990234375,36463.73828125,37372.2109375,451.6497802734375,459.1894226074219,33.17578125,33.3232421875,34.97568893432617,34.43122482299805,42945.45703125,41565.22265625,553.3384399414062,523.19140625,32.012657165527344,31.650732040405273,31.961429595947266,30.43391990661621,35662.05859375,33973.5390625,357.67718505859375,329.110595703125,33.63206100463867,34.835147857666016,32.98151397705078,29.249122619628906,29.8757381439209,26.58835792541504,42974.6953125,47668.90625,38674.86328125,549.14990234375,673.151123046875,447.32440185546875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,465.9087586396903
20240317120003,31.90460205078125,35.2566032409668,35269.7734375,32.709938049316406,36.7728385925293,36965.7578125,503.13421630859375,31.47170066833496,32.8020133972168,31344.640625,331.99884033203125,31.97202491760254,31.554040908813477,36.366573333740234,35.455326080322266,34083.50390625,35031.0234375,408.42120361328125,430.5673828125,32.62630844116211,32.71118927001953,36.844696044921875,35.98764419555664,39848.12890625,38328.3046875,498.7579345703125,459.05792236328125,31.461870193481445,31.172273635864258,33.7244873046875,32.03482437133789,34298.90234375,31937.87890625,332.0936584472656,300.010498046875,33.12545394897461,34.19196319580078,32.44874572753906,30.924766540527344,31.444271087646484,28.23379898071289,40341.84375,44538.44140625,36852.703125,508.39752197265625,617.3018188476562,413.99871826171875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,425.8731884933312
20240317121003,31.142499923706055,37.69696044921875,32365.830078125,31.919307708740234,39.08456802368164,33679.60546875,458.66961669921875,30.689620971679688,34.80858612060547,29361.32421875,289.87200927734375,31.173118591308594,30.789939880371094,38.47795486450195,37.7313346862793,31452.69140625,32421.65625,365.7870178222656,377.8240661621094,31.84156036376953,31.96506118774414,39.14207458496094,38.32147216796875,37267.78515625,35440.96484375,440.286376953125,416.9312438964844,30.809364318847656,30.327083587646484,35.994808197021484,34.30291748046875,31978.615234375,29439.658203125,290.82025146484375,261.31243896484375,32.13029098510742,33.245018005371094,31.565834045410156,33.78644561767578,34.14091873168945,30.863122940063477,37292.9609375,40420.2578125,33761.96484375,458.4504699707031,549.1116943359375,366.55877685546875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,373.61756443835344
20240317122003,30.74542999267578,39.056251525878906,29530.044921875,31.40042495727539,40.410606384277344,31033.677734375,418.65350341796875,30.245235443115234,35.97666931152344,27270.4609375,250.73019409179688,30.736339569091797,30.29621696472168,39.65080261230469,38.89885711669922,28838.21484375,29796.654296875,322.2841491699219,326.18243408203125,31.385000228881836,31.528003692626953,40.492347717285156,39.55893325805664,34814.42578125,32762.18359375,405.04229736328125,379.8891296386719,30.341751098632812,29.8684024810791,37.123291015625,35.66929626464844,29444.384765625,27067.392578125,254.0735321044922,225.49029541015625,31.50904655456543,32.602272033691406,31.038957595825195,35.36568069458008,35.80466842651367,32.32666778564453,34378.359375,37049.98828125,31277.669921875,411.1208190917969,498.2473449707031,322.3498840332031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,323.2980997164092
20240317123003,30.42943572998047,40.176841735839844,26673.48828125,30.97525405883789,41.498291015625,27834.56640625,375.4084167480469,29.8416690826416,37.151329040527344,25494.458984375,217.50608825683594,30.281030654907227,29.80303955078125,40.599853515625,40.02750778198242,26040.853515625,26973.8671875,283.6212158203125,284.76806640625,30.95188331604004,31.213817596435547,41.70101547241211,40.80678176879883,31797.822265625,29686.142578125,367.09930419921875,334.4107360839844,30.031808853149414,29.41408920288086,38.18672180175781,37.04036331176758,27277.392578125,24965.64453125,213.79502868652344,193.21795654296875,31.010303497314453,32.111900329589844,30.498348236083984,36.72231674194336,37.3563232421875,33.994873046875,31587.07421875,33681.57421875,28616.044921875,364.1314697265625,450.1717529296875,284.8117370605469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,281.04771590406256
20240317124003,30.020519256591797,41.26670455932617,25039.939453125,30.556419372558594,42.892669677734375,26007.166015625,348.9027099609375,29.45857810974121,38.37245559692383,24235.17578125,190.6628875732422,29.92704963684082,29.359296798706055,41.672393798828125,41.50492858886719,24219.916015625,25198.681640625,255.06019592285156,247.74720764160156,30.546520233154297,30.839994430541992,42.89163589477539,42.02775955200195,29820.3125,27655.240234375,346.0538635253906,310.42584228515625,29.708229064941406,29.10345458984375,39.48509216308594,38.451107025146484,25851.18359375,23467.939453125,186.44747924804688,164.79661560058594,30.471099853515625,31.666793823242188,29.97943878173828,38.24790954589844,39.23957824707031,35.501014709472656,29118.08984375,30875.46484375,26096.67578125,322.09912109375,405.6954040527344,242.90655517578125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,248.564858019609
20240317125003,29.499113082885742,42.2241096496582,23490.25390625,30.035722732543945,43.90767288208008,24124.595703125,308.8169250488281,29.039640426635742,39.601715087890625,23153.828125,164.43592834472656,29.445898056030273,28.902616500854492,42.820281982421875,42.568084716796875,22500.103515625,23280.412109375,227.80081176757812,207.4120330810547,30.03151512145996,30.40236473083496,44.08673858642578,43.17436599731445,27393.013671875,25398.19921875,324.7108459472656,273.0361022949219,29.255517959594727,28.65522575378418,40.65966796875,39.44693374633789,24467.22265625,22438.970703125,173.5079345703125,141.51824951171875,29.849435806274414,31.070425033569336,29.456317901611328,39.76445770263672,40.48777770996094,36.841957092285156,26901.943359375,28297.80859375,24607.41015625,284.4022216796875,352.828369140625,212.5968780517578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,223.22057479265214
