SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240215104015,35.86845016479492,34.64392852783203,104605.53125,36.691436767578125,38.030296325683594,111071.90625,2036.9737548828125,34.81195831298828,31.94498062133789,96922.765625,1692.6219482421875,36.07554626464844,35.9890251159668,36.02291488647461,35.8647575378418,103302.3671875,104581.625,1900.1920166015625,1919.71337890625,36.68349838256836,37.1231689453125,36.36806106567383,37.61241912841797,113297.9140625,111726.2578125,2062.38525390625,2062.48291015625,35.02299880981445,34.70988082885742,33.45774459838867,32.91415786743164,95663.296875,94663.4453125,1679.7178955078125,1707.7550048828125,35.0032958984375,36.23889923095703,33.7976188659668,37.64651107788086,38.689945220947266,34.12205505371094,99287.7109375,106920.796875,89023.34375,1747.81396484375,1940.1231689453125,1544.28759765625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1897.1496291733529
20240215105015,35.6949348449707,34.888526916503906,103260.5,36.48984909057617,38.42255783081055,108752.5390625,1975.1802978515625,34.751277923583984,32.17155075073242,96318.109375,1687.9913330078125,35.93391036987305,35.935035705566406,36.1169319152832,36.011932373046875,102195.53125,103957.9609375,1881.2310791015625,1909.0028076171875,36.4583740234375,36.91812515258789,36.38370132446289,37.44898223876953,111342.453125,109438.1015625,2027.1463623046875,2031.658203125,35.01788330078125,34.623104095458984,33.71289825439453,33.263771057128906,95548.9921875,94523.171875,1677.5767822265625,1709.5501708984375,35.46830749511719,36.563899993896484,34.19129180908203,36.061424255371094,37.31454849243164,32.778778076171875,102505.7578125,108679.28125,92917.7265625,1832.1605224609375,2001.4493408203125,1646.7874755859375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1865.8414635057516
20240215110015,35.30971908569336,35.81795120239258,100752.7265625,36.09629821777344,39.094783782958984,105434.1484375,1914.425537109375,34.40350341796875,33.163734436035156,94123.0078125,1646.984619140625,35.61500930786133,35.53242111206055,36.897342681884766,36.63186264038086,99855.9375,101683.671875,1837.417236328125,1872.5947265625,36.02894973754883,36.4783935546875,37.07197570800781,37.87484359741211,107963.984375,106200.8046875,1964.0767822265625,1973.755859375,34.70180892944336,34.344383239746094,34.23653793334961,34.00481033325195,93752.84375,92645.9765625,1650.011962890625,1675.0953369140625,35.59860610961914,36.5181884765625,34.31721878051758,35.5662727355957,36.97869110107422,32.576725006103516,104039.796875,108806.859375,95069.328125,1880.1588134765625,2027.6285400390625,1706.4617919921875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1819.038053472811
20240215111015,34.85292434692383,36.81883239746094,94691.7421875,35.74689483642578,40.14863204956055,99350.5078125,1813.8299560546875,34.01179504394531,34.07704162597656,87826.3203125,1512.0626220703125,35.212928771972656,35.15300369262695,37.89302444458008,37.27022171020508,94220.2578125,95874.2109375,1721.2054443359375,1765.450439453125,35.68680191040039,35.99562072753906,38.363563537597656,38.70893096923828,102430.4765625,100907.875,1845.1673583984375,1873.6634521484375,34.3046875,33.97780227661133,34.83720779418945,34.89047622680664,87694.4921875,87074.59375,1521.5982666015625,1546.7430419921875,35.53089904785156,36.430301666259766,34.29442596435547,36.0107536315918,37.68727493286133,33.08221435546875,101857.8125,106417.9609375,93118.4296875,1860.8692626953125,1987.0819091796875,1682.914794921875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1708.1448212507198
20240215112015,34.170555114746094,37.96748352050781,86642.359375,35.09369659423828,41.412296295166016,92843.203125,1695.474365234375,33.339195251464844,35.11814880371094,78943.40625,1306.064453125,34.42686462402344,34.49763107299805,39.004981994628906,37.85450744628906,86808.4296875,88452.2421875,1560.309814453125,1610.4814453125,35.09884262084961,35.2672119140625,39.921939849853516,39.81028366088867,96187.296875,95265.4609375,1721.14404296875,1753.4586181640625,33.52355194091797,33.26190185546875,35.439117431640625,35.64692306518555,78775.3203125,78601.28125,1324.8006591796875,1350.7318115234375,35.24462890625,36.2287483215332,33.976497650146484,36.07632827758789,38.22779083251953,33.383323669433594,99231.7265625,104535.3046875,89641.0390625,1818.2437744140625,1962.9173583984375,1610.2142333984375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1544.8370312470652
20240215113015,33.38276672363281,38.78376007080078,77450.234375,34.405921936035156,42.31782913208008,85453.40625,1558.900146484375,32.523529052734375,35.861934661865234,68833.4140625,1071.37890625,33.56016159057617,33.68791961669922,39.76969909667969,38.41691970825195,78368.875,80127.765625,1371.7342529296875,1432.5362548828125,34.46086502075195,34.44404220581055,41.249019622802734,40.45976638793945,89493.828125,88965.2578125,1584.120361328125,1617.7474365234375,32.64255905151367,32.417808532714844,35.69040298461914,36.10087966918945,68586.3203125,68907.171875,1099.00732421875,1132.2998046875,34.87956237792969,35.98540496826172,33.57621383666992,36.05473327636719,38.574073791503906,33.41837692260742,95252.2578125,102238.3125,84454.203125,1747.2164306640625,1921.6451416015625,1500.216796875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1350.4903286793592
20240215114015,32.017208099365234,40.19540023803711,64592.62109375,33.151519775390625,43.70663070678711,73350.359375,1298.6884765625,31.114316940307617,36.98761749267578,55372.9765625,762.8681030273438,32.241477966308594,32.31196594238281,40.95266342163086,39.514556884765625,65675.84375,67648.46875,1090.6536865234375,1151.815673828125,33.28730392456055,33.064796447753906,42.72359085083008,41.697879791259766,77668.6953125,77540.7734375,1332.96630859375,1371.0382080078125,31.250089645385742,31.121883392333984,36.758583068847656,37.395877838134766,55019.9765625,56164.34765625,779.8405151367188,818.6619873046875,34.10689163208008,35.36397933959961,32.90749740600586,35.985015869140625,38.5911750793457,33.44814682006836,87574.2109375,95971.203125,76030.34375,1592.122802734375,1798.7681884765625,1319.58349609375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1068.105148073342
20240215115015,30.70123863220215,42.34239959716797,51490.58984375,31.80769920349121,46.08590316772461,60732.07421875,996.795654296875,29.808748245239258,39.016292572021484,42390.8671875,468.0997009277344,30.86131477355957,30.976110458374023,42.87737274169922,41.35709762573242,52789.6328125,54917.5,801.2107543945312,851.3148193359375,31.94847297668457,31.72732925415039,44.909000396728516,43.76156997680664,65182.58984375,65098.1640625,1062.1922607421875,1089.03564453125,29.915061950683594,29.824277877807617,38.84221649169922,39.45056915283203,41850.1875,43704.90234375,470.589111328125,508.91162109375,33.278865814208984,34.64949417114258,32.150047302246094,36.45494079589844,39.50028991699219,34.05860137939453,78521.3359375,88060.3828125,66658.34375,1400.4791259765625,1640.5345458984375,1106.0439453125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,773.1047126084316
20240215120015,28.994592666625977,45.242835998535156,39556.546875,29.943037033081055,48.59260177612305,47797.52734375,684.4026489257812,28.08308982849121,42.156742095947266,31062.236328125,219.61448669433594,29.087804794311523,29.198427200317383,45.6903076171875,44.09108352661133,40585.87890625,42120.59765625,519.4966430664062,554.9777221679688,30.087812423706055,29.93224334716797,47.53849792480469,46.608707427978516,51396.359375,51544.25390625,754.2850952148438,768.4070434570312,28.227537155151367,28.234886169433594,41.79436492919922,42.19306564331055,30564.955078125,32510.376953125,207.38583374023438,237.7692108154297,31.99679183959961,33.33637619018555,30.93621826171875,37.948211669921875,41.121028900146484,35.66151809692383,67901.71875,77487.15625,56482.9765625,1164.0220947265625,1407.6739501953125,880.8706665039062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,501.31645505588506
20240215121015,27.700376510620117,48.751548767089844,29858.423828125,28.427722930908203,51.743125915527344,35768.2578125,385.11102294921875,26.898794174194336,45.72543716430664,23309.009765625,53.36709976196289,27.81598472595215,27.858068466186523,49.29682540893555,48.05107879638672,30342.677734375,31517.291015625,277.4535217285156,300.3935546875,28.5723876953125,28.514415740966797,50.780635833740234,50.17777633666992,38547.73046875,38831.7734375,441.7225036621094,460.6995544433594,27.125099182128906,27.113304138183594,45.88071823120117,46.008583068847656,22901.798828125,24774.146484375,26.62315559387207,52.216796875,30.864471435546875,32.066246032714844,29.944387435913086,40.83645248413086,43.713443756103516,38.6556282043457,56532.92578125,64797.8515625,46573.4609375,910.6514892578125,1111.522705078125,677.0790405273438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,269.4546825689371
20240215122015,26.679018020629883,51.98494338989258,23019.8359375,27.23975944519043,54.79555892944336,27539.826171875,167.4198455810547,26.1158504486084,49.232730865478516,18046.078125,0.029999999329447746,26.758100509643555,26.903905868530273,52.57559585571289,51.477500915527344,23050.666015625,23802.447265625,101.29714965820312,115.01329040527344,27.402341842651367,27.471572875976562,53.6844596862793,53.55834197998047,29095.849609375,29723.626953125,209.0896453857422,223.5232391357422,26.275968551635742,26.225902557373047,49.586204528808594,49.34648895263672,17522.33984375,19028.513671875,0.0,0.0,29.829959869384766,30.867202758789062,28.980113983154297,43.888423919677734,46.58955383300781,41.85514450073242,46603.5234375,53542.30859375,38120.51171875,683.0435180664062,851.5130615234375,493.7196044921875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,101.16922775057813
20240215123015,25.865991592407227,54.743038177490234,18765.427734375,26.337562561035156,57.38296127319336,22158.458984375,29.471189498901367,25.50690269470215,52.385704040527344,15266.66796875,0.029999999329447746,25.926921844482422,26.123607635498047,55.48529052734375,54.63346481323242,18703.76953125,19074.958984375,0.05000000074505806,3.0339696407318115,26.498096466064453,26.640756607055664,56.4007682800293,56.45469665527344,23106.154296875,23587.4453125,56.03362274169922,64.03191375732422,25.61919593811035,25.50050926208496,52.86854934692383,52.379127502441406,14572.439453125,15646.634765625,0.0,0.0,28.747344970703125,29.6314640045166,28.004533767700195,47.30476760864258,49.66150665283203,45.43411636352539,37945.3359375,43449.7578125,31062.349609375,489.4878234863281,614.2222900390625,348.0098876953125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.158007006172056
20240215124015,25.108997344970703,57.261966705322266,15276.779296875,25.546802520751953,59.63629913330078,17160.33984375,0.07000000029802322,24.86819839477539,55.1816520690918,13041.716796875,0.029999999329447746,25.26694107055664,25.38634490966797,58.03139877319336,57.40048599243164,15079.3154296875,15170.083984375,0.05000000074505806,0.05000000074505806,25.76862907409668,25.883190155029297,58.80683898925781,59.194759368896484,17785.091796875,18067.40234375,0.08000000566244125,0.08000000566244125,24.996728897094727,24.849605560302734,55.89137268066406,55.45015335083008,12153.8525390625,13296.236328125,0.0,0.0,27.613313674926758,28.380859375,27.056123733520508,50.6977424621582,52.77800369262695,49.11649703979492,29740.203125,33649.9140625,24699.796875,306.291748046875,382.0670471191406,222.43833923339844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.586604130810031
20240215125015,24.692476272583008,59.91228103637695,13148.64453125,25.12750244140625,62.268157958984375,14560.7353515625,0.07000000029802322,24.587631225585938,58.01190185546875,12146.08984375,0.029999999329447746,24.833816528320312,24.94292640686035,60.700740814208984,60.112152099609375,13271.2666015625,13211.2734375,0.05000000074505806,0.05000000074505806,25.30257225036621,25.437551498413086,61.484832763671875,62.03874969482422,15157.5029296875,15040.365234375,0.08000000566244125,0.08000000566244125,24.63312530517578,24.4544677734375,58.8176155090332,58.51808166503906,10727.001953125,11902.76953125,0.0,0.0,26.695093154907227,27.414058685302734,26.307039260864258,54.32281494140625,56.24174118041992,52.937835693359375,23732.580078125,26486.689453125,20249.501953125,175.83375549316406,218.99920654296875,128.64892578125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.620816186238983
