SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240420104004,39.77373123168945,37.74131393432617,76413.7890625,40.8647346496582,40.1375732421875,92685.8046875,1013.1954345703125,38.83944320678711,36.77006530761719,61298.94140625,383.5665588378906,39.74071502685547,39.69963073730469,38.19395065307617,38.73092269897461,77028.375,77740.1953125,665.4214477539062,644.5548706054688,40.39867401123047,40.79277420043945,39.59981155395508,40.099754333496094,92426.4765625,93795.4609375,1021.851806640625,1042.43603515625,38.921085357666016,39.258663177490234,35.7275276184082,35.52729797363281,61230.0390625,59537.4765625,414.44989013671875,354.0514831542969,40.11595916748047,40.22597122192383,38.91788864135742,37.42707824707031,39.871097564697266,35.888916015625,76401.921875,94746.1484375,61676.890625,634.8427124023438,1007.7169189453125,367.6181945800781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,677.4776737517109
20240420105004,39.680572509765625,38.39480209350586,75179.3984375,40.782772064208984,40.64595413208008,91419.171875,1008.8365478515625,38.7380256652832,37.27960205078125,60087.6640625,379.5754699707031,39.64933776855469,39.597267150878906,38.64090347290039,39.059383392333984,75817.875,76443.140625,660.640869140625,647.5865478515625,40.32752990722656,40.614410400390625,40.13908004760742,40.531349182128906,90948.390625,92453.078125,1018.4911499023438,1033.699951171875,38.78938293457031,39.12049102783203,36.02941131591797,36.032691955566406,60212.67578125,58619.5703125,411.8736877441406,350.6498107910156,40.0501823425293,40.1402587890625,38.82842254638672,37.61569595336914,40.044456481933594,36.01030731201172,75431.9609375,94126.3828125,60801.796875,641.6222534179688,1021.2362670898438,366.4210205078125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,665.3876457541762
20240420110004,39.423492431640625,39.433990478515625,74045.3203125,40.5316047668457,41.539207458496094,90534.09375,1008.7784423828125,38.528743743896484,38.15615463256836,58837.3671875,368.8451232910156,39.45119857788086,39.28972244262695,39.63759231567383,39.975093841552734,74460.5546875,75216.2890625,648.745849609375,635.3699951171875,40.10196304321289,40.31915283203125,41.17837905883789,41.64224624633789,89421.6015625,91104.578125,1011.3564453125,1033.702392578125,38.520015716552734,38.81627655029297,37.11884307861328,37.078433990478516,59171.9765625,57344.578125,404.8132629394531,340.48944091796875,39.856964111328125,39.98313522338867,38.59565734863281,38.49271774291992,41.07468795776367,36.97959899902344,74196.5859375,93116.0546875,59599.10546875,637.974365234375,1027.757568359375,356.255615234375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,657.6763026988017
20240420111004,39.43342971801758,39.90544128417969,74044.078125,40.475563049316406,42.16392517089844,90210.6875,1023.6007690429688,38.44874572753906,38.64778137207031,59165.75,393.0953063964844,39.42692947387695,39.245853424072266,39.96332931518555,40.5483512878418,74531.09375,75134.984375,667.89697265625,653.4700317382812,40.13176345825195,40.17182922363281,41.42549133300781,42.2222900390625,89552.21875,90898.3359375,1023.485595703125,1045.939453125,38.55471420288086,38.818050384521484,37.6221923828125,37.56328201293945,59429.51953125,57942.87109375,417.5945739746094,362.2732849121094,39.668235778808594,39.872833251953125,38.41505813598633,39.829769134521484,42.18648147583008,38.13880157470703,73954.1875,92595.34375,59318.9921875,641.5153198242188,1028.6212158203125,360.365478515625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,676.0554760967186
20240420112004,39.31083679199219,39.85271453857422,71661.265625,40.317359924316406,42.47938537597656,87384.9609375,1012.5556640625,38.235164642333984,38.84408187866211,57208.3828125,398.2531433105469,39.28607940673828,39.11905288696289,39.997432708740234,40.586151123046875,72285.5859375,72755.25,659.669677734375,648.7755126953125,40.01542282104492,40.041114807128906,41.2944450378418,42.20499038696289,87141.9765625,88462.9609375,1014.248291015625,1030.40869140625,38.517555236816406,38.702945709228516,37.70603561401367,37.809627532958984,57809.2421875,56386.36328125,419.02435302734375,367.79791259765625,39.564002990722656,39.835060119628906,38.456756591796875,39.77339553833008,41.92745590209961,38.23871994018555,73106.9140625,90979.7421875,58712.8984375,649.3553466796875,1029.379150390625,372.2517395019531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,663.1263941541226
20240420113004,39.171897888183594,40.29779815673828,69482.265625,40.10677719116211,43.04149627685547,84599.328125,996.10498046875,38.214500427246094,39.19822311401367,55965.1640625,400.644287109375,39.16543197631836,38.94081115722656,40.341819763183594,41.10203170776367,70482.953125,70764.3671875,655.6190185546875,645.1947021484375,39.7998161315918,39.986209869384766,41.587989807128906,42.70576095581055,84882.6015625,86132.4921875,997.2579345703125,1007.1494750976562,38.460872650146484,38.51461410522461,38.26759338378906,38.31173324584961,56244.61328125,54811.1484375,420.1323547363281,373.5640563964844,39.5113639831543,39.80213928222656,38.44380187988281,40.26808547973633,42.197303771972656,38.52272415161133,72353.03125,89637.171875,58110.43359375,657.1165771484375,1020.141357421875,381.41485595703125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,652.5454110252738
20240420114004,38.95413589477539,40.720252990722656,67942.859375,39.83980941772461,43.49126052856445,82821.2578125,989.773193359375,38.07908630371094,39.62290573120117,54278.8203125,398.404052734375,38.91670608520508,38.753021240234375,40.61277770996094,41.31431579589844,68788.921875,69199.796875,654.9472045898438,640.7695922851562,39.640167236328125,39.90190124511719,41.88780212402344,43.01145935058594,83182.0,84549.9453125,989.4368896484375,1000.8406982421875,38.30149459838867,38.376224517822266,38.732696533203125,38.71699142456055,55011.9765625,53618.94921875,413.8531799316406,369.80340576171875,39.38029098510742,39.64098358154297,38.29084014892578,40.791622161865234,42.580631256103516,39.1202278137207,71570.5625,88808.5,57230.0234375,655.72119140625,1018.8985595703125,383.22113037109375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,659.562626062213
20240420115004,38.75312423706055,41.25891876220703,65600.265625,39.537662506103516,44.039310455322266,80004.4609375,974.7559204101562,37.8491096496582,40.02958679199219,52226.08203125,394.7249755859375,38.64642333984375,38.49769592285156,41.05830764770508,41.56509017944336,66411.4375,66782.234375,644.278076171875,639.1876220703125,39.411102294921875,39.63007736206055,42.41872787475586,43.29326629638672,80515.4609375,81897.59375,971.3848876953125,979.0960083007812,38.05499267578125,38.10788345336914,39.09040832519531,39.220977783203125,53240.75390625,51780.796875,409.5574035644531,370.0755310058594,39.15755844116211,39.46040725708008,38.121009826660156,40.9212760925293,42.50057601928711,39.29060745239258,70248.546875,87188.203125,56039.75,656.583740234375,1016.1510620117188,388.1422119140625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,643.2610951314807
20240420120004,38.345802307128906,42.31910705566406,62988.203125,39.03833770751953,45.090633392333984,77230.9140625,955.84765625,37.4683952331543,41.01652526855469,49839.9609375,378.17559814453125,38.19419860839844,38.00347137451172,42.17403030395508,42.50829315185547,63515.62109375,64110.6640625,620.98095703125,616.3328247070312,38.9721565246582,39.201194763183594,43.60287857055664,44.39164352416992,77331.703125,78923.7578125,940.9091186523438,958.6113891601562,37.616153717041016,37.65061569213867,40.38839340209961,40.33451461791992,51172.734375,49319.62109375,394.4976501464844,357.09869384765625,38.79928970336914,39.15232849121094,37.765296936035156,41.774532318115234,43.33781051635742,40.309783935546875,68257.0390625,84913.8203125,54192.375,642.824462890625,1001.9237060546875,380.5434265136719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,626.8871530881372
20240420121004,37.8890380859375,43.67779541015625,59384.078125,38.62623596191406,46.26668167114258,73183.1953125,920.5762329101562,37.02467346191406,42.08628463745117,46564.140625,347.3212890625,37.83132553100586,37.478729248046875,43.641544342041016,44.075592041015625,60114.5234375,60733.87890625,594.70849609375,590.221923828125,38.54910659790039,38.697750091552734,45.09046173095703,45.68537902832031,73573.765625,74948.09375,910.6759033203125,930.1397094726562,37.14037322998047,37.34700012207031,41.65366744995117,41.54779815673828,47532.59765625,46285.09765625,364.71893310546875,329.6711730957031,38.38914108276367,38.78521728515625,37.337646484375,43.24041748046875,44.855690002441406,41.605812072753906,64880.7109375,81948.0859375,51266.0390625,606.442138671875,970.7684326171875,354.3663024902344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,596.2915679591047
20240420122004,37.57093811035156,44.41698455810547,54624.53125,38.35923385620117,47.07236099243164,68009.6328125,873.7709350585938,36.64018630981445,42.926387786865234,42515.53515625,313.91827392578125,37.534446716308594,37.16317367553711,44.75978469848633,45.10082244873047,55653.0859375,56254.3046875,555.8180541992188,556.1950073242188,38.2453498840332,38.28150177001953,46.10650634765625,46.38994598388672,68556.265625,69885.25,873.0306396484375,892.8339233398438,36.79634094238281,37.100669860839844,42.47100830078125,42.51739501953125,43535.453125,42681.5390625,339.9103088378906,302.61431884765625,38.13544464111328,38.527008056640625,37.12141418457031,43.847686767578125,45.441097259521484,42.092586517333984,61110.02734375,78117.390625,48320.32421875,584.9852905273438,943.4439086914062,336.3399658203125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,547.858839938213
20240420123004,37.23776626586914,45.61285400390625,50513.05078125,38.023921966552734,48.17715835571289,63268.0625,821.9071044921875,36.43308639526367,44.01702880859375,39751.1171875,285.9722595214844,37.24571228027344,36.84278106689453,46.01929473876953,46.492523193359375,51925.90625,52464.32421875,523.4815673828125,526.1991577148438,37.84773254394531,37.916534423828125,47.379150390625,47.565975189208984,63904.359375,65145.91015625,826.0518188476562,847.9711303710938,36.46373748779297,36.76241683959961,43.71071243286133,43.70158386230469,40329.15625,39644.31640625,319.6385192871094,281.96368408203125,37.90238952636719,38.225887298583984,36.79969787597656,45.0916862487793,46.5538444519043,42.89241027832031,57594.87890625,74232.625,45592.82421875,566.8762817382812,903.3347778320312,317.15692138671875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,506.93519138190396
20240420124004,36.812034606933594,46.80304718017578,47219.43359375,37.597286224365234,49.22846221923828,59409.48046875,774.5817260742188,36.09012985229492,45.289188385009766,36971.40234375,260.64862060546875,36.82373809814453,36.507164001464844,47.13427734375,47.61041259765625,48461.90625,49231.64453125,495.00579833984375,496.3829345703125,37.47407531738281,37.488651275634766,48.55827331542969,48.57916259765625,59879.1640625,61068.2734375,781.08203125,810.057861328125,36.05171585083008,36.44325256347656,44.80653762817383,44.7763557434082,37855.5546875,37277.8046875,294.36785888671875,256.5547790527344,37.581199645996094,37.803043365478516,36.380062103271484,46.38034439086914,47.719539642333984,44.00529098510742,54313.984375,70611.703125,43011.609375,540.6965942382812,864.2498168945312,294.583740234375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,484.8061508677496
20240420125004,36.37285614013672,48.24062728881836,43767.37890625,37.093788146972656,50.57188034057617,55118.203125,719.508056640625,35.6468620300293,46.658084869384766,34459.47265625,237.86627197265625,36.36821365356445,36.10532760620117,48.46828842163086,48.850730895996094,44941.9140625,45699.9375,457.9321594238281,469.99609375,37.02309799194336,36.892799377441406,49.98646926879883,49.70698165893555,55566.47265625,56485.80078125,727.034423828125,754.6369018554688,35.57197189331055,35.967132568359375,45.93769454956055,46.10576248168945,35447.140625,34794.75,272.7608337402344,238.05030822753906,37.11472702026367,37.318416595458984,35.922706604003906,47.47163009643555,48.593875885009766,44.99382781982422,51036.7890625,66477.59375,40536.71484375,515.3346557617188,820.8794555664062,276.5157470703125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441.0136214468836
