SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_3_Temperature(°C),Avg_Lag_4_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_3_Humidity(%),Avg_Lag_4_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_3_Sunlight(Lux),Avg_Lag_4_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Lag_3_Power(mW),Avg_Lag_4_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_3_Temperature(°C),Max_Lag_4_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_3_Humidity(%),Max_Lag_4_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_3_Sunlight(Lux),Max_Lag_4_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Lag_3_Power(mW),Max_Lag_4_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_3_Temperature(°C),Min_Lag_4_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_3_Humidity(%),Min_Lag_4_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_3_Sunlight(Lux),Min_Lag_4_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Lag_3_Power(mW),Min_Lag_4_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240514134005,37.567138671875,37.14280319213867,41688.8984375,397.27606535369387,-0.1384093314409256,-0.23720307648181915,-498.7139892578125,-6.068500518798828,37.57319641113281,37.65135192871094,37.98652267456055,37.89301681518555,37.18476104736328,36.40616989135742,36.38949966430664,36.12067413330078,42163.30078125,41614.671875,41995.09765625,42953.75,396.6187438964844,406.7883605957031,394.9200744628906,402.41351318359375,-0.19730696082115173,-0.9137806296348572,-0.7584967613220215,-0.48401206731796265,38.345611572265625,39.23653030395508,51465.76953125,620.901611328125,1.2394911050796509,0.06355401873588562,0.2080560326576233,0.9047558307647705,9059.2529296875,203.2272491455078,38.3182258605957,38.4621467590332,38.60007095336914,38.444515228271484,38.743167877197266,38.23015213012695,38.17231750488281,38.45755386352539,52365.265625,52661.91796875,53457.57421875,52845.80078125,622.6296997070312,628.8633422851562,639.1264038085938,630.962646484375,-0.20707128942012787,-0.9119632840156555,-0.7659217715263367,-0.4986603260040283,36.981143951416016,35.459774017333984,33340.98828125,253.3496551513672,-1.0742459297180176,-1.9033455848693848,-12525.7666015625,-305.8923034667969,37.00532531738281,36.99785232543945,37.32590103149414,37.04972457885742,35.189327239990234,34.58137512207031,34.74666976928711,34.533565521240234,33034.484375,33060.921875,33511.2578125,33762.890625,242.91111755371094,239.4715576171875,246.60748291015625,247.65159606933594,-0.19505658745765686,-0.917447566986084,-0.7686886191368103,-0.5058133602142334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20240514135005,37.30070877075195,38.20493698120117,38773.55859375,348.70608613545267,-0.11876998841762543,-0.07882844656705856,-389.9609375,-5.301701068878174,37.25899124145508,37.341407775878906,37.77632522583008,37.66657257080078,38.079837799072266,37.53725814819336,37.550445556640625,36.90582275390625,38990.59375,38840.421875,39048.57421875,40086.05078125,350.6454772949219,354.2735595703125,351.70361328125,358.0362548828125,-0.21441909670829773,-0.8901994228363037,-0.8036700487136841,0.37740159034729004,38.115745544433594,40.48347091674805,47959.6796875,563.51708984375,1.236530065536499,0.06757419556379318,0.19964969158172607,1.0829957723617554,8270.2119140625,184.56912231445312,38.05683898925781,38.14072036743164,38.268882751464844,38.214210510253906,39.82609939575195,39.238651275634766,38.98161697387695,39.46532440185547,48520.6328125,48925.52734375,49562.40234375,49076.671875,549.9137573242188,558.9491577148438,579.2836303710938,574.093994140625,-0.2188786268234253,-0.8864226937294006,-0.8100405931472778,0.36728858947753906,36.691219329833984,36.53131103515625,31227.7890625,226.8648223876953,-0.8648102879524231,-1.5579757690429688,-10501.33203125,-263.14031982421875,36.83354568481445,36.72445297241211,37.01261901855469,36.946006774902344,36.145545959472656,35.51841354370117,35.75456237792969,35.48520278930664,30875.419921875,30859.193359375,30757.8515625,31371.818359375,212.82998657226562,203.7973175048828,210.5582733154297,217.99290466308594,-0.20848269760608673,-0.8864890336990356,-0.8106504082679749,0.3460836410522461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20240514140005,36.821754455566406,39.41121292114258,36588.46875,314.9814472716182,-0.10194674879312515,-0.026928283274173737,-283.9481201171875,-3.7430131435394287,36.76447296142578,36.904850006103516,37.261444091796875,37.149391174316406,39.44683074951172,38.861148834228516,38.871429443359375,38.11070251464844,36653.73828125,36240.0,36714.734375,37594.91015625,314.4317932128906,317.2344970703125,320.2373046875,323.2887268066406,-0.3802982568740845,-0.8862985372543335,-0.0341762937605381,0.8463127613067627,37.56864547729492,41.615814208984375,44931.22265625,510.5682067871094,1.2311723232269287,0.051325954496860504,0.18404099345207214,1.0522658824920654,8033.08935546875,169.20204162597656,37.46084976196289,37.72694396972656,37.66674041748047,37.66037368774414,41.081390380859375,40.53216552734375,40.361331939697266,40.69775390625,45693.2109375,46439.3515625,46750.69921875,46392.79296875,507.05792236328125,505.8736877441406,520.8587646484375,514.984619140625,-0.3880987763404846,-0.8837628364562988,-0.05191360041499138,0.8393046855926514,36.26809310913086,37.63436508178711,29344.56640625,200.78878784179688,-0.7638573050498962,-1.3524539470672607,-9145.7802734375,-238.78445434570312,36.39997863769531,36.27577209472656,36.57057571411133,36.545936584472656,37.51137161254883,36.90095901489258,37.364837646484375,37.10389709472656,29033.19921875,28834.35546875,28804.462890625,29691.478515625,187.103515625,182.24551391601562,189.01809692382812,194.02978515625,-0.37212714552879333,-0.8844284415245056,-0.04777170345187187,0.8299366235733032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20240514141005,36.54538345336914,40.48040008544922,33485.28515625,270.73180178722794,-0.09551845490932465,-0.042375802993774414,-267.91595458984375,-3.8376665115356445,36.482765197753906,36.595176696777344,36.905513763427734,36.819580078125,40.44673538208008,39.85618209838867,40.078426361083984,39.594478607177734,33308.26953125,33828.95703125,33863.8125,35108.0625,273.7666015625,278.3207092285156,280.4654541015625,277.1968078613281,-0.35355886816978455,-0.8602958917617798,0.7340891361236572,0.4383120536804199,37.18703842163086,42.52762985229492,42133.62109375,453.0209655761719,1.2245720624923706,0.04699691757559776,0.2208874523639679,0.9234481453895569,7861.39599609375,151.49913024902344,37.14466857910156,37.296897888183594,37.30599594116211,37.29258346557617,42.02324295043945,41.769325256347656,41.706871032714844,41.777549743652344,42420.859375,43084.21484375,43134.13671875,42774.38671875,452.5567932128906,453.6490478515625,463.2855224609375,459.94305419921875,-0.35301473736763,-0.8585349917411804,0.7138309478759766,0.4237232208251953,35.911678314208984,39.041019439697266,27168.58203125,171.03518676757812,-0.7324951887130737,-1.3674253225326538,-8756.1025390625,-213.8918914794922,36.02234649658203,35.86752700805664,36.10748291015625,36.147544860839844,38.69529724121094,38.525421142578125,38.38662338256836,38.46739196777344,27077.16796875,26759.912109375,26607.658203125,27052.8828125,154.834716796875,155.0794677734375,156.8650360107422,165.8777313232422,-0.34918007254600525,-0.8622711896896362,0.7256543636322021,0.4199713468551636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20240514142005,36.32231521606445,41.582210540771484,32365.765625,257.4861600639801,-0.12925119698047638,-0.043846141546964645,-498.4313049316406,-5.022892475128174,36.213069915771484,36.245765686035156,36.61377716064453,36.43339920043945,41.79669952392578,40.827945709228516,40.99015808105469,40.61653518676758,32399.310546875,32635.890625,33024.0078125,33943.9765625,259.49560546875,266.9643249511719,268.1742858886719,263.9886474609375,-0.39576560258865356,-0.8480509519577026,0.7705774307250977,-0.40743517875671387,36.8476448059082,43.267032623291016,40024.83984375,424.54559326171875,1.218204379081726,0.06458563357591629,0.2093588262796402,1.2528910636901855,6774.23974609375,131.7351837158203,36.88685989379883,36.953819274902344,36.9697380065918,36.94032287597656,43.323020935058594,42.62264633178711,42.75529479980469,42.847694396972656,40714.859375,41103.56640625,41181.578125,40717.36328125,418.861328125,425.4115295410156,433.3979187011719,429.7083435058594,-0.3905651569366455,-0.8473846316337585,0.7560731172561646,-0.4257277250289917,35.59922409057617,40.189998626708984,26666.046875,169.508544921875,-0.873519778251648,-1.5512769222259521,-9196.6845703125,-212.9620819091797,35.829227447509766,35.63294982910156,35.85194396972656,35.846641540527344,39.73428726196289,39.39516067504883,39.11742401123047,39.459964752197266,26609.580078125,26109.115234375,26157.134765625,26810.494140625,163.24168395996094,154.3921356201172,157.70018005371094,168.37396240234375,-0.39174118638038635,-0.8511888980865479,0.7625223398208618,-0.43574070930480957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20240514143005,35.66770935058594,42.88969802856445,29971.38671875,219.06225322794128,-0.1475481539964676,-0.17749328911304474,-523.8043823242188,-5.6774797439575195,35.64037322998047,35.586917877197266,35.985816955566406,35.7385139465332,42.975772857666016,42.00657653808594,42.03678512573242,41.98509216308594,29639.67578125,29956.953125,30356.94921875,31132.0078125,220.35711669921875,230.00440979003906,224.60923767089844,217.47549438476562,-0.40486380457878113,-0.8435118198394775,0.021815214306116104,-0.8851299285888672,36.18985366821289,44.339691162109375,36215.890625,361.8486022949219,1.1969550848007202,0.05998571589589119,0.1806180775165558,1.2014180421829224,5207.76806640625,98.92127227783203,36.25486373901367,36.34965133666992,36.304298400878906,36.30931854248047,44.53720474243164,43.581321716308594,44.1012077331543,43.98556900024414,36826.86328125,37360.84765625,37077.3046875,36830.64453125,350.4661865234375,360.5875549316406,366.111572265625,359.607177734375,-0.40594467520713806,-0.841467559337616,0.013667281717061996,-0.8943647146224976,34.94331359863281,41.453372955322266,25181.3984375,156.92007446289062,-1.0284632444381714,-1.823081374168396,-8620.6767578125,-194.13279724121094,35.14849853515625,35.06608200073242,35.22570037841797,35.226646423339844,41.070430755615234,40.61265182495117,40.340110778808594,40.684539794921875,24551.6015625,24194.21875,24617.96484375,24977.740234375,145.5522918701172,138.01934814453125,146.870849609375,152.4683837890625,-0.4075983762741089,-0.8471946716308594,0.015338083729147911,-0.9042234420776367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20240514144005,35.145694732666016,43.97256851196289,28139.54296875,198.02558000651544,-0.1658584177494049,-0.2969432771205902,-559.3050537109375,-6.551278591156006,35.21517562866211,35.12459182739258,35.419837951660156,35.30697250366211,44.1142578125,43.199989318847656,43.09767532348633,43.36688995361328,27940.998046875,28034.333984375,28351.447265625,29091.751953125,197.80572509765625,213.05406188964844,199.7552947998047,195.349609375,-0.41513264179229736,-0.8235776424407959,-0.7650156021118164,-0.46694183349609375,35.65041732788086,45.63294982910156,34126.81640625,323.5271301269531,1.185916781425476,0.05363275483250618,0.16872315108776093,1.094054937362671,4637.58935546875,82.8697280883789,35.68886947631836,35.8609504699707,35.84922790527344,35.741519927978516,45.80117416381836,44.88918685913086,45.43431091308594,45.20591354370117,34521.17578125,34771.87109375,34672.0703125,34605.8984375,322.4613342285156,330.9502868652344,331.1891174316406,321.0651550292969,-0.41669386625289917,-0.8210975527763367,-0.7686246037483215,-0.48039209842681885,34.42797088623047,42.820133209228516,23696.662109375,151.17811584472656,-1.1707165241241455,-1.9025251865386963,-8644.2236328125,-185.6104278564453,34.679317474365234,34.60847091674805,34.77261734008789,34.62973403930664,42.35967254638672,41.90861129760742,41.4261360168457,41.93921661376953,23185.638671875,23078.93359375,23318.8984375,23796.732421875,135.2406005859375,130.33090209960938,141.30197143554688,141.36817932128906,-0.4205918312072754,-0.8325055241584778,-0.7644107341766357,-0.48729705810546875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20240514145005,34.95232391357422,45.318824768066406,25824.50390625,160.51215476301195,-0.1281791776418686,-0.07591996341943741,-388.1973876953125,-4.766916751861572,34.96306228637695,34.862274169921875,35.243953704833984,35.06245803833008,45.2635612487793,44.553531646728516,44.45008087158203,44.48567199707031,25323.62109375,25750.0234375,25904.912109375,26672.248046875,162.2288818359375,169.02890014648438,166.89942932128906,159.632080078125,-0.4312046766281128,-0.7912036180496216,-0.7947542667388916,0.3998967409133911,35.465736389160156,47.10342025756836,30996.849609375,273.5406188964844,1.1821893453598022,0.0559602789580822,0.16119860112667084,1.2774429321289062,3672.195068359375,60.136268615722656,35.49007797241211,35.58704376220703,35.54999542236328,35.54671859741211,47.07624816894531,46.03396224975586,46.50346374511719,46.403194427490234,30934.107421875,31236.578125,31145.451171875,31043.185546875,254.9473419189453,266.17010498046875,273.1976013183594,263.81658935546875,-0.43548861145973206,-0.7879936695098877,-0.7968776822090149,0.3905233144760132,34.16071701049805,44.31269073486328,22221.375,135.5335235595703,-0.8804640173912048,-1.462323784828186,-6133.53369140625,-132.302490234375,34.527095794677734,34.40990447998047,34.497032165527344,34.566070556640625,43.57878112792969,43.124290466308594,42.77170181274414,43.14204406738281,21520.21484375,21354.658203125,21199.359375,22199.955078125,118.7573013305664,107.41732025146484,119.27262115478516,124.19219207763672,-0.43857377767562866,-0.7932121753692627,-0.790520191192627,0.37144386768341064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20240514150005,34.616695404052734,46.598419189453125,24826.017578125,148.2152424700933,-0.0862526074051857,0.05714764818549156,-198.38690185546875,-1.9632846117019653,34.593196868896484,34.56327819824219,34.83320617675781,34.61384963989258,46.72350311279297,45.982852935791016,45.83960723876953,45.845733642578125,24202.958984375,24209.421875,24763.19921875,25279.736328125,146.05755615234375,151.62002563476562,156.56411743164062,145.23623657226562,-0.5776399970054626,-0.7743445038795471,-0.024671340361237526,0.8455102443695068,35.054405212402344,48.262969970703125,29048.470703125,237.89724731445312,1.1818801164627075,0.03847381845116615,0.1540040671825409,1.2978084087371826,3429.7216796875,45.09794616699219,35.05506896972656,35.319793701171875,35.0679817199707,35.135108947753906,48.368045806884766,47.326072692871094,48.037513732910156,47.727760314941406,29131.34375,29868.041015625,29400.05859375,29444.759765625,231.20664978027344,232.7040557861328,231.7604217529297,220.95748901367188,-0.5911948680877686,-0.7741543054580688,-0.03834718093276024,0.8382017612457275,33.872413635253906,45.625770568847656,21591.51171875,124.54924774169922,-0.6897474527359009,-1.1198837757110596,-4374.2822265625,-102.28455352783203,34.213096618652344,34.10044860839844,34.178627014160156,34.278255462646484,45.05165100097656,44.59487533569336,44.556732177734375,44.9246940612793,20624.205078125,20172.2578125,20361.828125,21775.671875,111.82501220703125,102.74408721923828,117.7326431274414,117.0262451171875,-0.5873918533325195,-0.7785143852233887,-0.027718454599380493,0.8344804048538208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20240514151005,34.20195007324219,47.44637680053711,23538.419921875,144.4835340127678,-0.07851797342300415,0.004617853555828333,-261.9692687988281,-2.8750364780426025,34.19248580932617,34.170467376708984,34.383384704589844,34.323787689208984,47.79582214355469,47.09593963623047,47.27330780029297,46.97936248779297,23482.53125,23367.81640625,23567.9921875,24761.96484375,144.03125,147.8561553955078,151.57887268066406,140.85855102539062,-0.5418036580085754,-0.7270042300224304,0.7369539737701416,0.41515612602233887,34.63614273071289,49.564395904541016,28388.951171875,230.8716278076172,1.183164358139038,0.03928724303841591,0.17945997416973114,0.7424215078353882,3916.93896484375,52.20285415649414,34.60968780517578,34.81555938720703,34.72747039794922,34.712581634521484,49.10747528076172,48.978919982910156,49.03489685058594,48.853477478027344,28542.234375,28965.17578125,29170.54296875,28549.734375,228.77992248535156,224.29283142089844,226.82872009277344,223.09466552734375,-0.553248405456543,-0.7302492260932922,0.7176447510719299,0.4036184549331665,33.52914810180664,46.87241744995117,20692.431640625,104.38028717041016,-0.6224464178085327,-1.1974211931228638,-5040.3544921875,-104.72187805175781,33.78120422363281,33.755435943603516,33.78586196899414,33.8658561706543,46.02875518798828,45.97752380371094,45.82461166381836,45.98318099975586,19983.298828125,19352.193359375,19505.857421875,20579.107421875,94.22919464111328,97.54974365234375,99.78392028808594,106.80653381347656,-0.5430643558502197,-0.7318056225776672,0.7329698801040649,0.3977632522583008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20240514152005,34.01143264770508,48.432586669921875,22697.6328125,143.61095686926552,-0.11400166153907776,-0.019562270492315292,-514.1702880859375,-4.832091808319092,33.889739990234375,33.869285583496094,34.13138961791992,34.06171798706055,49.00523376464844,48.07794952392578,48.268028259277344,47.6446533203125,23133.583984375,22380.662109375,22964.90234375,23954.791015625,142.0281982421875,147.7220001220703,148.46826171875,141.49954223632812,-0.5809329152107239,-0.7028475999832153,0.7607457637786865,-0.4273548722267151,34.3410530090332,50.422481536865234,27262.6796875,227.6178741455078,1.1809067726135254,0.0606682263314724,0.16338205337524414,0.8017441630363464,3504.48388671875,54.988651275634766,34.39179611206055,34.52597427368164,34.536128997802734,34.46840286254883,50.105712890625,50.04592514038086,49.85093688964844,49.747589111328125,27942.373046875,27999.1328125,28584.45703125,27733.720703125,220.75498962402344,220.9678497314453,227.2534942626953,224.82022094726562,-0.587154746055603,-0.7083591818809509,0.7511516809463501,-0.44267261028289795,33.346527099609375,47.709266662597656,19930.5078125,97.42721557617188,-0.7910957932472229,-1.4120588302612305,-6380.01025390625,-127.36698913574219,33.62192153930664,33.587623596191406,33.6342658996582,33.614070892333984,46.85300064086914,46.60074234008789,46.60098648071289,46.63040542602539,19415.419921875,18613.111328125,19144.2109375,20011.91796875,92.81340026855469,92.13689422607422,90.5528564453125,103.725830078125,-0.5757121443748474,-0.7063397169113159,0.7573065757751465,-0.45472049713134766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20240514153005,33.526084899902344,49.57623291015625,21302.525390625,123.9166623585624,-0.13858400285243988,-0.20271266996860504,-602.191162109375,-6.784513473510742,33.46418380737305,33.408538818359375,33.70946502685547,33.57329559326172,49.9659309387207,49.213287353515625,49.26252746582031,48.61566162109375,21379.005859375,20833.595703125,21442.94140625,22320.658203125,123.43470001220703,130.16258239746094,124.91915893554688,117.7653579711914,-0.5891949534416199,-0.6953513622283936,0.009586626663804054,-0.8934875130653381,33.887596130371094,51.49833297729492,25138.337890625,202.1060333251953,1.1675963401794434,0.05847896263003349,0.1358448714017868,0.5968500375747681,2776.606689453125,44.128868103027344,33.97345733642578,34.10190200805664,34.11652374267578,34.05283737182617,51.11796188354492,51.05217361450195,50.995845794677734,50.72287368774414,25985.5,26077.63671875,26481.58203125,25861.392578125,191.62686157226562,195.59495544433594,202.66236877441406,200.0343780517578,-0.6002151370048523,-0.6990150213241577,0.007454513106495142,-0.9012159705162048,32.894412994384766,48.645931243896484,18692.5625,87.30895233154297,-1.0100209712982178,-1.7589479684829712,-6920.52587890625,-134.54779052734375,33.12165832519531,33.172725677490234,33.17841720581055,33.163875579833984,47.93224334716797,47.635528564453125,47.69141387939453,47.41897201538086,17966.76171875,17319.451171875,18266.177734375,18469.25390625,75.1646957397461,77.7602310180664,80.36904907226562,91.69477844238281,-0.585206151008606,-0.6979103088378906,0.007174698170274496,-0.9120699763298035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20240514154005,33.099456787109375,50.94561004638672,19951.212890625,111.96673624674725,-0.15803366899490356,-0.3672387897968292,-664.4698486328125,-8.53427505493164,33.13514709472656,33.077049255371094,33.237457275390625,33.257843017578125,51.34774398803711,50.76039123535156,50.63536834716797,50.18364715576172,20122.30078125,19596.23046875,20015.291015625,20937.42578125,111.77517700195312,123.93052673339844,111.41216278076172,108.7002944946289,-0.5917821526527405,-0.6653022766113281,-0.7729989886283875,-0.46638554334640503,33.49458312988281,53.181846618652344,24204.796875,192.23162841796875,1.165600061416626,0.05230718478560448,0.12277397513389587,0.34972214698791504,2934.28125,46.75010299682617,33.56597137451172,33.708946228027344,33.78397750854492,33.60258483886719,52.60659408569336,52.708457946777344,52.61384201049805,52.21682357788086,24977.8984375,24688.408203125,25355.541015625,24979.572265625,192.2753448486328,195.5460662841797,200.0385284423828,195.06182861328125,-0.5987375378608704,-0.6680718660354614,-0.7709594964981079,-0.4816833734512329,32.49387741088867,50.0855827331543,17005.0546875,77.80335235595703,-1.1863914728164673,-1.90850830078125,-7938.7392578125,-147.22328186035156,32.748146057128906,32.791133880615234,32.79826354980469,32.65077209472656,49.381771087646484,49.27597427368164,49.036338806152344,48.652984619140625,16608.76171875,16276.1083984375,17058.142578125,17026.2421875,62.13407897949219,67.48615264892578,70.94664764404297,78.17919158935547,-0.5848393440246582,-0.6724386215209961,-0.7707989811897278,-0.48728787899017334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20240514155005,33.00322341918945,52.54902267456055,18536.677734375,89.49905838246764,-0.1152985617518425,-0.19528047740459442,-514.9971923828125,-7.402519702911377,32.95827865600586,32.911136627197266,33.11918258666992,33.11165237426758,52.74181365966797,52.39641571044922,52.314510345458984,51.55732345581055,18384.0546875,18264.232421875,18523.814453125,19593.591796875,91.9688949584961,96.63496398925781,95.29948425292969,90.93535614013672,-0.5879878997802734,-0.6155377626419067,-0.8025649189949036,0.39582788944244385,33.442481994628906,54.87239074707031,22576.013671875,174.58164978027344,1.1753666400909424,0.055700380355119705,0.11259810626506805,0.4305019676685333,2788.6904296875,43.614742279052734,33.514312744140625,33.539974212646484,33.57455062866211,33.504669189453125,54.08610153198242,54.177913665771484,53.93903732299805,53.7172966003418,23006.263671875,22695.390625,23524.25390625,23196.66015625,160.12953186035156,166.3302459716797,178.4989471435547,177.4393768310547,-0.5943095684051514,-0.6170372366905212,-0.7975208163261414,0.3823986053466797,32.31234359741211,51.626827239990234,15676.1103515625,62.585121154785156,-0.8968809843063354,-1.5064572095870972,-6397.90478515625,-116.57443237304688,32.67360305786133,32.6156120300293,32.572696685791016,32.621585845947266,50.764930725097656,50.71495056152344,50.554039001464844,49.838504791259766,15188.474609375,14910.6826171875,15337.294921875,15624.25,48.778656005859375,48.87810516357422,50.1998405456543,63.73230743408203,-0.5786442756652832,-0.615532636642456,-0.7989268898963928,0.3655916452407837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20240514160005,32.8338737487793,53.899818420410156,18216.998046875,89.58923222414626,-0.06358557939529419,-0.08519812673330307,-334.4157409667969,-5.082153797149658,32.71059799194336,32.75247573852539,32.80987548828125,32.83842468261719,54.23176574707031,53.84369659423828,53.80141067504883,53.05815124511719,18038.634765625,17418.578125,18133.689453125,19024.44140625,87.71487426757812,94.94464111328125,97.88812255859375,90.9819564819336,-0.6996141076087952,-0.5777649879455566,-0.04628867283463478,0.8217687606811523,33.226009368896484,55.97395324707031,21766.99609375,161.00875854492188,1.1875007152557373,0.042076218873262405,0.10661159455776215,0.4400002360343933,3076.43310546875,41.46039581298828,33.2670783996582,33.4658317565918,33.211238861083984,33.29833984375,55.457157135009766,55.58098220825195,55.46455383300781,55.152645111083984,22317.873046875,22445.486328125,22870.107421875,22873.8984375,163.7255859375,158.48806762695312,163.48153686523438,162.6009521484375,-0.7099778056144714,-0.581855058670044,-0.05196540430188179,0.8100460767745972,32.18067169189453,52.84654998779297,15355.5166015625,54.12123489379883,-0.6834509968757629,-1.1375254392623901,-5168.28515625,-101.56385803222656,32.48335266113281,32.397804260253906,32.35643005371094,32.43695068359375,52.234275817871094,52.121849060058594,52.3212776184082,51.579620361328125,14468.3115234375,14057.396484375,14868.2109375,15492.951171875,45.66157531738281,48.03862380981445,50.715919494628906,60.61574172973633,-0.6895084381103516,-0.5794677734375,-0.0517282672226429,0.8076605796813965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
