SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240315104012,21.463748931884766,65.02603912353516,6774.91845703125,21.92557716369629,65.90998840332031,7673.85791015625,0.009999999776482582,21.506996154785156,64.36687469482422,5555.4052734375,0.0,21.704320907592773,21.762556076049805,64.91738891601562,65.27149200439453,6192.83837890625,5905.8583984375,0.0,0.0,21.85558319091797,21.762374877929688,66.02281188964844,66.30120086669922,6546.4560546875,6466.77734375,0.009999999776482582,0.009999999776482582,21.44232940673828,21.443355560302734,63.77360153198242,63.757381439208984,5900.8984375,4725.45068359375,0.0,0.0,21.194961547851562,21.186691284179688,21.12090301513672,67.08441925048828,67.80545043945312,66.08236694335938,5018.93212890625,4989.501953125,4457.03955078125,0.0,0.009999999776482582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9959440147628698
20240315105012,21.69799041748047,63.9780387878418,7233.86279296875,22.17937660217285,64.86274719238281,8293.58984375,0.009999999776482582,21.66911506652832,63.289344787597656,5833.296875,0.0,21.879467010498047,21.968868255615234,63.65216064453125,64.18671417236328,6597.01806640625,6422.8076171875,0.0,0.0,22.038850784301758,21.984296798706055,65.12210845947266,65.44111633300781,7139.32666015625,6986.552734375,0.009999999776482582,0.009999999776482582,21.66854476928711,21.60161781311035,62.517093658447266,62.78538131713867,6451.3232421875,5226.58837890625,0.0,0.0,21.29715347290039,21.346099853515625,21.234214782714844,66.24715423583984,66.79932403564453,65.07325744628906,4694.8837890625,4459.9736328125,4373.42529296875,0.0,0.009999999776482582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.007634666517731
20240315110012,21.928190231323242,63.13823318481445,7453.591796875,22.418272018432617,63.8364372253418,8561.048828125,0.009999999776482582,21.850492477416992,62.43339538574219,6057.755859375,0.0,22.069950103759766,22.152572631835938,62.82014846801758,63.315120697021484,6977.15087890625,6670.7763671875,0.0,0.0,22.21654510498047,22.173744201660156,64.30944061279297,64.58311462402344,7579.13330078125,7265.0517578125,0.009999999776482582,0.009999999776482582,21.8857421875,21.791154861450195,61.584449768066406,62.070133209228516,6667.8857421875,5612.79833984375,0.0,0.0,21.55643653869629,21.672090530395508,21.489805221557617,65.17871856689453,65.7689437866211,63.962913513183594,4780.845703125,4586.2841796875,4481.76611328125,0.0,0.009999999776482582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.5071830303706975
20240315111012,22.04901695251465,63.15461349487305,7609.47265625,22.61240577697754,64.06696319580078,8569.671875,0.009999999776482582,21.969881057739258,62.31358337402344,5994.0986328125,0.0,22.160289764404297,22.232105255126953,62.917015075683594,63.31003189086914,6933.2626953125,6862.619140625,0.0,0.0,22.380338668823242,22.369304656982422,64.43939208984375,64.57928466796875,7719.90234375,7489.345703125,0.009999999776482582,0.009999999776482582,21.95334243774414,21.819835662841797,61.50580978393555,62.07961654663086,6661.173828125,5554.6171875,0.0,0.0,21.585752487182617,21.72332000732422,21.513446807861328,65.29635620117188,65.90447235107422,64.14030456542969,4804.57373046875,4700.36767578125,4159.29443359375,0.0,0.009999999776482582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.221070326998188
20240315112012,22.46117401123047,61.898441314697266,8903.7275390625,23.122718811035156,62.92874526977539,9879.2470703125,27.669279098510742,22.356975555419922,60.81705093383789,6781.96875,0.0,22.578519821166992,22.613353729248047,61.67900466918945,62.031436920166016,8017.8515625,7826.71728515625,0.0,0.0,22.861469268798828,22.840246200561523,63.22548294067383,63.44497299194336,9338.748046875,8850.947265625,20.40900993347168,0.009999999776482582,22.28486442565918,22.1104736328125,60.19355773925781,60.524269104003906,7624.123046875,6299.91064453125,0.0,0.0,21.680564880371094,21.842199325561523,21.54309844970703,64.47818756103516,65.22476196289062,63.341217041015625,5118.31494140625,5176.29833984375,4361.8330078125,0.0,0.009999999776482582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16.75490441032548
20240315113012,23.03177833557129,60.509342193603516,10149.69140625,23.720943450927734,61.61839294433594,11035.603515625,135.9047393798828,22.825611114501953,59.23881149291992,7439.89208984375,0.0,23.08513069152832,23.072710037231445,60.18626403808594,60.678466796875,9056.6220703125,8902.828125,22.329971313476562,0.0,23.463489532470703,23.436315536499023,61.881160736083984,62.32461166381836,10889.462890625,9947.0263671875,126.18562316894531,93.33321380615234,22.752885818481445,22.563899993896484,58.674564361572266,58.91261291503906,8417.583984375,6911.93701171875,0.0,0.0,21.95489501953125,22.201732635498047,21.75591468811035,63.40813064575195,64.28775024414062,62.188480377197266,5672.28271484375,5711.25830078125,4774.45458984375,0.0,0.009999999776482582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59.76555205271961
20240315114012,24.031879425048828,58.201683044433594,12668.6669921875,24.831310272216797,59.71529006958008,14312.951171875,311.6462097167969,23.73273277282715,56.56264877319336,9208.6884765625,0.0,24.10195541381836,24.076091766357422,57.882232666015625,58.47000503540039,11543.796875,11462.0322265625,166.20579528808594,107.46559143066406,24.61227798461914,24.542564392089844,59.89100646972656,60.385765075683594,14172.05859375,13150.599609375,298.6880187988281,266.3318786621094,23.674518585205078,23.43968391418457,56.240055084228516,56.163291931152344,10094.2255859375,8390.3349609375,33.26436233520508,41.27097702026367,22.341577529907227,22.62923812866211,21.99269676208496,62.521240234375,63.42735290527344,61.01339340209961,6570.37060546875,7240.02490234375,5373.9951171875,0.0,20.240436553955078,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,208.74707082025483
20240315115012,25.327531814575195,54.729042053222656,15064.6103515625,26.204814910888672,56.450984954833984,17043.392578125,474.13604736328125,24.872934341430664,52.579200744628906,11057.1220703125,119.721435546875,25.35205078125,25.35624885559082,54.15955352783203,55.000125885009766,13956.6005859375,13955.689453125,306.095458984375,253.02487182617188,25.973915100097656,25.881982803344727,56.95270919799805,57.294498443603516,17213.892578125,16119.060546875,463.3672790527344,433.9453430175781,24.842744827270508,24.580854415893555,52.29559326171875,52.38993453979492,11849.916015625,10065.5029296875,156.18971252441406,162.99400329589844,23.033113479614258,23.450008392333984,22.591114044189453,60.54032516479492,61.44831085205078,58.62594223022461,7431.177734375,8647.6005859375,6138.0546875,0.0,122.44598388671875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,345.5180285868102
20240315120012,26.819252014160156,50.71156311035156,17253.255859375,27.757543563842773,52.46849822998047,19600.638671875,615.10888671875,26.259458541870117,48.117774963378906,12954.0947265625,217.63336181640625,26.831342697143555,26.837169647216797,50.227455139160156,51.008628845214844,16474.158203125,16356.3984375,424.48419189453125,380.2380676269531,27.515239715576172,27.38642692565918,53.334224700927734,53.46394729614258,20170.75,19050.74609375,604.9298095703125,579.1664428710938,26.206714630126953,25.969440460205078,47.92696762084961,48.15996170043945,13355.1806640625,11769.3056640625,254.4164581298828,260.7018127441406,24.135690689086914,24.68657875061035,23.571186065673828,57.656429290771484,58.78889083862305,55.4259147644043,9088.6025390625,11190.9228515625,7435.1015625,88.28443145751953,251.65069580078125,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,454.37032516058116
20240315121012,27.8354434967041,48.01688766479492,18684.412109375,28.84899139404297,49.957271575927734,21629.333984375,684.386962890625,27.288475036621094,45.18339920043945,14066.0224609375,246.46437072753906,27.938982009887695,27.930574417114258,47.63383483886719,48.271385192871094,18152.18359375,18092.580078125,475.031005859375,434.9316711425781,28.6473331451416,28.49297523498535,50.82938766479492,50.73371124267578,22024.0234375,21377.94140625,680.7360229492188,652.3505859375,27.220205307006836,27.000146865844727,44.97834396362305,45.334442138671875,14334.4384765625,12679.791015625,277.2449645996094,278.4413146972656,25.2789306640625,25.863779067993164,24.72488784790039,55.195255279541016,56.64376449584961,52.79079055786133,11533.3125,14542.5537109375,9048.1767578125,187.62393188476562,376.0508728027344,36.32527542114258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,496.2163172519619
20240315122012,29.017539978027344,44.55685043334961,21069.89453125,30.130779266357422,46.512420654296875,25004.861328125,782.2987670898438,28.495079040527344,41.50651168823242,15616.8212890625,282.265380859375,29.239437103271484,29.201372146606445,44.249481201171875,44.746273040771484,20675.439453125,20342.236328125,544.217041015625,496.563232421875,29.922563552856445,29.768571853637695,47.366939544677734,47.27335739135742,25169.265625,24552.64453125,781.1541748046875,758.1443481445312,28.40190887451172,28.174137115478516,41.38235855102539,41.57473373413086,15997.3212890625,14238.060546875,311.1179504394531,303.71783447265625,26.644285202026367,27.25118064880371,26.072542190551758,51.73881912231445,53.51839828491211,49.012474060058594,14269.5830078125,18229.13671875,11071.0615234375,301.67919921875,520.7471923828125,107.0377426147461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,558.7489595857346
20240315123012,30.155113220214844,41.72926330566406,23117.25,31.287609100341797,43.71073913574219,28178.650390625,858.4223022460938,29.58431625366211,38.61845016479492,16625.6171875,300.1521911621094,30.36368751525879,30.334636688232422,41.39284133911133,41.87584686279297,22811.259765625,22411.302734375,596.1716918945312,541.9378051757812,31.080127716064453,30.963245391845703,44.53321838378906,44.57154846191406,28180.91015625,27346.12890625,858.1188354492188,839.490966796875,29.485334396362305,29.26744842529297,38.40449142456055,38.63144302368164,17205.767578125,15436.83984375,324.0854797363281,310.7232971191406,28.102149963378906,28.795738220214844,27.527679443359375,48.40711975097656,50.369693756103516,45.3166389465332,17066.634765625,21850.0390625,13037.5498046875,408.2876892089844,655.7084350585938,172.77462768554688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,611.4621382441991
20240315124012,31.415586471557617,38.83229064941406,26227.16796875,32.61636734008789,41.04264831542969,33011.625,977.7003784179688,30.820785522460938,35.58082580566406,18433.431640625,345.5298767089844,31.653196334838867,31.627662658691406,38.56076431274414,39.057891845703125,26125.34765625,25557.353515625,678.7366333007812,625.0106201171875,32.419151306152344,32.342098236083984,41.74746322631836,41.86446762084961,32437.427734375,31665.525390625,973.8335571289062,959.2587890625,30.694074630737305,30.476398468017578,35.39653778076172,35.48048400878906,18991.595703125,17356.076171875,359.10467529296875,352.38775634765625,29.40105628967285,30.138935089111328,28.73969841003418,45.81276321411133,47.880638122558594,42.305450439453125,19705.9921875,25716.021484375,14749.3994140625,502.8731384277344,791.7862548828125,221.23292541503906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,687.448323784392
20240315125012,32.61740493774414,36.027347564697266,28452.515625,33.83616638183594,38.2166862487793,36738.078125,1056.9593505859375,31.951251983642578,32.48033142089844,19649.5,370.5130920410156,32.795597076416016,32.835182189941406,35.544429779052734,36.13461685180664,28556.951171875,27860.740234375,733.35205078125,684.29345703125,33.57883834838867,33.59796142578125,39.088069915771484,39.10054397583008,35877.65625,34893.91796875,1051.4425048828125,1038.8974609375,31.776058197021484,31.58846092224121,32.23601150512695,32.521690368652344,20136.958984375,18671.544921875,373.8167419433594,382.7161560058594,30.749757766723633,31.618337631225586,30.043262481689453,42.82395553588867,44.84558868408203,38.9233283996582,21895.0234375,28954.87890625,16232.603515625,578.8634033203125,903.90869140625,266.3993835449219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,736.7056624802489
20240315130012,33.50817108154297,34.239540100097656,29841.005859375,34.721866607666016,36.203765869140625,39523.25390625,1084.25390625,32.82307815551758,30.47364044189453,20439.5703125,349.69189453125,33.64503860473633,33.73094940185547,33.86085510253906,34.14384460449219,30417.015625,29348.17578125,739.3126831054688,699.2371826171875,34.43299865722656,34.50155258178711,37.1995964050293,37.092987060546875,38606.66796875,37497.75,1077.701171875,1068.720458984375,32.5518684387207,32.43935775756836,30.246135711669922,30.540088653564453,20528.431640625,19474.03125,346.3098449707031,365.0821533203125,32.08767318725586,33.05813980102539,31.27730941772461,39.97547912597656,42.08317565917969,35.860965728759766,24390.01171875,32871.86328125,17830.111328125,644.21630859375,1001.3997802734375,303.53387451171875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,724.107721421651
