SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240213142002,19.477458953857422,64.63206481933594,7328.37646484375,0.0,-0.05325312539935112,-0.5454202890396118,-61.290218353271484,-2.722860813140869,19.605077743530273,19.457286834716797,64.6600112915039,64.2438735961914,7406.07568359375,7811.98193359375,-28.436931610107422,-34.480690002441406,-0.41440197825431824,-0.8141425251960754,0.7699317336082458,-0.4675910472869873,19.67337417602539,65.68363189697266,8571.71484375,-27.227766036987305,0.9461386203765869,0.056641917675733566,0.07193978875875473,0.3473320007324219,-182.61927795410156,-19.189292907714844,19.755550384521484,19.76210594177246,65.56961059570312,65.39669799804688,8462.6513671875,8063.90234375,-17.271717071533203,-29.93328857421875,-0.4081772565841675,-0.8153442740440369,0.7649133205413818,-0.45872312784194946,19.163454055786133,63.50184631347656,6908.6171875,-19.268001556396484,-0.2567102909088135,-1.9921830892562866,-1273.7142333984375,-19.71024513244629,19.286420822143555,19.32617950439453,63.38954544067383,63.444862365722656,7150.62158203125,7288.8271484375,-27.593284606933594,-26.249584197998047,-0.4080534875392914,-0.8172438740730286,0.7611016631126404,-0.4667212963104248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20240213143002,19.252531051635742,65.60383605957031,7063.96142578125,0.0,-0.0714867115020752,-0.6719987392425537,-81.08938598632812,-3.1690220832824707,19.4188175201416,19.36313247680664,65.53440856933594,65.27937316894531,7285.626953125,7313.7646484375,-30.783103942871094,-32.83320236206055,-0.4082978367805481,-0.8336961269378662,-0.018126072362065315,-0.9040647745132446,19.481849670410156,66.46343994140625,8087.7861328125,-34.475345611572266,0.9366010427474976,0.05594431236386299,0.04531173035502434,0.24889756739139557,-53.22394561767578,-18.223115921020508,19.558452606201172,19.570816040039062,66.51573944091797,66.24947357177734,8047.0244140625,7580.60107421875,-28.091360092163086,-37.986106872558594,-0.3995538055896759,-0.8356715440750122,-0.023460762575268745,-0.8940631151199341,19.072643280029297,64.263427734375,6577.52783203125,-23.542787551879883,-0.27600032091140747,-2.451415777206421,-2000.286376953125,-31.352100372314453,19.093929290771484,19.146337509155273,64.24212646484375,64.42222595214844,6827.513671875,6827.55615234375,-28.128604888916016,-28.029186248779297,-0.4036065936088562,-0.8364763259887695,-0.024635249748826027,-0.9075018167495728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20240213144002,19.23128890991211,66.19865417480469,6326.34228515625,0.0,-0.07330357283353806,-0.805513322353363,-30.490692138671875,-3.4535105228424072,19.34932518005371,19.189876556396484,66.16642761230469,65.79232025146484,6485.81591796875,6732.216796875,-40.77458190917969,-39.66718673706055,-0.420615553855896,-0.8262646794319153,-0.7946459054946899,-0.45667171478271484,19.38442611694336,67.09259796142578,7308.71484375,-37.79996109008789,0.922726571559906,0.05185306444764137,0.03416404500603676,0.18109968304634094,161.82191467285156,-5.485424995422363,19.421640396118164,19.456403732299805,67.10383605957031,66.70339965820312,7831.357421875,7053.927734375,-29.978940963745117,-42.040870666503906,-0.40813592076301575,-0.8272246718406677,-0.8024521470069885,-0.4462938904762268,18.92521095275879,64.89996337890625,5860.9873046875,-35.58417510986328,-0.2774781286716461,-2.4708197116851807,-2220.332763671875,-43.81931686401367,19.059917449951172,19.060131072998047,64.89472961425781,64.89669799804688,6039.56884765625,6028.49853515625,-38.1381950378418,-40.61811447143555,-0.41589710116386414,-0.8293750286102295,-0.8031638860702515,-0.4576183557510376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20240213145002,19.091880798339844,66.62933349609375,5020.55419921875,0.0,-0.06133687496185303,-0.7561131119728088,-5.936359882354736,-4.214238166809082,19.20448112487793,19.001859664916992,66.33699798583984,66.12765502929688,4899.4775390625,5121.17138671875,-64.01402282714844,-64.39383697509766,-0.4446988105773926,-0.782075047492981,-0.7858083844184875,0.43775904178619385,19.203407287597656,67.44332885742188,5915.45263671875,-56.0750617980957,0.9217939972877502,0.04952818900346756,0.022208645939826965,0.21106772124767303,82.26300811767578,-4.180021286010742,19.274272918701172,19.323976516723633,67.43126678466797,66.94916534423828,6255.0537109375,5512.8251953125,-46.23447799682617,-58.36942672729492,-0.4360331892967224,-0.7853398323059082,-0.7915411591529846,0.45070981979370117,18.785022735595703,65.52532196044922,4651.90966796875,-50.3530387878418,-0.2309206873178482,-2.2172398567199707,-1798.7059326171875,-44.69779586791992,18.978010177612305,18.892953872680664,65.32290649414062,65.28277587890625,4842.9990234375,4764.96923828125,-59.01040267944336,-58.948360443115234,-0.435190349817276,-0.7845866084098816,-0.793653666973114,0.44374537467956543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20240213150002,18.77003288269043,67.96534729003906,2777.515380859375,0.0,-0.050002891570329666,-0.529025137424469,-28.202360153198242,-1.680179238319397,18.948335647583008,18.668861389160156,68.02684020996094,67.63331604003906,2940.2109375,3348.367919921875,-83.32066345214844,-86.32479095458984,-0.6058089733123779,-0.7263763546943665,0.009318841621279716,0.8557138442993164,18.90083885192871,68.82469177246094,3771.300537109375,-80.0223617553711,0.8973023295402527,0.052383895963430405,0.021338406950235367,0.3257279098033905,88.29332733154297,-7.291406154632568,18.876134872436523,18.999645233154297,68.92442321777344,68.4830551147461,3887.89404296875,3345.299560546875,-69.04594421386719,-79.50682830810547,-0.6000154614448547,-0.7269918918609619,0.0073181320913136005,0.8664450645446777,18.481060028076172,67.28363800048828,2787.852783203125,-64.52964782714844,-0.19096292555332184,-1.396884560585022,-1017.8483276367188,-21.95442771911621,18.650150299072266,18.613571166992188,66.92707824707031,67.0108871459961,3136.251220703125,3188.6748046875,-73.71927642822266,-75.8001480102539,-0.6020371317863464,-0.7285398244857788,0.005193693563342094,0.8594629764556885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20240213151002,18.38905906677246,69.5853042602539,1521.8690185546875,0.0,-0.04675024747848511,-0.4614601731300354,-120.3716049194336,-3.710334539413452,18.549102783203125,18.333526611328125,69.35564422607422,69.13330841064453,1945.31201171875,2341.662841796875,-96.8731918334961,-101.1762924194336,-0.620527446269989,-0.6798318028450012,0.7798069715499878,0.434594988822937,18.551015853881836,70.30447387695312,2155.784423828125,-102.6336441040039,0.8909087181091309,0.0509854257106781,0.02331412583589554,0.2590795159339905,-289.8870849609375,-20.7991943359375,18.595252990722656,18.69780158996582,70.16557312011719,69.99604797363281,2594.380859375,2115.074462890625,-91.67181396484375,-97.3561782836914,-0.6159965991973877,-0.6812710762023926,0.7805429100990295,0.4408390522003174,18.20038414001465,68.73624420166016,1690.5234375,-72.43514251708984,-0.19176921248435974,-1.3745019435882568,-671.604248046875,-3.1153407096862793,18.3538761138916,18.269426345825195,68.42407989501953,68.61254119873047,2227.515380859375,1905.38427734375,-83.95054626464844,-83.07768249511719,-0.6145431995391846,-0.6830059289932251,0.7789685726165771,0.43655502796173096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20240213152002,18.04674530029297,71.40784454345703,1084.4268798828125,0.0,-0.0634475126862526,-0.44867679476737976,-118.97332000732422,-4.264468193054199,18.1492919921875,18.007089614868164,71.04979705810547,70.79716491699219,1422.0804443359375,1916.638427734375,-92.07682800292969,-96.02037811279297,-0.6186978816986084,-0.673665463924408,0.7852879762649536,-0.44841766357421875,18.052719116210938,71.92982482910156,1357.582763671875,-104.47380828857422,0.8761025667190552,0.06127503141760826,0.007292854133993387,0.09549399465322495,-556.4537963867188,-27.824399948120117,18.213220596313477,18.253942489624023,71.77154541015625,71.5276870727539,1819.4974365234375,1316.86865234375,-91.95512390136719,-102.83553314208984,-0.6117966771125793,-0.675706148147583,0.7792558670043945,-0.4410468339920044,17.81003189086914,70.53187561035156,1081.4344482421875,-68.80007934570312,-0.19586610794067383,-1.6409568786621094,-691.8717041015625,-2.6053497791290283,17.915218353271484,18.02593994140625,70.18077087402344,70.25907135009766,1593.0491943359375,1721.46337890625,-80.68737030029297,-77.82598876953125,-0.6141749024391174,-0.6753737926483154,0.7805444002151489,-0.4468623399734497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20240213153002,17.729461669921875,72.77059936523438,1001.9222412109375,0.0,-0.08495721966028214,-0.6330103278160095,-135.36724853515625,-4.373316287994385,17.822599411010742,17.819738388061523,72.38633728027344,72.32128143310547,1222.9337158203125,1389.855712890625,-94.0830307006836,-91.16796112060547,-0.6076117753982544,-0.6983740329742432,0.004169640596956015,-0.9163753986358643,17.733062744140625,73.13725280761719,957.7176513671875,-111.43450164794922,0.8520174622535706,0.06286652386188507,-0.016397271305322647,-0.06055941432714462,-522.2958374023438,-30.188457489013672,17.904272079467773,17.864858627319336,73.15020751953125,72.84101104736328,1279.0880126953125,821.9430541992188,-104.53984069824219,-111.61892700195312,-0.5988897681236267,-0.700564444065094,-0.004256240092217922,-0.9058867692947388,17.57660675048828,71.71360778808594,905.1469116210938,-72.26911926269531,-0.22097109258174896,-2.273477077484131,-1555.7042236328125,-15.906850814819336,17.596433639526367,17.718505859375,71.46881866455078,71.71199798583984,1328.9105224609375,1360.78955078125,-77.16255950927734,-76.57400512695312,-0.6057866215705872,-0.6985834836959839,-0.0015704083489254117,-0.9174737930297852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20240213154002,17.700719833374023,73.42269897460938,809.4577026367188,0.0,-0.08622745424509048,-0.7765677571296692,-99.92908477783203,-4.189349174499512,17.72870635986328,17.6380558013916,73.11418151855469,72.97653198242188,804.3109741210938,1206.0262451171875,-96.8613052368164,-89.24354553222656,-0.6129574179649353,-0.6901888847351074,-0.7877485752105713,-0.4791077971458435,17.63990592956543,73.8182373046875,622.1021728515625,-106.13726806640625,0.835172176361084,0.060711514204740524,-0.015923451632261276,-0.10955429822206497,-367.00897216796875,-17.060300827026367,17.76051139831543,17.677886962890625,73.81646728515625,73.41417694091797,1395.51513671875,769.513427734375,-100.02654266357422,-108.31623840332031,-0.602255642414093,-0.6910772919654846,-0.7992793321609497,-0.4669879674911499,17.376020431518555,72.42566680908203,623.0712280273438,-80.32706451416016,-0.2250749170780182,-2.336782932281494,-1914.73681640625,-30.830726623535156,17.5415096282959,17.604761123657227,72.21931457519531,72.28948211669922,866.5750122070312,942.2977905273438,-79.45960998535156,-81.36306762695312,-0.6109291315078735,-0.6899940967559814,-0.7986775040626526,-0.4770854711532593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20240213155002,17.68343162536621,73.59729766845703,256.24554443359375,0.0,-0.06725159287452698,-0.6786626577377319,-83.23143768310547,-4.457908630371094,17.695409774780273,17.552106857299805,73.0387954711914,73.07256317138672,-9.640973091125488,356.8651428222656,-106.91776275634766,-100.2077865600586,-0.617786705493927,-0.6278762817382812,-0.798740565776825,0.4350152015686035,17.617963790893555,73.91143035888672,92.09243774414062,-108.37928771972656,0.8348933458328247,0.05913699418306351,-0.0027290156576782465,0.005789526738226414,-406.5559387207031,-11.596988677978516,17.745676040649414,17.65476417541504,73.89580535888672,73.49352264404297,561.5689086914062,150.71420288085938,-101.00580596923828,-108.53094482421875,-0.6114487648010254,-0.6306885480880737,-0.8088533878326416,0.4473237991333008,17.320268630981445,72.73666381835938,3.7465343475341797,-87.50298309326172,-0.17509056627750397,-1.963152527809143,-1628.4462890625,-31.776386260986328,17.589210510253906,17.535551071166992,72.38473510742188,72.39906311035156,279.9512634277344,198.93228149414062,-90.54053497314453,-89.826904296875,-0.6098498702049255,-0.6268582344055176,-0.8118531703948975,0.4428403377532959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20240213160002,17.497827529907227,74.85413360595703,-1237.8668212890625,0.0,-0.04509051516652107,-0.3891400098800659,-88.99317932128906,-2.149057149887085,17.58305549621582,17.351104736328125,74.59687042236328,74.4566650390625,-973.0564575195312,-515.0173950195312,-108.36786651611328,-105.1168212890625,-0.7325135469436646,-0.5415377616882324,-0.011066286824643612,0.8615028858184814,17.48490333557129,75.18914031982422,-898.6332397460938,-112.12954711914062,0.8101811408996582,0.06219859421253204,0.026259342208504677,0.21047483384609222,-185.13458251953125,-7.659856796264648,17.499359130859375,17.505735397338867,75.2862777709961,74.98106384277344,-768.666748046875,-876.9325561523438,-102.38196563720703,-107.41984558105469,-0.7295025587081909,-0.5410923957824707,-0.018464328721165657,0.8683619499206543,17.16669464111328,74.27080535888672,-1207.9730224609375,-90.77185821533203,-0.12862783670425415,-0.9950546622276306,-950.7554321289062,-10.155000686645508,17.403736114501953,17.396629333496094,73.8418197631836,73.94271850585938,-749.549072265625,-735.2319946289062,-94.45516204833984,-95.7729721069336,-0.7298997044563293,-0.5403605103492737,-0.02249966189265251,0.8645390272140503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20240213161002,17.169313430786133,75.58866119384766,-2400.596923828125,0.0,-0.0393335223197937,-0.3088340163230896,-97.59860229492188,-4.176316261291504,17.348182678222656,17.174360275268555,75.34540557861328,75.10873413085938,-1559.423583984375,-1143.025146484375,-109.75022888183594,-106.94355773925781,-0.7768028378486633,-0.48841607570648193,0.789684534072876,0.4583549499511719,17.256258010864258,75.9127197265625,-1799.51171875,-115.7130126953125,0.7789012789726257,0.06116000562906265,0.027777329087257385,0.14060184359550476,-85.27970123291016,-15.75744915008545,17.31367301940918,17.38938331604004,75.88285064697266,75.90779876708984,-1640.3817138671875,-1704.2484130859375,-106.3584213256836,-111.88117218017578,-0.7728810906410217,-0.4876614809036255,0.7881487607955933,0.4625723361968994,17.07597541809082,75.0324478149414,-2203.429931640625,-88.59024047851562,-0.12546584010124207,-0.7060336470603943,-841.1471557617188,-3.468205451965332,17.2452392578125,17.177268981933594,74.53412628173828,74.92645263671875,-1430.674560546875,-1583.911376953125,-99.23937225341797,-97.29106140136719,-0.7778737545013428,-0.48986440896987915,0.7806984782218933,0.46062135696411133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20240213162002,16.920551300048828,76.5545425415039,-2363.1484375,0.0,-0.06540042161941528,-0.4217669665813446,-146.92295837402344,-5.978639602661133,17.08775520324707,16.974485397338867,76.2701416015625,75.99666595458984,-1685.2305908203125,-1132.7666015625,-92.95342254638672,-94.27899932861328,-0.7571180462837219,-0.48018670082092285,0.7914912104606628,-0.45113563537597656,16.887149810791016,76.80619049072266,-2118.447265625,-106.45829010009766,0.7392110228538513,0.0684167668223381,-0.00839392002671957,-0.1815810352563858,-187.32640075683594,-20.286771774291992,17.04731559753418,17.146629333496094,76.80144500732422,76.6182632446289,-1728.1224365234375,-1972.4393310546875,-93.15760040283203,-107.10355377197266,-0.7500816583633423,-0.481731653213501,0.7876443266868591,-0.4445875287055969,16.796545028686523,76.03811645507812,-2338.81689453125,-76.30386352539062,-0.15122617781162262,-1.1649857759475708,-1258.011474609375,-18.727312088012695,16.910648345947266,17.019145965576172,75.4963150024414,75.81315612792969,-1753.83203125,-1372.5430908203125,-88.68260955810547,-84.12901306152344,-0.7593036890029907,-0.4810565114021301,0.7823207974433899,-0.44778239727020264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20240213163002,16.724184036254883,77.2237319946289,-2185.015380859375,0.0,-0.0916304662823677,-0.653319776058197,-244.50808715820312,-5.899055004119873,16.890554428100586,16.883745193481445,76.98181915283203,76.86626434326172,-1797.2532958984375,-1506.532470703125,-91.18769836425781,-88.38333892822266,-0.7446705102920532,-0.5101839303970337,-0.004361611790955067,-0.9226901531219482,16.68777084350586,77.39608764648438,-2401.104248046875,-113.62814331054688,0.7132818698883057,0.068185955286026,-0.05133707448840141,-0.422483891248703,-181.7336883544922,-23.621448516845703,16.849552154541016,16.893457412719727,77.56060791015625,77.19019317626953,-1912.5400390625,-2310.092041015625,-102.5360336303711,-113.28612518310547,-0.7342094779014587,-0.5127435922622681,-0.006791118998080492,-0.9109861254692078,16.6693172454834,76.62274169921875,-2245.76904296875,-77.79029083251953,-0.18889369070529938,-1.9104228019714355,-2307.683837890625,-37.53024673461914,16.690603256225586,16.78658676147461,76.16831970214844,76.59960174560547,-1908.876953125,-1563.095947265625,-82.72257232666016,-80.83500671386719,-0.7477781772613525,-0.5100694298744202,-0.010717710480093956,-0.9197076559066772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20240213164002,16.83257484436035,77.28319549560547,-2193.1728515625,0.0,-0.09298738837242126,-0.7652605175971985,-266.2460021972656,-5.049692630767822,16.947872161865234,16.803800582885742,77.15966033935547,76.92092895507812,-2116.061279296875,-1623.947509765625,-92.11705017089844,-86.63240814208984,-0.758812665939331,-0.5023981928825378,-0.7891935706138611,-0.4655575752258301,16.7260684967041,77.51305389404297,-2594.19091796875,-108.67472076416016,0.7055867910385132,0.06583842635154724,-0.06040826812386513,-0.4586832821369171,-57.47364807128906,-11.100419044494629,16.831403732299805,16.831653594970703,77.63987731933594,77.11021423339844,-1495.8551025390625,-2227.591796875,-96.43688201904297,-106.35836791992188,-0.7456771731376648,-0.5030580759048462,-0.792043149471283,-0.44974207878112793,16.583351135253906,76.8341064453125,-2349.893310546875,-85.52578735351562,-0.197840616106987,-1.9322441816329956,-2787.047607421875,-53.32925033569336,16.76316261291504,16.7718563079834,76.39393615722656,76.6103515625,-2328.92138671875,-1830.584228515625,-85.22715759277344,-85.69854736328125,-0.7599812746047974,-0.5022487640380859,-0.7980253100395203,-0.45804673433303833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20240213165002,16.763574600219727,77.35057830810547,-2653.81982421875,0.0,-0.07243066281080246,-0.6487914323806763,-266.44805908203125,-4.26151180267334,16.899394989013672,16.650585174560547,77.03279876708984,76.88040924072266,-2824.260986328125,-2434.8095703125,-98.93331909179688,-96.16908264160156,-0.758041262626648,-0.42783021926879883,-0.7822675704956055,0.4492231607437134,16.651628494262695,77.52117156982422,-3070.295166015625,-109.41310119628906,0.7088291049003601,0.06424283981323242,-0.05163484439253807,-0.3258190453052521,-170.24551391601562,-7.039229869842529,16.762893676757812,16.765995025634766,77.60112762451172,77.08489227294922,-2213.2373046875,-2807.491943359375,-96.03463745117188,-101.8231201171875,-0.7482262849807739,-0.4296325445175171,-0.7815228700637817,0.46524500846862793,16.476598739624023,77.08167266845703,-2923.659912109375,-90.73506164550781,-0.1419311761856079,-1.5014485120773315,-2637.083740234375,-53.22011184692383,16.78028106689453,16.634262084960938,76.52288055419922,76.72792053222656,-2812.44921875,-2506.2841796875,-96.02161407470703,-91.91043853759766,-0.7518253922462463,-0.42755258083343506,-0.791205883026123,0.461212158203125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20240226090002,18.984983444213867,80.89472961425781,12560.8974609375,58.212571453466865,0.021440882235765457,-0.5494464635848999,600.5512084960938,1.0635803937911987,18.982343673706055,18.876056671142578,81.09239196777344,81.25847625732422,12183.890625,11753.1640625,50.087425231933594,50.54193878173828,0.6806038022041321,-0.6124521493911743,0.01308649405837059,0.8580604791641235,19.22323989868164,82.27755737304688,14638.7158203125,102.26641082763672,0.8069097399711609,0.050619445741176605,0.17871364951133728,0.48460662364959717,2029.0941162109375,42.25261306762695,19.186424255371094,19.196420669555664,82.91820526123047,82.7507553100586,14694.9970703125,14360.876953125,93.21505737304688,81.42328643798828,0.6800220012664795,-0.6094633340835571,0.00651705963537097,0.8559598922729492,18.58145523071289,79.3003158569336,11240.58203125,41.29776382446289,-0.11451512575149536,-2.653679847717285,-2210.835693359375,-37.9810905456543,18.63786506652832,18.585412979125977,79.58218383789062,79.82648468017578,10793.7744140625,10549.3212890625,35.938838958740234,35.34928894042969,0.6639216542243958,-0.6097381114959717,0.002881536493077874,0.8583879470825195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240226091002,19.417484283447266,79.35157775878906,15471.82421875,99.63319119575584,0.03092309460043907,-0.3986504077911377,643.486572265625,3.3069965839385986,19.357038497924805,19.272655487060547,79.52317810058594,79.61680603027344,14827.0498046875,14428.6826171875,90.76582336425781,96.8544692993164,0.7335851788520813,-0.6608526706695557,0.7471136450767517,0.39018189907073975,19.68983268737793,80.93667602539062,18010.90625,152.71273803710938,0.8699724674224854,0.05458856001496315,0.20953112840652466,0.6843854784965515,2462.079345703125,48.815956115722656,19.68297576904297,19.644620895385742,81.3687744140625,81.25952911376953,17987.935546875,17529.0625,142.3009490966797,141.79318237304688,0.7381787896156311,-0.6567305326461792,0.7453785538673401,0.3891110420227051,18.938587188720703,77.71005249023438,13575.630859375,69.13355255126953,-0.12902365624904633,-2.426820755004883,-2512.885498046875,-48.47239685058594,19.055561065673828,18.865449905395508,78.01651000976562,78.25196838378906,13050.4189453125,12496.1171875,65.00544738769531,64.29634857177734,0.7219695448875427,-0.6590689420700073,0.7420035004615784,0.3891177177429199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240226092002,19.942232131958008,78.24761962890625,16721.181640625,125.76832173476845,0.027805902063846588,-0.3211576044559479,577.7992553710938,4.566619396209717,19.871849060058594,19.698076248168945,78.46591186523438,78.33149719238281,16028.201171875,15976.8583984375,117.61268615722656,122.47032928466797,0.7207032442092896,-0.6655464172363281,0.7427456974983215,-0.4497658610343933,20.1573543548584,79.776611328125,19060.3828125,173.7491455078125,0.8935781121253967,0.0613994225859642,0.21040166914463043,0.7200373411178589,1968.892822265625,40.4621467590332,20.17145347595215,20.173274993896484,80.25093841552734,79.97579956054688,18713.705078125,18407.162109375,162.49412536621094,160.72105407714844,0.7222959399223328,-0.6625864505767822,0.7385254502296448,-0.44706815481185913,19.29589080810547,76.75657653808594,14520.4736328125,91.33999633789062,-0.14233700931072235,-2.108628988265991,-1847.6439208984375,-38.45180130004883,19.487716674804688,19.369747161865234,76.96198272705078,77.09117126464844,14177.3662109375,13891.90625,85.25581359863281,86.88562774658203,0.7115054130554199,-0.6643342971801758,0.7369512915611267,-0.4498947858810425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
