SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240509104005,38.47158432006836,37.18721389770508,45544.00390625,441.30390534773926,-0.028858480975031853,-0.17516972124576569,-150.40847778320312,-0.8306137323379517,38.437068939208984,38.52902603149414,37.17607498168945,37.24034881591797,45443.08203125,45267.578125,447.4112548828125,448.92596435546875,0.5155951380729675,-0.8195257186889648,-0.8118835091590881,-0.4259612560272217,39.2741584777832,39.07123565673828,56747.91796875,670.1076049804688,1.1844285726547241,0.05632748082280159,0.3230060338973999,1.2217538356781006,7992.49853515625,206.33639526367188,39.28896713256836,39.28879165649414,39.14158248901367,39.059112548828125,56837.22265625,57098.48046875,666.9050903320312,675.7669067382812,0.5148207545280457,-0.8224841952323914,-0.8108612895011902,-0.419842004776001,37.60996627807617,34.86506271362305,36654.58984375,287.8644104003906,-0.5632482171058655,-1.7691624164581299,-9307.0791015625,-219.65185546875,37.61265182495117,37.6199836730957,35.12229919433594,35.21147918701172,36689.37109375,36517.734375,286.6473388671875,289.1093444824219,0.5170701742172241,-0.8186110258102417,-0.8101415634155273,-0.4307096004486084,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20240509105005,38.560176849365234,36.61626434326172,44287.03125,430.69684185027825,-0.009292945265769958,-0.07554253935813904,31.113811492919922,1.8309617042541504,38.559471130371094,38.62321472167969,36.5108757019043,36.736148834228516,44214.109375,43993.35546875,429.742431640625,428.5010070800781,0.5111753940582275,-0.8479676842689514,-0.7975782752037048,0.49286210536956787,39.40800094604492,38.542728424072266,56059.25390625,666.09375,1.210486888885498,0.05273815244436264,0.31974753737449646,1.2665023803710938,8570.3134765625,212.1975860595703,39.36235046386719,39.46577835083008,38.48002624511719,38.48329162597656,56067.109375,56315.39453125,653.3402099609375,665.7080078125,0.5086584091186523,-0.8504273891448975,-0.7997338175773621,0.49841415882110596,37.734092712402344,34.479827880859375,35450.125,271.5516662597656,-0.44081640243530273,-1.5681023597717285,-8528.84765625,-201.04029846191406,37.72929763793945,37.742034912109375,34.603721618652344,34.76133728027344,35317.46484375,35052.65234375,263.990966796875,266.780029296875,0.5118131637573242,-0.847146213054657,-0.793639600276947,0.49187934398651123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20240509110005,38.76999282836914,36.63711929321289,46818.4609375,450.1872523062092,-0.011952409520745277,-0.042424097657203674,-2.022179365158081,1.6081222295761108,38.79035186767578,38.82744598388672,36.5498046875,36.64870834350586,46815.5859375,46633.97265625,448.6806640625,451.10821533203125,0.28665605187416077,-0.9228272438049316,0.032454829663038254,0.8480271100997925,39.5635871887207,38.43010711669922,59093.2578125,697.3597412109375,1.1797592639923096,0.05175553634762764,0.3000085949897766,1.3083455562591553,9135.578125,220.98597717285156,39.52543258666992,39.61350631713867,38.38850784301758,38.24811553955078,59285.65234375,59458.21875,684.92431640625,694.95361328125,0.28286099433898926,-0.9264493584632874,0.026966800913214684,0.8500751256942749,37.94005584716797,34.62487030029297,37371.89453125,287.73602294921875,-0.34364333748817444,-1.3135356903076172,-8403.7431640625,-197.85525512695312,37.95756530761719,37.97175979614258,34.785545349121094,34.79197311401367,37429.578125,37049.69140625,279.54840087890625,282.945556640625,0.2834424674510956,-0.9234002828598022,0.03559792786836624,0.8473809957504272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20240509111005,39.10027313232422,36.399837493896484,48783.96875,477.0809205358893,-0.0023591136559844017,-0.02676371857523918,-53.932701110839844,1.1579011678695679,39.067440032958984,39.08723068237305,36.4165153503418,36.64531707763672,48854.98046875,48777.28125,475.5640869140625,483.82586669921875,0.310496062040329,-0.9306832551956177,0.7437546253204346,0.4646211862564087,39.81261444091797,38.243770599365234,61325.05859375,727.5831298828125,1.188476324081421,0.05497027188539505,0.3228149712085724,1.2669354677200317,9477.3291015625,228.96202087402344,39.7686653137207,39.87442398071289,38.26157760620117,38.07566452026367,61616.43359375,61874.44140625,726.3851928710938,731.4027099609375,0.3101179897785187,-0.9344912767410278,0.742309033870697,0.4695720672607422,38.1811637878418,34.22294616699219,39229.98046875,311.5089416503906,-0.3014764189720154,-1.296433925628662,-8774.62109375,-197.3997344970703,38.20669174194336,38.16392135620117,34.638816833496094,34.66179656982422,39333.87890625,38931.55078125,303.6168212890625,307.2341003417969,0.3118676543235779,-0.9306499361991882,0.7447166442871094,0.4630824327468872,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20240509112005,39.70176696777344,35.44002914428711,51518.7734375,517.6575655687917,-0.009883460588753223,0.008502987213432789,-132.45875549316406,-0.3231433033943176,39.60884475708008,39.6036376953125,35.35389709472656,35.57600402832031,51593.65234375,51687.36328125,519.1883544921875,531.2864990234375,0.28514882922172546,-0.9384312629699707,0.7363446950912476,-0.449333131313324,40.34430694580078,37.1968879699707,64366.73828125,779.4415283203125,1.2077258825302124,0.05733133479952812,0.3257690370082855,1.2972888946533203,9931.2392578125,239.28485107421875,40.343257904052734,40.386566162109375,37.311553955078125,37.02851104736328,64598.140625,64921.8671875,782.8373413085938,783.9068603515625,0.2893977165222168,-0.9433076977729797,0.7351697087287903,-0.44233953952789307,38.6888542175293,33.422096252441406,41584.73828125,341.2826843261719,-0.32722026109695435,-1.3614965677261353,-9848.9609375,-224.48118591308594,38.765541076660156,38.71084213256836,33.534278869628906,33.467689514160156,41552.734375,41404.36328125,337.2158203125,339.77685546875,0.2914895713329315,-0.9397692084312439,0.7371529340744019,-0.4510810971260071,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20240509113005,39.84235763549805,35.22864532470703,52309.453125,525.6140662037693,-0.028719434514641762,-0.012713203206658363,-108.68260192871094,0.3801271915435791,39.72633361816406,39.78401565551758,35.17439270019531,35.30363464355469,52157.21875,52516.90234375,530.712646484375,542.5966186523438,0.2727619707584381,-0.9349010586738586,-0.02366538532078266,-0.8939652442932129,40.50058364868164,37.10544204711914,64631.0390625,772.6107788085938,1.1956596374511719,0.05951128154993057,0.30614063143730164,1.3179327249526978,9043.98046875,222.6979522705078,40.554874420166016,40.53913497924805,37.14555740356445,36.70804214477539,64668.02734375,65102.28515625,774.1565551757812,782.8042602539062,0.2773991525173187,-0.9385356903076172,-0.022969476878643036,-0.8846662640571594,38.92368698120117,33.11056137084961,42479.46875,356.9591979980469,-0.42347341775894165,-1.5100440979003906,-10071.5400390625,-237.28221130371094,38.96161651611328,38.96467208862305,33.3873176574707,33.15683364868164,42505.39453125,42484.9453125,357.1009826660156,359.39056396484375,0.27577462792396545,-0.9361681342124939,-0.020031936466693878,-0.8904138803482056,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240509114005,39.85517501831055,35.62320327758789,52962.2890625,534.1845971500289,-0.034831009805202484,-0.004764063283801079,-130.99476623535156,0.018371211364865303,39.72412109375,39.86431884765625,35.569427490234375,35.74930953979492,52775.7890625,52822.859375,540.8338623046875,551.2218627929688,0.2777978181838989,-0.9324644804000854,-0.8171025514602661,-0.4338386058807373,40.55495071411133,37.554683685302734,65027.375,778.4597778320312,1.1732531785964966,0.05668959021568298,0.30150166153907776,1.294640064239502,8839.12109375,217.8587188720703,40.58584213256836,40.61676788330078,37.461307525634766,37.13977813720703,64845.28125,65543.71875,777.8603515625,789.7949829101562,0.2793368399143219,-0.9364339113235474,-0.8117539882659912,-0.4212878942489624,38.977386474609375,33.49348831176758,42830.16015625,364.34295654296875,-0.5073829889297485,-1.5195471048355103,-10108.3125,-234.0133514404297,39.020111083984375,39.0291862487793,33.70037078857422,33.5252799987793,42907.56640625,42882.9140625,364.0970764160156,369.3829650878906,0.28166648745536804,-0.9339419007301331,-0.8137070536613464,-0.42750388383865356,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20240509115005,39.43492126464844,36.24266052246094,50330.07421875,501.3687738422435,-0.017861852422356606,0.06514328718185425,47.62907028198242,2.567429542541504,39.30913543701172,39.43357849121094,36.07136535644531,36.36781692504883,50132.50390625,50127.05078125,501.94940185546875,508.3440246582031,0.27669039368629456,-0.9440669417381287,-0.7950929999351501,0.48538804054260254,40.166690826416016,38.23369216918945,61877.390625,725.5872802734375,1.1959073543548584,0.05247102305293083,0.288305401802063,1.2954405546188354,8293.2841796875,195.92417907714844,40.10600662231445,40.23744201660156,37.99922180175781,37.72842788696289,61597.84765625,62167.42578125,714.4814453125,727.9078979492188,0.276289165019989,-0.9477620720863342,-0.7913498878479004,0.49406325817108154,38.610477447509766,34.27213668823242,41075.99609375,342.9236755371094,-0.41128647327423096,-1.3727030754089355,-8507.744140625,-197.15536499023438,38.62269592285156,38.655799865722656,34.403587341308594,34.24005889892578,40953.46875,40856.4921875,337.1700744628906,343.4244689941406,0.2779980003833771,-0.9459261298179626,-0.7910762429237366,0.4909486770629883,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20240509120005,39.12348556518555,36.99309158325195,50619.21484375,490.158186038757,-0.012072143144905567,0.10875266045331955,75.5356216430664,2.9817707538604736,38.96744155883789,39.07848358154297,36.828250885009766,37.03371810913086,50447.66796875,50433.11328125,489.1918029785156,497.12127685546875,0.03217131644487381,-0.9748599529266357,0.047385428100824356,0.8405113220214844,39.808189392089844,38.87168502807617,61762.30078125,703.8363037109375,1.1760413646697998,0.051883187144994736,0.2652307152748108,1.3325920104980469,8041.6640625,184.01153564453125,39.699462890625,39.831363677978516,38.65547561645508,38.325050354003906,61634.546875,62017.5625,691.8055419921875,701.827392578125,0.03132976219058037,-0.9788669347763062,0.04566951096057892,0.8433626890182495,38.29703140258789,35.04186248779297,41570.18359375,341.6592102050781,-0.2981814742088318,-1.1418280601501465,-7499.27392578125,-175.66793823242188,38.312522888183594,38.34566116333008,35.32756423950195,35.00607681274414,41605.9453125,41385.6953125,336.349365234375,342.0821838378906,0.029330311343073845,-0.9768967628479004,0.05010952800512314,0.8421485424041748,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20240509121005,39.18810272216797,36.912864685058594,50943.05078125,498.1032000070776,-0.00465036416426301,0.0561244897544384,-10.542440414428711,2.3175506591796875,39.03370666503906,39.10267639160156,36.71479415893555,36.98298645019531,50967.09375,50923.66796875,495.4996643066406,504.9901428222656,0.050902340561151505,-0.9763368368148804,0.7419183850288391,0.4704843759536743,39.88515090942383,38.707515716552734,62311.9453125,704.1298828125,1.201008915901184,0.05469309911131859,0.2792360186576843,1.3162673711776733,8173.66943359375,190.48545837402344,39.7653923034668,39.85099411010742,38.51066207885742,38.33708572387695,62363.265625,62726.109375,707.5809326171875,708.7100219726562,0.05339119955897331,-0.9779849052429199,0.7404898405075073,0.47614753246307373,38.32344055175781,34.76201248168945,41894.04296875,344.061767578125,-0.2687397599220276,-1.12507164478302,-7820.25537109375,-176.0186004638672,38.354774475097656,38.321868896484375,35.25550842285156,35.07011032104492,42032.19140625,41761.9765625,341.8887023925781,345.3150634765625,0.05704475939273834,-0.976813554763794,0.7422247529029846,0.4735994338989258,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
