SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240317104003,41.19343185424805,28.305147171020508,89407.0546875,1378.912353515625,-0.023829221725463867,-0.15778793394565582,-470.4571228027344,-5.936477184295654,41.05197525024414,41.053401947021484,28.327436447143555,28.354459762573242,89771.828125,89908.0234375,1389.9677734375,1391.0167236328125,0.5348672270774841,-0.8395242094993591,-0.8391598463058472,-0.4290105104446411,42.31340408325195,30.21968650817871,99029.7265625,1653.2362060546875,0.9456429481506348,0.05519323796033859,0.6812722086906433,1.8710564374923706,13891.0068359375,377.760986328125,42.25678634643555,42.28974533081055,30.555070877075195,30.301902770996094,99491.90625,99545.8515625,1658.8702392578125,1661.2659912109375,0.5307970643043518,-0.8368551135063171,-0.8403154015541077,-0.43486660718917847,39.79230499267578,26.74824333190918,76698.96875,1071.6337890625,-0.9066519141197205,-1.8484644889831543,-15447.021484375,-357.62255859375,39.700904846191406,39.76987075805664,26.63813018798828,26.276962280273438,76737.6640625,77119.6953125,1061.802734375,1069.6978759765625,0.5326996445655823,-0.8358763456344604,-0.8486902713775635,-0.43313896656036377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20240317105003,40.84527587890625,28.688640594482422,87773.921875,1354.3060302734375,-0.00795055739581585,0.10901839286088943,-496.6484069824219,-6.277096748352051,40.80476760864258,40.80014419555664,28.65652084350586,28.678041458129883,88246.2734375,88317.9453125,1367.2607421875,1367.3193359375,0.5108926892280579,-0.8719949722290039,-0.8141299486160278,0.5331994295120239,42.032527923583984,30.750656127929688,98127.8125,1659.5928955078125,0.9574090242385864,0.061331428587436676,0.6966965794563293,2.09323787689209,14963.0380859375,420.02154541015625,42.00004959106445,41.99984359741211,30.776561737060547,30.66915512084961,98544.9765625,98731.828125,1664.0799560546875,1666.2183837890625,0.5135981440544128,-0.8728636503219604,-0.820890486240387,0.5319069623947144,39.47346115112305,27.019990921020508,74419.6015625,1028.29052734375,-0.910696268081665,-1.6542870998382568,-16255.59375,-390.01727294921875,39.40547561645508,39.457706451416016,26.783720016479492,26.43955421447754,74592.8125,75054.7578125,1022.51220703125,1026.8856201171875,0.5139761567115784,-0.871450662612915,-0.8287104964256287,0.5283324718475342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20240317110003,40.852264404296875,29.47726058959961,88516.203125,1402.10546875,0.0022102640941739082,0.6381661295890808,-262.6552429199219,-4.376672267913818,40.830039978027344,40.86222839355469,29.473228454589844,29.675525665283203,88870.2421875,89347.640625,1412.465087890625,1415.5523681640625,0.29921388626098633,-0.9487534165382385,0.07144569605588913,0.8716614246368408,42.110408782958984,31.64693260192871,99130.484375,1730.6375732421875,1.0364078283309937,0.0710124745965004,0.7160941958427429,2.2368063926696777,16361.8837890625,461.58233642578125,42.119842529296875,42.051082611083984,31.258525848388672,31.258258819580078,99575.171875,99959.96875,1739.4095458984375,1737.33642578125,0.3050972819328308,-0.9513450860977173,0.06122715398669243,0.8708678483963013,39.54772186279297,27.88188362121582,74686.2890625,1057.4674072265625,-0.8550370931625366,-1.1220252513885498,-16306.1103515625,-405.6759338378906,39.448997497558594,39.512516021728516,27.502819061279297,27.475046157836914,74976.359375,75370.8125,1053.2781982421875,1058.3857421875,0.3092537522315979,-0.9509832859039307,0.05723060667514801,0.8693922758102417,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20240317111003,40.79270935058594,28.856027603149414,86930.3828125,1405.4775390625,-0.011211751028895378,0.3700074255466461,-470.25555419921875,-7.566472053527832,40.8266716003418,40.928443908691406,28.922616958618164,28.934242248535156,87458.9453125,87945.90625,1411.2000732421875,1415.633544921875,0.32958075404167175,-0.9621973633766174,0.7733619213104248,0.4849832057952881,42.06300735473633,30.741682052612305,98057.3125,1741.6368408203125,1.035940170288086,0.06474170833826065,0.7219130396842957,1.9526503086090088,16385.349609375,472.3874206542969,42.07554626464844,42.12743377685547,30.559457778930664,31.065486907958984,98573.484375,98955.6015625,1753.314453125,1752.9140625,0.34006446599960327,-0.9658368229866028,0.7734320163726807,0.48402249813079834,39.56321334838867,27.231597900390625,73148.8359375,1042.2080078125,-0.912966251373291,-1.1633192300796509,-17190.263671875,-433.2101135253906,39.52553939819336,39.517112731933594,27.064912796020508,26.924306869506836,73045.96875,73824.1015625,1042.6619873046875,1047.99755859375,0.3310505151748657,-0.9652091264724731,0.7739306688308716,0.478643536567688,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20240317112003,40.64198303222656,28.968400955200195,83076.3125,1364.7276611328125,-0.027696821838617325,0.13596279919147491,-466.6058349609375,-7.381197452545166,40.6447639465332,40.75453186035156,29.067991256713867,28.905292510986328,83699.1796875,84137.203125,1372.99560546875,1373.870361328125,0.31280186772346497,-0.9677205085754395,0.7578144073486328,-0.4473683834075928,41.87276077270508,30.52243995666504,94802.1484375,1698.419677734375,1.0311638116836548,0.06269001215696335,0.7085208892822266,1.9571471214294434,15725.5859375,470.12054443359375,41.8343391418457,41.97672653198242,30.836078643798828,30.995960235595703,95428.6484375,95669.359375,1713.29931640625,1714.04296875,0.3157922327518463,-0.9676004648208618,0.7587437033653259,-0.448014497756958,39.40829849243164,27.046924591064453,69160.171875,996.0739135742188,-0.8841118812561035,-1.3690142631530762,-16646.1328125,-449.8974609375,39.407020568847656,39.4036979675293,27.202342987060547,26.79875373840332,68943.546875,69831.40625,992.1034545898438,1000.6041259765625,0.3093171715736389,-0.9673118591308594,0.7592836022377014,-0.4540213346481323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20240317113003,40.04046630859375,30.322650909423828,77869.9453125,1285.926513671875,-0.04179011285305023,-0.12196530401706696,-554.7907104492188,-8.915972709655762,39.97102355957031,40.00593566894531,30.498140335083008,30.15387535095215,78330.3046875,78660.7421875,1297.447021484375,1300.1353759765625,0.30368539690971375,-0.960760772228241,0.014133675023913383,-0.8970736265182495,41.19749450683594,32.05809783935547,89816.546875,1607.224853515625,1.0069750547409058,0.060659024864435196,0.6540793776512146,1.807999849319458,14054.26171875,433.207763671875,41.10868835449219,41.274879455566406,32.340538024902344,32.22803497314453,90559.7578125,90707.984375,1620.0909423828125,1622.8731689453125,0.30129918456077576,-0.9589473009109497,0.01542198657989502,-0.9033697247505188,38.80011749267578,28.18857765197754,64072.515625,928.2158203125,-0.8751517534255981,-1.8260120153427124,-15775.1298828125,-436.1502990722656,38.80253601074219,38.808162689208984,28.546175003051758,28.188871383666992,63876.953125,64682.4375,920.9766235351562,931.3143310546875,0.3043055236339569,-0.9559058547019958,0.01255165133625269,-0.9048163890838623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240317114003,39.54629898071289,31.493759155273438,74032.59375,1222.84619140625,-0.05279708281159401,-0.19228915870189667,-662.0562133789062,-11.870834350585938,39.530181884765625,39.54545211791992,31.602231979370117,31.22500228881836,74434.3984375,74713.1875,1236.8250732421875,1241.7039794921875,0.2869097888469696,-0.9579430222511292,-0.8347930908203125,-0.4398369789123535,40.63179016113281,33.388328552246094,85760.296875,1532.4764404296875,0.9947593808174133,0.05937666818499565,0.6013923287391663,1.6647496223449707,12359.0888671875,402.0476379394531,40.5783576965332,40.7432746887207,33.62388229370117,33.57807922363281,86444.1015625,86599.0234375,1540.7039794921875,1550.3250732421875,0.28970253467559814,-0.9556300640106201,-0.8341386318206787,-0.44692182540893555,38.30652618408203,29.550189971923828,60578.8515625,879.5985717773438,-0.9083276391029358,-1.996835708618164,-14664.927734375,-419.4613952636719,38.31377410888672,38.31715393066406,29.578950881958008,29.538532257080078,60702.62109375,61319.9921875,875.4500732421875,886.5714721679688,0.2876906394958496,-0.9540098309516907,-0.8433162569999695,-0.4456711411476135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20240317115003,39.094764709472656,32.017311096191406,70836.2265625,1175.113525390625,-0.04240991547703743,0.006872279569506645,-633.9478759765625,-11.520679473876953,39.16505813598633,39.18260192871094,32.01739501953125,31.55502700805664,71344.2890625,71529.9921875,1190.454345703125,1193.8634033203125,0.2686147689819336,-0.96858811378479,-0.8241669535636902,0.5096758604049683,40.2083740234375,34.11347198486328,82862.4609375,1497.455810546875,0.9784473776817322,0.06351852416992188,0.5927423238754272,1.7994476556777954,12198.7861328125,407.46356201171875,40.18893051147461,40.29146194458008,34.01596450805664,34.161338806152344,83428.3515625,83735.6328125,1504.1546630859375,1514.4832763671875,0.27986007928848267,-0.9679756760597229,-0.8257418870925903,0.5053566694259644,37.85622787475586,29.987253189086914,57479.4375,829.5277709960938,-0.8915622234344482,-1.7690668106079102,-14202.4345703125,-421.4485778808594,37.92896270751953,37.91404342651367,29.91239356994629,29.789596557617188,57727.97265625,58379.2890625,830.4737548828125,837.7762451171875,0.2736465036869049,-0.966808021068573,-0.8345582485198975,0.5052827596664429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20240317120003,38.922874450683594,33.088600158691406,69999.6640625,1201.0240478515625,-0.028415342792868614,0.5082135796546936,-274.58648681640625,-7.331005096435547,38.99506378173828,39.07780075073242,33.09782028198242,32.710479736328125,70355.0078125,71035.484375,1214.1768798828125,1220.88818359375,0.03298363834619522,-0.9927611947059631,0.06484286487102509,0.8611477613449097,40.072757720947266,35.30748748779297,82139.734375,1525.9622802734375,1.0341999530792236,0.07134711742401123,0.6049294471740723,1.9178732633590698,12339.681640625,414.1877746582031,40.11389923095703,40.1106071472168,34.84676742553711,35.03068161010742,82648.71875,83255.7421875,1536.6624755859375,1543.4609375,0.04728764668107033,-0.9924177527427673,0.0628100037574768,0.8588281869888306,37.738304138183594,31.134178161621094,56688.7109375,849.5836181640625,-0.7983510494232178,-1.1201326847076416,-12845.8154296875,-401.03955078125,37.79509353637695,37.80408477783203,31.036911010742188,30.970720291137695,57035.62890625,57605.1953125,851.6683959960938,860.22119140625,0.0445229671895504,-0.9924457669258118,0.05651582404971123,0.8590046167373657,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20240317121003,38.44776153564453,33.55034637451172,66538.2421875,1163.738525390625,-0.040019549429416656,0.1755741536617279,-474.9302673339844,-10.06761646270752,38.54997253417969,38.731910705566406,33.536922454833984,33.1788330078125,67041.203125,67585.9453125,1174.9527587890625,1184.2528076171875,0.04967388138175011,-0.9972661733627319,0.7651107907295227,0.4633380174636841,39.63200378417969,35.5020866394043,79458.9296875,1513.1729736328125,0.9905627369880676,0.0668489933013916,0.6024273037910461,1.6409850120544434,12982.8251953125,441.0157165527344,39.66807556152344,39.74982452392578,35.43680953979492,35.626041412353516,80096.4921875,80752.4609375,1526.484375,1534.20849609375,0.06360872089862823,-0.9983410239219666,0.7660946249961853,0.45715653896331787,37.344696044921875,31.65751075744629,52991.26953125,790.3756103515625,-0.848481297492981,-1.3429328203201294,-14580.3115234375,-450.11865234375,37.41758346557617,37.38088607788086,31.650177001953125,31.456039428710938,53105.92578125,53889.08203125,795.6719970703125,805.304443359375,0.050629571080207825,-0.997855007648468,0.7661761045455933,0.45782268047332764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20240317122003,38.20702362060547,34.08405685424805,61607.2265625,1097.1104736328125,-0.057759739458560944,-0.09625972807407379,-602.2412719726562,-10.643570899963379,38.29996109008789,38.4627685546875,33.861812591552734,33.714439392089844,62115.32421875,62632.81640625,1109.7657470703125,1116.501708984375,0.03560107201337814,-1.0013184547424316,0.7492904663085938,-0.4511849880218506,39.41043472290039,35.711891174316406,75049.59375,1462.11376953125,0.9609148502349854,0.06617912650108337,0.5954979062080383,1.5876274108886719,13233.94921875,459.4877014160156,39.38194274902344,39.513389587402344,36.1348762512207,35.847171783447266,75817.1640625,76262.765625,1477.9368896484375,1485.90283203125,0.03684103861451149,-0.9998257756233215,0.7506591081619263,-0.4588007926940918,37.11307907104492,31.850072860717773,48002.88671875,716.3871459960938,-0.8517130017280579,-1.6714704036712646,-15240.921875,-492.187744140625,37.174049377441406,37.17967224121094,32.00531768798828,31.62710952758789,48037.6953125,48773.76953125,715.5745239257812,727.7520751953125,0.02891640178859234,-1.000801920890808,0.7511311173439026,-0.454298198223114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
