SeqNumber,Hour,Minute,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW)
20240307104010,0.01739329844713211,0.8506300449371338,0.13933458924293518,0.3433939814567566,0.018109425902366638,0.11397334933280945,0.31857943534851074,-0.014164425432682037,-0.007590511813759804,0.16145765781402588,0.3922637701034546,0.025232285261154175,0.027992265298962593
20240307105010,0.011576130986213684,0.8399041891098022,0.1329624205827713,0.334463506937027,0.010625544935464859,0.10522140562534332,0.30791908502578735,-0.022518962621688843,-0.008881689980626106,0.15711234509944916,0.38581353425979614,0.015157990157604218,0.02558550424873829
20240307110010,0.008146330714225769,0.8335480690002441,0.12935484945774078,0.3274575173854828,0.006016742438077927,0.09986396133899689,0.2994246780872345,-0.028401322662830353,-0.010451020672917366,0.15513041615486145,0.3805615305900574,0.009259320795536041,0.024200191721320152
20240307111010,0.007673196494579315,0.8326879739761353,0.12949731945991516,0.32157477736473083,0.004414070397615433,0.09835126250982285,0.29190677404403687,-0.03153233975172043,-0.012178124859929085,0.15703460574150085,0.3762252926826477,0.007554110139608383,0.02337612397968769
20240307112010,0.007973447442054749,0.8352565765380859,0.13100580871105194,0.31824448704719543,0.0051903389394283295,0.09843604266643524,0.2866422235965729,-0.03203324228525162,-0.013869648799300194,0.1602887213230133,0.374294251203537,0.00884641706943512,0.02310805954039097
20240307113010,0.00885588675737381,0.8363192081451416,0.13534264266490936,0.3141103684902191,0.0074087753891944885,0.10159099102020264,0.280606210231781,-0.03086918592453003,-0.015424365177750587,0.1661936342716217,0.3713245391845703,0.0122392438352108,0.02369198016822338
20240307114010,0.011217467486858368,0.8332738876342773,0.1420450508594513,0.3082759380340576,0.010074976831674576,0.10738398879766464,0.2732557952404022,-0.02886589616537094,-0.016369344666600227,0.17413228750228882,0.36632248759269714,0.01653214916586876,0.0251829344779253
20240307115010,0.014930978417396545,0.8263524770736694,0.14941191673278809,0.30200687050819397,0.012688115239143372,0.11398714780807495,0.2657056450843811,-0.026570238173007965,-0.016768136993050575,0.18251749873161316,0.3608010709285736,0.02087366208434105,0.027348993346095085
20240307120010,0.019377510994672775,0.8141710758209229,0.15668922662734985,0.2960585355758667,0.014947488903999329,0.12042907625436783,0.2583218812942505,-0.024509809911251068,-0.017094096168875694,0.19085603952407837,0.3559120297431946,0.024960748851299286,0.02991444431245327
20240307121010,0.02395046502351761,0.8017944097518921,0.16195335984230042,0.29128775000572205,0.01685969904065132,0.125078022480011,0.25243377685546875,-0.022887788712978363,-0.017267992720007896,0.1969192922115326,0.3520078957080841,0.02825135737657547,0.03205353021621704
20240307122010,0.027874965220689774,0.7901307344436646,0.16638311743736267,0.28728437423706055,0.01847204566001892,0.1290488839149475,0.24760010838508606,-0.021524906158447266,-0.01721661351621151,0.20196232199668884,0.3487021327018738,0.03098088875412941,0.034001581370830536
20240307123010,0.0307430699467659,0.7822142839431763,0.17019551992416382,0.283799409866333,0.019817553460597992,0.1324993073940277,0.24350279569625854,-0.020430512726306915,-0.016940126195549965,0.20626366138458252,0.34579581022262573,0.033092547208070755,0.035673364996910095
20240307124010,0.032409925013780594,0.7771807909011841,0.17318904399871826,0.2814207375049591,0.020772423595190048,0.13527894020080566,0.24074575304985046,-0.019680678844451904,-0.016551809385418892,0.2095826119184494,0.34379690885543823,0.034445084631443024,0.03692327439785004
20240307125010,0.0332089439034462,0.7718890905380249,0.17578831315040588,0.27961722016334534,0.02130718156695366,0.13779455423355103,0.23877960443496704,-0.01929580420255661,-0.016309259459376335,0.21237555146217346,0.34216660261154175,0.035279594361782074,0.03778254985809326
20240307130010,0.033446766436100006,0.7646876573562622,0.17834624648094177,0.2777956426143646,0.02136872708797455,0.14038056135177612,0.23696115612983704,-0.019174404442310333,-0.016285160556435585,0.21500620245933533,0.3403775095939636,0.03566505014896393,0.03834056109189987
20240307131010,0.03339916467666626,0.7613544464111328,0.18022027611732483,0.276334285736084,0.021233536303043365,0.14231464266777039,0.23564094305038452,-0.019308894872665405,-0.016230719164013863,0.21686211228370667,0.33883148431777954,0.03568029776215553,0.038592733442783356
20240307132010,0.033171214163303375,0.7589328289031982,0.18189436197280884,0.275338739156723,0.020867392420768738,0.14408740401268005,0.2348238229751587,-0.019612126052379608,-0.016263945028185844,0.2184954583644867,0.33769136667251587,0.03543262556195259,0.03858638554811478
20240307133010,0.03295597434043884,0.7555117607116699,0.18444231152534485,0.2738296091556549,0.020351696759462357,0.1467774212360382,0.233597069978714,-0.020043067634105682,-0.016471484676003456,0.22098815441131592,0.3358898460865021,0.03520575538277626,0.03835027664899826
20240307134010,0.032855987548828125,0.7502622604370117,0.18875141441822052,0.27156931161880493,0.019192051142454147,0.15141534805297852,0.23193982243537903,-0.02090926468372345,-0.017013052478432655,0.22511592507362366,0.3329664170742035,0.03470859304070473,0.03773083537817001
20240307135010,0.03304780274629593,0.7420494556427002,0.19690340757369995,0.26706311106681824,0.01683419570326805,0.16020268201828003,0.22871029376983643,-0.022616729140281677,-0.017986075952649117,0.23285284638404846,0.3271603286266327,0.033541325479745865,0.03656876087188721
20240307140010,0.03296731039881706,0.7259198427200317,0.20819327235221863,0.2610139548778534,0.0125502310693264,0.17272688448429108,0.2250729501247406,-0.025491170585155487,-0.019383514299988747,0.24312609434127808,0.31879955530166626,0.03072940930724144,0.034571848809719086
20240307141010,0.03266294300556183,0.7132258415222168,0.21508365869522095,0.2566370666027069,0.009401381015777588,0.1805906742811203,0.2227003574371338,-0.027569890022277832,-0.02013738639652729,0.2490549385547638,0.3126595914363861,0.028248686343431473,0.03308393806219101
20240307142010,0.032370831817388535,0.7011661529541016,0.22146952152252197,0.25195619463920593,0.006414331495761871,0.18812665343284607,0.2203454077243805,-0.02936139702796936,-0.020552346482872963,0.254177063703537,0.30604010820388794,0.02552921324968338,0.03152941167354584
20240307143010,0.032512348145246506,0.6914258003234863,0.22720924019813538,0.2469598948955536,0.004020534455776215,0.1950138807296753,0.21762537956237793,-0.030706331133842468,-0.020479468628764153,0.25855326652526855,0.29926633834838867,0.022934384644031525,0.030007315799593925
20240307144010,0.033179666846990585,0.6827794313430786,0.23186832666397095,0.24258875846862793,0.0021146126091480255,0.20079118013381958,0.21525999903678894,-0.03178521245718002,-0.02009540982544422,0.26187029480934143,0.2933585047721863,0.020600080490112305,0.02849740721285343
20240307145010,0.03427477553486824,0.6757901906967163,0.23551318049430847,0.23911672830581665,0.0006783120334148407,0.20542699098587036,0.2132875621318817,-0.03252924233675003,-0.019405188038945198,0.26434189081192017,0.2887538969516754,0.018747691065073013,0.02721446566283703
20240307150010,0.03558141365647316,0.6705037355422974,0.23845535516738892,0.2364114224910736,-0.0004094056785106659,0.2091798186302185,0.2115483582019806,-0.03303367644548416,-0.01853393204510212,0.2663625180721283,0.28532350063323975,0.0173952654004097,0.02617608569562435
20240307151010,0.036411844193935394,0.6670390367507935,0.24025097489356995,0.23487529158592224,-0.0010594017803668976,0.21139204502105713,0.21039843559265137,-0.03337114304304123,-0.017943890765309334,0.26769837737083435,0.2835075557231903,0.01665686070919037,0.025640999898314476
20240307152010,0.037438906729221344,0.6638352870941162,0.2417854368686676,0.23360109329223633,-0.001626528799533844,0.213313490152359,0.2094065248966217,-0.03364183008670807,-0.017291324213147163,0.26881566643714905,0.28202730417251587,0.016040075570344925,0.025183433666825294
20240307153010,0.03845968842506409,0.6612309217453003,0.24311593174934387,0.2325604259967804,-0.0020609870553016663,0.21494977176189423,0.20845481753349304,-0.03379472345113754,-0.016595641151070595,0.26982834935188293,0.28093060851097107,0.01561727374792099,0.02492854930460453
20240307154010,0.03957737237215042,0.658234715461731,0.2443646788597107,0.23152968287467957,-0.002347361296415329,0.21644461154937744,0.2074398696422577,-0.033902302384376526,-0.015868468210101128,0.27082276344299316,0.2798977494239807,0.015361007302999496,0.024810394272208214
20240307155010,0.04076032713055611,0.6552166938781738,0.24538055062294006,0.23061752319335938,-0.002467762678861618,0.21761149168014526,0.20640674233436584,-0.033929258584976196,-0.015111109241843224,0.271692156791687,0.27909237146377563,0.015324335545301437,0.024883808568120003
20240307160010,0.042065832763910294,0.6506426334381104,0.24617823958396912,0.2296745777130127,-0.0024450384080410004,0.21845406293869019,0.20522397756576538,-0.03402292728424072,-0.014306595548987389,0.2724703252315521,0.27834951877593994,0.01551700010895729,0.02519526146352291
20240307161010,0.04257546365261078,0.6482170820236206,0.24638763070106506,0.22917109727859497,-0.0023304112255573273,0.2186129093170166,0.2045496106147766,-0.03409365564584732,-0.013925919309258461,0.2727493345737457,0.27800095081329346,0.015699826180934906,0.02545306645333767
20240307162010,0.04321589320898056,0.6452851295471191,0.24637681245803833,0.22863143682479858,-0.0021643228828907013,0.21842685341835022,0.2036379873752594,-0.03421613574028015,-0.013457166031002998,0.2729564905166626,0.2777999937534332,0.016009420156478882,0.025925347581505775
20240307163010,0.04392128437757492,0.6409419775009155,0.24592071771621704,0.22821125388145447,-0.0018133707344532013,0.21769499778747559,0.20273005962371826,-0.034350305795669556,-0.012953760102391243,0.27284643054008484,0.27781030535697937,0.01647651195526123,0.02667207084596157
20240307164010,0.04443458467721939,0.6371934413909912,0.24525487422943115,0.22746199369430542,-0.0013085417449474335,0.21649768948554993,0.20120270550251007,-0.03450976312160492,-0.012383079156279564,0.27278608083724976,0.27780577540397644,0.017067011445760727,0.02777901105582714
20240307165010,0.04489309340715408,0.6339527368545532,0.24389317631721497,0.22681957483291626,-0.0004532225430011749,0.2143031656742096,0.19944068789482117,-0.03456879407167435,-0.011719414964318275,0.2723512351512909,0.27825093269348145,0.017828240990638733,0.029447434470057487
20240310090010,0.1517169326543808,-0.014050744473934174,0.04139695316553116,0.7838696837425232,0.015768878161907196,0.04374486953020096,0.7832779884338379,0.014799538999795914,-0.008683541789650917,0.04345710203051567,0.7835656404495239,0.016413625329732895,-0.004217842593789101
20240310091010,0.16512666642665863,0.19110672175884247,0.2234865128993988,0.37991800904273987,0.042080290615558624,0.21299511194229126,0.3779968023300171,0.027460146695375443,0.015153666958212852,0.2310606837272644,0.40072906017303467,0.0482163242995739,-0.0002658013254404068
20240310092010,0.11629045009613037,0.33781298995018005,0.1410902440547943,0.4368918240070343,0.054456401616334915,0.11027225852012634,0.39204835891723633,0.030958805233240128,-0.012709343805909157,0.1737842559814453,0.49086087942123413,0.09284095466136932,0.02895422838628292
20240310093010,0.09651348739862442,0.49993205070495605,0.17265453934669495,0.3746017515659332,0.07889112830162048,0.14460669457912445,0.3384670615196228,0.0471293106675148,0.0076958294957876205,0.19904887676239014,0.4260404109954834,0.09311516582965851,0.03537558764219284
20240310094010,0.08916794508695602,0.6836769580841064,0.18876120448112488,0.3387746512889862,0.08292786777019501,0.16210025548934937,0.3051019608974457,0.053418952971696854,0.013258403167128563,0.21241122484207153,0.39099228382110596,0.09839765727519989,0.04434631019830704
20240310095010,0.08217816054821014,0.8226748704910278,0.1779559850692749,0.3551810681819916,0.07083654403686523,0.156825453042984,0.32873597741127014,0.04346628487110138,0.009639857336878777,0.1968299150466919,0.400931179523468,0.08801824599504471,0.04906122386455536
20240310100010,0.07342611253261566,0.8925349712371826,0.1855839490890503,0.34649717807769775,0.06021144241094589,0.16108497977256775,0.315231591463089,0.02924792468547821,0.004684804007411003,0.20827659964561462,0.3989436626434326,0.08044178783893585,0.049861423671245575
20240310101010,0.06237275153398514,0.9046030044555664,0.18692848086357117,0.3435295820236206,0.046641092747449875,0.1589207947254181,0.3063631057739258,0.014516141265630722,-0.0019029993563890457,0.21407237648963928,0.40264248847961426,0.0716768354177475,0.04499514400959015
20240310102010,0.04530743509531021,0.8711566925048828,0.17820775508880615,0.34636205434799194,0.032766349613666534,0.14877662062644958,0.30707424879074097,0.0012537278234958649,-0.007646458223462105,0.20748859643936157,0.4075348675251007,0.05986607074737549,0.03982029855251312
20240310103010,0.030421920120716095,0.8171321153640747,0.17254015803337097,0.3392568528652191,0.021368641406297684,0.14165006577968597,0.2993011772632599,-0.010180756449699402,-0.012647060677409172,0.20326119661331177,0.4013617932796478,0.048332784324884415,0.036296501755714417
20240310104010,0.021814707666635513,0.7871823310852051,0.1708565354347229,0.32583746314048767,0.013684794306755066,0.13816574215888977,0.2856285572052002,-0.018199123442173004,-0.015549438074231148,0.20276236534118652,0.38901346921920776,0.03902271389961243,0.03497185558080673
20240310105010,0.017207100987434387,0.7884360551834106,0.16951113939285278,0.3145257532596588,0.010229606181383133,0.13446739315986633,0.27308332920074463,-0.02279549092054367,-0.016587285324931145,0.20314523577690125,0.37966611981391907,0.0323779359459877,0.03434862196445465
20240310110010,0.01415260136127472,0.7981163263320923,0.16828083992004395,0.30832651257514954,0.009656108915805817,0.13152413070201874,0.26614388823509216,-0.025149524211883545,-0.01715085841715336,0.2032986432313919,0.37449270486831665,0.027813170105218887,0.03311391919851303
20240310111010,0.01267862319946289,0.8003854751586914,0.16757531464099884,0.3047219514846802,0.010832056403160095,0.12995785474777222,0.2625806927680969,-0.025572478771209717,-0.01823909766972065,0.20339074730873108,0.37051278352737427,0.02583761140704155,0.03144855052232742
20240310112010,0.013045448809862137,0.7867791652679443,0.16801810264587402,0.3014877736568451,0.011974651366472244,0.13044530153274536,0.2601965665817261,-0.025085926055908203,-0.019900647923350334,0.2039087414741516,0.3657873570919037,0.026065312325954437,0.030646072700619698
20240310113010,0.015367072075605392,0.7709105014801025,0.16971349716186523,0.2964208722114563,0.012882206588983536,0.13236847519874573,0.2560596466064453,-0.024096526205539703,-0.021091172471642494,0.2054111659526825,0.3593703508377075,0.027218393981456757,0.031083064153790474
20240310114010,0.01874721050262451,0.767715573310852,0.17189347743988037,0.2906382381916046,0.01416882872581482,0.1344117820262909,0.25050124526023865,-0.022656530141830444,-0.021292148157954216,0.2076977789402008,0.35324764251708984,0.0287298746407032,0.032216496765613556
20240310115010,0.022328361868858337,0.7735882997512817,0.17365020513534546,0.2865813970565796,0.01599164679646492,0.13581499457359314,0.24603942036628723,-0.021044716238975525,-0.020691724494099617,0.20986124873161316,0.3495224118232727,0.030277632176876068,0.03337763994932175
20240310120010,0.02547518163919449,0.7754111289978027,0.17543074488639832,0.2839530408382416,0.017820488661527634,0.13736674189567566,0.24299517273902893,-0.019767552614212036,-0.019885433837771416,0.21199676394462585,0.3471701145172119,0.03173279017210007,0.03434745967388153
20240310121010,0.02869775891304016,0.7698791027069092,0.17722859978675842,0.28166308999061584,0.019087888300418854,0.13919711112976074,0.24051222205162048,-0.019182831048965454,-0.01913551799952984,0.2139090597629547,0.34480372071266174,0.03303518891334534,0.0352775976061821
20240310122010,0.03110581263899803,0.7617537975311279,0.17925086617469788,0.27906912565231323,0.019849274307489395,0.14129282534122467,0.23793581128120422,-0.01887272298336029,-0.018667692318558693,0.21594330668449402,0.34204402565956116,0.03417738154530525,0.03617881238460541
20240310123010,0.03278462588787079,0.7576061487197876,0.18110331892967224,0.2768770456314087,0.02036941796541214,0.14319480955600739,0.23578816652297974,-0.01853322982788086,-0.018168581649661064,0.21779492497444153,0.3397641181945801,0.03499609977006912,0.03698071092367172
20240310124010,0.03388536721467972,0.757098913192749,0.1833648681640625,0.27456188201904297,0.02092272788286209,0.14541307091712952,0.23347949981689453,-0.018217675387859344,-0.017611971125006676,0.2201341986656189,0.33747395873069763,0.035709626972675323,0.03762843459844589
20240310125010,0.03456851840019226,0.7561224699020386,0.18554159998893738,0.2731614410877228,0.021140340715646744,0.14765608310699463,0.232209712266922,-0.018196985125541687,-0.017188796773552895,0.22232839465141296,0.3359176814556122,0.03608541190624237,0.03797777742147446
20240310130010,0.03526683896780014,0.7525705099105835,0.18900364637374878,0.27096500992774963,0.020848799496889114,0.1513025164604187,0.23037487268447876,-0.018711380660533905,-0.017044873908162117,0.22572362422943115,0.333293616771698,0.03625385835766792,0.03806345909833908
20240310131010,0.03589612990617752,0.7477759122848511,0.19365811347961426,0.26792362332344055,0.019756771624088287,0.1563168168067932,0.2280128002166748,-0.01980043202638626,-0.01717505417764187,0.2301592230796814,0.3295086920261383,0.035831090062856674,0.0377698615193367
20240310132010,0.03615281358361244,0.7415932416915894,0.19885897636413574,0.26488789916038513,0.018107786774635315,0.16202428936958313,0.22596222162246704,-0.021193645894527435,-0.01751949079334736,0.2349911630153656,0.32546266913414,0.03494942560791969,0.03719022870063782
20240310133010,0.03592466562986374,0.7339110374450684,0.20446178317070007,0.2616906762123108,0.015843287110328674,0.16824471950531006,0.22403186559677124,-0.02296026051044464,-0.018075192347168922,0.24008673429489136,0.32104769349098206,0.03346233442425728,0.03631971776485443
20240310134010,0.03549077734351158,0.7241538763046265,0.2101697325706482,0.2585068643093109,0.013233840465545654,0.1747274547815323,0.22243276238441467,-0.02485564351081848,-0.018721135333180428,0.24509164690971375,0.31639090180397034,0.03155961260199547,0.035190194845199585
20240310135010,0.034833479672670364,0.7124351263046265,0.21625018119812012,0.2547089755535126,0.01023774966597557,0.18172025680541992,0.22055166959762573,-0.02685905247926712,-0.019475312903523445,0.25025174021720886,0.310916006565094,0.029155366122722626,0.03381849080324173
20240310140010,0.03438219428062439,0.6991539001464844,0.22332489490509033,0.24951079487800598,0.007004484534263611,0.1900429129600525,0.21790865063667297,-0.028778724372386932,-0.019937152042984962,0.255933552980423,0.3036135137081146,0.026118654757738113,0.032081492245197296
20240310141010,0.03430373966693878,0.6909339427947998,0.22780770063400269,0.24571356177330017,0.004979681223630905,0.19547852873802185,0.21598604321479797,-0.02997293323278427,-0.01986861042678356,0.25929105281829834,0.29834067821502686,0.023881729692220688,0.030767017975449562
20240310142010,0.03470727056264877,0.682981014251709,0.231900155544281,0.24193662405014038,0.003238741308450699,0.20055025815963745,0.2140032947063446,-0.03097543865442276,-0.019552381709218025,0.26220595836639404,0.29318395256996155,0.021756034344434738,0.029414424672722816
20240310143010,0.03548315539956093,0.6761958599090576,0.2353544533252716,0.2386241853237152,0.001778874546289444,0.2048807144165039,0.21211746335029602,-0.03183227777481079,-0.019023867323994637,0.2646022140979767,0.2888140380382538,0.019876349717378616,0.028215086087584496
20240310144010,0.03648165613412857,0.6713427305221558,0.23821744322776794,0.23601186275482178,0.000616610050201416,0.2084963619709015,0.21054163575172424,-0.032475292682647705,-0.018339404836297035,0.2665848433971405,0.2854391634464264,0.01840217038989067,0.027169926092028618
20240310145010,0.03744885325431824,0.6674444675445557,0.24035406112670898,0.23438498377799988,-0.0003069154918193817,0.21124261617660522,0.20950636267662048,-0.03293397277593613,-0.017607921734452248,0.2680596113204956,0.2833646833896637,0.017270229756832123,0.026337528601288795
20240310150010,0.038336131721735,0.6638526916503906,0.24225562810897827,0.2329365611076355,-0.0010896176099777222,0.2136346697807312,0.20842009782791138,-0.03326322138309479,-0.016872549429535866,0.26944270730018616,0.28163692355155945,0.0164889357984066,0.02570934407413006
20240310151010,0.03883027285337448,0.6614599227905273,0.24327221512794495,0.2322227656841278,-0.00158628448843956,0.2149321436882019,0.2079060971736908,-0.033526867628097534,-0.016451722010970116,0.27016496658325195,0.2807663381099701,0.016013890504837036,0.025346865877509117
20240310152010,0.03941617161035538,0.6594811677932739,0.24404719471931458,0.23174867033958435,-0.0019510947167873383,0.21593812108039856,0.2075234353542328,-0.033681079745292664,-0.016011705622076988,0.270704984664917,0.28021636605262756,0.015679355710744858,0.02510448358952999
20240310153010,0.040003933012485504,0.657507061958313,0.2448132336139679,0.23111557960510254,-0.0022008754312992096,0.21685418486595154,0.2069082260131836,-0.03379756957292557,-0.01561652310192585,0.271309494972229,0.279588520526886,0.015491191297769547,0.024958813562989235
20240310154010,0.04061146825551987,0.6554827690124512,0.24537312984466553,0.23063284158706665,-0.0023806877434253693,0.21755698323249817,0.20641964673995972,-0.033889755606651306,-0.015192234888672829,0.2717307507991791,0.2791050672531128,0.015372734516859055,0.02491324581205845
20240310155010,0.041492387652397156,0.6526960134506226,0.24600636959075928,0.2299073040485382,-0.002413768321275711,0.2182406187057495,0.2055394947528839,-0.03395634889602661,-0.014655211940407753,0.27232304215431213,0.2785196006298065,0.015450388193130493,0.02506675384938717
20240310160010,0.04251360148191452,0.6489183902740479,0.24637988209724426,0.2292119860649109,-0.00235617533326149,0.21860477328300476,0.20461052656173706,-0.03409184515476227,-0.013966875150799751,0.27273765206336975,0.2780228853225708,0.0156557559967041,0.02545970492064953
20240310161010,0.04308508709073067,0.6462934017181396,0.24635234475135803,0.22881978750228882,-0.0021990500390529633,0.21844932436943054,0.2039075493812561,-0.03417171537876129,-0.013565989211201668,0.2728801965713501,0.2779044508934021,0.01592494174838066,0.02583193965256214
20240310162010,0.04368755966424942,0.6423467397689819,0.24620679020881653,0.22815129160881042,-0.001920808106660843,0.21804490685462952,0.20279711484909058,-0.03432473540306091,-0.013094460591673851,0.2730451226234436,0.2776447534561157,0.016329333186149597,0.026483425870537758
20240310163010,0.04423758015036583,0.63865065574646,0.2456078827381134,0.22767528891563416,-0.0015123561024665833,0.21705931425094604,0.20172572135925293,-0.03446332365274429,-0.01258300431072712,0.272902250289917,0.27772215008735657,0.016829904168844223,0.027341248467564583
20240310164010,0.04465527459979057,0.6359106302261353,0.2448084056377411,0.22701740264892578,-0.0009373389184474945,0.2156621217727661,0.20022371411323547,-0.03457216918468475,-0.012069495394825935,0.2727753818035126,0.27787619829177856,0.017414908856153488,0.02852603979408741
20240310165010,0.04509589821100235,0.6330299377441406,0.24328607320785522,0.2265753149986267,-1.564621925354004e-05,0.2132936716079712,0.19865643978118896,-0.03452587127685547,-0.011487176641821861,0.27218198776245117,0.2785339057445526,0.01816791296005249,0.030174577608704567
20240316090010,-0.01162911206483841,0.0014178678393363953,0.09908255189657211,0.9768926501274109,-0.002258565276861191,0.10326121002435684,0.9645193815231323,0.00804205983877182,-0.00698583759367466,0.10532841086387634,0.980195164680481,-0.001978714019060135,-0.011040860787034035
20240316091010,0.17798927426338196,0.20238801836967468,0.2804945707321167,0.5173596739768982,0.11007343232631683,0.24980124831199646,0.48125964403152466,0.09182973951101303,0.046682439744472504,0.3081003427505493,0.563347578048706,0.12508362531661987,0.06957274675369263
20240316092010,0.20808586478233337,0.40349894762039185,0.27527350187301636,0.4222448170185089,0.11356383562088013,0.2435932159423828,0.38330259919166565,0.08939554542303085,0.03482860326766968,0.3008635938167572,0.4778502881526947,0.11957630515098572,0.049593254923820496
20240316093010,0.18326988816261292,0.5830056071281433,0.2411583960056305,0.40810859203338623,0.10331292450428009,0.2260074019432068,0.3900591731071472,0.08559282124042511,0.02806798182427883,0.2530345022678375,0.4417033791542053,0.10439170897006989,0.03062395565211773
20240316094010,0.1469624936580658,0.7609132528305054,0.23622161149978638,0.37086185812950134,0.10627633333206177,0.22472578287124634,0.35767704248428345,0.08612432330846786,0.029984058812260628,0.2461071014404297,0.3999640941619873,0.10687294602394104,0.04380223900079727
20240316095010,0.11007550358772278,0.9074360132217407,0.24435299634933472,0.3454814851284027,0.09911766648292542,0.2288329005241394,0.3261108696460724,0.07048440724611282,0.028896106407046318,0.25929316878318787,0.3824461102485657,0.1045810803771019,0.06072770804166794
20240316100010,0.06631859391927719,0.8804709911346436,0.22300931811332703,0.3760736584663391,0.06594333052635193,0.20816123485565186,0.3522670865058899,0.03977058082818985,0.009408829733729362,0.2406494915485382,0.41534867882728577,0.08199295401573181,0.04414517432451248
20240316101010,0.03338760882616043,0.7294753789901733,0.22077777981758118,0.37694087624549866,0.027490146458148956,0.20197930932044983,0.34379294514656067,0.011522870510816574,-0.012854041531682014,0.24469277262687683,0.4246578812599182,0.062335509806871414,0.026045972481369972
20240316102010,0.013489939272403717,0.7137455940246582,0.21603208780288696,0.3612793982028961,-0.011869348585605621,0.19165971875190735,0.3199233114719391,-0.0071593523025512695,-0.03183566778898239,0.2457091212272644,0.4185641407966614,0.04289940372109413,0.01492849551141262
20240316103010,0.0076401084661483765,0.7598781585693359,0.2108176350593567,0.3446812033653259,-0.03877200558781624,0.18345995247364044,0.2998778522014618,-0.019545704126358032,-0.04261534661054611,0.24316510558128357,0.4068211317062378,0.023259807378053665,0.003832368180155754
20240316104010,0.008893527090549469,0.7881033420562744,0.2076532244682312,0.3356034457683563,-0.05236789956688881,0.18110576272010803,0.29224932193756104,-0.02781568467617035,-0.048537030816078186,0.23944690823554993,0.396514892578125,0.007714796811342239,-0.00671718455851078
20240316105010,0.013007879257202148,0.72098708152771,0.20389136672019958,0.33492156863212585,-0.06000124290585518,0.1806918978691101,0.29675957560539246,-0.03408879041671753,-0.05375649034976959,0.23296025395393372,0.3896236717700958,-0.0017733387649059296,-0.01427076943218708
20240316110010,0.01756608486175537,0.60493004322052,0.20484790205955505,0.3300012946128845,-0.06321157515048981,0.18401294946670532,0.29751208424568176,-0.03793025761842728,-0.05731511861085892,0.2311038076877594,0.37885582447052,-0.005398482084274292,-0.015307830646634102
