序號,答案
20240224095001,331.67
20240224100001,380.0
20240224101001,392.45
20240224102001,418.45
20240224103001,442.56
20240224104001,471.81
20240224105001,490.23
20240224110001,516.77
20240224111001,543.67
20240224112001,548.77
20240224113001,553.0
20240224114001,560.19
20240224115001,550.81
20240224120001,545.91
20240224121001,517.85
20240224122001,513.18
20240224123001,515.55
20240224124001,512.14
20240224125001,491.0
20240224130001,482.57
20240224131001,437.39
20240224132001,396.68
20240224133001,370.2
20240224134001,342.85
20240224135001,298.07
20240224140001,266.18
20240224141001,228.29
20240224142001,202.8
20240224143001,183.8
20240224144001,162.9
20240224145001,131.98
20240224150001,116.6
20240224151001,95.99
20240224152001,76.39
20240224153001,64.01
20240224154001,53.28
20240224155001,35.04
20240224160001,32.71
20240224161001,12.67
20240224162001,0.0
20240224163001,0.0
20240224164001,0.0
20240224165001,0.0
20240226090001,74.48
20240226091001,112.11
20240226092001,139.1
20240226093001,169.59
20240226094001,220.54
20240226095001,271.92
20240226100001,323.17
20240226101001,335.49
20240226102001,349.28
20240226103001,360.97
20240226104001,386.48
20240226105001,410.02
20240226110001,442.17
20240226111001,469.26
20240226112001,464.3
20240226113001,460.39
20240226114001,469.1
20240226115001,469.77
20240226120001,474.99
20240226121001,450.44
20240226122001,437.64
20240226123001,433.29
20240226124001,431.34
20240226125001,419.54
20240226130001,420.49
20240226131001,381.63
20240226132001,335.85
20240226133001,305.16
20240226134001,281.18
20240226135001,247.28
20240226140001,227.09
20240226141001,193.98
20240226142001,162.07
20240226143001,137.54
20240226144001,117.77
20240226145001,95.93
20240226150001,90.49
20240226151001,73.15
20240226152001,48.15
20240226153001,32.54
20240226154001,25.31
20240226155001,17.79
20240226160001,27.4
20240226161001,13.44
20240226162001,0.0
20240226163001,0.0
20240226164001,0.0
20240226165001,0.0
20240327090001,145.46
20240327091001,196.36
20240327092001,236.51
20240327093001,277.76
20240327094001,327.75
20240327095001,369.04
20240327100001,417.45
20240327101001,435.62
20240327102001,457.36
20240327103001,471.69
20240327104001,488.02
20240327105001,495.02
20240327110001,519.84
20240327111001,548.49
20240327112001,547.33
20240327113001,541.53
20240327114001,539.1
20240327115001,522.0
20240327120001,519.57
20240327121001,507.62
20240327122001,510.17
20240327123001,513.27
20240327124001,509.92
20240327125001,488.31
20240327130001,488.29
20240327131001,456.91
20240327132001,424.51
20240327133001,399.78
20240327134001,372.97
20240327135001,327.14
20240327140001,304.26
20240327141001,279.74
20240327142001,262.77
20240327143001,243.7
20240327144001,220.46
20240327145001,185.78
20240327150001,176.19
20240327151001,168.88
20240327152001,157.81
20240327153001,144.53
20240327154001,129.82
20240327155001,107.37
20240327160001,110.0
20240327161001,103.51
20240327162001,98.85
20240327163001,97.62
20240327164001,94.96
20240327165001,77.9
20240329090001,33.41
20240329091001,108.69
20240329092001,173.98
20240329093001,243.5
20240329094001,323.32
20240329095001,393.64
20240329100001,468.93
20240329101001,505.1
20240329102001,545.87
20240329103001,581.95
20240329104001,617.28
20240329105001,640.39
20240329110001,679.45
20240329111001,711.51
20240329112001,715.04
20240329113001,716.91
20240329114001,718.6
20240329115001,705.09
20240329120001,705.3
20240329121001,687.4
20240329122001,686.05
20240329123001,689.12
20240329124001,684.08
20240329125001,661.91
20240329130001,662.13
20240329131001,622.88
20240329132001,584.0
20240329133001,556.66
20240329134001,525.93
20240329135001,477.49
20240329140001,451.65
20240329141001,415.13
20240329142001,389.01
20240329143001,365.61
20240329144001,337.86
20240329145001,299.72
20240329150001,287.17
20240329151001,268.6
20240329152001,248.31
20240329153001,231.6
20240329154001,213.61
20240329155001,188.36
20240329160001,187.55
20240329161001,172.3
20240329162001,160.99
20240329163001,158.27
20240329164001,155.64
20240329165001,140.97
20240428090001,268.28
20240428091001,305.08
20240428092001,344.62
20240428093001,392.11
20240428094001,450.79
20240428095001,498.29
20240428100001,550.16
20240428101001,562.44
20240428102001,583.98
20240428103001,604.0
20240428104001,626.92
20240428105001,638.21
20240428110001,665.45
20240428111001,694.53
20240428112001,694.82
20240428113001,694.63
20240428114001,696.8
20240428115001,682.17
20240428120001,679.86
20240428121001,656.51
20240428122001,649.36
20240428123001,648.94
20240428124001,641.95
20240428125001,616.46
20240428130001,611.62
20240428131001,565.84
20240428132001,521.19
20240428133001,491.46
20240428134001,460.33
20240428135001,409.62
20240428140001,379.73
20240428141001,340.95
20240428142001,311.0
20240428143001,287.99
20240428144001,262.45
20240428145001,224.3
20240428150001,208.76
20240428151001,187.38
20240428152001,167.21
20240428153001,154.91
20240428154001,144.21
20240428155001,123.22
20240428160001,122.32
20240428161001,102.65
20240428162001,85.38
20240428163001,81.2
20240428164001,80.01
20240428165001,63.82
20240430090001,872.02
20240430091001,878.14
20240430092001,891.29
20240430093001,910.09
20240430094001,923.69
20240430095001,923.46
20240430100001,937.11
20240430101001,899.19
20240430102001,873.75
20240430103001,848.25
20240430104001,820.69
20240430105001,785.95
20240430110001,775.54
20240430111001,763.1
20240430112001,729.8
20240430113001,704.27
20240430114001,682.88
20240430115001,648.48
20240430120001,630.18
20240430121001,592.63
20240430122001,580.28
20240430123001,580.2
20240430124001,573.42
20240430125001,548.87
20240430130001,543.19
20240430131001,494.39
20240430132001,451.49
20240430133001,428.77
20240430134001,405.28
20240430135001,362.44
20240430140001,338.0
20240430141001,301.84
20240430142001,277.5
20240430143001,263.86
20240430144001,247.52
20240430145001,218.4
20240430150001,208.77
20240430151001,187.94
20240430152001,171.23
20240430153001,166.6
20240430154001,162.8
20240430155001,147.97
20240430160001,150.95
20240430161001,129.94
20240430162001,112.09
20240430163001,112.26
20240430164001,116.18
20240430165001,105.77
20240515090001,850.89
20240515091001,867.06
20240515092001,882.74
20240515093001,898.01
20240515094001,908.87
20240515095001,910.6
20240515100001,925.65
20240515101001,892.2
20240515102001,867.38
20240515103001,836.82
20240515104001,805.15
20240515105001,771.74
20240515110001,762.84
20240515111001,756.18
20240515112001,723.06
20240515113001,690.56
20240515114001,662.4
20240515115001,627.57
20240515120001,609.07
20240515121001,575.27
20240515122001,561.24
20240515123001,552.37
20240515124001,537.71
20240515125001,511.19
20240515130001,504.93
20240515131001,465.66
20240515132001,427.4
20240515133001,400.0
20240515134001,371.15
20240515135001,329.07
20240515140001,306.57
20240515141001,276.39
20240515142001,253.87
20240515143001,233.61
20240515144001,210.49
20240515145001,182.44
20240515150001,174.69
20240515151001,166.53
20240515152001,154.78
20240515153001,144.78
20240515154001,133.91
20240515155001,120.02
20240515160001,125.31
20240515161001,113.41
20240515162001,101.34
20240515163001,96.91
20240515164001,93.35
20240515165001,80.8
20240520090001,476.51
20240520091001,537.52
20240520092001,589.43
20240520093001,637.66
20240520094001,679.17
20240520095001,706.76
20240520100001,742.79
20240520101001,736.44
20240520102001,739.13
20240520103001,733.01
20240520104001,721.62
20240520105001,704.74
20240520110001,710.46
20240520111001,717.07
20240520112001,698.65
20240520113001,677.41
20240520114001,656.5
20240520115001,626.62
20240520120001,614.16
20240520121001,588.15
20240520122001,582.95
20240520123001,579.14
20240520124001,565.51
20240520125001,538.47
20240520130001,533.57
20240520131001,493.51
20240520132001,458.92
20240520133001,433.72
20240520134001,403.69
20240520135001,358.66
20240520140001,335.54
20240520141001,308.29
20240520142001,293.95
20240520143001,279.58
20240520144001,257.85
20240520145001,228.33
20240520150001,222.6
20240520151001,217.13
20240520152001,212.16
20240520153001,206.74
20240520154001,196.04
20240520155001,179.29
20240520160001,184.82
20240520161001,175.49
20240520162001,170.81
20240520163001,172.75
20240520164001,171.68
20240520165001,158.14
20240613090001,0.0
20240613091001,0.0
20240613092001,0.0
20240613093001,8.92
20240613094001,30.84
20240613095001,45.0
20240613100001,60.42
20240613101001,52.65
20240613102001,58.37
20240613103001,61.09
20240613104001,72.33
20240613105001,75.22
20240613110001,86.96
20240613111001,105.21
20240613112001,104.45
20240613113001,104.5
20240613114001,112.08
20240613115001,105.88
20240613120001,103.05
20240613121001,84.48
20240613122001,84.75
20240613123001,89.6
20240613124001,91.79
20240613125001,78.47
20240613130001,76.05
20240613131001,54.52
20240613132001,37.42
20240613133001,29.28
20240613134001,19.56
20240613135001,0.0
20240613140001,0.0
20240613141001,0.0
20240613142001,0.0
20240613143001,0.0
20240613144001,0.0
20240613145001,0.0
20240613150001,0.0
20240613151001,0.0
20240613152001,0.0
20240613153001,0.0
20240613154001,0.0
20240613155001,0.0
20240613160001,0.0
20240613161001,0.0
20240613162001,0.0
20240613163001,0.0
20240613164001,0.0
20240613165001,0.0
20240615090001,473.92
20240615091001,496.76
20240615092001,521.27
20240615093001,549.83
20240615094001,579.94
20240615095001,594.65
20240615100001,614.23
20240615101001,589.56
20240615102001,581.99
20240615103001,572.1
20240615104001,564.33
20240615105001,546.61
20240615110001,545.05
20240615111001,544.64
20240615112001,524.09
20240615113001,506.87
20240615114001,495.95
20240615115001,471.98
20240615120001,457.11
20240615121001,425.05
20240615122001,416.74
20240615123001,416.52
20240615124001,412.02
20240615125001,390.31
20240615130001,382.64
20240615131001,342.73
20240615132001,309.68
20240615133001,290.58
20240615134001,271.55
20240615135001,234.72
20240615140001,211.88
20240615141001,180.6
20240615142001,160.23
20240615143001,144.65
20240615144001,127.36
20240615145001,102.16
20240615150001,92.31
20240615151001,75.6
20240615152001,61.64
20240615153001,54.2
20240615154001,48.29
20240615155001,37.23
20240615160001,40.54
20240615161001,23.28
20240615162001,9.0
20240615163001,5.66
20240615164001,4.45
20240615165001,0.0
20240703090001,523.09
20240703091001,571.06
20240703092001,636.18
20240703093001,696.58
20240703094001,753.56
20240703095001,792.62
20240703100001,839.99
20240703101001,843.43
20240703102001,851.5
20240703103001,843.37
20240703104001,832.91
20240703105001,814.22
20240703110001,818.36
20240703111001,818.92
20240703112001,792.06
20240703113001,757.66
20240703114001,728.37
20240703115001,690.73
20240703120001,671.82
20240703121001,637.91
20240703122001,620.81
20240703123001,602.54
20240703124001,579.5
20240703125001,544.69
20240703130001,533.82
20240703131001,493.38
20240703132001,454.89
20240703133001,422.72
20240703134001,390.26
20240703135001,342.92
20240703140001,319.14
20240703141001,289.67
20240703142001,267.53
20240703143001,243.6
20240703144001,217.04
20240703145001,184.12
20240703150001,177.45
20240703151001,172.24
20240703152001,162.19
20240703153001,150.14
20240703154001,138.78
20240703155001,124.18
20240703160001,135.57
20240703161001,128.31
20240703162001,120.34
20240703163001,115.34
20240703164001,112.12
20240703165001,100.61
20240707090001,655.58
20240707091001,687.83
20240707092001,714.96
20240707093001,733.18
20240707094001,749.45
20240707095001,759.9
20240707100001,786.89
20240707101001,761.04
20240707102001,741.32
20240707103001,707.58
20240707104001,676.47
20240707105001,649.07
20240707110001,648.08
20240707111001,641.97
20240707112001,610.99
20240707113001,574.83
20240707114001,546.92
20240707115001,518.67
20240707120001,509.72
20240707121001,480.19
20240707122001,465.63
20240707123001,450.59
20240707124001,432.55
20240707125001,411.03
20240707130001,412.61
20240707131001,375.13
20240707132001,338.91
20240707133001,309.01
20240707134001,280.72
20240707135001,246.58
20240707140001,233.76
20240707141001,208.75
20240707142001,187.63
20240707143001,164.48
20240707144001,140.16
20240707145001,119.26
20240707150001,123.62
20240707151001,117.95
20240707152001,106.41
20240707153001,92.61
20240707154001,80.64
20240707155001,74.14
20240707160001,92.8
20240707161001,85.61
20240707162001,73.6
20240707163001,64.32
20240707164001,58.66
20240707165001,52.67
20240125090002,67.0
20240125091002,114.84
20240125092002,156.1
20240125093002,190.03
20240125094002,232.38
20240125095002,267.46
20240125100002,327.63
20240125101002,336.51
20240125102002,372.44
20240125103002,399.09
20240125104002,427.31
20240125105002,444.75
20240125110002,493.28
20240125111002,515.67
20240125112002,534.67
20240125113002,538.61
20240125114002,546.52
20240125115002,550.93
20240125120002,572.91
20240125121002,579.25
20240125122002,607.02
20240125123002,615.85
20240125124002,615.93
20240125125002,612.08
20240125130002,635.01
20240125131002,590.43
20240125132002,555.91
20240125133002,514.55
20240125134002,472.0
20240125135002,431.07
20240125140002,412.12
20240125141002,368.84
20240125142002,347.54
20240125143002,322.63
20240125144002,295.35
20240125145002,264.43
20240125150002,251.18
20240125151002,222.61
20240125152002,202.87
20240125153002,183.27
20240125154002,164.74
20240125155002,148.45
20240125160002,150.19
20240125161002,117.19
20240125162002,109.89
20240125163002,98.47
20240125164002,82.65
20240125165002,70.55
20240128090002,23.15
20240128091002,71.4
20240128092002,105.53
20240128093002,134.41
20240128094002,175.49
20240128095002,208.56
20240128100002,263.05
20240128101002,276.71
20240128102002,310.18
20240128103002,337.05
20240128104002,369.37
20240128105002,389.57
20240128110002,433.4
20240128111002,453.94
20240128112002,463.35
20240128113002,461.86
20240128114002,466.7
20240128115002,466.13
20240128120002,475.8
20240128121002,476.99
20240128122002,494.12
20240128123002,498.41
20240128124002,497.34
20240128125002,490.37
20240128130002,502.39
20240128131002,456.37
20240128132002,417.66
20240128133002,379.67
20240128134002,342.84
20240128135002,305.37
20240128140002,282.21
20240128141002,243.26
20240128142002,223.13
20240128143002,205.28
20240128144002,188.49
20240128145002,164.91
20240128150002,149.36
20240128151002,126.54
20240128152002,107.84
20240128153002,94.82
20240128154002,87.58
20240128155002,80.09
20240128160002,81.02
20240128161002,54.26
20240128162002,48.8
20240128163002,43.1
20240128164002,37.78
20240128165002,33.57
20240213090002,948.81
20240213091002,895.58
20240213092002,898.93
20240213093002,891.48
20240213094002,884.13
20240213095002,875.05
20240213100002,882.3
20240213101002,834.67
20240213102002,818.12
20240213103002,790.3
20240213104002,761.2
20240213105002,725.09
20240213110002,709.86
20240213111002,669.77
20240213112002,627.39
20240213113002,577.94
20240213114002,534.52
20240213115002,490.17
20240213120002,457.78
20240213121002,421.11
20240213122002,404.16
20240213123002,382.87
20240213124002,357.1
20240213125002,325.6
20240213130002,312.93
20240213131002,250.26
20240213132002,199.59
20240213133002,161.14
20240213134002,125.2
20240213135002,87.72
20240213140002,63.84
20240213141002,27.76
20240213142002,7.63
20240213143002,0.0
20240213144002,0.0
20240213145002,0.0
20240213150002,0.0
20240213151002,0.0
20240213152002,0.0
20240213153002,0.0
20240213154002,0.0
20240213155002,0.0
20240213160002,0.0
20240213161002,0.0
20240213162002,0.0
20240213163002,0.0
20240213164002,0.0
20240213165002,0.0
20240226090002,86.43
20240226091002,117.67
20240226092002,144.35
20240226093002,168.05
20240226094002,200.89
20240226095002,220.03
20240226100002,257.82
20240226101002,243.49
20240226102002,256.46
20240226103002,264.92
20240226104002,275.42
20240226105002,267.06
20240226110002,282.29
20240226111002,271.9
20240226112002,260.05
20240226113002,245.45
20240226114002,238.52
20240226115002,220.22
20240226120002,215.51
20240226121002,197.25
20240226122002,198.65
20240226123002,195.89
20240226124002,190.06
20240226125002,171.65
20240226130002,175.77
20240226131002,131.7
20240226132002,100.16
20240226133002,78.01
20240226134002,57.87
20240226135002,29.19
20240226140002,15.9
20240226141002,0.0
20240226142002,0.0
20240226143002,0.0
20240226144002,0.0
20240226145002,0.0
20240226150002,0.0
20240226151002,0.0
20240226152002,0.0
20240226153002,0.0
20240226154002,0.0
20240226155002,0.0
20240226160002,0.0
20240226161002,0.0
20240226162002,0.0
20240226163002,0.0
20240226164002,0.0
20240226165002,0.0
20240319090002,0.0
20240319091002,12.84
20240319092002,32.82
20240319093002,47.34
20240319094002,71.57
20240319095002,81.53
20240319100002,111.82
20240319101002,108.94
20240319102002,137.84
20240319103002,160.58
20240319104002,186.58
20240319105002,192.92
20240319110002,222.32
20240319111002,231.76
20240319112002,241.74
20240319113002,243.86
20240319114002,254.46
20240319115002,252.72
20240319120002,259.79
20240319121002,259.37
20240319122002,285.4
20240319123002,302.36
20240319124002,316.15
20240319125002,316.31
20240319130002,334.29
20240319131002,299.82
20240319132002,280.99
20240319133002,263.2
20240319134002,246.62
20240319135002,221.34
20240319140002,208.19
20240319141002,178.81
20240319142002,172.86
20240319143002,165.25
20240319144002,158.99
20240319145002,140.33
20240319150002,129.32
20240319151002,104.99
20240319152002,92.54
20240319153002,83.06
20240319154002,78.76
20240319155002,68.48
20240319160002,67.24
20240319161002,40.67
20240319162002,42.5
20240319163002,40.16
20240319164002,36.88
20240319165002,30.8
20240427090002,181.82
20240427091002,229.4
20240427092002,265.87
20240427093002,291.92
20240427094002,319.25
20240427095002,335.4
20240427100002,365.57
20240427101002,358.63
20240427102002,381.57
20240427103002,397.3
20240427104002,408.11
20240427105002,401.79
20240427110002,414.55
20240427111002,412.85
20240427112002,409.74
20240427113002,400.69
20240427114002,393.0
20240427115002,375.44
20240427120002,364.36
20240427121002,352.88
20240427122002,362.27
20240427123002,366.3
20240427124002,362.82
20240427125002,347.92
20240427130002,346.83
20240427131002,305.62
20240427132002,276.87
20240427133002,255.14
20240427134002,231.5
20240427135002,201.43
20240427140002,180.23
20240427141002,147.56
20240427142002,133.07
20240427143002,125.35
20240427144002,116.5
20240427145002,97.72
20240427150002,83.86
20240427151002,66.16
20240427152002,52.13
20240427153002,46.2
20240427154002,42.62
20240427155002,36.21
20240427160002,34.97
20240427161002,15.12
20240427162002,16.46
20240427163002,19.53
20240427164002,17.36
20240427165002,15.12
20240508090002,289.31
20240508091002,362.44
20240508092002,421.18
20240508093002,452.52
20240508094002,472.13
20240508095002,479.5
20240508100002,510.3
20240508101002,492.93
20240508102002,514.04
20240508103002,517.35
20240508104002,509.63
20240508105002,488.72
20240508110002,499.32
20240508111002,490.62
20240508112002,485.31
20240508113002,465.72
20240508114002,443.91
20240508115002,417.11
20240508120002,410.02
20240508121002,393.4
20240508122002,402.41
20240508123002,396.53
20240508124002,377.97
20240508125002,352.36
20240508130002,355.24
20240508131002,306.49
20240508132002,276.85
20240508133002,246.98
20240508134002,210.76
20240508135002,172.77
20240508140002,159.22
20240508141002,129.22
20240508142002,120.18
20240508143002,108.88
20240508144002,92.67
20240508145002,70.26
20240508150002,66.98
20240508151002,53.82
20240508152002,45.64
20240508153002,36.02
20240508154002,24.75
20240508155002,13.72
20240508160002,21.43
20240508161002,4.72
20240508162002,10.43
20240508163002,9.29
20240508164002,0.0
20240508165002,0.0
20240705090002,640.8
20240705091002,722.86
20240705092002,798.93
20240705093002,837.25
20240705094002,852.82
20240705095002,855.82
20240705100002,878.83
20240705101002,862.2
20240705102002,884.54
20240705103002,877.83
20240705104002,854.64
20240705105002,821.43
20240705110002,815.94
20240705111002,792.26
20240705112002,777.84
20240705113002,740.69
20240705114002,698.41
20240705115002,655.24
20240705120002,628.11
20240705121002,606.92
20240705122002,618.62
20240705123002,609.52
20240705124002,583.34
20240705125002,550.1
20240705130002,540.66
20240705131002,477.91
20240705132002,437.92
20240705133002,395.82
20240705134002,344.36
20240705135002,288.75
20240705140002,251.83
20240705141002,212.97
20240705142002,203.91
20240705143002,194.74
20240705144002,176.77
20240705145002,147.08
20240705150002,128.45
20240705151002,104.13
20240705152002,92.42
20240705153002,84.09
20240705154002,70.36
20240705155002,50.62
20240705160002,42.55
20240705161002,12.95
20240705162002,14.65
20240705163002,14.42
20240705164002,2.48
20240705165002,0.0
20240707090002,609.72
20240707091002,655.35
20240707092002,698.51
20240707093002,708.31
20240707094002,701.7
20240707095002,691.85
20240707100002,703.53
20240707101002,671.15
20240707102002,672.59
20240707103002,649.7
20240707104002,614.72
20240707105002,575.45
20240707110002,565.87
20240707111002,536.2
20240707112002,509.45
20240707113002,466.36
20240707114002,423.2
20240707115002,383.76
20240707120002,363.45
20240707121002,344.23
20240707122002,347.78
20240707123002,334.01
20240707124002,308.69
20240707125002,281.72
20240707130002,280.75
20240707131002,232.45
20240707132002,199.97
20240707133002,166.84
20240707134002,130.11
20240707135002,96.65
20240707140002,83.67
20240707141002,59.09
20240707142002,51.4
20240707143002,39.51
20240707144002,24.58
20240707145002,8.28
20240707150002,6.51
20240707151002,0.0
20240707152002,0.0
20240707153002,0.0
20240707154002,0.0
20240707155002,0.0
20240707160002,0.0
20240707161002,0.0
20240707162002,0.0
20240707163002,0.0
20240707164002,0.0
20240707165002,0.0
20240317090003,1016.18
20240317091003,957.56
20240317092003,937.79
20240317093003,917.12
20240317094003,902.07
20240317095003,884.51
20240317100003,890.99
20240317101003,832.08
20240317102003,784.76
20240317103003,728.39
20240317104003,673.37
20240317105003,625.89
20240317110003,606.79
20240317111003,569.79
20240317112003,523.16
20240317113003,475.86
20240317114003,434.92
20240317115003,401.93
20240317120003,391.12
20240317121003,357.78
20240317122003,340.1
20240317123003,328.25
20240317124003,308.71
20240317125003,282.87
20240317130003,266.62
20240317131003,252.52
20240317132003,242.32
20240317133003,239.01
20240317134003,228.65
20240317135003,205.0
20240317140003,179.68
20240317141003,141.06
20240317142003,121.99
20240317143003,118.72
20240317144003,111.63
20240317145003,92.45
20240317150003,71.13
20240317151003,50.88
20240317152003,46.75
20240317153003,49.39
20240317154003,47.36
20240317155003,37.45
20240317160003,27.81
20240317161003,0.0
20240317162003,0.0
20240317163003,0.0
20240317164003,0.0
20240317165003,0.0
20240414090003,829.19
20240414091003,774.5
20240414092003,761.35
20240414093003,761.11
20240414094003,769.51
20240414095003,762.43
20240414100003,766.34
20240414101003,707.22
20240414102003,672.57
20240414103003,643.67
20240414104003,619.13
20240414105003,589.77
20240414110003,578.23
20240414111003,552.39
20240414112003,521.87
20240414113003,499.5
20240414114003,485.05
20240414115003,467.2
20240414120003,462.52
20240414121003,420.3
20240414122003,392.99
20240414123003,380.04
20240414124003,365.0
20240414125003,337.88
20240414130003,315.36
20240414131003,299.51
20240414132003,289.89
20240414133003,295.49
20240414134003,297.57
20240414135003,280.53
20240414140003,258.86
20240414141003,220.24
20240414142003,200.43
20240414143003,200.87
20240414144003,198.84
20240414145003,178.35
20240414150003,153.62
20240414151003,125.73
20240414152003,117.13
20240414153003,121.54
20240414154003,122.89
20240414155003,112.19
20240414160003,99.61
20240414161003,66.98
20240414162003,52.28
20240414163003,57.55
20240414164003,60.24
20240414165003,49.8
20240524090003,122.72
20240524091003,191.03
20240524092003,241.25
20240524093003,277.01
20240524094003,301.66
20240524095003,330.04
20240524100003,377.91
20240524101003,376.95
20240524102003,386.38
20240524103003,391.18
20240524104003,392.36
20240524105003,403.65
20240524110003,444.18
20240524111003,471.15
20240524112003,474.99
20240524113003,467.1
20240524114003,458.74
20240524115003,455.93
20240524120003,482.18
20240524121003,478.91
20240524122003,474.36
20240524123003,462.23
20240524124003,439.63
20240524125003,411.49
20240524130003,406.54
20240524131003,409.01
20240524132003,403.52
20240524133003,393.19
20240524134003,374.05
20240524135003,341.46
20240524140003,321.55
20240524141003,290.96
20240524142003,270.17
20240524143003,253.62
20240524144003,230.1
20240524145003,193.31
20240524150003,168.67
20240524151003,153.75
20240524152003,150.25
20240524153003,145.48
20240524154003,131.65
20240524155003,109.22
20240524160003,99.56
20240524161003,76.97
20240524162003,64.22
20240524163003,57.67
20240524164003,43.73
20240524165003,22.2
20240526090003,118.46
20240526091003,184.91
20240526092003,227.01
20240526093003,251.62
20240526094003,269.95
20240526095003,296.41
20240526100003,337.24
20240526101003,318.41
20240526102003,305.23
20240526103003,288.29
20240526104003,273.62
20240526105003,277.44
20240526110003,304.44
20240526111003,310.92
20240526112003,288.25
20240526113003,258.41
20240526114003,232.27
20240526115003,221.05
20240526120003,230.64
20240526121003,206.93
20240526122003,182.81
20240526123003,161.11
20240526124003,134.42
20240526125003,113.71
20240526130003,107.97
20240526131003,111.19
20240526132003,103.96
20240526133003,98.62
20240526134003,84.69
20240526135003,67.34
20240526140003,55.55
20240526141003,39.04
20240526142003,27.62
20240526143003,26.07
20240526144003,18.22
20240526145003,9.03
20240526150003,6.91
20240526151003,6.03
20240526152003,5.86
20240526153003,4.59
20240526154003,0.0
20240526155003,0.0
20240526160003,0.0
20240526161003,0.0
20240526162003,0.0
20240526163003,0.0
20240526164003,0.0
20240526165003,0.0
20240603090003,76.17
20240603091003,150.87
20240603092003,206.62
20240603093003,262.0
20240603094003,313.62
20240603095003,371.94
20240603100003,443.34
20240603101003,447.97
20240603102003,451.4
20240603103003,455.11
20240603104003,459.57
20240603105003,473.33
20240603110003,510.42
20240603111003,522.35
20240603112003,509.32
20240603113003,496.38
20240603114003,491.79
20240603115003,494.5
20240603120003,521.18
20240603121003,507.37
20240603122003,492.59
20240603123003,481.63
20240603124003,468.92
20240603125003,451.25
20240603130003,449.44
20240603131003,441.98
20240603132003,425.73
20240603133003,417.3
20240603134003,409.71
20240603135003,388.31
20240603140003,370.72
20240603141003,328.94
20240603142003,297.32
20240603143003,282.48
20240603144003,271.7
20240603145003,249.63
20240603150003,231.08
20240603151003,204.96
20240603152003,186.87
20240603153003,177.87
20240603154003,170.6
20240603155003,156.08
20240603160003,147.68
20240603161003,114.35
20240603162003,88.59
20240603163003,80.44
20240603164003,77.47
20240603165003,69.56
20240620090003,1005.75
20240620091003,942.97
20240620092003,918.28
20240620093003,899.2
20240620094003,900.06
20240620095003,897.18
20240620100003,923.21
20240620101003,874.74
20240620102003,827.56
20240620103003,770.59
20240620104003,726.07
20240620105003,685.85
20240620110003,676.37
20240620111003,636.78
20240620112003,576.36
20240620113003,517.31
20240620114003,477.72
20240620115003,445.19
20240620120003,437.73
20240620121003,390.39
20240620122003,348.62
20240620123003,318.65
20240620124003,296.88
20240620125003,271.31
20240620130003,259.14
20240620131003,238.4
20240620132003,211.59
20240620133003,197.85
20240620134003,190.95
20240620135003,171.37
20240620140003,152.46
20240620141003,111.59
20240620142003,84.67
20240620143003,80.09
20240620144003,84.86
20240620145003,79.64
20240620150003,74.48
20240620151003,56.7
20240620152003,44.26
20240620153003,41.45
20240620154003,43.3
20240620155003,37.66
20240620160003,34.95
20240620161003,5.33
20240620162003,0.0
20240620163003,0.0
20240620164003,0.0
20240620165003,0.0
20240420090004,677.71
20240420091004,704.61
20240420092004,729.58
20240420093004,757.61
20240420094004,773.38
20240420095004,786.98
