序號,答案
20240224152001,196.88
20240224153001,196.88
20240224154001,196.88
20240224155001,196.88
20240224160001,196.88
20240224161001,196.88
20240224162001,196.88
20240224163001,196.88
20240224164001,196.88
20240224165001,196.88
20240226090001,65.89
20240226091001,50.67
20240226092001,69.1
20240226093001,106.24
20240226094001,147.73
20240226095001,183.92
20240226100001,213.17
20240226101001,234.08
20240226102001,247.64
20240226103001,251.45
20240226104001,251.61
20240226105001,249.07
20240226110001,244.83
20240226111001,239.7
20240226112001,234.48
20240226113001,229.23
20240226114001,224.23
20240226115001,219.56
20240226120001,215.39
20240226121001,211.58
20240226122001,208.0
20240226123001,204.41
20240226124001,201.05
20240226125001,198.26
20240226130001,196.83
20240226131001,196.84
20240226132001,196.85
20240226133001,196.86
20240226134001,196.86
20240226135001,196.87
20240226140001,196.87
20240226141001,196.88
20240226142001,196.88
20240226143001,196.88
20240226144001,196.88
20240226145001,196.88
20240226150001,196.88
20240226151001,196.88
20240226152001,196.88
20240226153001,196.88
20240226154001,196.88
20240226155001,196.88
20240226160001,196.88
20240226161001,196.88
20240226162001,196.88
20240226163001,196.88
20240226164001,196.88
20240226165001,196.88
20240327090001,148.37
20240327091001,94.36
20240327092001,85.65
20240327093001,107.37
20240327094001,142.89
20240327095001,177.35
20240327100001,204.22
20240327101001,224.8
20240327102001,238.67
20240327103001,246.28
20240327104001,247.21
20240327105001,245.86
20240327110001,242.28
20240327111001,237.58
20240327112001,232.4
20240327113001,227.44
20240327114001,222.48
20240327115001,217.92
20240327120001,213.9
20240327121001,210.31
20240327122001,206.61
20240327123001,203.11
20240327124001,200.09
20240327125001,197.78
20240327130001,196.78
20240327131001,196.81
20240327132001,196.83
20240327133001,196.84
20240327134001,196.85
20240327135001,196.86
20240327140001,196.87
20240327141001,196.87
20240327142001,196.88
20240327143001,196.88
20240327144001,196.88
20240327145001,196.88
20240327150001,196.88
20240327151001,196.88
20240327152001,196.88
20240327153001,196.88
20240327154001,196.88
20240327155001,196.88
20240327160001,196.88
20240327161001,196.88
20240327162001,196.88
20240327163001,196.88
20240327164001,196.88
20240327165001,196.88
20240329090001,36.85
20240329091001,51.68
20240329092001,86.15
20240329093001,130.13
20240329094001,174.06
20240329095001,208.59
20240329100001,231.89
20240329101001,247.26
20240329102001,257.51
20240329103001,262.94
20240329104001,263.06
20240329105001,260.25
20240329110001,255.4
20240329111001,249.07
20240329112001,242.1
20240329113001,235.37
20240329114001,229.21
20240329115001,223.32
20240329120001,218.0
20240329121001,213.43
20240329122001,209.17
20240329123001,205.04
20240329124001,201.22
20240329125001,198.18
20240329130001,196.76
20240329131001,196.79
20240329132001,196.81
20240329133001,196.83
20240329134001,196.85
20240329135001,196.86
20240329140001,196.86
20240329141001,196.87
20240329142001,196.87
20240329143001,196.88
20240329144001,196.88
20240329145001,196.88
20240329150001,196.88
20240329151001,196.88
20240329152001,196.88
20240329153001,196.88
20240329154001,196.88
20240329155001,196.88
20240329160001,196.88
20240329161001,196.88
20240329162001,196.88
20240329163001,196.88
20240329164001,196.88
20240329165001,196.88
20240428090001,237.84
20240428091001,132.89
20240428092001,94.67
20240428093001,98.22
20240428094001,126.92
20240428095001,164.98
20240428100001,197.89
20240428101001,223.05
20240428102001,242.51
20240428103001,256.44
20240428104001,261.79
20240428105001,259.25
20240428110001,255.7
20240428111001,250.28
20240428112001,243.73
20240428113001,237.14
20240428114001,230.83
20240428115001,224.88
20240428120001,219.27
20240428121001,214.24
20240428122001,209.9
20240428123001,205.53
20240428124001,201.59
20240428125001,198.36
20240428130001,196.75
20240428131001,196.79
20240428132001,196.82
20240428133001,196.83
20240428134001,196.85
20240428135001,196.86
20240428140001,196.86
20240428141001,196.87
20240428142001,196.87
20240428143001,196.88
20240428144001,196.88
20240428145001,196.88
20240428150001,196.88
20240428151001,196.88
20240428152001,196.88
20240428153001,196.88
20240428154001,196.88
20240428155001,196.88
20240428160001,196.88
20240428161001,196.88
20240428162001,196.88
20240428163001,196.88
20240428164001,196.88
20240428165001,196.88
20240430090001,961.44
20240430091001,533.92
20240430092001,313.72
20240430093001,187.38
20240430094001,130.46
20240430095001,119.67
20240430100001,135.17
20240430101001,158.51
20240430102001,183.6
20240430103001,206.95
20240430104001,226.43
20240430105001,236.55
20240430110001,239.62
20240430111001,240.18
20240430112001,237.69
20240430113001,233.66
20240430114001,228.87
20240430115001,223.82
20240430120001,218.69
20240430121001,213.69
20240430122001,209.26
20240430123001,205.02
20240430124001,201.2
20240430125001,198.28
20240430130001,196.73
20240430131001,196.78
20240430132001,196.81
20240430133001,196.84
20240430134001,196.85
20240430135001,196.86
20240430140001,196.87
20240430141001,196.87
20240430142001,196.88
20240430143001,196.88
20240430144001,196.88
20240430145001,196.88
20240430150001,196.88
20240430151001,196.88
20240430152001,196.88
20240430153001,196.88
20240430154001,196.88
20240430155001,196.88
20240430160001,196.88
20240430161001,196.88
20240430162001,196.88
20240430163001,196.88
20240430164001,196.88
20240430165001,196.88
20240515090001,900.79
20240515091001,508.47
20240515092001,306.13
20240515093001,188.62
20240515094001,138.21
20240515095001,133.0
20240515100001,152.47
20240515101001,181.11
20240515102001,208.62
20240515103001,232.06
20240515104001,247.97
20240515105001,254.49
20240515110001,253.33
20240515111001,251.19
20240515112001,246.61
20240515113001,240.84
20240515114001,234.4
20240515115001,227.74
20240515120001,221.38
20240515121001,215.33
20240515122001,209.99
20240515123001,205.63
20240515124001,201.45
20240515125001,198.28
20240515130001,196.7
20240515131001,196.76
20240515132001,196.8
20240515133001,196.82
20240515134001,196.84
20240515135001,196.85
20240515140001,196.86
20240515141001,196.87
20240515142001,196.87
20240515143001,196.88
20240515144001,196.88
20240515145001,196.88
20240515150001,196.88
20240515151001,196.88
20240515152001,196.88
20240515153001,196.88
20240515154001,196.88
20240515155001,196.88
20240515160001,196.88
20240515161001,196.88
20240515162001,196.88
20240515163001,196.88
20240515164001,196.88
20240515165001,196.88
20240520090001,488.42
20240520091001,271.63
20240520092001,167.54
20240520093001,118.63
20240520094001,108.34
20240520095001,119.89
20240520100001,145.32
20240520101001,175.11
20240520102001,201.71
20240520103001,223.81
20240520104001,238.91
20240520105001,244.42
20240520110001,245.91
20240520111001,243.82
20240520112001,239.54
20240520113001,234.11
20240520114001,228.15
20240520115001,222.13
20240520120001,216.53
20240520121001,211.69
20240520122001,207.34
20240520123001,203.44
20240520124001,200.21
20240520125001,197.83
20240520130001,196.73
20240520131001,196.78
20240520132001,196.81
20240520133001,196.83
20240520134001,196.85
20240520135001,196.86
20240520140001,196.87
20240520141001,196.87
20240520142001,196.88
20240520143001,196.88
20240520144001,196.88
20240520145001,196.88
20240520150001,196.88
20240520151001,196.88
20240520152001,196.88
20240520153001,196.88
20240520154001,196.88
20240520155001,196.88
20240520160001,196.88
20240520161001,196.88
20240520162001,196.88
20240520163001,196.88
20240520164001,196.88
20240520165001,196.88
20240613090001,43.04
20240613091001,53.69
20240613092001,87.82
20240613093001,134.69
20240613094001,182.64
20240613095001,222.85
20240613100001,247.54
20240613101001,261.01
20240613102001,268.47
20240613103001,272.58
20240613104001,273.2
20240613105001,269.58
20240613110001,263.78
20240613111001,256.5
20240613112001,248.47
20240613113001,240.53
20240613114001,233.32
20240613115001,226.7
20240613120001,220.52
20240613121001,215.04
20240613122001,210.28
20240613123001,205.77
20240613124001,201.63
20240613125001,198.29
20240613130001,196.73
20240613131001,196.77
20240613132001,196.8
20240613133001,196.82
20240613134001,196.84
20240613135001,196.85
20240613140001,196.86
20240613141001,196.87
20240613142001,196.87
20240613143001,196.88
20240613144001,196.88
20240613145001,196.88
20240613150001,196.88
20240613151001,196.88
20240613152001,196.88
20240613153001,196.88
20240613154001,196.88
20240613155001,196.88
20240613160001,196.88
20240613161001,196.88
20240613162001,196.88
20240613163001,196.88
20240613164001,196.88
20240613165001,196.88
20240615090001,476.31
20240615091001,283.78
20240615092001,185.84
20240615093001,132.34
20240615094001,119.04
20240615095001,137.04
20240615100001,169.31
20240615101001,202.65
20240615102001,228.49
20240615103001,246.19
20240615104001,257.11
20240615105001,262.08
20240615110001,260.84
20240615111001,256.75
20240615112001,250.48
20240615113001,243.04
20240615114001,235.38
20240615115001,227.98
20240615120001,221.29
20240615121001,214.83
20240615122001,209.45
20240615123001,204.96
20240615124001,200.84
20240615125001,197.81
20240615130001,196.66
20240615131001,196.73
20240615132001,196.77
20240615133001,196.81
20240615134001,196.83
20240615135001,196.84
20240615140001,196.86
20240615141001,196.86
20240615142001,196.87
20240615143001,196.87
20240615144001,196.88
20240615145001,196.88
20240615150001,196.88
20240615151001,196.88
20240615152001,196.88
20240615153001,196.88
20240615154001,196.88
20240615155001,196.88
20240615160001,196.88
20240615161001,196.88
20240615162001,196.88
20240615163001,196.88
20240615164001,196.88
20240615165001,196.88
20240703090001,424.66
20240703091001,246.47
20240703092001,159.5
20240703093001,115.14
20240703094001,106.75
20240703095001,124.38
20240703100001,155.3
20240703101001,186.25
20240703102001,211.03
20240703103001,229.2
20240703104001,241.75
20240703105001,247.78
20240703110001,248.94
20240703111001,246.26
20240703112001,241.27
20240703113001,235.33
20240703114001,229.01
20240703115001,223.1
20240703120001,217.36
20240703121001,212.23
20240703122001,207.85
20240703123001,203.49
20240703124001,200.12
20240703125001,197.93
20240703130001,196.69
20240703131001,196.75
20240703132001,196.79
20240703133001,196.82
20240703134001,196.84
20240703135001,196.85
20240703140001,196.86
20240703141001,196.87
20240703142001,196.87
20240703143001,196.88
20240703144001,196.88
20240703145001,196.88
20240703150001,196.88
20240703151001,196.88
20240703152001,196.88
20240703153001,196.88
20240703154001,196.88
20240703155001,196.88
20240703160001,196.88
20240703161001,196.88
20240703162001,196.88
20240703163001,196.88
20240703164001,196.88
20240703165001,196.88
20240707090001,712.24
20240707091001,423.51
20240707092001,271.87
20240707093001,180.2
20240707094001,140.84
20240707095001,142.02
20240707100001,164.49
20240707101001,191.09
20240707102001,216.1
20240707103001,236.07
20240707104001,249.3
20240707105001,256.35
20240707110001,256.46
20240707111001,253.5
20240707112001,247.8
20240707113001,240.8
20240707114001,233.63
20240707115001,226.64
20240707120001,220.02
20240707121001,214.02
20240707122001,209.05
20240707123001,204.66
20240707124001,200.74
20240707125001,197.92
20240707130001,196.67
20240707131001,196.74
20240707132001,196.78
20240707133001,196.81
20240707134001,196.83
20240707135001,196.85
20240707140001,196.86
20240707141001,196.87
20240707142001,196.87
20240707143001,196.88
20240707144001,196.88
20240707145001,196.88
20240707150001,196.88
20240707151001,196.88
20240707152001,196.88
20240707153001,196.88
20240707154001,196.88
20240707155001,196.88
20240707160001,196.88
20240707161001,196.88
20240707162001,196.88
20240707163001,196.88
20240707164001,196.88
20240707165001,196.88
20240125090002,22.74
20240125091002,70.94
20240125092002,120.76
20240125093002,149.99
20240125094002,155.49
20240125095002,142.55
20240125100002,117.97
20240125101002,92.67
20240125102002,71.74
20240125103002,55.87
20240125104002,44.2
20240125105002,35.58
20240125110002,29.72
20240125111002,25.38
20240125112002,22.16
20240125113002,20.04
20240125114002,18.81
20240125115002,18.25
20240125120002,17.92
20240125121002,17.89
20240125122002,18.13
20240125123002,18.51
20240125124002,18.81
20240125125002,19.0
20240125130002,19.0
20240125131002,19.02
20240125132002,19.03
20240125133002,19.03
20240125134002,19.04
20240125135002,19.04
20240125140002,19.05
20240125141002,19.05
20240125142002,19.05
20240125143002,19.05
20240125144002,19.05
20240125145002,19.05
20240125150002,19.05
20240125151002,19.05
20240125152002,19.05
20240125153002,19.05
20240125154002,19.05
20240125155002,19.05
20240125160002,19.05
20240125161002,19.05
20240125162002,19.05
20240125163002,19.05
20240125164002,19.05
20240125165002,19.05
20240128090002,5.77
20240128091002,83.09
20240128092002,171.72
20240128093002,223.44
20240128094002,239.81
20240128095002,223.94
20240128100002,186.4
20240128101002,147.22
20240128102002,111.96
20240128103002,84.04
20240128104002,64.07
20240128105002,49.67
20240128110002,39.25
20240128111002,32.17
20240128112002,27.01
20240128113002,23.25
20240128114002,20.82
20240128115002,19.29
20240128120002,18.47
20240128121002,18.06
20240128122002,17.91
20240128123002,18.23
20240128124002,18.62
20240128125002,18.95
20240128130002,18.99
20240128131002,19.01
20240128132002,19.02
20240128133002,19.03
20240128134002,19.04
20240128135002,19.04
20240128140002,19.05
20240128141002,19.05
20240128142002,19.05
20240128143002,19.05
20240128144002,19.05
20240128145002,19.05
20240128150002,19.05
20240128151002,19.05
20240128152002,19.05
20240128153002,19.05
20240128154002,19.05
20240128155002,19.05
20240128160002,19.05
20240128161002,19.05
20240128162002,19.05
20240128163002,19.05
20240128164002,19.05
20240128165002,19.05
20240213090002,893.93
20240213091002,387.02
20240213092002,196.37
20240213093002,86.49
20240213094002,17.66
20240213095002,0.0
20240213100002,0.0
20240213101002,0.0
20240213102002,0.0
20240213103002,0.0
20240213104002,0.0
20240213105002,0.0
20240213110002,0.0
20240213111002,0.0
20240213112002,0.0
20240213113002,0.0
20240213114002,0.43
20240213115002,4.46
20240213120002,7.87
20240213121002,10.76
20240213122002,13.32
20240213123002,15.6
20240213124002,17.3
20240213125002,18.5
20240213130002,19.01
20240213131002,19.01
20240213132002,19.02
20240213133002,19.03
20240213134002,19.03
20240213135002,19.04
20240213140002,19.04
20240213141002,19.05
20240213142002,19.05
20240213143002,19.05
20240213144002,19.05
20240213145002,19.05
20240213150002,19.05
20240213151002,19.05
20240213152002,19.05
20240213153002,19.05
20240213154002,19.05
20240213155002,19.05
20240213160002,19.05
20240213161002,19.05
20240213162002,19.05
20240213163002,19.05
20240213164002,19.05
20240213165002,19.05
20240226090002,59.49
20240226091002,87.58
20240226092002,124.96
20240226093002,147.65
20240226094002,148.52
20240226095002,132.77
20240226100002,110.25
20240226101002,83.99
20240226102002,61.73
20240226103002,45.99
20240226104002,35.02
20240226105002,27.5
20240226110002,22.61
20240226111002,19.72
20240226112002,18.02
20240226113002,16.9
20240226114002,16.36
20240226115002,16.35
20240226120002,16.67
20240226121002,17.0
20240226122002,17.55
20240226123002,18.18
20240226124002,18.68
20240226125002,18.98
20240226130002,18.99
20240226131002,19.01
20240226132002,19.02
20240226133002,19.03
20240226134002,19.04
20240226135002,19.04
20240226140002,19.05
20240226141002,19.05
20240226142002,19.05
20240226143002,19.05
20240226144002,19.05
20240226145002,19.05
20240226150002,19.05
20240226151002,19.05
20240226152002,19.05
20240226153002,19.05
20240226154002,19.05
20240226155002,19.05
20240226160002,19.05
20240226161002,19.05
20240226162002,19.05
20240226163002,19.05
20240226164002,19.05
20240226165002,19.05
20240319090002,15.54
20240319091002,93.66
20240319092002,187.52
20240319093002,242.26
20240319094002,256.46
20240319095002,240.16
20240319100002,201.8
20240319101002,157.4
20240319102002,117.63
20240319103002,86.24
20240319104002,63.84
20240319105002,48.44
20240319110002,37.39
20240319111002,29.99
20240319112002,25.12
20240319113002,21.89
20240319114002,19.67
20240319115002,18.34
20240319120002,17.63
20240319121002,17.5
20240319122002,17.66
20240319123002,18.12
20240319124002,18.6
20240319125002,18.96
20240319130002,18.98
20240319131002,19.0
20240319132002,19.01
20240319133002,19.03
20240319134002,19.03
20240319135002,19.04
20240319140002,19.05
20240319141002,19.05
20240319142002,19.05
20240319143002,19.05
20240319144002,19.05
20240319145002,19.05
20240319150002,19.05
20240319151002,19.05
20240319152002,19.05
20240319153002,19.05
20240319154002,19.05
20240319155002,19.05
20240319160002,19.05
20240319161002,19.05
20240319162002,19.05
20240319163002,19.05
20240319164002,19.05
20240319165002,19.05
20240427090002,129.87
20240427091002,97.77
20240427092002,102.81
20240427093002,113.49
20240427094002,113.56
20240427095002,101.03
20240427100002,83.04
20240427101002,63.55
20240427102002,44.97
20240427103002,29.08
20240427104002,18.68
20240427105002,12.77
20240427110002,10.01
20240427111002,8.84
20240427112002,9.05
20240427113002,10.16
20240427114002,11.71
20240427115002,12.9
20240427120002,14.03
20240427121002,15.16
20240427122002,16.26
20240427123002,17.33
20240427124002,18.3
20240427125002,18.89
20240427130002,18.96
20240427131002,18.99
20240427132002,19.0
20240427133002,19.02
20240427134002,19.03
20240427135002,19.04
20240427140002,19.04
20240427141002,19.05
20240427142002,19.05
20240427143002,19.05
20240427144002,19.05
20240427145002,19.05
20240427150002,19.05
20240427151002,19.05
20240427152002,19.05
20240427153002,19.05
20240427154002,19.05
20240427155002,19.05
20240427160002,19.05
20240427161002,19.05
20240427162002,19.05
20240427163002,19.05
20240427164002,19.05
20240427165002,19.05
20240508090002,196.76
20240508091002,89.91
20240508092002,49.03
20240508093002,32.76
20240508094002,23.92
20240508095002,15.03
20240508100002,6.94
20240508101002,0.99
20240508102002,0.0
20240508103002,0.0
20240508104002,0.0
20240508105002,0.0
20240508110002,0.0
20240508111002,0.36
20240508112002,3.26
20240508113002,6.3
20240508114002,9.25
20240508115002,11.49
20240508120002,13.29
20240508121002,14.84
20240508122002,16.24
20240508123002,17.4
20240508124002,18.38
20240508125002,18.93
20240508130002,18.97
20240508131002,18.99
20240508132002,19.01
20240508133002,19.02
20240508134002,19.03
20240508135002,19.04
20240508140002,19.04
20240508141002,19.05
20240508142002,19.05
20240508143002,19.05
20240508144002,19.05
20240508145002,19.05
20240508150002,19.05
20240508151002,19.05
20240508152002,19.05
20240508153002,19.05
20240508154002,19.05
20240508155002,19.05
20240508160002,19.05
20240508161002,19.05
20240508162002,19.05
20240508163002,19.05
20240508164002,19.05
20240508165002,19.05
20240705090002,692.95
20240705091002,356.81
20240705092002,200.31
20240705093002,109.2
20240705094002,51.77
20240705095002,15.3
20240705100002,0.0
20240705101002,0.0
20240705102002,0.0
20240705103002,0.0
20240705104002,0.0
20240705105002,0.0
20240705110002,0.0
20240705111002,0.0
20240705112002,0.0
20240705113002,0.75
20240705114002,5.15
20240705115002,8.32
20240705120002,11.01
20240705121002,13.3
20240705122002,15.18
20240705123002,16.79
20240705124002,18.04
20240705125002,18.8
20240705130002,18.99
20240705131002,19.0
20240705132002,19.01
20240705133002,19.02
20240705134002,19.03
20240705135002,19.04
20240705140002,19.04
20240705141002,19.05
20240705142002,19.05
20240705143002,19.05
20240705144002,19.05
20240705145002,19.05
20240705150002,19.05
20240705151002,19.05
20240705152002,19.05
20240705153002,19.05
20240705154002,19.05
20240705155002,19.05
20240705160002,19.05
20240705161002,19.05
20240705162002,19.05
20240705163002,19.05
20240705164002,19.05
20240705165002,19.05
20240707090002,683.53
20240707091002,351.15
20240707092002,196.21
20240707093002,105.93
20240707094002,49.13
20240707095002,13.16
20240707100002,0.0
20240707101002,0.0
20240707102002,0.0
20240707103002,0.0
20240707104002,0.0
20240707105002,0.0
20240707110002,0.0
20240707111002,0.0
20240707112002,0.0
20240707113002,0.44
20240707114002,4.95
20240707115002,8.19
20240707120002,10.94
20240707121002,13.28
20240707122002,15.19
20240707123002,16.85
20240707124002,18.07
20240707125002,18.82
20240707130002,18.99
20240707131002,19.0
20240707132002,19.01
20240707133002,19.02
20240707134002,19.03
20240707135002,19.04
20240707140002,19.04
20240707141002,19.05
20240707142002,19.05
20240707143002,19.05
20240707144002,19.05
20240707145002,19.05
20240707150002,19.05
20240707151002,19.05
20240707152002,19.05
20240707153002,19.05
20240707154002,19.05
20240707155002,19.05
20240707160002,19.05
20240707161002,19.05
20240707162002,19.05
20240707163002,19.05
20240707164002,19.05
20240707165002,19.05
20240317090003,1069.79
20240317091003,471.64
20240317092003,183.88
20240317093003,20.31
20240317094003,0.0
20240317095003,0.0
20240317100003,0.0
20240317101003,0.0
20240317102003,0.0
20240317103003,0.0
20240317104003,0.0
20240317105003,0.0
20240317110003,0.0
20240317111003,0.0
20240317112003,0.0
20240317113003,0.0
20240317114003,0.0
20240317115003,0.0
20240317120003,0.0
20240317121003,0.0
20240317122003,0.0
20240317123003,0.0
20240317124003,0.0
20240317125003,0.0
20240317130003,0.0
20240317131003,0.0
20240317132003,0.0
20240317133003,0.0
20240317134003,0.0
20240317135003,0.0
20240317140003,0.0
20240317141003,0.0
20240317142003,0.0
20240317143003,0.0
20240317144003,0.0
20240317145003,0.0
20240317150003,0.0
20240317151003,0.0
20240317152003,0.0
20240317153003,0.0
20240317154003,0.0
20240317155003,0.0
20240317160003,0.0
20240317161003,0.0
20240317162003,0.0
20240317163003,0.0
20240317164003,0.0
20240317165003,0.0
20240414090003,880.83
20240414091003,415.79
20240414092003,200.99
20240414093003,77.73
20240414094003,10.35
20240414095003,0.0
20240414100003,0.0
20240414101003,0.0
20240414102003,0.0
20240414103003,0.0
20240414104003,0.0
20240414105003,0.0
20240414110003,0.0
20240414111003,0.0
20240414112003,0.0
20240414113003,0.0
20240414114003,0.0
20240414115003,0.0
20240414120003,0.0
20240414121003,0.0
20240414122003,0.0
20240414123003,0.0
20240414124003,0.0
20240414125003,0.0
20240414130003,0.0
20240414131003,0.0
20240414132003,0.0
20240414133003,0.0
20240414134003,0.0
20240414135003,0.0
20240414140003,0.0
20240414141003,0.0
20240414142003,0.0
20240414143003,0.0
20240414144003,0.0
20240414145003,0.0
20240414150003,0.0
20240414151003,0.0
20240414152003,0.0
20240414153003,0.0
20240414154003,0.0
20240414155003,0.0
20240414160003,0.0
20240414161003,0.0
20240414162003,0.0
20240414163003,0.0
20240414164003,0.0
20240414165003,0.0
20240524090003,96.46
20240524091003,149.98
20240524092003,135.98
20240524093003,115.88
20240524094003,106.9
20240524095003,104.62
20240524100003,103.04
20240524101003,97.09
20240524102003,87.05
20240524103003,76.14
20240524104003,62.05
20240524105003,48.56
20240524110003,32.7
20240524111003,17.78
20240524112003,5.35
20240524113003,0.0
20240524114003,0.0
20240524115003,0.0
20240524120003,0.0
20240524121003,0.0
20240524122003,0.0
20240524123003,0.0
20240524124003,0.0
20240524125003,0.0
20240524130003,0.0
20240524131003,0.0
20240524132003,0.0
20240524133003,0.0
20240524134003,0.0
20240524135003,0.0
20240524140003,0.0
20240524141003,0.0
20240524142003,0.0
20240524143003,0.0
20240524144003,0.0
20240524145003,0.0
20240524150003,0.0
20240524151003,0.0
20240524152003,0.0
20240524153003,0.0
20240524154003,0.0
20240524155003,0.0
20240524160003,0.0
20240524161003,0.0
20240524162003,0.0
20240524163003,0.0
20240524164003,0.0
20240524165003,0.0
20240526090003,114.09
20240526091003,151.1
20240526092003,133.3
20240526093003,111.43
20240526094003,101.54
20240526095003,97.83
20240526100003,94.88
20240526101003,88.74
20240526102003,78.88
20240526103003,67.28
20240526104003,53.69
20240526105003,41.16
20240526110003,26.83
20240526111003,13.32
20240526112003,2.02
20240526113003,0.0
20240526114003,0.0
20240526115003,0.0
20240526120003,0.0
20240526121003,0.0
20240526122003,0.0
20240526123003,0.0
20240526124003,0.0
20240526125003,0.0
20240526130003,0.0
20240526131003,0.0
20240526132003,0.0
20240526133003,0.0
20240526134003,0.0
20240526135003,0.0
20240526140003,0.0
20240526141003,0.0
20240526142003,0.0
20240526143003,0.0
20240526144003,0.0
20240526145003,0.0
20240526150003,0.0
20240526151003,0.0
20240526152003,0.0
20240526153003,0.0
20240526154003,0.0
20240526155003,0.0
20240526160003,0.0
20240526161003,0.0
20240526162003,0.0
20240526163003,0.0
20240526164003,0.0
20240526165003,0.0
20240603090003,77.96
20240603091003,123.7
20240603092003,111.9
20240603093003,101.68
20240603094003,97.81
20240603095003,98.54
20240603100003,97.16
20240603101003,92.23
20240603102003,84.29
20240603103003,73.07
20240603104003,60.04
20240603105003,45.07
20240603110003,29.03
20240603111003,14.64
20240603112003,2.32
20240603113003,0.0
20240603114003,0.0
20240603115003,0.0
20240603120003,0.0
20240603121003,0.0
20240603122003,0.0
20240603123003,0.0
20240603124003,0.0
20240603125003,0.0
20240603130003,0.0
20240603131003,0.0
20240603132003,0.0
20240603133003,0.0
20240603134003,0.0
20240603135003,0.0
20240603140003,0.0
20240603141003,0.0
20240603142003,0.0
20240603143003,0.0
20240603144003,0.0
20240603145003,0.0
20240603150003,0.0
20240603151003,0.0
20240603152003,0.0
20240603153003,0.0
20240603154003,0.0
20240603155003,0.0
20240603160003,0.0
20240603161003,0.0
20240603162003,0.0
20240603163003,0.0
20240603164003,0.0
20240603165003,0.0
20240620090003,998.87
20240620091003,482.95
20240620092003,234.13
20240620093003,90.89
20240620094003,10.82
20240620095003,0.0
20240620100003,0.0
20240620101003,0.0
20240620102003,0.0
20240620103003,0.0
20240620104003,0.0
20240620105003,0.0
20240620110003,0.0
20240620111003,0.0
20240620112003,0.0
20240620113003,0.0
20240620114003,0.0
20240620115003,0.0
20240620120003,0.0
20240620121003,0.0
20240620122003,0.0
20240620123003,0.0
20240620124003,0.0
20240620125003,0.0
20240620130003,0.0
20240620131003,0.0
20240620132003,0.0
20240620133003,0.0
20240620134003,0.0
20240620135003,0.0
20240620140003,0.0
20240620141003,0.0
20240620142003,0.0
20240620143003,0.0
20240620144003,0.0
20240620145003,0.0
20240620150003,0.0
20240620151003,0.0
20240620152003,0.0
20240620153003,0.0
20240620154003,0.0
20240620155003,0.0
20240620160003,0.0
20240620161003,0.0
20240620162003,0.0
20240620163003,0.0
20240620164003,0.0
20240620165003,0.0
20240420090004,403.75
20240420091004,94.07
20240420092004,193.11
20240420093004,125.59
20240420094004,167.27
20240420095004,221.99
