DateTime,SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_WindSpeed(m/s),Avg_Diff_Pressure(hpa),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_WindSpeed(m/s),Min_Diff_Pressure(hpa),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW)
2024-03-09 16:10:00,20240309161003,3,2024,3,9,16,10,0.99,1015.76,17.92,50.51,7104.08,13.1,-0.22,-0.01,0.01,-0.02,-4.25,0.01,0.52,1015.71,17.85,49.98,5367.5,7.49,-2.35,-0.07,-0.08,-0.47,-931.66,-3.72,1.92,1015.81,18.02,51.1,8420.0,18.24,1.22,0.05,0.09,0.71,1018.33,3.34
2024-03-09 16:20:00,20240309162003,3,2024,3,9,16,20,0.45,1015.72,18.16,50.45,7049.75,13.23,-0.02,-0.0,0.01,0.02,-235.75,-0.75,0.0,1015.67,18.03,49.7,5012.5,6.58,-0.7,-0.05,-0.1,-0.77,-1090.0,-3.2,1.05,1015.77,18.27,50.92,8356.67,18.21,0.78,0.06,0.12,1.02,896.67,4.17
2024-03-09 16:30:00,20240309163003,3,2024,3,9,16,30,0.53,1015.72,17.72,51.51,3825.75,3.93,-0.03,0.01,-0.03,0.07,-179.0,-0.38,0.0,1015.66,17.65,50.17,3190.83,2.78,-0.87,-0.03,-0.13,-0.8,-649.16,-1.32,1.57,1015.81,17.9,52.39,4577.5,5.39,0.87,0.08,0.03,1.19,246.67,0.52
2024-03-09 16:40:00,20240309164003,3,2024,3,9,16,40,0.37,1015.69,17.42,52.49,2497.25,1.77,0.06,-0.02,-0.05,0.16,-99.42,-0.14,0.0,1015.58,17.24,51.89,2228.33,1.44,-0.44,-0.07,-0.1,-0.2,-351.67,-0.61,0.78,1015.78,17.68,53.33,2870.83,2.21,0.78,0.04,0.0,0.64,141.67,0.2
2024-03-09 16:50:00,20240309165003,3,2024,3,9,16,50,0.16,1015.67,17.07,54.26,1618.08,0.75,-0.03,0.02,-0.03,0.18,-97.25,-0.1,0.0,1015.57,16.91,53.61,1255.83,0.43,-0.44,-0.07,-0.08,-0.64,-216.66,-0.37,0.52,1015.75,17.18,55.05,2011.67,1.07,0.35,0.06,0.03,0.98,-36.66,0.01
2024-03-09 17:00:00,20240309170003,3,2024,3,9,17,0,0.2,1015.68,16.81,55.38,1406.5,0.55,-0.03,-0.01,-0.02,0.03,14.17,0.02,0.0,1015.62,16.75,54.67,1197.5,0.36,-0.61,-0.08,-0.04,-0.83,-81.67,-0.07,0.61,1015.71,16.89,56.22,1540.83,0.63,0.52,0.06,0.0,1.42,110.84,0.11
2024-03-10 06:30:00,20240310063003,3,2024,3,10,6,30,1.29,1018.16,14.32,82.18,809.0,0.2,-0.03,0.0,0.0,0.1,21.5,0.01,0.7,1018.1,14.31,81.5,728.33,0.14,-1.65,-0.09,-0.01,-0.62,-10.83,-0.01,2.44,1018.28,14.33,82.51,920.83,0.27,1.04,0.08,0.01,0.65,71.66,0.05
2024-03-10 06:40:00,20240310064003,3,2024,3,10,6,40,0.92,1018.25,14.39,82.22,1273.0,0.46,0.08,0.01,0.01,-0.06,69.67,0.05,0.44,1018.15,14.33,81.92,1018.33,0.31,-0.87,-0.05,0.0,-0.4,1.67,0.0,1.65,1018.33,14.46,82.56,1617.5,0.75,1.13,0.05,0.03,0.42,111.67,0.13
2024-03-10 06:50:00,20240310065003,3,2024,3,10,6,50,1.44,1018.4,14.57,81.34,2261.33,1.32,0.05,0.02,0.02,-0.11,88.08,0.08,0.61,1018.32,14.47,80.85,1770.0,0.83,-2.0,-0.01,0.0,-0.39,-78.34,-0.07,2.87,1018.52,14.63,81.93,2498.33,1.55,1.31,0.07,0.04,0.02,188.34,0.24
2024-03-10 07:00:00,20240310070003,3,2024,3,10,7,0,1.28,1018.63,14.72,80.53,2632.0,1.75,-0.07,0.01,0.01,-0.05,42.5,0.06,0.61,1018.53,14.67,80.31,2319.17,1.44,-1.57,-0.03,0.0,-0.29,-132.5,-0.08,1.83,1018.67,14.77,80.84,2923.33,2.1,0.96,0.08,0.04,0.13,191.66,0.24
2024-03-10 07:10:00,20240310071003,3,2024,3,10,7,10,1.05,1018.7,14.87,79.97,3113.83,2.3,-0.02,0.0,0.02,-0.09,39.75,0.05,0.35,1018.67,14.77,79.48,2960.83,2.1,-1.13,-0.05,-0.01,-0.38,-121.67,-0.19,1.48,1018.75,14.94,80.33,3320.83,2.61,0.78,0.04,0.04,0.24,153.33,0.25
2024-03-10 07:20:00,20240310072003,3,2024,3,10,7,20,0.81,1018.88,15.04,79.2,3417.83,2.64,-0.08,0.03,0.02,-0.04,-3.83,-0.02,0.44,1018.7,14.97,78.72,3282.5,2.4,-0.87,-0.02,0.0,-0.32,-110.84,-0.23,1.39,1018.99,15.11,79.47,3543.33,2.74,0.87,0.06,0.03,0.37,57.5,0.08
2024-03-10 07:30:00,20240310073003,3,2024,3,10,7,30,1.17,1019.07,15.07,78.96,3372.0,2.51,0.0,0.01,-0.0,0.0,47.42,0.08,0.35,1019.02,15.05,78.64,3145.0,2.12,-1.91,-0.06,-0.03,-0.47,-95.0,-0.26,2.26,1019.13,15.11,79.25,3756.67,3.15,1.13,0.04,0.02,0.61,185.84,0.44
2024-03-10 07:40:00,20240310074003,3,2024,3,10,7,40,1.71,1019.2,15.17,78.25,4441.42,4.35,0.08,0.02,0.02,-0.11,155.92,0.31,0.87,1019.09,15.12,77.9,3865.0,3.16,-1.13,-0.06,0.0,-0.43,-37.5,0.0,2.53,1019.29,15.26,78.67,5315.83,6.22,1.05,0.07,0.05,0.11,373.33,0.9
2024-03-10 07:50:00,20240310075003,3,2024,3,10,7,50,1.0,1019.43,15.37,77.89,5285.17,5.9,0.02,0.03,0.01,0.04,-83.83,-0.19,0.52,1019.32,15.3,77.28,4477.5,4.36,-1.48,-0.01,-0.03,-0.7,-341.66,-0.7,2.0,1019.58,15.41,78.4,6045.0,7.54,0.87,0.07,0.05,0.62,463.34,0.86
2024-03-10 08:00:00,20240310080003,3,2024,3,10,8,0,1.81,1019.58,15.19,78.63,4573.67,4.49,-0.09,0.0,-0.02,0.05,0.92,-0.01,0.61,1019.53,15.13,77.92,4395.0,4.28,-1.66,-0.04,-0.05,-1.2,-205.0,-0.41,3.4,1019.62,15.3,79.12,4814.17,4.86,1.48,0.05,0.02,0.74,163.34,0.41
2024-03-10 08:10:00,20240310081003,3,2024,3,10,8,10,1.56,1019.75,15.21,78.22,4535.58,4.45,0.09,0.02,0.02,-0.11,81.17,0.15,1.13,1019.71,15.16,77.65,3825.0,3.22,-0.79,-0.06,-0.01,-0.63,-292.5,-0.48,2.26,1019.79,15.31,78.8,5298.33,5.8,0.78,0.13,0.03,0.4,370.0,0.71
2024-03-10 08:20:00,20240310082003,3,2024,3,10,8,20,1.11,1019.88,15.4,77.0,4960.58,4.79,-0.08,0.02,0.02,-0.13,-81.92,-0.18,0.52,1019.78,15.33,76.44,4479.17,3.99,-1.83,0.0,-0.01,-0.81,-281.66,-0.54,2.53,1019.99,15.46,77.61,5547.5,5.93,1.83,0.07,0.04,0.62,249.17,0.42
2024-03-10 08:30:00,20240310083003,3,2024,3,10,8,30,1.57,1020.01,15.55,76.15,5045.67,5.2,0.08,0.01,0.02,-0.06,54.58,0.14,0.44,1019.95,15.49,75.49,4371.67,3.94,-1.04,-0.04,0.0,-0.62,-154.17,-0.4,2.96,1020.09,15.63,76.72,5394.17,5.84,2.52,0.05,0.05,0.31,356.67,0.6
2024-03-10 08:40:00,20240310084003,3,2024,3,10,8,40,0.55,1020.05,15.88,75.27,6349.5,8.35,-0.02,0.01,0.04,-0.16,165.08,0.36,0.0,1019.95,15.67,74.22,5221.67,5.87,-1.13,-0.06,-0.02,-0.61,-229.17,-0.69,1.31,1020.15,16.05,76.1,6867.5,9.6,0.61,0.1,0.09,0.66,645.84,1.34
2024-03-10 08:50:00,20240310085003,3,2024,3,10,8,50,1.44,1020.21,16.01,74.39,6426.92,8.13,-0.01,0.01,-0.01,0.04,-115.92,-0.31,0.35,1020.08,15.97,73.9,5339.17,5.48,-1.48,-0.06,-0.03,-0.39,-661.66,-1.37,2.53,1020.35,16.04,74.75,7187.5,10.18,1.74,0.08,0.02,0.42,186.67,0.57
2024-03-10 09:00:00,20240310090003,3,2024,3,10,9,0,0.64,1020.3,16.06,74.43,6198.5,7.56,-0.1,0.0,0.03,-0.12,216.5,0.56,0.0,1020.24,15.87,73.42,5535.0,5.89,-1.13,-0.05,-0.09,-0.65,-220.0,-0.43,2.26,1020.37,16.32,75.28,7681.67,11.49,1.04,0.08,0.09,0.61,583.34,1.47
2024-03-10 09:10:00,20240310091003,3,2024,3,10,9,10,0.93,1020.43,16.25,75.42,7916.58,12.21,0.03,0.01,-0.03,0.4,112.0,0.35,0.0,1020.34,16.02,73.22,7426.67,10.91,-1.13,-0.08,-0.15,-0.2,-215.83,-0.7,2.18,1020.54,16.38,77.38,8801.67,14.95,1.31,0.06,0.04,0.7,363.34,1.38
2024-03-10 09:20:00,20240310092003,3,2024,3,10,9,20,1.17,1020.31,15.89,77.85,8667.0,17.14,0.06,-0.01,-0.02,0.02,-21.92,0.32,0.0,1020.28,15.82,76.68,8505.83,15.73,-1.57,-0.06,-0.09,-2.03,-311.67,-0.08,2.35,1020.35,15.94,79.32,8884.17,18.21,1.74,0.05,0.06,1.21,151.67,0.78
2024-03-10 09:30:00,20240310093003,3,2024,3,10,9,30,0.96,1020.38,15.85,78.74,8258.09,15.94,-0.02,0.0,-0.01,0.22,-44.42,-0.26,0.35,1020.3,15.78,77.6,7825.0,14.66,-0.78,-0.05,-0.08,-0.81,-415.0,-1.44,1.65,1020.45,15.94,79.78,8871.67,18.21,0.6,0.06,0.06,1.71,289.17,0.92
2024-03-10 09:40:00,20240310094003,3,2024,3,10,9,40,1.03,1020.3,16.01,78.95,9784.25,22.38,0.04,0.01,0.03,-0.22,270.08,1.22,0.0,1020.26,15.87,77.56,8230.83,15.73,-0.96,-0.04,-0.02,-1.23,-15.83,0.09,1.65,1020.37,16.15,80.05,10839.17,27.69,1.22,0.05,0.07,1.81,491.67,2.4
2024-03-10 09:50:00,20240310095003,3,2024,3,10,9,50,1.33,1020.21,16.47,76.96,12742.42,37.93,0.14,-0.02,0.05,-0.18,253.25,1.44,0.52,1020.13,16.17,75.52,11058.33,28.66,-0.61,-0.06,-0.02,-1.73,-193.33,-1.15,2.7,1020.33,16.67,79.01,13371.67,42.12,0.95,0.02,0.11,1.45,820.84,3.99
2024-03-10 10:00:00,20240310100003,3,2024,3,10,10,0,1.01,1020.18,16.87,75.63,12215.75,35.76,-0.23,0.0,0.04,0.02,-150.17,-0.8,0.35,1020.12,16.72,74.47,11357.5,32.18,-2.09,-0.06,0.0,-1.02,-580.0,-3.27,2.0,1020.25,17.05,76.26,13257.5,40.54,1.22,0.08,0.09,1.77,456.67,1.41
2024-03-10 10:10:00,20240310101003,3,2024,3,10,10,10,0.7,1020.24,17.16,75.09,12005.58,33.38,0.03,0.0,0.02,-0.14,2.58,-0.05,0.26,1020.19,17.03,73.26,11772.5,31.68,-0.87,-0.06,-0.02,-1.97,-372.5,-2.53,1.48,1020.28,17.28,76.14,12590.83,36.4,0.96,0.05,0.1,2.2,501.67,2.16
2024-03-10 10:20:00,20240310102003,3,2024,3,10,10,20,0.59,1020.22,17.54,74.39,14300.33,49.75,-0.03,0.0,0.08,-0.18,494.5,3.55,0.0,1020.18,17.17,72.84,12294.17,36.06,-0.52,-0.05,-0.08,-2.5,55.0,0.5,1.57,1020.24,18.1,75.85,16840.83,68.93,0.7,0.05,0.15,1.74,968.33,7.65
2024-03-10 10:30:00,20240310103003,3,2024,3,10,10,30,0.45,1020.21,18.74,69.36,19295.25,84.81,-0.01,-0.01,0.11,-0.53,35.0,-0.33,0.0,1020.14,18.28,66.89,17190.83,65.64,-0.52,-0.06,-0.02,-3.97,-1673.33,-13.32,0.96,1020.28,19.17,72.36,21425.0,101.0,0.7,0.05,0.18,1.66,1988.34,15.7
2024-03-10 10:40:00,20240310104003,3,2024,3,10,10,40,0.51,1020.14,19.23,66.34,16536.75,58.71,0.03,-0.01,-0.0,-0.17,-159.33,-1.49,0.0,1020.07,19.1,65.04,15597.5,50.77,-1.13,-0.06,-0.15,-1.51,-805.83,-5.08,1.13,1020.17,19.33,67.53,17850.0,67.28,0.78,0.03,0.15,1.4,340.0,1.28
2024-03-10 10:50:00,20240310105003,3,2024,3,10,10,50,1.22,1020.04,18.89,65.78,15001.0,47.32,0.07,-0.01,-0.03,-0.03,-147.83,-0.88,0.78,1019.99,18.8,65.14,14119.17,41.95,-1.14,-0.1,-0.13,-1.72,-469.17,-2.64,1.92,1020.1,19.15,66.89,15494.17,50.56,1.05,0.06,0.05,1.75,185.83,1.03
2024-03-10 11:00:00,20240310110003,3,2024,3,10,11,0,1.1,1020.0,18.86,66.03,14099.67,41.0,-0.07,-0.01,0.0,0.13,10.0,-0.12,0.52,1019.9,18.8,65.12,13824.17,39.28,-1.13,-0.11,-0.09,-2.42,-207.5,-1.28,2.35,1020.08,18.92,67.54,14426.67,42.12,0.96,0.05,0.05,1.37,264.17,1.16
2024-03-10 11:10:00,20240310111003,3,2024,3,10,11,10,1.38,1019.89,18.83,65.84,13038.58,35.34,0.19,-0.0,-0.02,-0.16,-88.58,-0.44,0.61,1019.85,18.71,64.59,12294.17,32.39,-0.78,-0.07,-0.08,-1.92,-513.33,-2.54,2.53,1019.93,18.94,67.27,13868.33,39.05,1.48,0.08,0.04,1.97,413.34,2.21
2024-03-10 11:20:00,20240310112003,3,2024,3,10,11,20,1.42,1019.83,18.67,65.7,12424.5,31.4,-0.06,-0.01,-0.01,0.01,-54.08,-0.31,0.44,1019.75,18.65,64.75,11830.0,28.8,-1.48,-0.06,-0.04,-0.77,-608.34,-2.6,1.92,1019.88,18.71,66.48,13010.0,33.91,1.3,0.05,0.05,1.21,562.5,2.44
2024-03-10 11:30:00,20240310113003,3,2024,3,10,11,30,0.93,1019.78,18.76,65.97,11953.83,29.09,-0.07,-0.01,0.02,0.04,-134.33,-0.62,0.44,1019.72,18.69,65.55,11449.17,26.88,-0.53,-0.06,-0.02,-0.93,-299.16,-1.32,1.39,1019.85,18.84,66.6,12730.83,32.54,0.35,0.09,0.06,0.82,-5.83,0.19
2024-03-10 11:40:00,20240310114003,3,2024,3,10,11,40,0.92,1019.66,18.95,65.9,12315.58,31.56,-0.05,-0.01,0.02,0.07,40.58,0.18,0.26,1019.61,18.81,65.29,11735.83,28.86,-0.79,-0.05,-0.03,-1.43,-318.33,-1.34,1.57,1019.72,19.08,66.72,12735.0,33.7,0.44,0.06,0.07,1.09,490.84,2.26
2024-03-10 11:50:00,20240310115003,3,2024,3,10,11,50,0.85,1019.55,19.02,65.65,11158.25,25.66,-0.07,-0.02,-0.01,0.0,-123.58,-0.56,0.0,1019.45,18.93,65.08,10619.17,23.22,-0.7,-0.07,-0.07,-0.66,-230.0,-1.07,1.48,1019.63,19.09,66.36,11690.83,27.79,1.13,0.04,0.06,1.22,-14.16,0.54
2024-03-10 12:00:00,20240310120003,3,2024,3,10,12,0,0.38,1019.42,19.1,65.09,10928.75,25.03,0.0,-0.01,0.04,-0.22,119.25,0.61,0.0,1019.35,18.92,64.14,10273.33,22.23,-1.05,-0.06,-0.09,-1.54,-178.34,-0.87,1.31,1019.48,19.36,65.93,11811.67,29.3,1.14,0.03,0.09,0.71,434.17,2.15
2024-03-10 12:10:00,20240310121003,3,2024,3,10,12,10,0.7,1019.28,19.5,63.59,13095.75,37.9,0.14,-0.01,0.02,-0.08,209.25,1.25,0.0,1019.22,19.35,62.44,12050.83,31.16,-0.61,-0.07,-0.09,-1.47,-303.34,-1.74,1.39,1019.35,19.62,64.84,13904.17,41.83,0.87,0.03,0.08,0.88,506.67,3.62
2024-03-10 12:20:00,20240310122003,3,2024,3,10,12,20,0.54,1019.11,19.86,62.63,14428.83,45.56,-0.09,-0.02,0.05,-0.11,-57.17,-0.4,0.0,1019.03,19.5,61.25,13332.5,37.85,-1.05,-0.06,-0.15,-2.14,-817.5,-4.6,1.22,1019.19,20.04,64.07,15489.17,52.26,0.61,0.01,0.19,0.83,555.0,2.91
2024-03-10 12:30:00,20240310123003,3,2024,3,10,12,30,0.74,1018.94,20.13,61.26,15863.92,56.42,-0.05,-0.02,0.04,-0.12,728.25,5.24,0.0,1018.82,19.92,60.47,12893.33,36.4,-1.22,-0.07,-0.19,-1.68,-439.17,-1.45,1.22,1019.06,20.48,62.1,20615.0,90.29,0.88,0.02,0.27,0.99,1792.5,13.18
2024-03-10 12:40:00,20240310124003,3,2024,3,10,12,40,0.28,1018.75,21.16,58.39,19428.75,80.85,0.08,-0.01,0.08,-0.39,-271.75,-1.88,0.0,1018.68,20.77,57.12,17897.5,71.54,-0.52,-0.07,-0.16,-1.46,-1419.17,-11.95,0.78,1018.79,21.36,59.85,21186.67,92.56,0.78,0.05,0.29,0.63,590.83,4.22
2024-03-10 12:50:00,20240310125003,3,2024,3,10,12,50,0.66,1018.65,21.62,56.43,21337.75,97.65,-0.08,-0.02,0.07,-0.13,533.58,3.43,0.0,1018.53,21.2,55.76,18557.5,79.21,-1.31,-0.11,-0.46,-1.1,-1727.5,-17.34,1.74,1018.72,21.98,57.61,23530.0,110.89,1.14,0.03,0.34,1.2,2300.0,16.12
2024-03-10 13:00:00,20240310130003,3,2024,3,10,13,0,0.68,1018.41,22.39,53.09,20658.17,89.22,0.04,-0.01,0.06,-0.31,-285.58,-2.24,0.17,1018.37,22.14,52.03,20354.17,83.43,-1.14,-0.07,-0.1,-1.5,-1633.33,-10.97,1.83,1018.46,22.58,54.36,21600.0,94.86,1.66,0.05,0.16,0.95,170.83,0.53
2024-03-10 13:10:00,20240310131003,3,2024,3,10,13,10,0.59,1018.27,22.83,51.84,20598.0,87.6,0.1,-0.02,0.04,-0.23,-64.92,0.16,0.0,1018.18,22.58,50.39,19728.33,84.49,-0.61,-0.07,-0.11,-1.47,-850.0,-4.71,1.39,1018.38,23.1,52.78,21506.67,93.27,1.13,0.02,0.15,1.18,616.66,5.6
2024-03-10 13:20:00,20240310132003,3,2024,3,10,13,20,0.27,1018.03,23.39,50.49,23562.33,118.0,-0.14,-0.02,0.11,-0.04,375.25,3.0,0.0,1017.95,22.92,49.54,20261.67,91.52,-0.7,-0.07,-0.07,-0.82,-1500.0,-14.62,0.87,1018.12,24.07,51.29,25951.67,136.73,0.87,0.03,0.23,1.34,1485.0,13.72
2024-03-10 13:30:00,20240310133003,3,2024,3,10,13,30,0.33,1017.79,24.24,47.71,23372.75,112.85,0.06,-0.03,0.01,-0.31,-271.17,-2.66,0.0,1017.64,23.88,46.32,20769.17,88.39,-0.96,-0.07,-0.19,-1.72,-1599.17,-17.19,0.96,1017.92,24.47,49.49,25524.17,131.78,0.96,0.03,0.15,1.09,2076.66,18.88
2024-03-10 13:40:00,20240310134003,3,2024,3,10,13,40,0.21,1017.62,24.19,47.94,23114.83,120.15,0.01,-0.01,0.05,-0.06,584.75,6.95,0.0,1017.58,23.81,46.29,20379.17,88.57,-0.35,-0.06,-0.35,-1.75,-390.0,0.0,0.7,1017.66,24.69,49.3,26616.67,157.9,0.7,0.07,0.17,0.99,2660.0,23.61
2024-03-10 13:50:00,20240310135003,3,2024,3,10,13,50,0.15,1017.51,25.36,44.91,27208.75,161.88,-0.02,-0.01,0.07,-0.44,-274.08,-4.03,0.0,1017.42,24.82,41.92,23875.83,117.6,-0.7,-0.09,-0.47,-3.0,-2951.67,-30.42,0.52,1017.58,25.82,47.17,30463.33,189.23,0.35,0.08,0.2,1.68,1843.33,15.05
2024-03-10 14:00:00,20240310140003,3,2024,3,10,14,0,0.12,1017.49,24.95,43.08,19688.08,89.41,-0.05,0.0,-0.07,0.19,-730.0,-5.03,0.0,1017.45,24.7,41.75,16575.83,67.28,-0.78,-0.05,-0.25,-2.01,-2458.33,-20.48,0.78,1017.53,25.13,43.85,21425.83,104.53,0.52,0.02,0.03,1.29,715.84,8.36
2024-03-10 14:10:00,20240310141003,3,2024,3,10,14,10,0.24,1017.38,23.73,45.31,19352.33,91.48,0.03,-0.01,-0.14,0.27,319.67,2.32,0.0,1017.28,23.3,43.4,15828.33,63.64,-0.61,-0.06,-0.49,-0.61,-1022.5,-10.35,0.61,1017.45,24.39,46.81,22045.83,115.24,0.61,0.07,0.04,1.18,2009.17,16.66
2024-03-10 14:20:00,20240310142003,3,2024,3,10,14,20,0.41,1017.35,23.13,47.33,19411.92,85.64,-0.03,-0.01,-0.02,0.11,162.67,1.11,0.0,1017.28,22.81,46.65,15903.33,58.36,-0.96,-0.05,-0.27,-0.96,-2712.5,-20.49,0.96,1017.38,23.31,47.84,21399.17,101.56,0.61,0.04,0.24,0.78,2268.33,15.83
