DateTime,SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Std_Avg_WindSpeed(m/s),Std_Avg_Pressure(hpa),Std_Avg_Temperature(°C),Std_Avg_Humidity(%),Std_Avg_Sunlight(Lux),Std_Avg_Power(mW),Std_Min_WindSpeed(m/s),Std_Min_Pressure(hpa),Std_Min_Temperature(°C),Std_Min_Humidity(%),Std_Min_Sunlight(Lux),Std_Min_Power(mW),Std_Max_WindSpeed(m/s),Std_Max_Pressure(hpa),Std_Max_Temperature(°C),Std_Max_Humidity(%),Std_Max_Sunlight(Lux),Std_Max_Power(mW)
2024-05-18 07:40:00,20240518074007,7.0,2024.0,5.0,18.0,7.0,40.0,0.0,1006.72,28.24,60.13,32868.92,172.58,0.0,1006.64,27.81,58.38,30944.17,151.33,0.0,1006.76,28.68,61.22,35569.16,203.47,-0.0829726836457082,1.2541158363269989,-0.9227672009884568,0.2452998223515619,-0.1502717242413306,-0.469058049737898,0.0,1.244186185956312,-0.9403273992662208,0.2276324388105863,-0.0763118262280078,-0.3892223528553307,-0.0961533882255983,1.2489610243531353,-0.90454248274969,0.2395729673013696,-0.1877056875758986,-0.4982476059123299
2024-05-18 07:50:00,20240518075007,7.0,2024.0,5.0,18.0,7.0,50.0,0.0,1006.85,28.57,58.54,31069.08,152.45,0.0,1006.76,28.51,57.72,30644.17,148.87,0.0,1006.93,28.63,59.2,31675.0,157.69,-0.0829726836457082,1.304194364983638,-0.8874410414441769,0.1878800568128196,-0.1976344068778918,-0.503542304990885,0.0,1.2903095432613303,-0.8638198048046778,0.2038533132746237,-0.0848854917842669,-0.3939559534133516,-0.0961533882255983,1.3145889061367422,-0.9097847962389402,0.1664764968431371,-0.2814711641628651,-0.5649865109573278
2024-05-18 08:00:00,20240518080007,7.0,2024.0,5.0,18.0,8.0,0.0,0.0,1006.88,28.73,56.88,32947.83,172.34,0.0,1006.85,28.67,55.85,31625.83,157.69,0.0,1006.91,28.81,58.05,35633.33,200.72,-0.0829726836457082,1.3157509485197756,-0.870313206513617,0.1279323770679694,-0.1481952122809057,-0.4694691883996325,0.0,1.324902061240105,-0.8463323546420395,0.1364791242560636,-0.0568307433510758,-0.3769842636077646,-0.0961533882255983,1.3068679788680877,-0.89091246767764,0.1248621696020638,-0.186160571136773,-0.5022566052324204
2024-05-18 08:10:00,20240518081007,7.0,2024.0,5.0,18.0,8.0,10.0,0.0,1006.89,30.12,53.56,52376.16,457.73,0.0,1006.83,28.84,48.13,37237.5,217.51,0.0,1006.93,32.04,56.21,63147.57,655.2,-0.0829726836457082,1.3196031430318214,-0.7215151405543779,0.0080370175782687,0.3630601370548031,0.0194260727354886,0.0,1.3172148350226092,-0.8277519388442365,-0.1416645865585273,0.1035445292892327,-0.2618769524773554,-0.0961533882255983,1.3145889061367422,-0.5522590162720863,0.058279246016347,0.476340668290516,0.1602924896747569
2024-05-18 08:20:00,20240518082007,7.0,2024.0,5.0,18.0,8.0,20.0,0.0,1006.82,32.31,46.75,41194.49,288.58,0.0,1006.78,31.83,45.37,31581.67,160.68,0.0,1006.87,32.66,48.63,54628.59,494.75,-0.0829726836457082,1.2926377814475007,-0.4870778999423393,-0.2378929216159667,0.0688151555249125,-0.2703410298995222,0.0,1.297996769478826,-0.5009552139299326,-0.2411045660725523,-0.0580927869209572,-0.3712308222791133,-0.0961533882255983,1.2914261243307787,-0.4872543290053858,-0.2160134500595953,0.2712165286211561,-0.0736143979283425
2024-05-18 08:30:00,20240518083007,7.0,2024.0,5.0,18.0,8.0,30.0,0.0,1006.72,31.78,46.95,44737.32,341.71,0.0,1006.66,31.48,45.52,32936.66,173.76,0.0,1006.8,32.27,48.25,63952.57,668.64,-0.0829726836457082,1.2541158363269989,-0.5438138531498191,-0.2306703095985147,0.1620445164265974,-0.1793252086580317,0.0,1.251873412173808,-0.5392090111607037,-0.2357002193598333,-0.0193686832807053,-0.3460619217511,-0.0961533882255983,1.2644028788904442,-0.5281443742215356,-0.2297642712349065,0.4957238494265011,0.1798855627154901
2024-05-18 08:40:00,20240518084007,7.0,2024.0,5.0,18.0,8.0,40.0,0.0,1006.66,32.12,46.52,42947.38,298.16,0.0,1006.58,31.89,45.73,33799.16,182.53,0.0,1006.71,32.59,47.02,58872.81,545.54,-0.0829726836457082,1.2310026692546805,-0.5074172039223798,-0.2461989254360362,0.1149423517016848,-0.2539297449852839,0.0,1.2211245073038248,-0.494397420118943,-0.2281341339620274,0.0052806051935396,-0.3291864433389688,-0.0961533882255983,1.229658706181499,-0.4945935678903351,-0.2742735081970976,0.3734109199763994,0.0004281749688928
2024-05-18 08:50:00,20240518085007,7.0,2024.0,5.0,18.0,8.0,50.0,0.0,1006.59,32.41,45.07,32644.01,177.44,0.0,1006.56,31.75,43.57,25327.5,99.47,0.0,1006.62,32.94,46.72,55126.32,475.85,-0.0829726836457082,1.2040373076703597,-0.47637300311074,-0.2985628625625622,-0.1561902175250609,-0.4607324918377729,0.0,1.2134372810862857,-0.5096989390112516,-0.3059567266251771,-0.236829993294254,-0.4890128101475913,-0.0961533882255983,1.1949145334725098,-0.4578973734655853,-0.2851294196512907,0.2832011133998069,-0.1011671568918736
2024-05-18 09:00:00,20240518090007,7.0,2024.0,5.0,18.0,9.0,0.0,0.0,1006.48,31.12,48.46,26856.42,117.27,0.0,1006.44,30.88,46.59,23329.17,87.03,0.0,1006.53,31.58,49.29,42241.66,272.1,-0.0829726836457082,1.1616631680378118,-0.6144661722383786,-0.1761395888667533,-0.3084903044219715,-0.5638083804901441,0.0,1.1673139237813108,-0.6047869492705977,-0.1971492128091063,-0.2939400369310517,-0.5129502048393716,-0.0961533882255983,1.1601703607635208,-0.6004883003731869,-0.1921304448603709,-0.0270419905201709,-0.3981975610622165
2024-05-18 09:10:00,20240518091007,7.0,2024.0,5.0,18.0,9.0,10.0,0.0,1006.45,34.09,41.87,83458.91,1138.77,0.0,1006.4,31.13,36.33,58696.71,519.17,0.0,1006.49,36.04,48.63,117758.2,2178.21,-0.0829726836457082,1.1501065845016745,-0.2965307363398605,-0.4141246548417918,1.1810008560751462,1.1861005485176217,0.0,1.1519394713462756,-0.5774628083914753,-0.5668065279590682,0.7168248280943366,0.3185856265196232,-0.0961533882255983,1.1447285062262118,-0.1328739371320816,-0.2160134500595953,1.7912819518187943,2.38056378221696
2024-05-18 09:20:00,20240518092007,7.0,2024.0,5.0,18.0,9.0,20.0,0.0,1006.41,36.58,34.08,64541.59,643.26,0.0,1006.37,36.01,32.94,59286.09,542.3,0.0,1006.46,37.07,36.33,71542.58,777.75,-0.0829726836457082,1.1346978064534474,-0.0299788052330228,-0.6954453929215413,0.6831927045204118,0.3372533890338838,0.0,1.140408632020032,-0.044095578431006,-0.6889447636665117,0.7336686514461631,0.3630930171322338,-0.0961533882255983,1.13314711532323,-0.0248822792535303,-0.6611058196815074,0.6784797980649342,0.3389480775573361
2024-05-18 09:30:00,20240518093007,7.0,2024.0,5.0,18.0,9.0,30.0,0.0,1006.42,39.67,28.97,98440.18,1504.71,0.0,1006.38,37.38,25.67,78088.59,924.96,0.0,1006.46,41.6,32.3,117758.2,2385.7,-0.0829726836457082,1.1385500009654932,0.3008025068634153,-0.8799831299674359,1.57523208579703,1.812984222997408,0.0,1.1442522451287798,0.1056407135865852,-0.9508754343429464,1.2710231401847032,1.09941805352746,-0.0961533882255983,1.13314711532323,0.4500713228725249,-0.8069368968828331,1.7912819518187943,2.683046425462625
2024-05-18 09:40:00,20240518094007,7.0,2024.0,5.0,18.0,9.0,40.0,0.0,1006.38,42.54,23.79,85159.65,1118.23,0.0,1006.29,41.77,23.31,53843.36,440.29,0.0,1006.42,43.12,25.01,117758.2,1916.77,-0.0829726836457082,1.12314122291731,0.6080330459303329,-1.0670487812194387,1.2257557281011624,1.1509139313841712,0.0,1.1096597271500053,0.5854526274239747,-1.0359038226230546,0.578121495669436,0.1668025322038981,-0.0961533882255983,1.117705260785877,0.6094376529457263,-1.0707355452197225,1.7912819518187943,1.9994318614007904
2024-05-18 09:50:00,20240518095007,7.0,2024.0,5.0,18.0,9.0,50.0,0.0,1006.31,41.3,24.38,71783.54,823.71,0.0,1006.26,40.83,23.67,51890.15,408.48,0.0,1006.37,41.92,24.95,97983.59,1428.29,-0.0829726836457082,1.0961758613329455,0.4752923252184936,-1.045742075767956,0.8737641883855579,0.646378270325564,0.0,1.0981288878237616,0.4827138577184739,-1.0229333905125295,0.5223009313322998,0.1055928436873765,-0.0961533882255983,1.098402942614241,0.4836221292037253,-1.0729067275105608,1.3151392840877842,1.2873169567179483
2024-05-18 10:00:00,20240518100007,7.0,2024.0,5.0,18.0,10.0,0.0,0.0,1006.21,43.94,21.23,113221.99,1918.08,0.0,1006.16,42.04,19.13,88057.66,1149.21,0.0,1006.23,45.23,23.67,117758.2,2202.08,-0.0829726836457082,1.0576539162124874,0.7579016015727318,-1.159498215042822,1.9642145374727056,2.5211191755024887,0.0,1.059692756736239,0.6149626995734265,-1.1865049510174834,1.5559280471411567,1.5309261531763114,-0.0961533882255983,1.0443564517336157,0.8306632821920786,-1.1192252830484508,1.7912819518187943,2.415361896315345
2024-05-18 10:10:00,20240518101007,7.0,2024.0,5.0,18.0,10.0,10.0,0.0,1006.13,45.7,18.01,84321.77,1165.81,0.0,1006.1,44.46,17.12,42650.62,275.12,0.0,1006.19,46.34,19.37,117758.2,2099.14,-0.0829726836457082,1.0268363601160773,0.9463077858088912,-1.275782268523797,1.203706965695881,1.2324221710730496,0.0,1.0366310780837518,0.8794603832833315,-1.2589231969679142,0.2582454642755573,-0.1510221849376883,-0.0961533882255983,1.0289145971963063,0.9470426416534306,-1.2748266805585502,1.7912819518187943,2.265294118129848
2024-05-18 10:20:00,20240518102007,7.0,2024.0,5.0,18.0,10.0,20.0,0.0,1006.02,44.54,19.0,89368.3,1272.59,0.0,1005.93,43.88,17.67,60236.64,552.38,0.0,1006.1,45.31,19.83,117758.2,2391.38,-0.0829726836457082,0.9844622204835296,0.8221309825623315,-1.2400303390374103,1.336506102733554,1.415344613989789,0.0,0.9712896552349504,0.8160683764437677,-1.239107259021279,0.7608343107611703,0.3824892340529047,-0.0961533882255983,0.9941704244873176,0.8390509837748793,-1.258180949662121,1.7912819518187943,2.691326831331031
2024-05-18 10:30:00,20240518103007,7.0,2024.0,5.0,18.0,10.0,30.0,0.0,1005.84,45.09,18.36,104232.22,1543.79,0.0,1005.79,44.51,17.88,74595.47,800.09,0.0,1005.92,45.99,19.2,117758.2,1970.67,-0.0829726836457082,0.9151227192666612,0.8810079151361316,-1.2631426974932565,1.72764927417948,1.8799313017498536,0.0,0.9174790717124364,0.8849252114591557,-1.231541173623473,1.1711936647584371,0.8591397195111744,-0.0961533882255983,0.9246820790693392,0.91034644722868,-1.2809783637159262,1.7912819518187943,2.0780082480745645
2024-05-18 10:40:00,20240518104007,7.0,2024.0,5.0,18.0,10.0,40.0,0.0,1005.82,47.65,15.96,115306.9,2035.77,0.0,1005.73,46.23,14.79,97753.59,1403.93,0.0,1005.86,48.56,17.82,117758.2,2279.31,-0.0829726836457082,0.9074183302425696,1.1550532740250892,-1.3498140417026785,2.0190788202177234,2.722731296750579,0.0,0.8944173930599492,1.0729153007075178,-1.342870715905479,1.833026917397488,2.021065475997071,-0.0961533882255983,0.9015192972633758,1.179801360576133,-1.3309155564052138,1.7912819518187943,2.5279491754028327
2024-05-18 10:50:00,20240518105007,7.0,2024.0,5.0,18.0,10.0,50.0,0.0,1005.6,48.12,15.07,101066.85,1496.61,0.0,1005.53,47.73,14.18,75166.88,856.31,0.0,1005.7,48.86,15.53,117758.2,2037.37,-0.0829726836457082,0.8226700509774743,1.2053662891336088,-1.3819546651803392,1.6443527507455684,1.799108293163866,0.0,0.8175451308849041,1.236860145982252,-1.3648483925372017,1.187523925543444,0.9673198103127724,-0.0961533882255983,0.839751879114096,1.211255241511633,-1.4137823471722202,1.7912819518187943,2.1752447043109417
2024-05-18 11:00:00,20240518110007,7.0,2024.0,5.0,18.0,11.0,0.0,0.0,1005.43,48.68,14.72,113523.32,1899.85,0.0,1005.33,47.68,13.22,86828.59,1119.69,0.0,1005.51,49.8,15.8,117758.2,2172.19,-0.0829726836457082,0.7571827442726079,1.2653137113905686,-1.39459423621088,1.97214401851484,2.489889767988233,0.0,0.7406728687099029,1.231395317806428,-1.3994362114986016,1.5208025967237186,1.4741229464800611,-0.0961533882255983,0.7664030700617905,1.3098107351095338,-1.4040120268634464,1.7912819518187943,2.371787718250798
2024-05-18 11:10:00,20240518111007,7.0,2024.0,5.0,18.0,11.0,10.0,0.0,1005.22,47.03,16.38,94844.63,1307.53,0.0,1005.1,46.0,14.53,75871.25,864.55,0.0,1005.31,48.61,17.54,117758.2,1883.79,-0.0829726836457082,0.6762866595196022,1.08868291366917,-1.3346465564660297,1.4806154012284645,1.4751995508273137,0.0,0.6522697672086142,1.0477770910987254,-1.3522382502075243,1.2076540349029845,0.9831754479542733,-0.0961533882255983,0.6891937973751578,1.1850436740653827,-1.3410477404291272,1.7912819518187943,1.951353025918396
2024-05-18 11:20:00,20240518112007,7.0,2024.0,5.0,18.0,11.0,20.0,0.0,1005.02,44.73,18.66,81903.72,1057.93,0.0,1004.9,43.51,16.16,62204.21,595.23,0.0,1005.15,47.05,20.05,117758.2,2128.18,-0.0829726836457082,0.5992427692785984,0.8424702865423711,-1.2523087794670786,1.1400761236491783,1.0476153426233603,0.0,0.5753975050335692,0.7756286479426661,-1.2935110159293144,0.8170652678895993,0.4649423982444466,-0.0961533882255983,0.627426379225878,1.0214834932007808,-1.250219947929046,1.7912819518187943,2.3076291509500035
2024-05-18 11:30:00,20240518113007,7.0,2024.0,5.0,18.0,11.0,30.0,0.0,1004.81,42.8,20.88,96700.62,1422.39,0.0,1004.72,42.34,20.27,71621.64,767.39,0.0,1004.94,43.05,21.62,117758.2,2110.52,-0.0829726836457082,0.5183466845255489,0.6358657776924925,-1.1721377860733633,1.5294556677780635,1.6719636620224505,0.0,0.5062124690760637,0.6477516686283739,-1.145431916000821,1.0862049186212035,0.7962174681911411,-0.0961533882255983,0.5463566429049619,0.6020984140607761,-1.193407344652103,1.7912819518187943,2.2818840862253498
2024-05-18 11:40:00,20240518114007,7.0,2024.0,5.0,18.0,11.0,40.0,0.0,1004.62,44.39,19.01,109423.21,1657.48,0.0,1004.49,43.22,17.93,87017.27,1090.8,0.0,1004.72,45.6,21.1,117758.2,2183.26,-0.0829726836457082,0.4451549887966347,0.8060736373149318,-1.2396692084365375,1.86424986753198,2.074691111969034,0.0,0.417809367574775,0.7439326445228842,-1.2297397247192332,1.5261948607809022,1.4185320033413529,-0.0961533882255983,0.4614264429496747,0.8694564020125295,-1.2122242578393707,1.7912819518187943,2.3879257627865806
2024-05-18 11:50:00,20240518115007,7.0,2024.0,5.0,18.0,11.0,50.0,0.0,1004.5,44.43,19.01,89871.6,1141.34,0.0,1004.45,42.56,17.0,71415.0,732.88,0.0,1004.53,46.23,21.13,107413.59,1530.05,-0.0829726836457082,0.3989286546520412,0.8103555960475717,-1.2396692084365375,1.3497504123227295,1.1905031583536958,0.0,0.4024349151397835,0.6717969126020015,-1.2632466743380897,1.0802993777860523,0.7298123644280113,-0.0961533882255983,0.3880776338973692,0.9355095519770796,-1.2111386666939512,1.5421994059664674,1.4356645097406435
2024-05-18 12:00:00,20240518120007,7.0,2024.0,5.0,18.0,12.0,0.0,0.0,1004.43,43.08,20.67,113009.06,1840.6,0.0,1004.38,42.49,20.08,97742.81,1358.49,0.0,1004.48,43.66,21.67,117758.2,2180.21,-0.0829726836457082,0.3719632930676768,0.6658394888209725,-1.1797215286916871,1.958611297177011,2.388389910872512,0.0,0.3755296233785046,0.6641461531558471,-1.1522774218369314,1.8327188370151664,1.933628561624524,-0.0961533882255983,0.368775315725733,0.6660546386296268,-1.191598026076404,1.7912819518187943,2.3834794180861163
2024-05-18 12:10:00,20240518121007,7.0,2024.0,5.0,18.0,12.0,10.0,0.0,1004.31,44.65,18.92,117665.66,2026.41,0.0,1004.12,43.97,18.35,116832.8,1749.52,0.0,1004.46,45.43,19.68,117758.2,2129.86,-0.0829726836457082,0.3257369589230833,0.8339063690770914,-1.242919383844391,2.081149449437996,2.7066968889429304,0.0,0.2755956825509724,0.8259050671602515,-1.2146075539236207,2.378289469456269,2.686059385284235,-0.0961533882255983,0.3610543884570785,0.8516325361490792,-1.2636089053892174,1.7912819518187943,2.3100782850800954
2024-05-18 12:20:00,20240518122007,7.0,2024.0,5.0,18.0,12.0,20.0,0.0,1004.05,42.04,22.11,103097.86,1537.7,0.0,1003.94,40.81,18.7,86411.72,1071.61,0.0,1004.13,44.58,23.91,117758.2,2068.8,-0.0829726836457082,0.2255799016098047,0.5545085617723333,-1.1277187221660343,1.6977986581938316,1.869498658208339,0.0,0.2064106465934668,0.4805279264481445,-1.2019974115939436,1.508888916855593,1.381606070533052,-0.0961533882255983,0.2336590885241477,0.762513206831828,-1.1105405538850963,1.7912819518187943,2.22106392199474
2024-05-18 12:30:00,20240518123007,7.0,2024.0,5.0,18.0,12.0,30.0,0.0,1003.93,41.04,23.91,73418.16,851.04,0.0,1003.86,39.97,23.19,45958.67,332.66,0.0,1004.04,41.64,25.55,90194.14,1221.5,-0.0829726836457082,0.1793535674652112,0.447459593456334,-1.0627152140089675,0.9167791165410474,0.6931966854305882,0.0,0.1756617417234401,0.3887188130942929,-1.0402272999932296,0.352785845420167,-0.0403021133488593,-0.0961533882255983,0.1989149158151586,0.4542651736639249,-1.051194904602175,1.1275811222248038,0.9858547860264876
2024-05-18 12:40:00,20240518124007,7.0,2024.0,5.0,18.0,12.0,40.0,0.0,1003.82,39.09,27.36,62834.02,644.08,0.0,1003.77,38.48,25.92,45865.23,330.34,0.0,1003.85,39.67,28.43,80043.59,994.51,-0.0829726836457082,0.1369794278327073,0.2387141052401359,-0.9381251567079232,0.6382581014502984,0.3386581127948104,0.0,0.1410692237446654,0.2258669334547232,-0.9418681898217484,0.3501154343882443,-0.0447663220052043,-0.0961533882255983,0.1255661067628971,0.2477180221874727,-0.9469781546419224,0.8831712473429727,0.6549446930565435
2024-05-18 12:50:00,20240518125007,7.0,2024.0,5.0,18.0,12.0,50.0,0.0,1003.77,39.5,27.02,57111.87,527.22,0.0,1003.7,38.32,26.1,45955.08,334.53,0.0,1003.84,40.09,29.39,79215.23,972.98,-0.0829726836457082,0.1177184552724345,0.2826041822496952,-0.9504035971375914,0.487680064264327,0.1384678460852191,0.0,0.1141639319834303,0.2083794832920852,-0.935382973766486,0.3526832472223439,-0.0367038072336159,-0.0961533882255983,0.1217056431285698,0.2917534554971734,-0.9122392379885048,0.8632255927767557,0.6235578729250713
2024-05-18 13:00:00,20240518130007,7.0,2024.0,5.0,18.0,13.0,0.0,0.0,1003.71,37.3,30.93,48603.31,370.63,0.0,1003.67,36.64,29.76,45394.45,322.42,0.0,1003.74,38.13,31.83,52519.06,426.01,-0.0829726836457082,0.0946052882001596,0.0470964519544965,-0.8092015321964078,0.2637778135230723,-0.1297829999190159,0.0,0.1026330926571429,0.0247612565843826,-0.8035169139761488,0.3366610668196585,-0.0600062067285884,-0.0961533882255983,0.0831010067852534,0.086254766718571,-0.823944491494402,0.2204222402959453,-0.1738248027512596
2024-05-18 13:10:00,20240518131007,7.0,2024.0,5.0,18.0,13.0,10.0,0.0,1003.6,36.77,32.44,50689.12,407.42,0.0,1003.53,36.57,31.47,45973.05,335.34,0.0,1003.69,36.93,33.19,58296.01,529.02,-0.0829726836457082,0.052231148567612,-0.0096395012529824,-0.7546708114646464,0.3186657797146038,-0.0667588692306207,0.0,0.0488225091346289,0.0171104971382283,-0.7419073614511553,0.3531968097891638,-0.0351451826596334,-0.0961533882255983,0.0637986886136172,-0.0395607570234305,-0.7747310262353939,0.3595224493189632,-0.0236549773103418
2024-05-18 13:20:00,20240518132007,7.0,2024.0,5.0,18.0,13.0,20.0,0.0,1003.48,35.71,35.33,39892.92,254.22,0.0,1003.4,34.98,33.8,35115.0,195.48,0.0,1003.54,36.07,37.54,45160.86,322.95,-0.0829726836457082,0.0060048144230185,-0.1231114076679419,-0.6503040678124672,0.0345644183264566,-0.3292023816378548,0.0,-0.0011444612791371,-0.1566710388529905,-0.657959842513591,0.0428858454786995,-0.3042676924339404,-0.0961533882255983,0.0058917340986207,-0.1297285490385315,-0.6173203101495958,0.0432479254700995,-0.3240675190889064
