DateTime,SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_WindSpeed(m/s),Avg_Diff_Pressure(hpa),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_WindSpeed(m/s),Min_Diff_Pressure(hpa),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW)
2024-04-22 07:30:00,20240422073005,5,2024,4,22,7,30,0.85,1005.07,36.89,37.8,24464.75,125.57,-0.11,-0.0,0.04,-0.12,274.5,4.1,0.0,1005.03,36.66,37.12,23227.5,110.86,-1.14,-0.04,-0.21,-0.8,-180.0,-4.78,1.31,1005.13,37.18,38.81,24976.67,133.02,0.53,0.02,0.19,0.47,1174.17,19.62
2024-04-22 07:40:00,20240422074005,5,2024,4,22,7,40,0.46,1005.16,38.36,35.6,27570.67,180.25,0.12,0.0,0.22,-0.37,524.58,8.86,0.0,1005.05,37.33,33.08,24924.17,135.43,-0.61,-0.07,0.02,-1.75,125.84,-0.28,1.22,1005.25,39.39,37.15,30044.17,221.08,0.87,0.11,0.37,0.85,727.5,21.1
2024-04-22 07:50:00,20240422075005,5,2024,4,22,7,50,0.26,1005.2,40.03,32.8,30411.67,225.09,-0.09,0.01,0.08,-0.15,42.67,-0.86,0.0,1005.14,39.54,32.43,29791.67,195.52,-1.05,-0.03,-0.18,-0.49,-511.66,-19.36,1.13,1005.24,40.37,33.54,30987.5,248.49,0.52,0.04,0.35,0.56,540.83,16.01
2024-04-22 08:00:00,20240422080005,5,2024,4,22,8,0,0.27,1005.25,40.74,31.28,28538.17,224.68,-0.03,-0.0,0.11,-0.23,83.58,22.54,0.0,1005.23,40.25,30.16,26849.17,144.48,-0.96,-0.02,-0.28,-0.94,-1687.5,-152.2,0.96,1005.28,41.34,32.16,31306.67,437.66,0.61,0.05,0.75,0.89,2209.17,247.2
2024-04-22 08:10:00,20240422081005,5,2024,4,22,8,10,0.21,1005.26,42.78,28.46,28023.83,351.36,0.02,0.01,0.31,-0.37,-299.58,-4.39,0.0,1005.23,42.0,26.48,26613.33,214.5,-1.13,-0.03,-0.27,-1.52,-2671.67,-121.23,1.13,1005.3,44.41,29.46,30151.67,433.86,1.13,0.06,0.67,0.71,1357.5,140.39
2024-04-22 08:20:00,20240422082005,5,2024,4,22,8,20,0.55,1005.26,45.23,24.5,31692.25,522.59,0.05,0.0,0.15,-0.21,488.33,19.62,0.0,1005.24,44.8,23.86,29146.67,416.03,-0.87,-0.04,-0.23,-0.95,-13.33,-16.75,1.65,1005.29,45.95,25.94,33194.16,595.28,0.87,0.03,0.39,0.56,1050.0,69.09
2024-04-22 08:30:00,20240422083005,5,2024,4,22,8,30,0.78,1005.24,46.94,22.55,37281.85,691.74,0.07,-0.01,0.18,-0.33,807.83,21.0,0.0,1005.17,46.12,20.78,33472.5,578.73,-1.66,-0.05,-0.23,-1.67,247.97,-27.11,1.92,1005.31,47.76,23.69,41272.42,823.32,1.14,0.02,0.58,0.76,1852.5,93.34
2024-04-22 08:40:00,20240422084005,5,2024,4,22,8,40,0.75,1005.21,47.69,20.94,39998.54,692.61,-0.14,0.0,0.0,-0.01,-222.16,-11.29,0.0,1005.12,47.32,20.05,37761.66,381.19,-1.92,-0.15,-0.3,-1.51,-1890.31,-284.66,2.18,1005.27,47.89,21.61,41396.41,800.46,1.57,0.11,0.46,0.79,2015.84,419.27
2024-04-22 08:50:00,20240422085005,5,2024,4,22,8,50,0.21,1005.23,48.66,19.82,47193.1,698.96,0.0,0.0,0.21,-0.31,2115.17,9.34,0.0,1005.19,47.95,17.85,36113.59,319.92,-0.61,-0.03,-0.61,-1.73,-4213.91,-493.73,0.78,1005.26,49.85,20.68,60202.5,869.56,0.61,0.05,0.49,1.23,11176.56,451.39
2024-04-22 09:00:00,20240422090005,5,2024,4,22,9,0,0.48,1005.18,50.01,18.07,63973.42,784.59,0.1,-0.0,-0.07,0.07,782.18,12.63,0.0,1005.14,49.19,17.31,61623.82,489.38,-0.95,-0.05,-0.44,-0.55,-907.42,-321.63,1.39,1005.24,50.97,18.59,68024.3,906.75,0.96,0.04,0.47,0.92,4078.9,276.06
2024-04-22 09:10:00,20240422091005,5,2024,4,22,9,10,0.43,1005.15,49.09,18.79,69234.31,828.96,-0.04,-0.0,-0.08,0.09,279.59,3.27,0.0,1005.1,48.41,17.69,67575.08,559.59,-1.04,-0.07,-0.83,-1.23,-1814.85,-319.45,1.39,1005.21,49.54,19.73,71048.44,939.47,0.95,0.05,0.16,0.87,2919.92,354.11
2024-04-22 09:20:00,20240422092005,5,2024,4,22,9,20,0.64,1005.15,48.25,19.81,66913.65,850.24,0.0,-0.0,-0.02,0.03,-644.72,-15.06,0.0,1005.1,48.0,19.33,63860.93,768.74,-1.13,-0.06,-0.19,-1.12,-5446.33,-143.03,1.22,1005.19,48.43,20.45,69673.83,925.52,1.22,0.03,0.25,0.67,4033.98,111.44
2024-04-22 09:30:00,20240422093005,5,2024,4,22,9,30,0.77,1005.14,47.55,21.01,65495.55,814.45,-0.04,-0.0,-0.05,0.15,577.52,12.65,0.17,1005.1,47.24,20.29,61918.51,729.3,-0.95,-0.08,-0.34,-0.38,-4423.91,-111.29,1.83,1005.19,48.07,21.52,70148.2,915.38,1.05,0.05,0.35,0.64,4898.29,123.83
2024-04-22 09:40:00,20240422094005,5,2024,4,22,9,40,0.32,1005.05,47.59,20.54,64625.5,766.65,0.04,-0.01,-0.07,-0.07,-1486.73,-36.3,0.0,1005.01,46.98,20.06,55280.86,552.41,-1.31,-0.03,-0.47,-0.75,-14398.36,-364.9,1.31,1005.11,47.87,20.97,73488.59,999.72,0.87,0.04,0.23,0.44,5918.9,163.02
2024-04-22 09:50:00,20240422095005,5,2024,4,22,9,50,0.87,1004.98,45.3,23.52,56791.85,580.94,-0.05,-0.02,-0.23,0.37,377.52,8.0,0.0,1004.85,44.67,21.9,52776.01,495.47,-1.05,-0.1,-0.6,-0.43,-1899.3,-42.88,2.26,1005.12,46.65,24.72,60238.43,655.35,1.13,0.05,0.11,1.33,3539.84,80.99
2024-04-22 10:00:00,20240422100005,5,2024,4,22,10,0,0.46,1004.76,44.36,25.48,48744.0,431.69,0.16,-0.01,-0.02,0.11,-1201.75,-22.12,0.0,1004.73,43.99,24.32,42496.09,316.34,-1.83,-0.09,-0.18,-0.57,-7011.4,-127.36,1.83,1004.8,44.63,25.94,56411.09,580.07,1.57,0.04,0.33,0.68,8808.27,157.57
2024-04-22 10:10:00,20240422101005,5,2024,4,22,10,10,0.99,1004.73,42.87,27.71,37075.38,243.81,-0.09,-0.0,-0.27,0.43,-1354.36,-21.47,0.0,1004.7,41.75,25.9,33495.0,196.46,-1.22,-0.06,-0.5,0.17,-10197.26,-167.01,1.92,1004.76,44.28,29.64,39285.83,275.04,1.48,0.05,-0.18,0.77,2060.83,27.54
2024-04-22 10:20:00,20240422102005,5,2024,4,22,10,20,0.68,1004.67,40.93,30.86,44454.85,322.14,0.02,-0.0,-0.08,0.13,1720.74,21.88,0.0,1004.64,40.61,29.85,34736.66,203.44,-0.78,-0.05,-0.37,-0.58,-1151.79,-13.93,1.22,1004.72,41.56,31.5,50702.42,415.27,0.87,0.03,0.2,0.52,3574.16,45.39
2024-04-22 10:30:00,20240422103005,5,2024,4,22,10,30,0.57,1004.75,42.15,28.82,56856.9,518.18,0.04,0.01,0.17,-0.33,6.83,0.11,0.0,1004.67,41.06,26.91,50770.7,416.4,-0.52,-0.04,-0.22,-1.53,-15485.47,-328.28,1.31,1004.81,42.84,30.81,69999.06,798.37,0.7,0.05,0.42,0.32,8076.95,197.91
2024-04-22 10:40:00,20240422104005,5,2024,4,22,10,40,0.92,1004.69,42.19,29.13,50915.71,435.32,-0.0,-0.01,-0.1,0.25,-189.93,-1.4,0.26,1004.64,41.59,27.56,47627.97,381.04,-1.48,-0.04,-0.4,-0.06,-2907.34,-52.67,2.09,1004.74,42.61,30.08,54333.9,499.12,1.22,0.02,0.03,0.83,2770.78,60.84
2024-04-22 10:50:00,20240422105005,5,2024,4,22,10,50,0.5,1004.56,41.9,30.13,50486.79,428.71,-0.01,-0.02,0.01,0.07,1482.06,26.94,0.0,1004.47,41.66,29.78,45327.97,344.0,-0.96,-0.08,-0.23,-0.66,-2483.29,-42.4,1.65,1004.63,42.25,30.8,63692.03,671.81,1.65,0.04,0.18,0.53,7453.44,152.33
2024-04-22 11:00:00,20240422110005,5,2024,4,22,11,0,1.18,1004.35,43.14,28.56,84042.72,1113.55,0.0,-0.01,0.26,-0.4,2418.59,41.09,0.0,1004.26,42.06,26.7,80169.37,1038.13,-0.87,-0.08,0.02,-1.16,-1972.97,-115.61,1.74,1004.48,44.25,30.44,89850.94,1198.36,1.74,0.07,0.65,0.26,17145.78,427.86
2024-04-22 11:10:00,20240422111005,5,2024,4,22,11,10,0.8,1004.36,45.49,25.1,90911.99,1039.03,-0.04,-0.0,0.18,-0.22,-442.75,-12.42,0.0,1004.33,44.67,24.42,83450.47,911.68,-1.13,-0.04,-0.2,-0.87,-9692.34,-219.63,1.74,1004.39,46.03,26.33,99731.95,1158.46,1.22,0.03,0.42,0.23,6210.0,149.03
2024-04-22 11:20:00,20240422112005,5,2024,4,22,11,20,1.12,1004.27,45.13,24.85,80762.7,978.13,0.03,-0.01,-0.12,0.12,1573.34,41.54,0.52,1004.2,44.5,23.46,69770.86,767.2,-1.05,-0.06,-0.65,-0.89,-4222.66,-68.42,1.74,1004.34,45.91,25.73,99183.9,1373.94,1.22,0.04,0.31,1.06,14073.13,333.14
2024-04-22 11:30:00,20240422113005,5,2024,4,22,11,30,1.19,1004.12,46.56,23.31,115234.85,1279.6,-0.02,-0.02,0.23,-0.32,1857.43,-4.38,0.35,1004.0,45.3,22.48,109253.59,1026.43,-1.39,-0.13,-0.38,-0.93,-8504.61,-315.89,2.61,1004.2,47.14,24.8,117758.2,1563.86,1.48,0.05,0.61,0.64,16157.5,278.04
2024-04-22 11:40:00,20240422114005,5,2024,4,22,11,40,1.43,1003.89,47.98,21.32,116371.73,1310.15,0.09,-0.02,0.13,-0.23,-1386.47,-42.58,0.52,1003.77,47.17,20.2,103893.51,904.29,-0.96,-0.07,-0.13,-1.08,-13864.69,-421.08,2.35,1004.01,48.6,22.28,117758.2,1441.09,1.31,0.05,0.44,0.47,0.0,182.81
2024-04-22 11:50:00,20240422115005,5,2024,4,22,11,50,1.46,1003.76,47.29,21.95,105822.46,1221.7,-0.11,-0.01,-0.04,0.15,996.01,21.21,0.0,1003.68,46.1,20.25,71531.8,601.74,-2.7,-0.05,-0.7,-0.53,-44301.94,-540.34,2.7,1003.83,48.06,23.08,117758.2,1794.91,2.09,0.07,0.67,1.06,32261.09,957.86
2024-04-22 12:00:00,20240422120005,5,2024,4,22,12,0,1.8,1003.6,45.63,24.5,71300.9,712.32,0.1,-0.02,-0.42,0.54,-5347.5,-56.09,0.87,1003.51,43.83,21.58,47498.59,353.22,-1.13,-0.09,-0.66,-0.1,-26058.28,-589.12,2.96,1003.67,47.77,27.03,98995.23,1345.45,1.22,0.04,-0.28,0.98,10833.36,365.83
2024-04-22 12:10:00,20240422121005,5,2024,4,22,12,10,2.31,1003.45,41.45,30.81,66669.99,722.88,-0.08,-0.01,-0.26,0.45,3769.3,86.01,0.96,1003.35,40.32,27.7,53992.5,456.59,-1.65,-0.06,-0.68,-1.21,-15528.6,-303.93,3.05,1003.57,43.15,32.86,100558.51,1500.62,1.31,0.06,0.78,1.2,41444.92,958.03
2024-04-22 12:20:00,20240422122005,5,2024,4,22,12,20,2.24,1003.13,40.72,32.6,72860.76,895.2,0.04,-0.03,0.02,0.03,1968.66,68.38,0.87,1002.94,40.25,31.27,46095.23,326.93,-1.57,-0.11,-0.33,-1.08,-27688.05,-672.43,3.75,1003.26,41.34,33.71,117758.2,2099.33,1.57,0.09,0.54,0.71,55978.05,1367.72
2024-04-22 12:30:00,20240422123005,5,2024,4,22,12,30,1.97,1002.91,43.44,28.45,106213.64,1544.0,0.0,-0.03,0.33,-0.52,-5588.46,-159.36,1.39,1002.8,42.2,26.62,61873.59,505.78,-0.87,-0.09,0.1,-1.46,-55884.61,-1323.48,2.7,1003.02,44.67,30.33,117758.2,2097.62,0.69,0.04,0.86,-0.1,44571.48,899.75
2024-04-22 12:40:00,20240422124005,5,2024,4,22,12,40,2.57,1002.8,42.84,29.24,73273.14,829.93,0.13,-0.0,-0.3,0.47,-819.19,-7.15,1.57,1002.71,41.63,27.44,53681.64,434.25,-1.04,-0.15,-0.79,-0.56,-52664.61,-1371.78,3.66,1002.86,43.88,31.3,117758.2,1953.73,2.09,0.09,0.4,1.04,56022.96,1206.47
2024-04-22 12:50:00,20240422125005,5,2024,4,22,12,50,1.75,1002.75,41.57,31.51,75955.52,871.24,-0.11,-0.01,0.02,-0.04,2403.68,47.61,0.44,1002.68,41.08,30.79,62015.54,571.69,-2.09,-0.06,-0.46,-0.66,-22080.0,-535.21,3.31,1002.81,42.1,32.22,97104.92,1375.72,1.48,0.05,0.43,0.76,24076.33,583.01
2024-04-22 13:00:00,20240422130005,5,2024,4,22,13,0,2.01,1002.64,41.16,32.12,66085.64,676.82,0.12,-0.02,-0.17,0.31,-2466.21,-47.8,0.96,1002.47,40.11,31.04,49554.21,376.06,-1.22,-0.14,-0.48,-0.17,-18906.72,-409.07,2.87,1002.77,41.78,34.01,82068.67,1011.26,1.22,0.2,0.08,1.02,12141.48,247.55
2024-04-22 13:10:00,20240422131005,5,2024,4,22,13,10,1.96,1002.43,39.68,35.26,50467.93,396.04,-0.04,-0.01,-0.08,0.22,-180.77,-2.88,0.78,1002.37,39.35,34.32,45707.11,328.27,-1.22,-0.06,-0.28,-0.25,-5230.7,-73.63,3.22,1002.52,39.95,36.21,55128.12,464.8,1.91,0.07,0.17,0.74,2515.62,36.41
2024-04-22 13:20:00,20240422132005,5,2024,4,22,13,20,2.26,1002.33,38.83,37.42,50329.03,397.43,-0.01,-0.01,-0.13,0.3,1223.49,21.11,0.61,1002.14,38.0,35.61,42567.97,282.86,-1.49,-0.19,-0.62,-0.34,-4600.0,-63.55,3.75,1002.41,39.58,39.42,64491.64,624.82,1.75,0.11,0.24,1.64,12049.85,209.78
2024-04-22 13:30:00,20240422133005,5,2024,4,22,13,30,2.05,1002.34,38.26,38.9,44512.31,329.13,-0.09,0.0,-0.04,0.08,-2458.19,-37.07,1.13,1002.27,37.71,38.25,36885.83,224.62,-2.96,-0.09,-0.35,-0.66,-5476.87,-88.06,4.09,1002.43,38.53,40.0,59300.46,551.1,2.52,0.06,0.21,0.93,1705.83,19.27
2024-04-22 13:40:00,20240422134005,5,2024,4,22,13,40,1.78,1002.34,37.44,40.66,40078.32,259.98,0.0,0.0,-0.03,0.07,188.75,2.81,0.87,1002.27,37.28,40.2,39283.28,248.08,-1.13,-0.12,-0.17,-0.26,-1306.33,-13.72,2.61,1002.44,37.56,41.02,41355.08,274.3,0.7,0.08,0.12,0.56,1286.66,14.68
2024-04-22 13:50:00,20240422135005,5,2024,4,22,13,50,1.94,1002.28,38.46,38.92,68815.82,791.55,0.11,-0.01,0.15,-0.25,910.47,13.0,1.39,1002.19,37.52,37.75,43852.73,308.4,-1.04,-0.09,-0.18,-0.9,-40812.43,-954.13,2.87,1002.36,39.13,40.38,114888.59,1880.23,1.39,0.08,0.48,0.88,57629.38,1381.94
2024-04-22 14:00:00,20240422140005,5,2024,4,22,14,0,1.91,1002.29,38.31,38.79,43264.08,303.07,-0.05,-0.01,-0.08,0.09,-913.53,-13.34,1.22,1002.23,38.02,37.93,40397.34,265.16,-0.96,-0.05,-0.31,-0.26,-6181.25,-79.33,2.44,1002.34,38.89,39.31,46977.5,358.55,1.22,0.04,0.12,0.55,2316.18,32.46
2024-04-22 14:10:00,20240422141005,5,2024,4,22,14,10,1.32,1002.15,38.1,39.03,41672.06,276.07,-0.01,-0.01,-0.02,0.0,1011.64,11.53,0.44,1002.06,37.98,38.74,38255.0,239.9,-1.74,-0.07,-0.2,-0.48,-2365.78,-32.86,2.44,1002.28,38.19,39.49,50874.92,383.87,1.39,0.05,0.12,0.34,5559.53,71.61
2024-04-22 14:20:00,20240422142005,5,2024,4,22,14,20,1.81,1001.94,38.28,38.31,48500.35,377.07,-0.06,-0.04,0.01,-0.06,203.23,3.49,0.87,1001.74,38.03,37.84,41432.34,278.26,-1.57,-0.15,-0.22,-0.88,-22378.28,-390.72,3.14,1002.14,38.51,39.13,70182.34,750.11,1.14,0.04,0.32,0.38,15402.81,308.4
2024-04-22 14:30:00,20240422143005,5,2024,4,22,14,30,1.07,1001.6,38.75,37.48,52669.46,412.51,-0.1,-0.02,0.14,-0.18,-293.07,-5.36,0.0,1001.5,38.27,36.69,46492.34,327.26,-1.14,-0.17,-0.08,-1.36,-7433.67,-110.55,1.92,1001.76,39.48,38.17,60881.71,538.79,0.7,0.06,0.39,0.75,7974.53,120.03
2024-04-22 14:40:00,20240422144005,5,2024,4,22,14,40,1.3,1001.65,38.96,37.74,47282.93,402.93,0.1,0.02,-0.15,0.22,-2424.15,-26.24,0.35,1001.53,37.93,36.13,25735.0,102.84,-1.91,-0.04,-0.5,-2.22,-35075.0,-748.43,2.7,1001.76,39.76,38.93,84758.59,1104.24,2.0,0.08,0.37,1.62,29050.08,606.55
2024-04-22 14:50:00,20240422145005,5,2024,4,22,14,50,1.12,1001.76,36.19,43.01,19139.0,61.2,-0.03,0.01,-0.25,0.55,-899.58,-5.71,0.26,1001.65,35.44,40.98,16377.5,45.23,-1.13,-0.07,-0.62,-0.18,-3040.83,-21.13,2.35,1001.86,37.31,44.48,26257.5,106.94,1.04,0.07,-0.02,2.23,522.5,4.1
2024-04-22 15:00:00,20240422150005,5,2024,4,22,15,0,0.94,1001.58,34.04,53.7,15464.42,40.69,0.01,-0.02,-0.29,1.27,-363.83,-1.7,0.17,1001.47,32.49,45.02,13100.83,28.76,-1.57,-0.12,-0.57,-3.44,-802.5,-4.29,1.74,1001.8,35.41,58.89,16860.83,46.67,1.13,0.06,-0.03,5.57,243.33,1.56
2024-04-22 15:10:00,20240422151005,5,2024,4,22,15,10,0.59,1001.73,31.43,60.71,9555.42,16.71,-0.05,0.01,-0.15,0.41,-597.33,-1.95,0.0,1001.68,30.97,59.23,7127.5,9.26,-1.65,-0.06,-0.34,-2.09,-812.5,-2.65,2.26,1001.77,32.27,62.79,12288.33,26.11,1.48,0.05,-0.04,2.88,-347.5,-0.92
2024-04-22 15:20:00,20240422152005,5,2024,4,22,15,20,0.38,1001.86,30.88,63.01,7902.33,10.63,-0.01,0.01,-0.02,0.36,210.58,0.53,0.0,1001.76,30.74,60.99,6825.83,7.7,-0.53,-0.04,-0.07,-1.52,-257.5,-1.11,1.22,1001.93,30.98,65.33,9233.33,14.52,1.22,0.07,0.02,2.14,461.67,1.37
2024-04-22 15:30:00,20240422153005,5,2024,4,22,15,30,0.65,1001.86,29.86,71.73,8923.58,13.49,0.12,0.02,-0.18,1.23,11.25,0.06,0.0,1001.8,28.96,65.51,8508.33,12.99,-1.05,-0.04,-0.32,-1.0,-385.0,-0.59,1.74,1002.02,30.62,77.26,9345.83,15.14,1.13,0.1,-0.12,3.67,724.17,1.35
2024-04-22 15:40:00,20240422154005,5,2024,4,22,15,40,0.43,1001.94,28.64,82.94,11675.83,23.84,-0.17,-0.02,-0.02,0.83,642.25,2.6,0.0,1001.86,28.53,78.86,9571.67,15.58,-1.14,-0.1,-0.17,-1.15,-221.67,0.12,1.65,1002.01,28.79,85.56,15768.33,41.11,0.95,0.02,0.06,2.84,1929.17,7.57
2024-04-22 15:50:00,20240422155005,5,2024,4,22,15,50,0.05,1001.72,29.14,85.6,18635.42,57.75,0.0,-0.01,0.07,-0.01,60.5,0.42,0.0,1001.67,28.81,85.09,16373.33,45.31,-0.35,-0.07,0.02,-0.42,-3412.5,-6.19,0.35,1001.81,29.46,86.11,21216.67,68.31,0.35,0.04,0.16,0.83,1760.84,10.08
2024-04-22 16:00:00,20240422160005,5,2024,4,22,16,0,0.0,1001.79,29.17,86.07,13898.58,32.53,0.0,0.01,-0.07,0.17,-523.83,-2.48,0.0,1001.72,28.76,84.97,11135.0,20.55,0.0,-0.07,-0.15,-0.34,-1541.66,-3.23,0.0,1001.87,29.43,87.15,15387.5,42.7,0.0,0.11,-0.02,1.09,555.83,-1.65
2024-04-22 16:10:00,20240422161005,5,2024,4,22,16,10,0.0,1001.8,28.0,87.82,9004.92,13.81,0.0,0.0,-0.11,0.16,-384.42,-1.13,0.0,1001.72,27.67,86.77,7290.83,9.22,0.0,-0.05,-0.28,-0.47,-775.84,-2.42,0.0,1001.87,28.48,88.71,10407.5,18.13,0.0,0.07,-0.04,0.89,66.67,0.33
2024-04-22 16:20:00,20240422162005,5,2024,4,22,16,20,0.0,1002.03,27.77,89.63,5463.75,5.15,0.0,0.01,0.02,0.1,-288.42,-0.58,0.0,1001.93,27.57,88.93,4406.67,3.44,0.0,-0.05,-0.06,-0.59,-707.5,-1.75,0.0,1002.11,27.92,90.16,6583.33,7.47,0.0,0.08,0.11,0.4,-150.84,-0.22
2024-04-22 16:30:00,20240422163005,5,2024,4,22,16,30,1.14,1002.04,27.49,89.06,4428.0,3.46,0.05,0.01,-0.1,-0.07,104.0,0.17,0.0,1001.95,26.89,87.91,3816.67,2.64,-1.56,-0.06,-0.18,-1.24,-270.84,-0.39,3.48,1002.09,27.91,89.96,5446.67,5.17,1.56,0.08,0.07,1.11,455.84,0.87
2024-04-22 16:40:00,20240422164005,5,2024,4,22,16,40,2.34,1002.07,26.41,88.15,7221.58,9.35,0.23,0.0,-0.09,-0.04,142.5,0.41,0.96,1001.94,26.03,87.08,6115.0,6.36,-0.43,-0.12,-0.15,-1.11,-432.5,-0.86,3.4,1002.14,26.81,89.13,7778.33,10.89,1.3,0.07,-0.02,0.87,668.33,1.19
2024-04-22 16:50:00,20240422165005,5,2024,4,22,16,50,2.14,1002.1,26.12,89.33,7178.33,10.03,0.12,0.0,0.02,0.0,65.67,0.16,1.31,1002.0,26.02,88.62,6267.5,7.97,-0.78,-0.08,-0.03,-0.81,-399.17,-0.75,4.01,1002.2,26.22,90.28,7944.17,12.14,1.66,0.07,0.11,0.92,453.33,1.21
