SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW)
20240118065002,2,2024,1,18,6,50,2.14,1013.25,14.25,82.57,2304.33,1.14,1.22,1013.17,13.98,82.1,1631.67,0.45,3.14,1013.29,14.38,83.49,2971.67,1.77
20240118070002,2,2024,1,18,7,00,2.46,1013.28,14.49,82.04,3836.17,3.06,1.48,1013.24,14.37,81.83,3139.17,2.03,3.57,1013.33,14.58,82.19,4596.67,4.28
20240118071002,2,2024,1,18,7,10,1.48,1013.43,14.69,81.38,5901.67,7.33,0.7,1013.31,14.59,80.3,4898.33,4.8,2.44,1013.51,14.84,82.04,6869.17,9.78
20240118072002,2,2024,1,18,7,20,2.19,1013.45,15.0,80.05,7372.0,10.96,1.39,1013.37,14.91,79.98,6910.0,9.89,2.61,1013.5,15.05,80.14,8210.0,13.4
20240118073002,2,2024,1,18,7,30,2.11,1013.51,15.1,80.73,9079.0,16.13,1.57,1013.46,15.08,80.1,8638.33,14.98,2.61,1013.56,15.12,80.99,9853.33,18.56
20240118074002,2,2024,1,18,7,40,1.88,1013.59,16.16,77.37,19996.57,111.84,0.78,1013.47,15.18,71.41,11195.0,24.44,2.96,1013.68,17.9,80.94,44024.16,444.44
20240118075002,2,2024,1,18,7,50,1.56,1013.58,19.48,64.96,35950.37,358.56,0.35,1013.55,18.64,59.43,16535.0,50.77,2.44,1013.61,21.19,68.39,59291.48,788.63
20240118080002,2,2024,1,18,8,00,1.85,1013.67,20.95,58.1,26116.09,202.8,0.96,1013.52,18.83,52.23,15526.67,43.31,3.14,1013.78,23.47,63.19,60953.59,835.09
20240118081002,2,2024,1,18,8,10,2.45,1013.71,19.28,61.8,26849.18,234.51,1.65,1013.67,18.46,59.22,16282.5,46.07,3.92,1013.77,20.38,64.64,54612.5,988.0
20240118082002,2,2024,1,18,8,20,1.81,1013.78,21.37,56.74,51546.14,697.35,0.78,1013.73,18.67,46.31,21690.83,82.08,2.96,1013.85,25.1,63.51,73603.59,1203.11
20240118083002,2,2024,1,18,8,30,1.66,1013.65,25.85,44.23,64523.98,903.08,0.96,1013.61,24.67,42.2,27589.22,133.88,2.26,1013.73,26.59,46.07,79551.25,1299.26
20240118084002,2,2024,1,18,8,40,1.51,1013.7,27.13,41.24,69299.0,1004.81,0.78,1013.65,26.07,38.96,41712.66,307.48,2.26,1013.77,28.35,43.56,85400.08,1482.26
20240118085002,2,2024,1,18,8,50,1.83,1013.78,29.78,34.86,82957.23,1373.21,0.87,1013.72,29.17,33.74,81166.64,1325.37,2.96,1013.86,30.23,37.71,85303.05,1439.4
20240118090002,2,2024,1,18,9,00,0.41,1013.82,33.16,29.89,88449.37,1509.0,0.0,1013.78,30.29,26.64,85978.67,1452.53,1.05,1013.86,34.93,34.51,90887.73,1562.39
20240118091002,2,2024,1,18,9,10,1.74,1013.91,33.89,26.96,92837.34,1624.18,0.61,1013.88,33.23,25.41,91313.59,1571.8,2.96,1013.96,35.18,28.29,94553.36,1675.8
20240118092002,2,2024,1,18,9,20,1.79,1013.92,33.02,27.22,97186.5,1740.49,0.87,1013.87,32.75,26.42,95079.84,1687.53,2.61,1013.96,33.36,28.04,99478.59,1791.77
20240118093002,2,2024,1,18,9,30,1.53,1013.87,33.14,26.5,102078.13,1839.0,0.35,1013.82,32.28,25.29,99746.32,1796.01,3.05,1013.9,33.8,28.24,104279.84,1893.95
20240118094002,2,2024,1,18,9,40,2.95,1013.81,31.38,28.7,105736.74,1920.11,1.48,1013.77,30.06,27.18,104594.29,1897.99,5.23,1013.86,32.04,31.84,106797.26,1957.83
20240118095002,2,2024,1,18,9,50,3.09,1013.72,30.2,32.44,108745.25,1988.65,2.0,1013.68,29.77,31.85,107255.46,1967.05,4.27,1013.8,30.65,33.04,110046.01,1999.47
20240118100002,2,2024,1,18,10,00,2.5,1013.57,31.36,31.8,111876.67,2020.18,0.78,1013.47,30.76,30.04,110288.59,2000.8,3.57,1013.64,32.17,32.98,113501.4,2032.32
20240118101002,2,2024,1,18,10,10,1.53,1013.21,33.5,27.08,115653.7,2026.77,0.96,1013.05,31.93,23.33,113758.35,2017.11,2.79,1013.41,34.82,30.74,117282.02,2038.02
20240118102002,2,2024,1,18,10,20,1.48,1012.94,35.42,22.82,116911.87,2023.64,0.7,1012.87,34.57,21.26,109294.91,1846.4,2.35,1013.01,36.41,23.82,117758.2,2072.86
20240118103002,2,2024,1,18,10,30,1.61,1012.78,35.21,23.61,117758.2,2059.95,0.52,1012.68,34.52,22.39,117758.2,2045.9,2.7,1012.92,36.31,24.52,117758.2,2069.99
20240118104002,2,2024,1,18,10,40,1.98,1012.65,34.52,24.7,117758.2,2085.46,0.61,1012.56,33.18,22.82,117758.2,2042.71,2.96,1012.69,35.97,26.99,117758.2,2102.9
20240118105002,2,2024,1,18,10,50,2.18,1012.53,34.05,25.49,117758.2,2112.82,1.48,1012.49,33.6,24.13,117758.2,2104.95,2.96,1012.57,34.44,26.43,117758.2,2127.67
20240118110002,2,2024,1,18,11,00,1.42,1012.5,35.3,22.42,117758.2,2097.6,0.7,1012.4,33.89,20.17,117758.2,2068.31,2.53,1012.6,37.07,24.42,117758.2,2128.02
20240118111002,2,2024,1,18,11,10,1.94,1012.32,37.42,19.22,117758.2,2087.11,0.87,1012.25,37.13,18.54,117758.2,2063.58,2.7,1012.39,37.77,19.81,117758.2,2105.29
20240118112002,2,2024,1,18,11,20,1.53,1012.23,37.83,17.9,117758.2,2091.33,0.87,1012.09,37.27,17.0,117758.2,2068.64,3.66,1012.3,38.59,18.67,117758.2,2115.18
20240118113002,2,2024,1,18,11,30,0.7,1011.97,39.05,17.38,117758.2,2046.96,0.0,1011.86,38.49,16.54,117758.2,2005.12,2.0,1012.1,40.28,18.12,117758.2,2080.82
20240118114002,2,2024,1,18,11,40,0.76,1011.78,40.45,16.36,117758.2,2010.08,0.35,1011.63,39.76,15.63,117758.2,1999.14,1.39,1011.9,41.4,17.03,117758.2,2019.95
20240118115002,2,2024,1,18,11,50,1.3,1011.54,38.96,17.41,117758.2,2035.95,0.0,1011.48,38.33,16.61,117758.2,2012.28,2.7,1011.59,39.57,17.95,117758.2,2064.25
20240118120002,2,2024,1,18,12,00,0.66,1011.37,40.34,16.13,117758.2,2010.77,0.0,1011.22,38.27,15.24,117758.2,1979.92,1.48,1011.55,41.91,17.25,117758.2,2053.46
20240118121002,2,2024,1,18,12,10,1.04,1011.1,38.62,18.61,117758.2,2015.45,0.26,1010.98,36.59,15.99,117758.2,1992.66,2.26,1011.28,41.11,20.74,117758.2,2036.16
20240118122002,2,2024,1,18,12,20,0.99,1010.98,38.09,19.46,102398.44,2019.33,0.26,1010.89,37.09,18.31,27306.25,1999.14,1.74,1011.09,39.28,20.08,117758.2,2031.15
20240118123002,2,2024,1,18,12,30,1.14,1010.82,39.15,17.99,117758.2,2001.06,0.7,1010.69,38.43,17.34,117758.2,1994.65,2.18,1010.93,39.64,18.59,117758.2,2017.6
20240118124002,2,2024,1,18,12,40,1.4,1010.59,38.0,19.44,117758.2,2009.4,0.35,1010.47,37.31,18.3,117758.2,1984.05,2.18,1010.69,38.82,20.41,117758.2,2023.92
20240118125002,2,2024,1,18,12,50,1.36,1010.36,38.31,18.78,117758.2,1979.46,0.0,1010.26,36.95,18.04,117758.2,1956.52,2.87,1010.45,39.55,19.96,117758.2,2000.45
20240118130002,2,2024,1,18,13,00,2.52,1010.35,35.96,20.15,117758.2,2018.16,0.78,1010.3,34.66,18.94,117758.2,1995.15,3.83,1010.44,37.09,21.42,117758.2,2067.62
20240118131002,2,2024,1,18,13,10,2.58,1010.22,34.3,22.0,114924.17,1974.08,1.05,1010.16,33.31,21.22,95764.45,1524.14,4.7,1010.32,35.09,22.97,117758.2,2080.46
20240118132002,2,2024,1,18,13,20,1.52,1010.14,34.93,21.03,105966.03,1751.85,0.35,1010.09,34.01,19.83,68322.58,807.73,3.31,1010.22,36.03,22.17,117758.2,2060.18
20240118133002,2,2024,1,18,13,30,0.68,1009.94,37.72,18.5,111333.29,1843.47,0.0,1009.88,36.51,17.36,93681.87,1461.74,1.65,1010.04,38.9,19.76,116604.6,1955.7
20240118134002,2,2024,1,18,13,40,1.52,1009.8,35.54,20.45,108576.16,1841.89,0.0,1009.7,33.75,17.12,106923.04,1817.0,3.31,1009.87,39.22,22.61,110385.62,1863.2
20240118135002,2,2024,1,18,13,50,1.19,1009.6,35.36,20.62,104515.05,1782.94,0.35,1009.52,33.38,19.49,102299.68,1747.38,3.75,1009.69,36.52,22.23,106427.1,1829.52
20240118140002,2,2024,1,18,14,00,1.55,1009.58,35.06,21.55,99804.0,1707.27,0.87,1009.54,34.32,20.53,97980.0,1670.0,2.87,1009.62,36.13,22.19,101940.3,1742.1
20240118141002,2,2024,1,18,14,10,1.7,1009.53,35.92,20.71,95591.41,1622.82,1.13,1009.48,34.92,19.97,93613.59,1587.99,2.87,1009.59,36.77,21.6,97651.17,1663.65
20240118142002,2,2024,1,18,14,20,2.13,1009.46,34.0,22.55,91175.95,1538.14,1.05,1009.36,33.52,22.05,89166.33,1488.69,2.53,1009.5,34.39,23.12,93171.56,1583.58
20240118143002,2,2024,1,18,14,30,2.15,1009.37,33.9,22.74,86605.42,1425.98,1.22,1009.33,33.16,22.02,84643.59,1375.43,3.92,1009.39,34.42,23.89,88794.38,1476.8
20240118144002,2,2024,1,18,14,40,1.93,1009.36,33.82,23.33,81859.52,1307.56,1.22,1009.27,33.03,21.96,79400.31,1247.02,2.96,1009.41,34.82,24.18,84223.13,1368.68
20240118145002,2,2024,1,18,14,50,2.19,1009.32,33.47,24.08,76475.72,1172.24,0.87,1009.3,33.03,22.85,74146.25,1109.79,3.75,1009.33,34.08,24.78,78818.13,1230.94
20240118150002,2,2024,1,18,15,00,2.35,1009.32,32.63,24.25,71511.67,1034.58,1.65,1009.21,32.17,23.98,69244.38,975.17,3.83,1009.38,33.25,24.74,73630.55,1091.66
20240118151002,2,2024,1,18,15,10,2.12,1009.33,32.51,25.54,65832.78,894.35,0.52,1009.23,31.7,23.76,63233.82,830.98,3.66,1009.45,33.48,27.41,68712.5,965.24
20240118152002,2,2024,1,18,15,20,1.81,1009.43,32.74,25.85,60516.77,766.2,1.22,1009.4,32.04,24.76,58137.89,712.22,2.18,1009.47,33.38,27.19,62777.42,819.24
20240118153002,2,2024,1,18,15,30,2.06,1009.56,32.23,27.45,55334.58,618.73,1.22,1009.51,31.81,26.02,52971.87,499.59,2.96,1009.61,33.07,28.48,57645.54,701.06
20240118154002,2,2024,1,18,15,40,1.98,1009.65,31.49,29.91,49807.76,456.0,1.22,1009.58,30.98,28.92,47106.87,201.11,2.53,1009.7,31.92,30.8,52413.04,580.31
20240118155002,2,2024,1,18,15,50,1.6,1009.64,31.57,30.1,44053.38,232.15,0.78,1009.59,31.21,28.98,41775.55,40.66,2.79,1009.69,31.88,31.48,46578.59,466.69
20240118160002,2,2024,1,18,16,00,1.37,1009.65,30.98,31.43,38566.73,105.23,0.7,1009.61,30.7,29.81,35926.66,13.53,2.53,1009.66,31.22,32.78,41279.61,273.17
20240118161002,2,2024,1,18,16,10,1.03,1009.69,31.23,30.87,33534.83,33.32,0.26,1009.6,30.93,29.08,31608.33,14.9,1.83,1009.76,31.54,32.76,35448.33,77.6
20240118162002,2,2024,1,18,16,20,0.61,1009.75,30.96,33.0,29189.08,23.75,0.0,1009.7,30.68,32.32,27554.17,17.25,2.18,1009.78,31.09,33.6,30991.67,29.76
20240118163002,2,2024,1,18,16,30,1.26,1009.8,28.42,40.5,12855.17,18.94,0.35,1009.75,26.41,34.26,7120.0,11.07,1.92,1009.89,30.74,46.56,27085.83,39.79
20240118164002,2,2024,1,18,16,40,0.97,1009.92,26.01,48.43,6413.58,9.58,0.35,1009.88,25.61,47.24,5973.33,8.04,1.57,1009.95,26.43,49.64,6792.5,12.74
20240118165002,2,2024,1,18,16,50,0.4,1010.0,25.63,50.45,4541.42,4.78,0.0,1009.97,24.94,48.29,3516.67,2.66,1.22,1010.08,26.19,53.28,5765.83,7.88
20240118170002,2,2024,1,18,17,00,0.47,1010.15,24.51,54.41,2577.25,1.39,0.0,1010.08,24.25,53.32,1860.83,0.7,1.31,1010.25,24.83,55.2,3327.5,2.34
20240118171002,2,2024,1,18,17,10,0.06,1010.33,24.14,55.36,1305.83,0.28,0.0,1010.26,24.0,54.9,932.5,0.11,0.35,1010.4,24.21,55.82,1717.5,0.48
20240118172002,2,2024,1,18,17,20,0.0,1010.53,23.93,55.52,507.92,0.03,0.0,1010.47,23.89,55.02,320.0,0.0,0.0,1010.6,23.96,56.05,720.83,0.05
20240118173002,2,2024,1,18,17,30,0.08,1010.61,23.88,55.43,170.46,0.0,0.0,1010.57,23.65,55.01,69.17,0.0,0.52,1010.65,23.96,56.42,285.83,0.01
20240118174002,2,2024,1,18,17,40,0.1,1010.68,23.55,54.61,38.17,0.0,0.0,1010.66,23.53,54.48,23.33,0.0,0.26,1010.7,23.57,54.89,55.83,0.0
20240119062002,2,2024,1,19,6,20,0.84,1011.84,17.05,78.9,69.06,0.0,0.26,1011.8,16.98,77.99,29.17,0.0,1.74,1011.92,17.14,79.5,123.33,0.0
20240119063002,2,2024,1,19,6,30,0.6,1011.9,17.1,79.37,295.28,0.01,0.0,1011.81,17.04,78.58,147.5,0.0,1.48,1011.95,17.14,80.59,484.17,0.02
20240119064002,2,2024,1,19,6,40,0.66,1012.03,17.05,80.95,816.25,0.1,0.0,1011.94,17.01,80.71,532.5,0.04,1.31,1012.14,17.12,81.16,1147.5,0.2
20240119065002,2,2024,1,19,6,50,1.54,1012.12,17.26,79.91,1706.3,0.56,0.7,1012.08,17.15,79.21,1234.17,0.27,2.26,1012.16,17.37,80.72,2280.83,0.98
20240119070002,2,2024,1,19,7,00,1.16,1012.13,17.56,78.85,3032.08,1.89,0.26,1012.06,17.38,78.23,2430.83,1.19,2.35,1012.23,17.72,79.53,3612.5,2.67
20240119071002,2,2024,1,19,7,10,1.87,1012.26,17.8,78.1,4610.46,4.36,1.22,1012.19,17.73,77.97,3787.5,3.01,2.53,1012.29,17.91,78.31,5327.5,5.68
20240119072002,2,2024,1,19,7,20,1.38,1012.27,18.12,77.24,6646.33,9.1,0.7,1012.24,17.92,76.77,5510.83,6.16,2.26,1012.29,18.34,77.81,8050.83,13.4
20240119073002,2,2024,1,19,7,30,1.24,1012.26,18.93,74.87,9956.42,20.67,0.52,1012.23,18.39,73.2,8361.67,14.32,2.26,1012.29,19.42,76.84,12350.0,31.26
20240119074002,2,2024,1,19,7,40,1.45,1012.37,19.78,71.9,13928.67,40.2,0.35,1012.29,19.47,70.4,11920.83,29.2,2.79,1012.44,20.15,73.02,16882.5,57.62
20240119075002,2,2024,1,19,7,50,1.73,1012.4,21.14,66.34,20155.58,86.44,1.22,1012.34,20.22,62.79,15614.17,49.79,2.61,1012.44,21.94,70.07,27337.5,157.67
20240119080002,2,2024,1,19,8,00,0.93,1012.4,22.36,61.76,19623.08,77.76,0.17,1012.36,21.94,60.05,18290.83,67.49,1.92,1012.43,22.96,63.12,22860.0,105.45
20240119081002,2,2024,1,19,8,10,0.25,1012.43,25.52,52.85,32559.0,283.56,0.0,1012.37,23.29,46.24,23013.33,105.83,1.83,1012.47,27.87,59.3,54612.5,1157.69
20240119082002,2,2024,1,19,8,20,0.65,1012.46,26.33,47.9,28027.08,156.52,0.0,1012.35,24.91,45.41,25680.0,129.36,1.92,1012.62,27.45,51.6,32501.67,210.65
20240119083002,2,2024,1,19,8,30,1.32,1012.6,24.24,53.77,24814.17,120.0,0.7,1012.58,23.9,52.15,23395.83,105.94,1.92,1012.62,24.78,55.11,25601.67,127.21
20240119084002,2,2024,1,19,8,40,1.28,1012.67,24.04,54.66,26335.17,136.29,0.78,1012.6,23.83,53.37,23307.5,105.83,1.83,1012.71,24.32,55.73,29883.33,174.7
20240119085002,2,2024,1,19,8,50,1.59,1012.71,24.99,51.23,31879.42,201.29,0.78,1012.64,24.52,50.3,30864.17,189.48,2.26,1012.75,25.23,53.07,32542.5,208.44
20240119090002,2,2024,1,19,9,00,1.2,1012.72,25.92,48.89,35418.24,246.21,0.0,1012.68,25.11,47.25,32706.67,210.11,2.35,1012.77,26.58,50.52,39493.33,306.7
20240119091002,2,2024,1,19,9,10,1.5,1012.69,26.7,46.92,33782.66,223.68,0.17,1012.68,26.28,45.97,32940.83,211.99,2.26,1012.71,27.17,48.51,35225.0,243.24
20240119092002,2,2024,1,19,9,20,1.1,1012.7,27.78,44.72,36251.0,257.33,0.0,1012.66,27.24,43.0,35747.5,250.42,1.83,1012.73,28.32,46.33,37073.33,270.44
20240119093002,2,2024,1,19,9,30,1.64,1012.63,28.32,43.16,39173.44,300.15,0.7,1012.55,27.37,41.84,38400.83,289.19,2.53,1012.67,28.91,45.42,40415.0,316.39
20240119094002,2,2024,1,19,9,40,1.24,1012.51,28.04,44.94,41934.21,345.19,0.52,1012.46,27.42,43.1,38775.0,294.07,2.18,1012.58,28.68,46.06,50488.59,487.56
20240119095002,2,2024,1,19,9,50,1.69,1012.45,28.72,42.78,45105.87,395.98,0.96,1012.35,28.25,41.28,42438.59,347.99,2.18,1012.52,29.35,44.17,49372.73,470.24
20240119100002,2,2024,1,19,10,00,1.4,1012.3,29.14,39.83,48006.03,442.79,0.52,1012.25,28.61,38.92,45708.91,401.67,2.09,1012.35,29.44,41.66,51381.64,502.84
20240119101002,2,2024,1,19,10,10,1.24,1012.26,29.84,38.33,46648.67,416.66,0.52,1012.18,29.12,36.52,45518.44,397.29,1.83,1012.3,30.64,39.66,50373.59,480.36
20240119102002,2,2024,1,19,10,20,0.95,1012.11,31.08,36.57,49533.37,468.61,0.17,1012.06,30.52,35.63,46993.67,420.34,1.74,1012.17,31.72,37.65,56698.59,613.99
20240119103002,2,2024,1,19,10,30,0.77,1011.93,35.09,29.62,92836.08,1541.67,0.17,1011.87,32.19,25.02,67262.42,851.36,1.22,1012.04,37.37,34.69,117758.2,2287.49
20240119104002,2,2024,1,19,10,40,0.98,1011.77,37.31,24.88,94424.58,1520.08,0.0,1011.68,36.1,23.64,74983.59,1032.37,1.83,1011.86,38.45,26.43,117758.2,2135.56
20240119105002,2,2024,1,19,10,50,1.18,1011.6,36.39,26.1,88803.54,1398.28,0.26,1011.56,35.92,25.31,63373.98,751.41,1.74,1011.67,37.1,26.85,113140.23,1976.78
20240119110002,2,2024,1,19,11,00,1.77,1011.4,35.44,27.96,85918.11,1320.89,0.61,1011.32,34.73,26.18,62396.48,738.24,2.7,1011.54,36.32,29.08,112302.88,1950.78
20240119111002,2,2024,1,19,11,10,0.57,1011.15,39.67,22.58,113178.86,1971.04,0.0,1011.01,37.39,20.36,102682.41,1710.03,1.92,1011.29,41.45,25.68,117758.2,2285.36
20240119112002,2,2024,1,19,11,20,0.8,1010.96,40.02,21.79,92656.04,1503.48,0.0,1010.85,37.81,20.35,67278.59,819.91,2.0,1011.04,41.68,23.97,117758.2,2273.65
20240119113002,2,2024,1,19,11,30,0.6,1010.74,39.75,22.5,95273.72,1535.87,0.0,1010.63,38.19,20.92,57825.23,613.99,1.31,1010.89,41.16,24.47,117758.2,2275.78
20240119114002,2,2024,1,19,11,40,1.04,1010.52,39.44,23.15,74311.56,1046.2,0.0,1010.38,38.18,20.05,54596.25,555.9,2.09,1010.62,42.1,25.03,117758.2,2299.92
20240119115002,2,2024,1,19,11,50,0.6,1010.35,39.98,22.81,106078.69,1773.31,0.0,1010.23,38.48,21.72,83953.59,1243.25,1.39,1010.42,40.77,24.43,117758.2,2304.21
20240119120002,2,2024,1,19,12,00,1.02,1010.16,38.9,23.6,109753.84,1906.59,0.17,1010.04,36.85,22.25,72883.05,983.45,1.65,1010.25,40.26,26.02,117758.2,2399.84
20240119121002,2,2024,1,19,12,10,0.8,1010.02,36.08,27.34,69750.64,915.01,0.0,1009.97,35.39,25.57,61974.21,743.7,1.39,1010.08,37.17,28.71,78787.58,1126.91
20240119122002,2,2024,1,19,12,20,1.31,1009.87,35.26,29.44,70951.04,951.76,0.78,1009.79,34.33,26.91,63363.2,770.05,2.18,1009.93,36.74,31.25,81883.59,1234.74
20240119123002,2,2024,1,19,12,30,1.44,1009.75,33.84,32.61,65918.54,827.75,0.52,1009.68,33.11,31.05,57845.0,642.56,2.53,1009.79,34.36,34.15,76796.64,1096.46
20240119124002,2,2024,1,19,12,40,1.0,1009.65,34.27,32.47,63013.71,771.91,0.0,1009.63,33.46,31.36,53988.9,577.64,2.53,1009.67,35.26,33.57,82517.89,1243.36
20240119125002,2,2024,1,19,12,50,1.38,1009.58,36.25,29.51,101876.7,1727.07,0.78,1009.53,35.57,28.68,79941.17,1183.6,2.53,1009.6,36.75,30.62,117758.2,2211.39
20240119130002,2,2024,1,19,13,00,0.8,1009.49,36.27,29.53,90946.85,1484.55,0.0,1009.42,35.14,27.9,78839.69,1172.9,1.39,1009.59,37.42,31.37,104141.48,1794.26
20240119131002,2,2024,1,19,13,10,1.52,1009.48,34.02,33.46,65042.92,823.49,0.52,1009.42,31.05,29.45,56089.45,614.91,2.7,1009.53,36.38,38.9,74687.11,1059.52
20240119132002,2,2024,1,19,13,20,0.93,1009.31,33.79,34.43,89913.28,1465.06,0.35,1009.21,31.73,30.73,56409.29,620.54,2.26,1009.43,35.81,38.21,117758.2,2343.78
20240119133002,2,2024,1,19,13,30,1.83,1009.21,32.19,37.32,60756.93,727.95,0.61,1009.17,30.63,30.69,50177.73,489.19,3.31,1009.27,35.61,40.74,83723.59,1286.57
20240119134002,2,2024,1,19,13,40,1.67,1009.23,30.67,40.96,56852.72,631.81,0.7,1009.19,30.21,40.33,54623.2,588.04,3.22,1009.29,31.28,41.47,61233.9,710.25
20240119135002,2,2024,1,19,13,50,1.47,1009.18,32.16,38.3,57241.05,668.16,0.35,1009.15,30.88,36.7,53917.03,587.6,2.79,1009.25,33.0,40.65,59347.18,726.44
20240119140002,2,2024,1,19,14,00,1.87,1009.08,32.58,37.66,84073.19,1374.83,0.0,1009.0,31.05,35.13,62712.73,801.27,3.48,1009.15,34.01,40.51,117758.2,2245.57
20240119141002,2,2024,1,19,14,10,1.35,1009.04,33.39,35.8,58997.15,713.81,0.35,1008.98,31.26,32.86,49911.79,503.84,2.53,1009.17,35.28,39.94,76288.13,1125.3
20240119142002,2,2024,1,19,14,20,1.36,1009.05,33.98,34.96,80646.98,1282.22,0.35,1008.99,32.39,33.25,61704.68,767.8,2.26,1009.1,35.02,37.85,94970.23,1695.15
20240119143002,2,2024,1,19,14,30,1.45,1009.02,33.25,35.92,48063.17,477.58,0.44,1008.95,32.06,33.75,40510.55,338.98,2.0,1009.07,34.58,37.96,57273.59,665.26
20240119144002,2,2024,1,19,14,40,1.34,1008.94,33.61,34.93,76775.07,1194.26,0.78,1008.85,32.61,33.43,51297.18,533.35,2.7,1009.03,34.36,37.01,108322.8,2070.98
20240119145002,2,2024,1,19,14,50,0.71,1008.88,32.8,36.17,40620.6,334.79,0.0,1008.85,31.69,33.91,34685.0,240.13,1.74,1008.97,33.87,38.42,45823.91,424.08
20240119150002,2,2024,1,19,15,00,0.88,1009.0,30.35,40.79,28052.69,157.73,0.17,1008.95,29.31,38.86,24410.0,119.5,1.48,1009.06,31.36,43.36,32631.67,211.18
