SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW)
20240302101010,10,2024,3,2,10,10,0.17,1020.16,19.52,76.58,17753.83,55.66,0.0,1020.11,19.12,74.81,13353.33,30.4,0.35,1020.26,19.71,78.11,20778.33,73.25
20240302102010,10,2024,3,2,10,20,0.47,1020.25,18.42,74.55,7036.83,8.95,0.0,1020.12,17.67,70.41,6140.0,6.56,1.05,1020.35,19.39,77.17,9331.67,15.19
20240302103010,10,2024,3,2,10,30,0.61,1020.33,17.5,82.35,16586.17,55.43,0.0,1020.18,17.25,79.3,7735.0,10.89,1.05,1020.42,17.98,83.81,29052.5,153.67
20240302104010,10,2024,3,2,10,40,0.65,1020.07,18.29,81.9,21849.75,87.3,0.17,1019.93,18.09,80.04,16060.0,45.01,1.13,1020.16,18.49,83.86,34354.16,195.98
20240302105010,10,2024,3,2,10,50,0.77,1019.97,18.73,77.8,26501.58,121.15,0.52,1019.86,18.65,73.09,23074.17,90.64,1.31,1020.03,18.82,81.39,32677.5,180.69
20240302110010,10,2024,3,2,11,00,0.35,1019.89,19.16,76.11,20966.5,86.07,0.0,1019.81,18.55,74.0,13701.67,31.62,0.61,1019.95,19.52,77.96,32687.5,184.75
20240302111010,10,2024,3,2,11,10,0.46,1020.03,17.63,79.56,9231.33,14.63,0.17,1019.95,17.01,74.56,7276.67,8.42,0.78,1020.14,18.42,81.74,13348.33,29.5
20240302112010,10,2024,3,2,11,20,0.53,1019.83,17.81,79.81,24346.67,107.87,0.0,1019.61,16.97,76.18,9673.33,14.76,1.31,1020.03,18.97,82.03,35187.5,208.81
20240302113010,10,2024,3,2,11,30,0.76,1019.47,19.87,76.93,34744.53,219.96,0.0,1019.37,19.37,72.37,20223.33,71.76,2.18,1019.63,20.35,80.86,46015.0,351.22
20240302114010,10,2024,3,2,11,40,0.87,1019.16,18.89,79.54,24777.92,110.26,0.35,1019.08,18.47,77.57,18619.17,59.3,1.31,1019.32,19.37,81.0,34015.0,199.32
20240302115010,10,2024,3,2,11,50,0.81,1019.09,19.6,76.68,21938.33,101.89,0.26,1019.01,18.29,74.75,7626.67,9.45,1.74,1019.14,20.37,79.05,36974.16,232.4
20240302120010,10,2024,3,2,12,00,0.55,1019.17,17.05,83.38,5103.17,4.01,0.17,1019.11,16.57,79.92,3854.17,2.18,1.05,1019.23,17.92,85.98,6500.0,6.62
20240302121010,10,2024,3,2,12,10,0.18,1019.12,16.4,87.58,7435.33,8.34,0.0,1019.0,16.15,84.01,6318.33,5.89,0.7,1019.16,16.59,89.74,8472.5,10.42
20240302122010,10,2024,3,2,12,20,0.24,1018.96,16.39,90.54,10801.25,21.94,0.0,1018.91,16.04,89.83,6824.17,8.21,0.87,1019.02,16.96,91.19,17201.67,47.49
20240302123010,10,2024,3,2,12,30,0.1,1018.74,17.32,89.02,17236.83,58.17,0.0,1018.58,16.92,86.7,8480.83,13.03,0.44,1019.03,18.05,90.89,25609.17,112.62
20240302124010,10,2024,3,2,12,40,0.03,1018.66,17.49,88.62,9173.42,14.25,0.0,1018.48,16.88,86.91,7135.83,8.4,0.26,1018.8,18.02,89.85,12655.0,27.69
20240302125010,10,2024,3,2,12,50,0.11,1018.42,16.56,90.21,8302.17,12.22,0.0,1018.21,16.45,88.53,6036.67,6.43,0.61,1018.52,16.82,91.41,11285.0,21.21
20240302130010,10,2024,3,2,13,00,0.02,1018.15,17.04,91.18,10223.58,17.88,0.0,1018.06,16.71,90.67,9240.83,14.83,0.17,1018.2,17.22,91.6,11535.83,22.44
20240302131010,10,2024,3,2,13,10,0.32,1017.92,16.74,90.09,7796.92,10.11,0.0,1017.83,16.4,89.35,6430.83,5.93,0.78,1018.02,17.12,90.54,9085.0,13.53
20240302132010,10,2024,3,2,13,20,0.0,1017.8,16.32,91.84,6086.0,5.25,0.0,1017.69,16.26,90.84,5239.17,4.01,0.0,1017.88,16.37,92.7,7246.67,7.52
20240302133010,10,2024,3,2,13,30,0.07,1017.58,16.48,91.35,7522.0,8.17,0.0,1017.49,16.39,87.68,7314.17,7.62,0.44,1017.64,16.6,92.63,7841.67,8.9
20240302134010,10,2024,3,2,13,40,0.13,1017.43,16.68,90.34,10774.83,18.48,0.0,1017.23,16.38,89.34,7717.5,8.94,0.61,1017.54,17.26,90.88,15754.17,37.92
20240302135010,10,2024,3,2,13,50,0.52,1017.14,17.67,85.15,17905.17,52.47,0.0,1017.09,17.37,81.08,12511.67,25.47,0.96,1017.18,17.9,88.37,23099.17,85.1
20240302140010,10,2024,3,2,14,00,0.36,1017.07,16.99,85.3,8848.66,13.0,0.0,1017.02,16.76,83.62,7722.5,9.6,0.96,1017.14,17.43,87.44,11722.5,22.4
20240302141010,10,2024,3,2,14,10,0.51,1016.93,16.61,85.83,7847.5,10.22,0.0,1016.82,16.51,84.6,6498.33,7.05,0.78,1017.0,16.76,87.09,9877.5,15.26
20240302142010,10,2024,3,2,14,20,0.4,1016.86,16.74,86.46,7670.83,9.65,0.0,1016.81,16.64,84.12,6860.83,7.68,0.7,1016.92,16.82,87.6,8437.5,11.65
20240302143010,10,2024,3,2,14,30,0.45,1016.87,16.63,86.28,7543.42,9.43,0.26,1016.81,16.53,85.05,6630.83,7.23,0.7,1016.91,16.69,88.1,9607.5,15.05
20240302144010,10,2024,3,2,14,40,0.14,1016.72,16.66,88.7,7489.08,10.04,0.0,1016.69,16.6,85.67,6098.33,6.65,0.44,1016.74,16.74,90.49,10215.83,17.32
20240302145010,10,2024,3,2,14,50,0.03,1016.68,16.49,87.63,6617.0,7.88,0.0,1016.64,16.41,85.92,5989.17,6.48,0.17,1016.76,16.68,90.05,8373.33,12.45
20240302150010,10,2024,3,2,15,00,0.08,1016.61,16.77,89.2,7440.33,10.69,0.0,1016.53,16.67,88.42,4699.17,3.95,0.52,1016.67,16.91,89.86,10570.83,20.16
20240302151010,10,2024,3,2,15,10,0.03,1016.61,16.48,90.78,3481.75,2.32,0.0,1016.55,16.29,89.94,2592.5,1.29,0.35,1016.71,16.62,91.59,4755.0,3.99
20240302152010,10,2024,3,2,15,20,0.04,1016.56,16.27,91.42,3470.92,2.2,0.0,1016.43,16.2,90.91,3081.67,1.62,0.26,1016.67,16.39,92.23,3891.67,2.75
20240302153010,10,2024,3,2,15,30,0.33,1016.6,16.11,90.86,3085.17,1.71,0.0,1016.52,15.87,88.83,2764.17,1.3,0.87,1016.66,16.35,92.25,3346.67,2.1
20240302154010,10,2024,3,2,15,40,0.0,1016.63,16.04,92.49,2863.42,1.48,0.0,1016.52,15.93,91.87,2425.83,1.07,0.0,1016.7,16.11,93.0,3318.33,1.89
20240302155010,10,2024,3,2,15,50,0.04,1016.45,16.03,91.89,3044.92,1.72,0.0,1016.34,15.95,90.6,2771.67,1.5,0.26,1016.54,16.1,92.78,3325.0,2.1
20240302160010,10,2024,3,2,16,00,0.22,1016.47,16.01,91.14,2784.75,1.46,0.0,1016.34,15.89,90.07,2435.0,1.07,0.61,1016.53,16.13,92.55,3405.0,2.13
20240302161010,10,2024,3,2,16,10,0.0,1016.54,15.91,91.72,2294.84,0.98,0.0,1016.46,15.87,90.62,2057.5,0.81,0.0,1016.61,15.98,92.7,2611.67,1.28
20240302162010,10,2024,3,2,16,20,0.08,1016.61,15.95,92.14,2323.33,1.03,0.0,1016.52,15.93,91.56,1877.5,0.68,0.61,1016.68,15.98,92.75,2960.0,1.56
20240302163010,10,2024,3,2,16,30,0.04,1016.77,15.98,92.42,2153.16,0.93,0.0,1016.7,15.95,91.29,1733.33,0.59,0.26,1016.83,16.03,93.12,2725.83,1.49
20240302164010,10,2024,3,2,16,40,0.0,1016.69,16.06,92.07,2514.67,1.22,0.0,1016.65,15.99,91.71,2059.17,0.81,0.0,1016.73,16.11,92.45,2901.67,1.57
20240302165010,10,2024,3,2,16,50,0.08,1016.79,15.96,90.79,1578.92,0.51,0.0,1016.7,15.84,90.17,1160.83,0.3,0.26,1016.92,16.08,91.24,2054.17,0.82
20240302170010,10,2024,3,2,17,00,0.06,1016.91,15.78,91.12,1096.08,0.28,0.0,1016.86,15.75,90.67,969.17,0.21,0.26,1017.0,15.83,91.57,1193.33,0.32
20240302171010,10,2024,3,2,17,10,0.48,1017.22,15.66,91.3,646.5,0.11,0.0,1017.08,15.56,90.69,485.83,0.06,0.78,1017.34,15.73,91.85,897.5,0.17
20240302172010,10,2024,3,2,17,20,0.5,1017.4,15.53,91.41,407.08,0.05,0.0,1017.31,15.51,90.68,351.67,0.03,0.96,1017.46,15.54,92.02,480.0,0.07
20240302173010,10,2024,3,2,17,30,0.24,1017.51,15.47,92.22,254.75,0.02,0.0,1017.41,15.44,90.54,215.83,0.02,0.87,1017.56,15.51,93.12,377.5,0.05
20240302174010,10,2024,3,2,17,40,0.03,1017.6,15.39,93.39,172.08,0.01,0.0,1017.54,15.34,92.91,154.17,0.01,0.26,1017.66,15.46,93.67,205.83,0.02
20240302175010,10,2024,3,2,17,50,0.1,1017.72,15.28,94.04,70.25,0.0,0.0,1017.58,15.24,93.24,49.17,0.0,0.44,1017.83,15.35,94.6,128.33,0.01
20240302180010,10,2024,3,2,18,00,0.26,1017.73,15.22,94.56,30.83,0.0,0.0,1017.63,15.19,94.53,21.67,0.0,0.78,1017.82,15.26,94.62,40.83,0.0
20240303060010,10,2024,3,3,6,00,0.07,1018.43,14.85,97.56,30.33,0.0,0.0,1018.38,14.83,97.47,22.5,0.0,0.17,1018.46,14.9,97.64,35.0,0.01
20240303061010,10,2024,3,3,6,10,0.04,1018.5,14.88,97.65,65.67,0.0,0.0,1018.45,14.84,97.56,36.67,0.0,0.26,1018.54,14.94,97.7,106.67,0.01
20240303062010,10,2024,3,3,6,20,0.03,1018.56,15.03,97.76,175.0,0.02,0.0,1018.53,14.98,97.73,119.17,0.01,0.26,1018.58,15.05,97.79,233.33,0.03
20240303063010,10,2024,3,3,6,30,0.04,1018.62,15.05,97.61,378.75,0.04,0.0,1018.56,15.04,97.52,254.17,0.02,0.26,1018.66,15.07,97.67,517.5,0.07
20240303064010,10,2024,3,3,6,40,0.0,1018.69,15.13,97.58,685.83,0.12,0.0,1018.66,15.06,97.5,542.5,0.06,0.0,1018.71,15.2,97.63,912.5,0.21
20240303065010,10,2024,3,3,6,50,0.0,1018.74,15.19,97.43,1033.58,0.25,0.0,1018.7,15.19,97.23,940.83,0.22,0.0,1018.76,15.21,97.5,1094.17,0.31
20240303070010,10,2024,3,3,7,00,0.0,1018.79,15.26,97.25,1414.67,0.43,0.0,1018.73,15.19,97.17,1189.17,0.34,0.0,1018.84,15.3,97.35,1645.83,0.59
20240303071010,10,2024,3,3,7,10,0.0,1018.82,15.41,97.07,2401.0,1.15,0.0,1018.79,15.32,96.97,1750.0,0.62,0.0,1018.86,15.54,97.19,2786.67,1.54
20240303072010,10,2024,3,3,7,20,0.0,1018.8,15.66,96.93,2823.08,1.46,0.0,1018.75,15.56,96.59,2385.83,1.03,0.0,1018.82,15.76,97.04,3440.83,2.14
20240303073010,10,2024,3,3,7,30,0.0,1018.81,15.72,96.34,3460.5,2.21,0.0,1018.77,15.68,95.96,3363.33,2.09,0.0,1018.85,15.74,96.52,3589.17,2.42
20240303074010,10,2024,3,3,7,40,0.0,1018.84,15.72,96.05,3346.25,2.06,0.0,1018.78,15.68,95.85,3170.83,1.85,0.0,1018.91,15.75,96.13,3552.5,2.18
20240303075010,10,2024,3,3,7,50,0.05,1018.95,15.79,95.61,3384.0,2.16,0.0,1018.93,15.65,95.11,3191.67,1.86,0.35,1018.98,15.9,95.77,3730.0,2.48
20240303080010,10,2024,3,3,8,00,0.02,1018.96,15.94,95.48,3714.25,2.65,0.0,1018.91,15.9,95.37,3645.83,2.49,0.17,1018.99,16.0,95.6,3886.67,2.75
20240303081010,10,2024,3,3,8,10,0.14,1018.94,16.08,95.33,4732.33,4.03,0.0,1018.89,16.0,95.23,3690.0,2.48,0.7,1019.0,16.25,95.49,6315.83,6.56
20240303082010,10,2024,3,3,8,20,0.0,1018.92,16.48,94.81,6501.42,7.46,0.0,1018.87,16.32,94.24,6255.0,7.03,0.0,1018.98,16.55,95.27,6771.67,8.24
20240303083010,10,2024,3,3,8,30,0.1,1019.02,16.62,93.89,6369.42,7.28,0.0,1018.98,16.56,92.99,5754.17,6.38,0.52,1019.07,16.67,94.46,6635.83,7.8
20240303084010,10,2024,3,3,8,40,0.07,1019.09,16.58,93.29,5642.08,6.27,0.0,1019.03,16.52,92.92,5407.5,5.82,0.26,1019.12,16.64,93.54,5876.67,6.7
20240303085010,10,2024,3,3,8,50,0.12,1019.11,16.75,93.51,5713.08,6.46,0.0,1019.09,16.67,93.13,5355.0,5.59,0.44,1019.15,16.8,93.83,6302.5,7.7
20240303090010,10,2024,3,3,9,00,0.0,1019.07,17.21,91.89,9853.08,21.19,0.0,1018.96,16.78,90.37,6497.5,8.29,0.0,1019.11,18.0,92.8,15240.0,46.07
20240303091010,10,2024,3,3,9,10,0.14,1018.97,19.23,86.76,20132.83,80.49,0.0,1018.9,18.21,84.01,16040.0,50.69,1.05,1019.0,19.89,89.83,23625.83,105.94
20240303092010,10,2024,3,3,9,20,0.45,1018.92,19.91,82.51,21707.25,90.43,0.0,1018.87,19.78,77.86,20273.33,80.94,1.31,1018.96,20.05,84.14,22665.83,99.18
20240303093010,10,2024,3,3,9,30,0.06,1018.75,21.13,78.55,26444.92,141.52,0.0,1018.62,20.01,74.71,20092.5,79.47,0.26,1018.88,23.03,81.29,40054.16,292.02
20240303094010,10,2024,3,3,9,40,0.24,1018.38,26.2,62.35,45897.88,402.73,0.0,1018.23,23.57,56.37,29198.33,148.06,0.96,1018.6,28.48,70.16,72266.72,889.95
20240303095010,10,2024,3,3,9,50,0.28,1018.28,24.72,60.4,29469.17,154.43,0.0,1018.24,23.66,56.98,25294.17,112.9,0.61,1018.31,25.86,62.45,36885.83,235.19
20240303100010,10,2024,3,3,10,00,0.17,1018.18,24.13,64.54,31602.33,171.62,0.0,1018.09,23.5,61.53,27996.67,132.29,0.52,1018.27,24.69,67.31,37241.66,235.92
20240303101010,10,2024,3,3,10,10,0.2,1018.01,24.66,61.88,30652.08,162.48,0.0,1017.95,24.42,58.91,23558.33,97.19,0.61,1018.07,24.85,65.04,37272.5,237.88
20240303102010,10,2024,3,3,10,20,0.51,1017.75,28.93,50.95,57022.67,769.55,0.0,1017.63,25.46,46.07,22281.67,79.64,0.96,1017.95,31.69,60.23,100186.55,1746.89
20240303103010,10,2024,3,3,10,30,0.68,1017.63,24.34,59.7,17551.5,53.51,0.17,1017.58,22.62,55.05,12037.5,23.58,1.22,1017.68,26.12,64.86,28132.5,122.2
20240303104010,10,2024,3,3,10,40,0.52,1017.5,22.66,65.5,25505.51,131.03,0.26,1017.34,22.0,63.49,12010.0,25.91,1.22,1017.63,23.45,68.09,53699.16,466.73
20240303105010,10,2024,3,3,10,50,0.52,1017.15,31.23,46.13,100755.1,1801.3,0.17,1016.98,25.5,37.54,54612.5,1547.91,0.87,1017.33,34.97,60.69,110798.9,1972.76
20240303110010,10,2024,3,3,11,00,0.49,1016.85,36.03,34.65,96299.38,1443.25,0.0,1016.77,35.29,31.54,70153.59,768.4,1.05,1016.95,36.82,36.57,115808.59,1895.2
20240303111010,10,2024,3,3,11,10,0.81,1016.79,34.72,35.63,89371.17,1257.7,0.0,1016.74,34.1,30.91,66703.59,707.11,2.09,1016.84,35.39,39.36,116901.09,1927.15
20240303112010,10,2024,3,3,11,20,0.52,1016.65,33.41,35.23,78794.4,991.25,0.26,1016.57,32.15,32.87,51658.36,419.47,0.87,1016.76,34.65,37.17,93726.8,1365.49
20240303113010,10,2024,3,3,11,30,0.98,1016.52,32.92,37.49,66867.54,833.7,0.0,1016.5,30.56,34.31,32407.5,171.12,2.61,1016.56,34.89,42.19,110807.88,1793.76
20240303114010,10,2024,3,3,11,40,0.9,1016.48,29.56,42.83,60354.15,669.25,0.52,1016.37,28.95,38.92,40891.48,270.89,1.22,1016.54,31.38,44.97,115808.59,1988.5
20240303115010,10,2024,3,3,11,50,1.26,1016.34,31.7,37.83,76158.75,1011.83,0.87,1016.25,30.33,32.61,52876.64,454.72,1.65,1016.39,33.79,40.26,117758.2,2337.67
20240303120010,10,2024,3,3,12,00,0.9,1016.15,30.13,41.27,46552.9,377.29,0.44,1016.09,28.35,37.98,34325.0,197.27,1.22,1016.18,31.01,44.81,62563.59,629.1
20240303121010,10,2024,3,3,12,10,1.12,1016.06,26.88,49.2,32180.25,173.71,0.17,1015.97,26.62,44.95,28047.5,132.92,2.53,1016.13,27.57,51.72,35591.66,209.34
20240303122010,10,2024,3,3,12,20,1.06,1015.97,25.96,52.13,25649.42,115.23,0.26,1015.92,24.87,50.32,17371.67,52.8,1.92,1016.01,26.67,54.2,32257.5,173.66
20240303123010,10,2024,3,3,12,30,0.97,1015.83,24.12,56.66,16319.25,47.18,0.17,1015.71,23.94,55.2,14795.83,39.28,1.65,1015.93,24.58,58.25,17857.5,55.97
20240303124010,10,2024,3,3,12,40,1.04,1015.59,24.03,56.61,18246.17,59.68,0.35,1015.53,23.92,55.83,17505.0,55.61,1.57,1015.7,24.17,57.41,18947.5,64.08
20240303125010,10,2024,3,3,12,50,0.92,1015.37,23.89,56.89,19229.08,64.59,0.35,1015.29,23.73,56.01,18050.0,57.68,1.22,1015.48,24.14,57.75,20510.0,72.23
20240303130010,10,2024,3,3,13,00,0.94,1015.15,24.22,55.15,24041.92,98.78,0.61,1015.07,24.12,54.13,20365.83,72.01,1.31,1015.22,24.34,56.11,27924.17,128.25
20240303131010,10,2024,3,3,13,10,0.92,1014.97,24.56,54.92,28156.08,129.89,0.52,1014.91,24.3,53.1,27250.83,122.2,1.74,1015.06,24.98,57.17,31145.83,155.85
20240303132010,10,2024,3,3,13,20,1.0,1014.71,28.35,45.46,82247.41,1182.29,0.35,1014.56,25.07,38.25,34116.66,185.65,1.48,1014.92,31.11,53.13,117758.2,2393.1
20240303133010,10,2024,3,3,13,30,0.95,1014.62,28.05,44.93,30181.28,154.3,0.0,1014.58,26.79,40.41,23398.33,91.27,1.74,1014.66,29.96,49.2,45556.17,322.74
20240303134010,10,2024,3,3,13,40,1.05,1014.58,25.88,50.39,21191.66,75.89,0.78,1014.54,25.14,48.78,20030.83,67.79,1.48,1014.62,26.64,51.96,23045.0,89.19
20240303135010,10,2024,3,3,13,50,0.91,1014.56,24.77,53.49,17236.83,51.87,0.17,1014.53,24.26,52.34,15427.5,40.78,1.48,1014.59,25.05,54.88,19412.5,64.82
20240303140010,10,2024,3,3,14,00,0.82,1014.55,23.75,58.44,14797.58,38.5,0.0,1014.51,23.36,55.29,13919.17,34.02,1.22,1014.58,24.11,61.72,15585.0,42.36
20240303141010,10,2024,3,3,14,10,0.82,1014.44,23.57,59.04,15296.33,40.77,0.17,1014.4,23.49,57.84,14272.5,35.64,1.39,1014.49,23.69,60.16,16040.83,44.76
20240303142010,10,2024,3,3,14,20,0.74,1014.37,23.35,58.34,13977.25,33.83,0.26,1014.34,23.25,57.57,13145.83,29.46,1.22,1014.39,23.51,59.33,14817.5,38.08
20240303143010,10,2024,3,3,14,30,0.98,1014.31,23.21,58.57,15125.17,38.32,0.52,1014.29,23.11,57.28,13699.17,31.72,1.31,1014.34,23.27,60.26,16252.5,43.8
20240303144010,10,2024,3,3,14,40,0.84,1014.34,23.36,58.46,14946.25,36.84,0.26,1014.3,23.06,57.59,12831.67,27.73,1.48,1014.39,23.51,59.84,15842.5,41.71
20240303145010,10,2024,3,3,14,50,0.97,1014.32,22.89,59.13,11696.33,23.08,0.52,1014.29,22.68,58.3,9790.83,16.46,1.48,1014.34,23.01,60.33,12534.17,26.55
20240303150010,10,2024,3,3,15,00,0.76,1014.26,22.44,61.93,9918.67,17.09,0.17,1014.23,22.28,59.39,8619.17,13.23,1.31,1014.32,22.55,63.55,10983.33,20.5
20240303151010,10,2024,3,3,15,10,0.68,1014.27,22.42,62.47,8784.58,13.72,0.26,1014.23,22.32,60.9,7925.83,11.62,1.48,1014.29,22.49,64.09,10217.5,17.63
20240303152010,10,2024,3,3,15,20,0.62,1014.26,22.57,62.08,9709.67,16.56,0.44,1014.22,22.42,60.38,8875.83,14.14,0.78,1014.31,22.68,63.54,10675.83,19.48
20240303153010,10,2024,3,3,15,30,0.85,1014.19,22.55,62.51,11126.83,20.74,0.26,1014.13,22.4,61.76,9773.33,16.03,1.74,1014.24,22.64,63.25,12590.83,26.46
20240303154010,10,2024,3,3,15,40,1.04,1014.15,22.35,62.03,13516.67,30.13,0.7,1014.12,22.3,60.69,10981.67,20.38,1.65,1014.18,22.41,63.08,14618.33,34.41
20240303155010,10,2024,3,3,15,50,0.92,1014.19,22.32,64.34,11320.83,21.52,0.26,1014.17,22.24,62.83,8533.33,12.51,1.57,1014.21,22.43,65.25,14565.0,34.08
