SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW)
20240303172016,16,2024,3,3,17,20,0.82,1017.7,20.91,66.34,2380.17,0.84,0.0,1017.65,20.78,65.48,1870.83,0.48,1.57,1017.74,21.07,67.18,2801.67,1.08
20240303173016,16,2024,3,3,17,30,0.57,1017.74,20.73,67.42,1403.0,0.32,0.26,1017.69,20.7,66.83,1078.33,0.16,1.13,1017.78,20.76,68.07,1785.83,0.48
20240303174016,16,2024,3,3,17,40,0.68,1017.79,20.74,67.65,625.33,0.08,0.0,1017.71,20.71,66.97,331.67,0.03,2.09,1017.85,20.78,68.3,1021.67,0.15
20240303175016,16,2024,3,3,17,50,0.02,1017.8,20.81,68.36,209.08,0.01,0.0,1017.74,20.76,67.88,93.33,0.0,0.17,1017.87,20.86,68.86,320.0,0.02
20240303180016,16,2024,3,3,18,00,0.11,1017.91,20.85,68.62,47.4,0.0,0.0,1017.89,20.81,67.83,20.83,0.0,0.26,1017.94,20.88,69.72,80.0,0.01
20240304055016,16,2024,3,4,5,50,0.09,1017.18,15.87,86.42,43.33,0.0,0.0,1017.17,15.85,86.08,24.17,0.0,0.44,1017.2,15.89,86.77,65.0,0.01
20240304060016,16,2024,3,4,6,00,0.87,1017.19,16.0,86.0,195.5,0.02,0.0,1017.16,15.91,85.21,80.0,0.0,1.48,1017.21,16.1,86.81,354.17,0.04
20240304061016,16,2024,3,4,6,10,0.69,1017.23,16.17,85.14,711.5,0.16,0.0,1017.18,16.11,84.47,404.17,0.04,1.65,1017.3,16.2,85.51,1107.5,0.38
20240304062016,16,2024,3,4,6,20,0.03,1017.32,16.24,84.58,1906.33,1.13,0.0,1017.26,16.18,83.98,1223.33,0.42,0.35,1017.41,16.33,85.36,2706.67,2.07
20240304063016,16,2024,3,4,6,30,0.0,1017.5,16.53,83.68,4011.83,4.36,0.0,1017.44,16.34,82.83,2915.83,2.21,0.0,1017.53,16.82,84.18,5170.0,7.0
20240304064016,16,2024,3,4,6,40,0.02,1017.54,17.55,80.45,6722.42,11.36,0.0,1017.5,16.93,77.88,5452.5,7.75,0.17,1017.56,18.25,82.55,8053.33,14.8
20240304065016,16,2024,3,4,6,50,0.23,1017.57,19.56,73.28,14843.42,97.72,0.0,1017.51,18.39,68.57,9579.17,15.73,0.87,1017.63,21.04,76.78,19065.0,174.36
20240304070016,16,2024,3,4,7,00,0.65,1017.52,22.28,63.15,22740.58,218.68,0.35,1017.45,21.34,59.68,19750.83,184.87,1.31,1017.59,23.03,67.37,26601.67,270.86
20240304071016,16,2024,3,4,7,10,1.12,1017.48,23.78,57.21,31276.0,339.7,0.17,1017.45,23.16,54.69,27209.17,278.43,1.65,1017.52,24.57,59.67,35272.5,399.97
20240304072016,16,2024,3,4,7,20,1.57,1017.43,25.27,52.59,40809.1,490.34,0.52,1017.4,24.62,50.13,36425.0,418.29,2.26,1017.47,25.54,55.43,45820.31,573.54
20240304073016,16,2024,3,4,7,30,1.38,1017.53,26.73,48.8,50825.68,658.88,0.35,1017.46,25.46,45.35,46923.59,590.28,2.26,1017.59,27.53,51.3,54163.2,715.81
20240304074016,16,2024,3,4,7,40,1.05,1017.53,28.72,43.96,57574.75,777.46,0.44,1017.49,27.78,41.05,54705.86,726.58,1.74,1017.56,29.87,46.09,60998.51,840.23
20240304075016,16,2024,3,4,7,50,0.66,1017.58,31.17,38.93,64417.79,907.69,0.0,1017.54,30.16,36.43,61632.81,852.98,1.74,1017.61,32.25,40.87,66425.08,944.92
20240304080016,16,2024,3,4,8,00,0.86,1017.51,32.87,35.05,72551.16,1067.17,0.35,1017.46,32.3,33.43,66879.69,950.19,1.31,1017.54,33.52,37.67,77950.23,1182.71
20240304081016,16,2024,3,4,8,10,0.41,1017.49,35.21,31.52,81951.88,1261.67,0.0,1017.44,33.62,29.16,78555.78,1197.18,0.96,1017.53,36.14,33.82,84945.47,1315.88
20240304082016,16,2024,3,4,8,20,0.49,1017.45,37.26,27.8,89109.01,1395.76,0.0,1017.42,36.33,26.15,86293.12,1346.51,0.96,1017.49,37.86,29.78,90808.67,1426.71
20240304083016,16,2024,3,4,8,30,0.57,1017.37,38.13,26.44,93679.0,1474.02,0.17,1017.27,37.42,25.28,91290.23,1434.3,0.78,1017.42,38.85,27.89,96292.73,1516.75
20240304084016,16,2024,3,4,8,40,0.39,1017.33,39.76,24.2,98935.39,1556.65,0.0,1017.31,38.86,23.23,96567.66,1524.14,1.31,1017.35,40.37,25.67,101081.4,1591.13
20240304085016,16,2024,3,4,8,50,0.41,1017.23,40.66,22.32,102853.84,1584.07,0.0,1017.18,40.23,20.66,101367.1,1560.01,0.96,1017.28,41.22,23.26,104950.07,1610.59
20240304090016,16,2024,3,4,9,00,1.29,1017.17,40.46,22.08,107258.52,1627.36,0.44,1017.13,38.86,20.11,105593.35,1600.62,3.4,1017.2,41.42,24.56,107974.21,1644.45
20240304091016,16,2024,3,4,9,10,1.39,1017.08,40.13,22.34,108364.67,1660.38,0.44,1017.05,39.09,19.63,107183.59,1640.81,2.7,1017.1,40.82,23.34,109368.59,1674.54
20240304092016,16,2024,3,4,9,20,1.67,1017.04,39.23,22.96,109284.31,1680.27,0.44,1016.97,38.11,21.34,108876.24,1670.46,4.01,1017.1,40.68,25.05,109654.29,1691.46
20240304093016,16,2024,3,4,9,30,2.3,1017.02,37.15,25.14,109972.16,1709.8,0.35,1016.94,36.27,22.73,109390.15,1698.5,4.27,1017.11,38.05,27.3,110403.59,1718.14
20240304094016,16,2024,3,4,9,40,1.58,1016.85,39.84,22.83,110800.16,1708.89,0.44,1016.79,37.77,19.33,110117.88,1700.78,2.7,1016.93,41.01,25.82,111957.88,1719.36
20240304095016,16,2024,3,4,9,50,2.71,1016.85,38.64,22.47,113170.77,1767.45,1.39,1016.8,36.46,19.96,112002.8,1728.0,4.01,1016.9,40.17,25.41,113986.55,1837.12
20240304100016,16,2024,3,4,10,00,2.72,1016.77,35.35,25.85,113379.75,1857.54,1.65,1016.62,34.72,24.85,112784.45,1838.23,4.09,1016.89,36.0,27.33,113984.76,1872.0
20240304101016,16,2024,3,4,10,10,2.27,1016.55,35.77,26.04,113324.77,1860.96,1.48,1016.4,35.32,25.44,112933.59,1853.57,2.96,1016.67,36.06,27.64,114198.59,1870.4
20240304102016,16,2024,3,4,10,20,3.02,1016.43,36.83,26.0,114376.12,1853.88,1.65,1016.35,35.37,23.36,114081.79,1837.92,4.53,1016.52,38.18,28.15,114773.59,1867.0
20240304103016,16,2024,3,4,10,30,3.28,1016.37,35.22,27.7,113384.6,1851.37,2.53,1016.32,34.85,26.42,112243.59,1800.85,4.96,1016.42,35.58,29.42,114712.49,1876.0
20240304104016,16,2024,3,4,10,40,3.48,1016.16,34.84,28.71,109926.16,1843.22,2.09,1016.03,34.14,27.48,103503.59,1746.73,5.05,1016.27,35.49,30.06,111803.35,1873.28
20240304105016,16,2024,3,4,10,50,4.0,1016.12,33.87,31.1,109111.99,1858.01,2.61,1016.06,32.99,29.23,107794.52,1845.73,5.57,1016.21,34.47,33.4,110615.62,1873.6
20240304110016,16,2024,3,4,11,00,2.95,1016.05,35.36,28.93,106752.88,1805.4,2.26,1015.98,34.82,27.55,105458.59,1744.72,4.18,1016.18,36.13,31.99,108276.09,1839.02
20240304111016,16,2024,3,4,11,10,3.21,1015.77,35.1,29.24,104810.81,1797.52,2.44,1015.63,34.49,28.47,103458.66,1772.75,4.18,1015.9,35.48,30.21,106130.62,1826.95
20240304112016,16,2024,3,4,11,20,3.78,1015.48,34.16,31.32,103499.45,1790.64,2.61,1015.33,33.5,29.86,102145.15,1769.95,4.62,1015.61,35.12,33.29,104538.59,1800.06
20240304113016,16,2024,3,4,11,30,3.81,1015.18,33.97,31.62,100777.01,1753.07,2.61,1015.11,33.58,30.83,99669.05,1736.04,5.23,1015.29,34.41,32.6,101990.62,1770.42
20240304114016,16,2024,3,4,11,40,3.68,1015.06,33.5,32.44,97327.37,1724.4,2.26,1014.77,32.89,30.94,96389.77,1710.6,5.92,1015.23,34.16,33.52,99088.66,1748.27
20240304115016,16,2024,3,4,11,50,3.51,1014.85,33.66,32.54,94134.51,1669.84,2.7,1014.68,32.76,31.56,92348.59,1638.12,4.53,1014.98,34.26,34.02,96001.64,1709.53
20240304120016,16,2024,3,4,12,00,4.42,1014.66,32.51,35.38,90910.02,1599.83,3.22,1014.38,31.76,33.76,89256.17,1558.36,6.01,1014.82,33.11,37.32,93020.63,1654.4
20240304121016,16,2024,3,4,12,10,4.21,1014.42,32.56,36.41,87163.71,1510.37,2.53,1014.28,31.78,34.3,85067.66,1462.55,5.84,1014.51,33.31,38.52,88880.63,1551.08
20240304122016,16,2024,3,4,12,20,3.31,1014.18,33.21,34.64,82879.24,1413.61,2.35,1014.05,32.6,33.36,81143.28,1370.46,4.53,1014.41,33.56,35.53,84562.73,1453.06
20240304123016,16,2024,3,4,12,30,3.31,1014.02,33.3,34.98,79576.76,1331.15,2.18,1013.86,33.07,34.45,78663.59,1299.77,4.18,1014.2,33.6,35.58,81062.42,1373.88
20240304124016,16,2024,3,4,12,40,3.88,1013.67,33.26,36.29,77865.96,1262.47,2.87,1013.53,32.34,34.5,76936.8,1232.24,6.53,1013.77,33.74,39.05,78501.88,1291.88
20240304125016,16,2024,3,4,12,50,3.89,1013.54,32.77,36.3,74756.11,1172.22,2.96,1013.26,32.1,34.99,72965.7,1127.78,5.31,1013.86,33.43,37.03,76081.48,1204.86
20240304130016,16,2024,3,4,13,00,3.92,1013.4,32.38,37.89,69692.88,1037.02,2.61,1013.26,31.91,35.53,67420.55,968.11,6.01,1013.58,33.09,39.42,72264.92,1108.64
20240304131016,16,2024,3,4,13,10,3.88,1013.17,32.26,38.64,65841.81,911.56,2.09,1013.01,31.53,37.97,64002.89,857.84,6.71,1013.41,32.55,40.5,67506.8,963.02
20240304132016,16,2024,3,4,13,20,5.01,1013.16,31.18,40.69,61964.69,800.38,3.31,1013.05,30.61,38.94,60331.87,755.4,6.71,1013.35,31.85,42.28,63763.9,846.13
20240304133016,16,2024,3,4,13,30,4.1,1012.9,31.29,40.48,56570.47,686.07,2.53,1012.75,30.81,39.18,49760.86,589.84,5.57,1013.09,31.73,42.0,59228.59,728.87
20240304134016,16,2024,3,4,13,40,4.54,1012.82,28.49,47.38,15729.42,64.83,3.14,1012.69,26.76,39.38,12111.67,19.24,6.18,1013.08,31.33,53.11,36201.64,348.82
20240304135016,16,2024,3,4,13,50,3.89,1012.63,26.65,54.9,11719.08,17.75,3.22,1012.51,26.51,53.22,11407.5,16.69,5.57,1012.72,26.87,55.6,12026.67,18.61
20240304140016,16,2024,3,4,14,00,4.07,1012.64,26.27,55.28,11053.83,15.88,2.53,1012.49,25.98,54.03,10817.5,14.95,5.75,1012.81,26.59,56.91,11359.17,16.77
20240304141016,16,2024,3,4,14,10,4.68,1012.5,25.61,58.51,10520.92,14.41,2.44,1012.31,25.46,56.92,10350.83,14.0,8.71,1012.71,25.91,59.71,10761.67,14.95
20240304142016,16,2024,3,4,14,20,4.25,1012.32,25.54,59.82,10168.25,13.6,3.05,1012.19,25.29,58.91,9954.17,13.16,6.97,1012.48,25.76,60.28,10294.17,13.97
20240304143016,16,2024,3,4,14,30,4.13,1012.28,25.63,60.28,9501.33,11.93,2.53,1012.22,25.51,59.34,9243.33,10.79,5.84,1012.35,25.73,61.68,9808.33,13.19
20240304144016,16,2024,3,4,14,40,4.17,1012.31,25.46,59.9,8931.08,10.52,2.18,1012.2,25.29,59.5,8770.83,10.18,5.57,1012.48,25.58,60.5,9201.67,11.39
20240304145016,16,2024,3,4,14,50,3.98,1012.31,25.27,59.34,8536.17,9.66,2.0,1012.23,25.08,57.86,8340.0,8.85,6.36,1012.5,25.44,60.52,8746.67,10.2
20240304150016,16,2024,3,4,15,00,2.75,1012.25,25.52,58.21,8242.42,9.1,1.65,1012.18,25.47,57.46,8062.5,8.79,4.01,1012.36,25.58,59.06,8410.0,9.63
20240304151016,16,2024,3,4,15,10,2.67,1012.17,25.67,55.48,7914.83,8.38,1.57,1012.1,25.54,54.15,7782.5,8.15,4.62,1012.28,25.75,58.83,8035.0,8.74
20240304152016,16,2024,3,4,15,20,2.58,1012.2,25.77,54.16,7826.0,8.31,1.48,1012.16,25.65,51.99,7611.67,7.68,4.18,1012.28,25.9,55.82,8064.17,8.88
20240304153016,16,2024,3,4,15,30,3.21,1012.21,25.83,51.27,7573.58,7.8,2.26,1012.13,25.75,49.36,7312.5,7.18,4.01,1012.28,25.96,53.06,7958.33,8.83
20240304154016,16,2024,3,4,15,40,3.09,1012.33,25.78,51.97,7051.58,6.7,1.92,1012.25,25.72,51.02,6799.17,6.36,3.83,1012.55,25.85,52.78,7340.83,7.18
20240304155016,16,2024,3,4,15,50,2.29,1012.38,25.74,49.63,6593.67,5.86,1.83,1012.3,25.7,48.6,6435.0,5.48,2.96,1012.44,25.77,50.12,6743.33,6.24
20240304160016,16,2024,3,4,16,00,2.16,1012.46,25.66,50.97,6199.08,5.13,1.57,1012.4,25.6,50.14,6065.0,4.86,2.87,1012.58,25.74,51.78,6370.0,5.44
20240304161016,16,2024,3,4,16,10,2.33,1012.52,25.55,51.4,5906.67,4.71,0.78,1012.48,25.5,49.56,5667.5,4.05,3.75,1012.6,25.6,52.93,6035.83,4.98
20240304162016,16,2024,3,4,16,20,2.67,1012.52,25.44,50.67,5504.92,4.04,1.22,1012.49,25.37,49.52,5434.17,3.95,4.53,1012.58,25.49,52.33,5601.67,4.4
20240304163016,16,2024,3,4,16,30,2.31,1012.51,25.4,52.32,5642.75,4.8,1.22,1012.45,25.37,51.02,5127.5,3.9,4.53,1012.59,25.43,53.83,6012.5,5.48
20240304164016,16,2024,3,4,16,40,2.62,1012.73,25.24,57.49,5041.92,4.03,1.57,1012.62,25.05,54.33,4641.67,3.46,3.92,1012.9,25.39,61.21,5524.17,4.87
20240304165016,16,2024,3,4,16,50,1.81,1012.8,25.04,61.7,4528.92,3.59,0.52,1012.73,24.99,60.83,3910.0,2.55,2.87,1012.93,25.08,62.16,5054.17,4.4
20240304170016,16,2024,3,4,17,00,2.68,1012.9,24.87,61.42,3156.75,1.66,1.92,1012.81,24.8,61.18,2786.67,1.27,4.01,1012.97,24.98,61.71,3705.0,2.36
20240304171016,16,2024,3,4,17,10,2.21,1012.96,24.86,62.05,2334.0,1.15,1.31,1012.87,24.81,61.25,2120.83,1.0,3.05,1013.07,24.89,62.49,2717.5,1.33
20240304172016,16,2024,3,4,17,20,2.72,1012.91,24.8,62.51,1686.58,0.54,1.57,1012.82,24.7,61.85,1399.17,0.33,4.18,1012.95,24.87,63.37,2071.67,0.98
20240304173016,16,2024,3,4,17,30,2.19,1012.79,24.62,63.31,1176.16,0.22,1.22,1012.72,24.54,62.99,943.33,0.13,4.44,1012.86,24.69,63.6,1342.5,0.31
20240304174016,16,2024,3,4,17,40,2.43,1012.78,24.43,64.31,745.33,0.1,1.31,1012.7,24.36,63.57,571.67,0.06,3.83,1012.85,24.52,65.09,900.83,0.12
20240304175016,16,2024,3,4,17,50,2.15,1012.73,24.27,65.85,372.33,0.03,1.57,1012.69,24.22,65.05,219.17,0.01,2.79,1012.82,24.34,66.72,533.33,0.06
20240304180016,16,2024,3,4,18,00,1.69,1012.64,24.16,67.57,95.67,0.0,1.31,1012.58,24.12,66.62,31.67,0.0,2.35,1012.76,24.21,68.38,190.0,0.02
20240304181016,16,2024,3,4,18,10,1.57,1012.54,24.12,68.37,24.17,0.0,1.57,1012.54,24.12,68.37,24.17,0.0,1.57,1012.54,24.12,68.37,24.17,0.0
20240305055016,16,2024,3,5,5,50,0.97,1011.63,20.55,80.5,38.17,0.0,0.0,1011.61,20.5,80.02,21.67,0.0,1.48,1011.65,20.62,81.08,58.33,0.0
20240305060016,16,2024,3,5,6,00,1.42,1011.77,20.78,78.99,165.0,0.01,0.0,1011.67,20.64,78.39,71.67,0.0,2.53,1011.81,20.88,79.93,275.83,0.02
20240305061016,16,2024,3,5,6,10,0.0,1011.79,20.97,78.21,447.0,0.1,0.0,1011.71,20.88,77.84,304.17,0.03,0.0,1011.84,21.08,78.57,622.5,0.15
20240305062016,16,2024,3,5,6,20,0.98,1011.57,21.18,77.34,784.58,0.23,0.0,1011.51,21.11,76.61,657.5,0.16,1.65,1011.68,21.25,78.92,952.5,0.32
20240305063016,16,2024,3,5,6,30,0.79,1011.52,21.38,76.69,1755.75,0.88,0.0,1011.48,21.26,75.98,1042.5,0.36,1.83,1011.56,21.5,77.37,2602.5,1.78
20240305064016,16,2024,3,5,6,40,0.6,1011.57,21.76,75.3,4643.5,5.11,0.0,1011.49,21.53,74.27,2819.17,2.07,1.05,1011.66,22.05,76.1,6708.33,9.63
20240305065016,16,2024,3,5,6,50,1.01,1011.66,22.29,73.11,6866.75,9.74,0.44,1011.63,22.12,72.04,6290.0,7.54,1.65,1011.7,22.45,73.89,8386.67,17.47
20240305070016,16,2024,3,5,7,00,0.43,1011.78,22.61,71.57,7846.75,11.07,0.0,1011.71,22.45,70.77,6601.67,7.8,1.39,1011.86,22.8,72.63,8802.5,13.97
20240305071016,16,2024,3,5,7,10,0.17,1011.69,22.88,70.73,8109.75,10.15,0.0,1011.64,22.82,70.32,7658.33,8.88,0.78,1011.78,22.94,71.33,9317.5,13.93
20240305072016,16,2024,3,5,7,20,0.92,1011.55,23.23,69.34,11763.83,22.61,0.0,1011.37,22.99,68.39,9655.83,15.36,2.18,1011.67,23.37,70.37,13635.0,28.86
20240305073016,16,2024,3,5,7,30,1.8,1011.31,24.24,66.11,29717.15,268.56,1.31,1011.24,23.28,58.98,13837.5,26.69,2.44,1011.4,26.41,68.95,56112.81,762.96
20240305074016,16,2024,3,5,7,40,1.58,1011.23,29.68,50.39,62112.22,880.59,0.26,1011.13,27.13,44.57,58538.59,811.09,2.44,1011.28,31.64,58.07,65763.83,951.1
20240305075016,16,2024,3,5,7,50,1.12,1011.13,33.37,40.75,68771.08,1003.07,0.26,1011.07,31.72,36.86,65638.05,938.43,2.18,1011.18,35.3,44.66,72324.22,1068.84
20240305080016,16,2024,3,5,8,00,0.76,1011.15,36.71,34.11,75875.2,1138.6,0.17,1011.09,35.71,32.35,72518.28,1074.2,1.48,1011.22,37.63,36.65,79698.59,1214.33
20240305081016,16,2024,3,5,8,10,1.66,1011.15,36.9,33.05,83496.11,1292.64,0.26,1011.11,35.99,31.15,80438.91,1230.29,2.7,1011.2,37.72,35.51,86023.59,1339.56
20240305082016,16,2024,3,5,8,20,2.0,1011.09,36.94,32.74,89109.73,1398.02,1.48,1010.93,36.4,30.64,85745.08,1337.13,3.14,1011.16,37.34,34.36,94082.58,1492.69
20240305083016,16,2024,3,5,8,30,1.32,1010.94,38.92,30.02,93635.88,1416.3,0.35,1010.89,38.07,28.73,86284.14,1275.78,2.7,1010.99,39.68,31.74,96603.59,1533.87
20240305084016,16,2024,3,5,8,40,1.85,1010.89,39.15,28.6,98709.71,1551.71,0.78,1010.83,38.41,26.36,96546.09,1519.63,2.96,1010.95,40.1,30.09,100283.59,1578.54
20240305085016,16,2024,3,5,8,50,1.09,1010.76,40.55,27.22,102162.94,1554.67,0.17,1010.69,38.73,25.56,99694.21,1504.75,1.92,1010.89,41.87,29.44,105077.65,1595.56
20240305090016,16,2024,3,5,9,00,1.85,1010.64,41.66,25.27,105003.8,1584.45,0.78,1010.5,40.94,23.92,103462.26,1556.46,2.53,1010.76,42.4,26.54,107027.26,1624.9
20240305091016,16,2024,3,5,9,10,1.94,1010.49,41.18,25.44,106900.58,1632.31,1.13,1010.44,40.52,22.53,105740.7,1617.26,2.79,1010.54,41.99,27.27,108373.12,1649.25
20240305092016,16,2024,3,5,9,20,0.6,1010.29,44.38,21.57,109848.35,1648.96,0.0,1010.21,42.64,19.5,107115.3,1607.72,1.13,1010.43,45.92,24.44,111727.88,1671.97
20240305093016,16,2024,3,5,9,30,0.56,1010.31,46.87,18.22,112136.14,1667.67,0.0,1010.19,46.01,17.34,111553.59,1658.61,1.31,1010.4,47.53,19.57,113111.48,1675.75
20240305094016,16,2024,3,5,9,40,1.38,1010.14,46.19,17.75,112963.41,1690.14,0.44,1010.0,44.74,16.0,111291.24,1666.04,2.53,1010.25,47.15,18.82,113623.59,1706.58
20240305095016,16,2024,3,5,9,50,1.0,1009.94,45.68,19.01,114407.56,1720.03,0.0,1009.86,43.22,17.47,112358.59,1706.12,3.4,1010.02,47.55,21.17,116575.85,1741.74
20240305100016,16,2024,3,5,10,00,2.74,1009.8,43.9,19.85,114429.49,1744.29,1.13,1009.69,41.39,16.29,113388.2,1707.64,4.18,1009.88,47.68,22.52,115321.63,1770.83
20240305101016,16,2024,3,5,10,10,1.56,1009.6,43.75,20.22,115236.28,1757.0,0.52,1009.47,42.66,18.78,114105.15,1745.49,2.87,1009.76,45.44,21.46,117400.62,1765.87
20240305102016,16,2024,3,5,10,20,1.4,1009.47,45.9,18.16,117495.32,1781.65,0.26,1009.37,44.22,16.11,116076.32,1745.96,3.14,1009.61,48.15,20.07,117758.2,1803.67
